x,y,LOCAL_DAY,CLIMATE_IDENTIFIER,STATION_NAME,MIN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,LOCAL_MONTH,SNOW_ON_GROUND,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION_FLAG,ID,HEATING_DEGREE_DAYS,LOCAL_DATE,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST,PROVINCE_CODE
-120.8333333,56.25,11,1182998,FORT ST JOHN,,,,0,,0,,,0,,20.6,,1931,12.8,,,6,,,5,,,1182998.1931.6.11,5.2,1931-06-11 0:00,,,,0,,BC
-120.8333333,56.25,12,1182998,FORT ST JOHN,,,,0.3,,0,,,0.3,,17.2,,1931,12.2,,,6,,,7.2,,,1182998.1931.6.12,5.8,1931-06-12 0:00,,,,0,,BC
-120.8333333,56.25,13,1182998,FORT ST JOHN,,,,0,,0,,,0,,15,,1931,11.7,,,6,,,8.3,,,1182998.1931.6.13,6.3,1931-06-13 0:00,,,,0,,BC
-120.8333333,56.25,14,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.7,,1931,15,,,6,,,8.3,,,1182998.1931.6.14,3,1931-06-14 0:00,,,,0,,BC
-120.8333333,56.25,15,1182998,FORT ST JOHN,,,,0,,0,,,0,,24.4,,1931,17.2,,,6,,,10,,,1182998.1931.6.15,0.8,1931-06-15 0:00,,,,0,,BC
-120.8333333,56.25,16,1182998,FORT ST JOHN,,,,0,T,0,,,0,,25,,1931,18.1,,,6,,,11.1,,T,1182998.1931.6.16,0,1931-06-16 0:00,,,,0.1,,BC
-120.8333333,56.25,17,1182998,FORT ST JOHN,M,M,,0,C,0,,,0,M,,,1931,,,,6,,M,,,C,1182998.1931.6.17,,1931-06-17 0:00,M,,,,,BC
-120.8333333,56.25,18,1182998,FORT ST JOHN,M,M,,40.1,A,0,,,40.1,M,,,1931,,,,6,,M,,,A,1182998.1931.6.18,,1931-06-18 0:00,M,,,,,BC
-120.8333333,56.25,19,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.1,,1931,10.6,,,6,,,5,,,1182998.1931.6.19,7.4,1931-06-19 0:00,,,,0,,BC
-120.8333333,56.25,20,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,11.7,,,6,,,5.6,,,1182998.1931.6.20,6.3,1931-06-20 0:00,,,,0,,BC
-120.8333333,56.25,21,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,13.1,,,6,,,5,,,1182998.1931.6.21,4.9,1931-06-21 0:00,,,,0,,BC
-120.8333333,56.25,22,1182998,FORT ST JOHN,,,,0,,0,,,0,,13.3,,1931,10.8,,,6,,,8.3,,,1182998.1931.6.22,7.2,1931-06-22 0:00,,,,0,,BC
-120.8333333,56.25,23,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.1,,1931,11.1,,,6,,,6.1,,,1182998.1931.6.23,6.9,1931-06-23 0:00,,,,0,,BC
-120.8333333,56.25,24,1182998,FORT ST JOHN,,,,19.8,,0,,,19.8,,15,,1931,9.5,,,6,,,3.9,,,1182998.1931.6.24,8.5,1931-06-24 0:00,,,,0,,BC
-120.8333333,56.25,25,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.2,,1931,10,,,6,,,2.8,,,1182998.1931.6.25,8,1931-06-25 0:00,,,,0,,BC
-120.8333333,56.25,26,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,11.1,,,6,,,4.4,,,1182998.1931.6.26,6.9,1931-06-26 0:00,,,,0,,BC
-120.8333333,56.25,27,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,11.1,,,6,,,4.4,,,1182998.1931.6.27,6.9,1931-06-27 0:00,,,,0,,BC
-120.8333333,56.25,28,1182998,FORT ST JOHN,,,,0.3,,0,,,0.3,,13.9,,1931,8.4,,,6,,,2.8,,,1182998.1931.6.28,9.6,1931-06-28 0:00,,,,0,,BC
-120.8333333,56.25,29,1182998,FORT ST JOHN,,,,3,,0,,,3,,16.1,,1931,11.4,,,6,,,6.7,,,1182998.1931.6.29,6.6,1931-06-29 0:00,,,,0,,BC
-120.8333333,56.25,30,1182998,FORT ST JOHN,,,,0,,0,,,0,,19.4,,1931,13.9,,,6,,,8.3,,,1182998.1931.6.30,4.1,1931-06-30 0:00,,,,0,,BC
-120.8333333,56.25,1,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,13.6,,,7,,,5,,,1182998.1931.7.1,4.4,1931-07-01 0:00,,,,0,,BC
-120.8333333,56.25,2,1182998,FORT ST JOHN,,,,0,,0,,,0,,23.9,,1931,14.2,,,7,,,4.4,,,1182998.1931.7.2,3.8,1931-07-02 0:00,,,,0,,BC
-120.8333333,56.25,3,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,13.1,,,7,,,5,,,1182998.1931.7.3,4.9,1931-07-03 0:00,,,,0,,BC
-120.8333333,56.25,4,1182998,FORT ST JOHN,,,,4.1,,0,,,4.1,,17.8,,1931,13.4,,,7,,,8.9,,,1182998.1931.7.4,4.6,1931-07-04 0:00,,,,0,,BC
-120.8333333,56.25,5,1182998,FORT ST JOHN,,,,0.8,,0,,,0.8,,20,,1931,13.9,,,7,,,7.8,,,1182998.1931.7.5,4.1,1931-07-05 0:00,,,,0,,BC
-120.8333333,56.25,6,1182998,FORT ST JOHN,,,,0,,0,,,0,,23.9,,1931,14.5,,,7,,,5,,,1182998.1931.7.6,3.5,1931-07-06 0:00,,,,0,,BC
-120.8333333,56.25,7,1182998,FORT ST JOHN,,,,0,,0,,,0,,25,,1931,15.9,,,7,,,6.7,,,1182998.1931.7.7,2.1,1931-07-07 0:00,,,,0,,BC
-120.8333333,56.25,8,1182998,FORT ST JOHN,,,,0,,0,,,0,,28.9,,1931,18.9,,,7,,,8.9,,,1182998.1931.7.8,0,1931-07-08 0:00,,,,0.9,,BC
-120.8333333,56.25,9,1182998,FORT ST JOHN,,,,0,,0,,,0,,26.1,,1931,18.6,,,7,,,11.1,,,1182998.1931.7.9,0,1931-07-09 0:00,,,,0.6,,BC
-120.8333333,56.25,10,1182998,FORT ST JOHN,,,,3.6,,0,,,3.6,,16.7,,1931,13.4,,,7,,,10,,,1182998.1931.7.10,4.6,1931-07-10 0:00,,,,0,,BC
-120.8333333,56.25,11,1182998,FORT ST JOHN,,,,0,,0,,,0,,20,,1931,12.8,,,7,,,5.6,,,1182998.1931.7.11,5.2,1931-07-11 0:00,,,,0,,BC
-120.8333333,56.25,12,1182998,FORT ST JOHN,,,,0,,0,,,0,,18.3,,1931,12,,,7,,,5.6,,,1182998.1931.7.12,6,1931-07-12 0:00,,,,0,,BC
-120.8333333,56.25,13,1182998,FORT ST JOHN,,,,36.1,,0,,,36.1,,17.8,,1931,13.4,,,7,,,8.9,,,1182998.1931.7.13,4.6,1931-07-13 0:00,,,,0,,BC
-120.8333333,56.25,14,1182998,FORT ST JOHN,,,,0,,0,,,0,,20,,1931,12,,,7,,,3.9,,,1182998.1931.7.14,6,1931-07-14 0:00,,,,0,,BC
-120.8333333,56.25,15,1182998,FORT ST JOHN,,,,0,,0,,,0,,20.6,,1931,12,,,7,,,3.3,,,1182998.1931.7.15,6,1931-07-15 0:00,,,,0,,BC
-120.8333333,56.25,16,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.7,,1931,13.1,,,7,,,4.4,,,1182998.1931.7.16,4.9,1931-07-16 0:00,,,,0,,BC
-120.8333333,56.25,17,1182998,FORT ST JOHN,,,,0,,0,,,0,,24.4,,1931,14.7,,,7,,,5,,,1182998.1931.7.17,3.3,1931-07-17 0:00,,,,0,,BC
-120.8333333,56.25,18,1182998,FORT ST JOHN,,,,0,,0,,,0,,25,,1931,16.7,,,7,,,8.3,,,1182998.1931.7.18,1.3,1931-07-18 0:00,,,,0,,BC
-120.8333333,56.25,19,1182998,FORT ST JOHN,,,,0,,0,,,0,,29.4,,1931,19.2,,,7,,,8.9,,,1182998.1931.7.19,0,1931-07-19 0:00,,,,1.2,,BC
-120.8333333,56.25,20,1182998,FORT ST JOHN,,,,0,,0,,,0,,28.3,,1931,20.6,,,7,,,12.8,,,1182998.1931.7.20,0,1931-07-20 0:00,,,,2.6,,BC
-120.8333333,56.25,21,1182998,FORT ST JOHN,M,M,,11.2,,0,,,11.2,M,,,1931,,,,7,,M,,,,1182998.1931.7.21,,1931-07-21 0:00,M,,,,,BC
-120.8333333,56.25,22,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.7,,1931,15.9,,,7,,,10,,,1182998.1931.7.22,2.1,1931-07-22 0:00,,,,0,,BC
-120.8333333,56.25,23,1182998,FORT ST JOHN,,,,0,,0,,,0,,20.6,,1931,13.9,,,7,,,7.2,,,1182998.1931.7.23,4.1,1931-07-23 0:00,,,,0,,BC
-120.8333333,56.25,24,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,13.1,,,7,,,5,,,1182998.1931.7.24,4.9,1931-07-24 0:00,,,,0,,BC
-120.8333333,56.25,25,1182998,FORT ST JOHN,,,,0,,0,,,0,,20,,1931,7.8,,,7,,,-4.4,,,1182998.1931.7.25,10.2,1931-07-25 0:00,,,,0,,BC
-120.8333333,56.25,26,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.7,,1931,12.5,,,7,,,3.3,,,1182998.1931.7.26,5.5,1931-07-26 0:00,,,,0,,BC
-120.8333333,56.25,27,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,13.1,,,7,,,3.9,,,1182998.1931.7.27,4.9,1931-07-27 0:00,,,,0,,BC
-120.8333333,56.25,28,1182998,FORT ST JOHN,,,,0,,0,,,0,,24.4,,1931,14.4,,,7,,,4.4,,,1182998.1931.7.28,3.6,1931-07-28 0:00,,,,0,,BC
-120.8333333,56.25,29,1182998,FORT ST JOHN,,,,0,,0,,,0,,24.4,,1931,16.1,,,7,,,7.8,,,1182998.1931.7.29,1.9,1931-07-29 0:00,,,,0,,BC
-120.8333333,56.25,30,1182998,FORT ST JOHN,,,,0,,0,,,0,,20.6,,1931,14.8,,,7,,,8.9,,,1182998.1931.7.30,3.2,1931-07-30 0:00,,,,0,,BC
-120.8333333,56.25,31,1182998,FORT ST JOHN,,,,0,,0,,,0,,27.8,,1931,15.6,,,7,,,3.3,,,1182998.1931.7.31,2.4,1931-07-31 0:00,,,,0,,BC
-120.8333333,56.25,1,1182998,FORT ST JOHN,,,,0,,0,,,0,,28.9,,1931,17.8,,,8,,,6.7,,,1182998.1931.8.1,0.2,1931-08-01 0:00,,,,0,,BC
-120.8333333,56.25,2,1182998,FORT ST JOHN,,,,0,,0,,,0,,23.9,,1931,15,,,8,,,6.1,,,1182998.1931.8.2,3,1931-08-02 0:00,,,,0,,BC
-120.8333333,56.25,3,1182998,FORT ST JOHN,,,,4.1,,0,,,4.1,,21.7,,1931,14.8,,,8,,,7.8,,,1182998.1931.8.3,3.2,1931-08-03 0:00,,,,0,,BC
-120.8333333,56.25,4,1182998,FORT ST JOHN,,,,0,,0,,,0,,12.2,,1931,7.8,,,8,,,3.3,,,1182998.1931.8.4,10.2,1931-08-04 0:00,,,,0,,BC
-120.8333333,56.25,5,1182998,FORT ST JOHN,,,,0,,0,,,0,,13.9,,1931,7.5,,,8,,,1.1,,,1182998.1931.8.5,10.5,1931-08-05 0:00,,,,0,,BC
-120.8333333,56.25,6,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,8.6,,,8,,,-0.6,,,1182998.1931.8.6,9.4,1931-08-06 0:00,,,,0,,BC
-120.8333333,56.25,7,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,10.6,,,8,,,-1.1,,,1182998.1931.8.7,7.4,1931-08-07 0:00,,,,0,,BC
-120.8333333,56.25,8,1182998,FORT ST JOHN,,,,0,,0,,,0,,28.3,,1931,16.4,,,8,,,4.4,,,1182998.1931.8.8,1.6,1931-08-08 0:00,,,,0,,BC
-120.8333333,56.25,9,1182998,FORT ST JOHN,,,,0,,0,,,0,,26.7,,1931,16.7,,,8,,,6.7,,,1182998.1931.8.9,1.3,1931-08-09 0:00,,,,0,,BC
-120.8333333,56.25,10,1182998,FORT ST JOHN,,,,0,,0,,,0,,26.7,,1931,18.7,,,8,,,10.6,,,1182998.1931.8.10,0,1931-08-10 0:00,,,,0.7,,BC
-120.8333333,56.25,11,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,13.9,,,8,,,5.6,,,1182998.1931.8.11,4.1,1931-08-11 0:00,,,,0,,BC
-120.8333333,56.25,12,1182998,FORT ST JOHN,,,,7.4,,0,,,7.4,,15.6,,1931,11.7,,,8,,,7.8,,,1182998.1931.8.12,6.3,1931-08-12 0:00,,,,0,,BC
-120.8333333,56.25,13,1182998,FORT ST JOHN,,,,1.3,,0,,,1.3,,17.2,,1931,13.1,,,8,,,8.9,,,1182998.1931.8.13,4.9,1931-08-13 0:00,,,,0,,BC
-120.8333333,56.25,14,1182998,FORT ST JOHN,M,M,,0,,0,,,0,M,,,1931,,,,8,,M,,,,1182998.1931.8.14,,1931-08-14 0:00,M,,,,,BC
-120.8333333,56.25,15,1182998,FORT ST JOHN,,,,0,T,0,,,0,,25.6,,1931,16.2,,,8,,,6.7,,T,1182998.1931.8.15,1.8,1931-08-15 0:00,,,,0,,BC
-120.8333333,56.25,16,1182998,FORT ST JOHN,,,,0,,0,,,0,,26.7,,1931,16.4,,,8,,,6.1,,,1182998.1931.8.16,1.6,1931-08-16 0:00,,,,0,,BC
-120.8333333,56.25,17,1182998,FORT ST JOHN,,,,3,,0,,,3,,28.9,,1931,27.8,,,8,,,26.7,,,1182998.1931.8.17,0,1931-08-17 0:00,,,,9.8,,BC
-120.8333333,56.25,18,1182998,FORT ST JOHN,,,,0,,0,,,0,,27.8,,1931,16.4,,,8,,,5,,,1182998.1931.8.18,1.6,1931-08-18 0:00,,,,0,,BC
-120.8333333,56.25,19,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.8,,1931,16.1,,,8,,,9.4,,,1182998.1931.8.19,1.9,1931-08-19 0:00,,,,0,,BC
-120.8333333,56.25,20,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.7,,1931,14.8,,,8,,,7.8,,,1182998.1931.8.20,3.2,1931-08-20 0:00,,,,0,,BC
-120.8333333,56.25,21,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,12.2,,,8,,,2.2,,,1182998.1931.8.21,5.8,1931-08-21 0:00,,,,0,,BC
-120.8333333,56.25,22,1182998,FORT ST JOHN,,,,0,,0,,,0,,23.9,,1931,13.4,,,8,,,2.8,,,1182998.1931.8.22,4.6,1931-08-22 0:00,,,,0,,BC
-120.8333333,56.25,23,1182998,FORT ST JOHN,,,,0,,0,,,0,,25,,1931,16.7,,,8,,,8.3,,,1182998.1931.8.23,1.3,1931-08-23 0:00,,,,0,,BC
-120.8333333,56.25,24,1182998,FORT ST JOHN,,,,0.8,,0,,,0.8,,20.6,,1931,14.8,,,8,,,8.9,,,1182998.1931.8.24,3.2,1931-08-24 0:00,,,,0,,BC
-120.8333333,56.25,25,1182998,FORT ST JOHN,,,,0,,0,,,0,,18.3,,1931,11.4,,,8,,,4.4,,,1182998.1931.8.25,6.6,1931-08-25 0:00,,,,0,,BC
-120.8333333,56.25,26,1182998,FORT ST JOHN,,,,4.3,,0,,,4.3,,17.8,,1931,9.8,,,8,,,1.7,,,1182998.1931.8.26,8.2,1931-08-26 0:00,,,,0,,BC
-120.8333333,56.25,27,1182998,FORT ST JOHN,,,,0,,0,,,0,,19.4,,1931,10.3,,,8,,,1.1,,,1182998.1931.8.27,7.7,1931-08-27 0:00,,,,0,,BC
-120.8333333,56.25,28,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.8,,1931,16.4,,,8,,,10,,,1182998.1931.8.28,1.6,1931-08-28 0:00,,,,0,,BC
-120.8333333,56.25,29,1182998,FORT ST JOHN,,,,2.8,,0,,,2.8,,20.6,,1931,15.3,,,8,,,10,,,1182998.1931.8.29,2.7,1931-08-29 0:00,,,,0,,BC
-120.8333333,56.25,30,1182998,FORT ST JOHN,,,,1,,0,,,1,,20.6,,1931,11.4,,,8,,,2.2,,,1182998.1931.8.30,6.6,1931-08-30 0:00,,,,0,,BC
-120.8333333,56.25,31,1182998,FORT ST JOHN,,,,0,,0,,,0,,20.6,,1931,11.2,,,8,,,1.7,,,1182998.1931.8.31,6.8,1931-08-31 0:00,,,,0,,BC
-120.8333333,56.25,1,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.8,,1931,16.1,,,9,,,9.4,,,1182998.1931.9.1,1.9,1931-09-01 0:00,,,,0,,BC
-120.8333333,56.25,2,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,12.8,,,9,,,4.4,,,1182998.1931.9.2,5.2,1931-09-02 0:00,,,,0,,BC
-120.8333333,56.25,3,1182998,FORT ST JOHN,M,M,,0,,0,,,0,M,,,1931,,,,9,,M,,,,1182998.1931.9.3,,1931-09-03 0:00,M,,,,,BC
-120.8333333,56.25,4,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,13.4,,,9,,,5.6,,,1182998.1931.9.4,4.6,1931-09-04 0:00,,,,0,,BC
-120.8333333,56.25,5,1182998,FORT ST JOHN,,,,1.8,,0,,,1.8,,20.6,,1931,12.3,,,9,,,3.9,,,1182998.1931.9.5,5.7,1931-09-05 0:00,,,,0,,BC
-120.8333333,56.25,6,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.1,,1931,7,,,9,,,-2.2,,,1182998.1931.9.6,11,1931-09-06 0:00,,,,0,,BC
-120.8333333,56.25,7,1182998,FORT ST JOHN,,,,1.3,,0,,,1.3,,11.1,,1931,7.5,,,9,,,3.9,,,1182998.1931.9.7,10.5,1931-09-07 0:00,,,,0,,BC
-120.8333333,56.25,8,1182998,FORT ST JOHN,,,,0,,0,,,0,,18.3,,1931,7.2,,,9,,,-3.9,,,1182998.1931.9.8,10.8,1931-09-08 0:00,,,,0,,BC
-120.8333333,56.25,9,1182998,FORT ST JOHN,,,,0,,0,,,0,,14.4,,1931,9.4,,,9,,,4.4,,,1182998.1931.9.9,8.6,1931-09-09 0:00,,,,0,,BC
-120.8333333,56.25,10,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.7,,1931,11.7,,,9,,,6.7,,,1182998.1931.9.10,6.3,1931-09-10 0:00,,,,0,,BC
-120.8333333,56.25,11,1182998,FORT ST JOHN,M,M,,0,,0,,,0,M,,,1931,,,,9,,M,,,,1182998.1931.9.11,,1931-09-11 0:00,M,,,,,BC
-120.8333333,56.25,12,1182998,FORT ST JOHN,,,,7.4,,0,,,7.4,,17.2,,1931,9.2,,,9,,,1.1,,,1182998.1931.9.12,8.8,1931-09-12 0:00,,,,0,,BC
-120.8333333,56.25,13,1182998,FORT ST JOHN,,,,0,,0,,,0,,15,,1931,7.5,,,9,,,0,,,1182998.1931.9.13,10.5,1931-09-13 0:00,,,,0,,BC
-120.8333333,56.25,14,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.1,T,1931,6.7,,,9,,,-2.8,,T,1182998.1931.9.14,11.3,1931-09-14 0:00,,,,0,,BC
-120.8333333,56.25,15,1182998,FORT ST JOHN,,,,0,T,0,,,0,,10,T,1931,5.3,,,9,,,0.6,,T,1182998.1931.9.15,12.7,1931-09-15 0:00,,,,0,,BC
-120.8333333,56.25,16,1182998,FORT ST JOHN,,,,0,,0,,,0,,11.7,,1931,3.9,,,9,,,-3.9,,,1182998.1931.9.16,14.1,1931-09-16 0:00,,,,0,,BC
-120.8333333,56.25,17,1182998,FORT ST JOHN,,,,0,,0,,,0,,15,,1931,3.6,,,9,,,-7.8,,,1182998.1931.9.17,14.4,1931-09-17 0:00,,,,0,,BC
-120.8333333,56.25,18,1182998,FORT ST JOHN,,,,0,,0,,,0,,14.4,,1931,8.1,,,9,,,1.7,,,1182998.1931.9.18,9.9,1931-09-18 0:00,,,,0,,BC
-120.8333333,56.25,19,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.2,,1931,7,,,9,,,-3.3,,,1182998.1931.9.19,11,1931-09-19 0:00,,,,0,,BC
-120.8333333,56.25,20,1182998,FORT ST JOHN,,,,0,T,0,,,0,,12.8,,1931,9.2,,,9,,,5.6,,T,1182998.1931.9.20,8.8,1931-09-20 0:00,,,,0,,BC
-120.8333333,56.25,21,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.1,,1931,7.2,,,9,,,-1.7,,,1182998.1931.9.21,10.8,1931-09-21 0:00,,,,0,,BC
-120.8333333,56.25,22,1182998,FORT ST JOHN,,,,0,,0,,,0,,22.2,,1931,7.8,,,9,,,-6.7,,,1182998.1931.9.22,10.2,1931-09-22 0:00,,,,0,,BC
-120.8333333,56.25,23,1182998,FORT ST JOHN,,,,0,,0,,,0,,23.9,,1931,13.1,,,9,,,2.2,,,1182998.1931.9.23,4.9,1931-09-23 0:00,,,,0,,BC
-120.8333333,56.25,24,1182998,FORT ST JOHN,,,,0,,0,,,0,,21.1,,1931,11.7,,,9,,,2.2,,,1182998.1931.9.24,6.3,1931-09-24 0:00,,,,0,,BC
-120.8333333,56.25,25,1182998,FORT ST JOHN,,,,0,,0,,,0,,11.1,,1931,8.4,,,9,,,5.6,,,1182998.1931.9.25,9.6,1931-09-25 0:00,,,,0,,BC
-120.8333333,56.25,26,1182998,FORT ST JOHN,,,,0,T,0,,,0,,10.6,,1931,7.5,,,9,,,4.4,,T,1182998.1931.9.26,10.5,1931-09-26 0:00,,,,0,,BC
-120.8333333,56.25,27,1182998,FORT ST JOHN,,,,0,T,0,,,0,,7.8,,1931,2.5,,,9,,,-2.8,,T,1182998.1931.9.27,15.5,1931-09-27 0:00,,,,0,,BC
-120.8333333,56.25,28,1182998,FORT ST JOHN,,,,0,,0,,,0,,13.9,,1931,6.1,,,9,,,-1.7,,,1182998.1931.9.28,11.9,1931-09-28 0:00,,,,0,,BC
-120.8333333,56.25,29,1182998,FORT ST JOHN,,,,3.8,,0,,,3.8,,10.6,,1931,5.3,,,9,,,0,,,1182998.1931.9.29,12.7,1931-09-29 0:00,,,,0,,BC
-120.8333333,56.25,30,1182998,FORT ST JOHN,,,,0,T,0,,,0,,17.8,,1931,7.5,,,9,,,-2.8,,T,1182998.1931.9.30,10.5,1931-09-30 0:00,,,,0,,BC
-120.8333333,56.25,1,1182998,FORT ST JOHN,,,,0,,0,,,0,,13.3,,1931,8.3,,,10,,,3.3,,,1182998.1931.10.1,9.7,1931-10-01 0:00,,,,0,,BC
-120.8333333,56.25,2,1182998,FORT ST JOHN,,,,0,,0,,,0,,12.8,,1931,7,,,10,,,1.1,,,1182998.1931.10.2,11,1931-10-02 0:00,,,,0,,BC
-120.8333333,56.25,3,1182998,FORT ST JOHN,,,,0,,0,,,0,,10.6,,1931,6.2,,,10,,,1.7,,,1182998.1931.10.3,11.8,1931-10-03 0:00,,,,0,,BC
-120.8333333,56.25,4,1182998,FORT ST JOHN,,,,8.1,,0,,,8.1,,6.1,,1931,2.5,,,10,,,-1.1,,,1182998.1931.10.4,15.5,1931-10-04 0:00,,,,0,,BC
-120.8333333,56.25,5,1182998,FORT ST JOHN,,,,7.4,,2.5,,,9.9,,5.6,,1931,2,,,10,,,-1.7,,,1182998.1931.10.5,16,1931-10-05 0:00,,,,0,,BC
-120.8333333,56.25,6,1182998,FORT ST JOHN,,,,0,,0,,,0,,7.8,,1931,-0.6,,,10,,,-8.9,,,1182998.1931.10.6,18.6,1931-10-06 0:00,,,,0,,BC
-120.8333333,56.25,7,1182998,FORT ST JOHN,,,,0,,0,,,0,,10.6,,1931,5.9,,,10,,,1.1,,,1182998.1931.10.7,12.1,1931-10-07 0:00,,,,0,,BC
-120.8333333,56.25,8,1182998,FORT ST JOHN,,,,0,,0,,,0,,12.8,,1931,8.9,,,10,,,5,,,1182998.1931.10.8,9.1,1931-10-08 0:00,,,,0,,BC
-120.8333333,56.25,9,1182998,FORT ST JOHN,M,M,,0,,0,,,0,M,,,1931,,,,10,,M,,,,1182998.1931.10.9,,1931-10-09 0:00,M,,,,,BC
-120.8333333,56.25,10,1182998,FORT ST JOHN,,,,0,,0,,,0,,11.7,,1931,5.9,,,10,,,0,,,1182998.1931.10.10,12.1,1931-10-10 0:00,,,,0,,BC
-120.8333333,56.25,11,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,12.3,,,10,,,6.7,,,1182998.1931.10.11,5.7,1931-10-11 0:00,,,,0,,BC
-120.8333333,56.25,12,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.8,,1931,10.6,,,10,,,3.3,,,1182998.1931.10.12,7.4,1931-10-12 0:00,,,,0,,BC
-120.8333333,56.25,13,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.7,,1931,10.6,,,10,,,4.4,,,1182998.1931.10.13,7.4,1931-10-13 0:00,,,,0,,BC
-120.8333333,56.25,14,1182998,FORT ST JOHN,,,,0,,0,,,0,,17.2,,1931,10.8,,,10,,,4.4,,,1182998.1931.10.14,7.2,1931-10-14 0:00,,,,0,,BC
-120.8333333,56.25,15,1182998,FORT ST JOHN,,,,0,,0,,,0,,15,,1931,7.8,,,10,,,0.6,,,1182998.1931.10.15,10.2,1931-10-15 0:00,,,,0,,BC
-120.8333333,56.25,16,1182998,FORT ST JOHN,,,,0,,0,,,0,,18.9,,1931,8.9,,,10,,,-1.1,,,1182998.1931.10.16,9.1,1931-10-16 0:00,,,,0,,BC
-120.8333333,56.25,17,1182998,FORT ST JOHN,,,,0,,0,,,0,,16.7,,1931,6.7,,,10,,,-3.3,,,1182998.1931.10.17,11.3,1931-10-17 0:00,,,,0,,BC
-120.8333333,56.25,18,1182998,FORT ST JOHN,,,,0,,0,,,0,,14.4,,1931,10.6,,,10,,,6.7,,,1182998.1931.10.18,7.4,1931-10-18 0:00,,,,0,,BC
-120.8333333,56.25,19,1182998,FORT ST JOHN,,,,0,,0,,,0,,8.3,,1931,2.8,,,10,,,-2.8,,,1182998.1931.10.19,15.2,1931-10-19 0:00,,,,0,,BC
-120.8333333,56.25,20,1182998,FORT ST JOHN,,,,0,,0,,,0,,7.8,,1931,-1.1,,,10,,,-10,,,1182998.1931.10.20,19.1,1931-10-20 0:00,,,,0,,BC
-120.8333333,56.25,21,1182998,FORT ST JOHN,,,,0,,0,,,0,,5.6,T,1931,-1.9,,,10,,,-9.4,,T,1182998.1931.10.21,19.9,1931-10-21 0:00,,,,0,,BC
-120.8333333,56.25,22,1182998,FORT ST JOHN,,,,0,,1.3,,,1.3,,2.8,,1931,-0.3,,,10,,,-3.3,,,1182998.1931.10.22,18.3,1931-10-22 0:00,,,,0,,BC
-120.8333333,56.25,23,1182998,FORT ST JOHN,,,,0,,0,,,0,,-0.6,,1931,-5,,,10,,,-9.4,,,1182998.1931.10.23,23,1931-10-23 0:00,,,,0,,BC
-120.8333333,56.25,24,1182998,FORT ST JOHN,,,,0,,0,,,0,,7.2,,1931,-2.8,,,10,,,-12.8,,,1182998.1931.10.24,20.8,1931-10-24 0:00,,,,0,,BC
