x,y,TOTAL_SNOW,SNOW_ON_GROUND,DIRECTION_MAX_GUST,TOTAL_RAIN,HEATING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,ID,LOCAL_DAY,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE,SPEED_MAX_GUST,MIN_TEMPERATURE,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS
-120.74027777777778,56.238055555555555,0,0,,0,14.1,T,48,,BC,,,T,,1955-10-25 00:00:00,,100,,0,1183000.1955.10.25,25,10,,3.9,FORT ST JOHN A,,,9.4,,-1.7,T,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,0,,0,14.7,,41,,BC,,,,,1955-10-26 00:00:00,,81,,0,1183000.1955.10.26,26,10,,3.3,FORT ST JOHN A,,,7.2,,-0.6,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,0,,0,18,,48,,BC,,,,,1955-10-27 00:00:00,,88,,0,1183000.1955.10.27,27,10,,0,FORT ST JOHN A,,,5,,-5,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.3,0,,0,17.7,,59,,BC,,,,,1955-10-28 00:00:00,,88,,0.3,1183000.1955.10.28,28,10,,0.3,FORT ST JOHN A,,,3.3,,-2.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,18.3,0,,0,22.2,,78,,BC,,,,,1955-10-29 00:00:00,,96,,18.3,1183000.1955.10.29,29,10,,-4.2,FORT ST JOHN A,,,-2.2,,-6.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,14.5,18,,0,26.7,,68,,BC,,,,,1955-10-30 00:00:00,,96,,14.5,1183000.1955.10.30,30,10,,-8.7,FORT ST JOHN A,,,-6.7,,-10.6,,,1955,1183000,0
-120.74027777777778,56.238055555555555,3,30,,0,28.3,,77,,BC,,,,,1955-10-31 00:00:00,,92,,3,1183000.1955.10.31,31,10,,-10.3,FORT ST JOHN A,,,-8.9,,-11.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.3,32,,0,28,,77,,BC,,,,,1955-11-01 00:00:00,,91,,1.3,1183000.1955.11.1,1,11,,-10,FORT ST JOHN A,,,-8.3,,-11.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,3.6,34,,0,28.6,,80,,BC,,,,,1955-11-02 00:00:00,,91,,3.6,1183000.1955.11.2,2,11,,-10.6,FORT ST JOHN A,,,-10,,-11.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,36,,0,30,,80,,BC,,,T,,1955-11-03 00:00:00,,87,,0,1183000.1955.11.3,3,11,,-12,FORT ST JOHN A,,T,-10.6,,-13.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,36,,0,30.5,,70,,BC,,,T,,1955-11-04 00:00:00,,87,,0,1183000.1955.11.4,4,11,,-12.5,FORT ST JOHN A,,T,-7.8,,-17.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,34,,0,26.1,,66,,BC,,,,,1955-11-05 00:00:00,,88,,0,1183000.1955.11.5,5,11,,-8.1,FORT ST JOHN A,,,-1.7,,-14.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,32,,0,20.3,,64,,BC,,,,,1955-11-06 00:00:00,,88,,0,1183000.1955.11.6,6,11,,-2.3,FORT ST JOHN A,,,3.3,,-7.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,24,,0,14.7,,65,,BC,,,,,1955-11-07 00:00:00,,82,,0,1183000.1955.11.7,7,11,,3.3,FORT ST JOHN A,,,8.3,,-1.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,0,,0,11.3,T,39,,BC,,,,,1955-11-08 00:00:00,,76,,0,1183000.1955.11.8,8,11,,6.7,FORT ST JOHN A,,,9.4,,3.9,,,1955,1183000,0
-120.74027777777778,56.238055555555555,9.1,0,,0,11.1,,53,,BC,,,,,1955-11-09 00:00:00,,92,,9.1,1183000.1955.11.9,9,11,,6.9,FORT ST JOHN A,,,9.4,,4.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.8,9,,0,36.9,,72,,BC,,,,,1955-11-10 00:00:00,,91,,0.8,1183000.1955.11.10,10,11,,-18.9,FORT ST JOHN A,,,-16.7,,-21.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,2.5,10,,0,40.8,,70,,BC,,,,,1955-11-11 00:00:00,,82,,2.5,1183000.1955.11.11,11,11,,-22.8,FORT ST JOHN A,,,-21.1,,-24.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.8,12,,0,39.4,,74,,BC,,,,,1955-11-12 00:00:00,,82,,0.8,1183000.1955.11.12,12,11,,-21.4,FORT ST JOHN A,,,-20.6,,-22.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,12,,0,41.6,,74,,BC,,,T,,1955-11-13 00:00:00,,90,,0,1183000.1955.11.13,13,11,,-23.6,FORT ST JOHN A,,T,-19.4,,-27.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,12,,0,42.2,,73,,BC,,,,,1955-11-14 00:00:00,,86,,0,1183000.1955.11.14,14,11,,-24.2,FORT ST JOHN A,,,-18.9,,-29.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,11,,0,38.3,,71,,BC,,,,,1955-11-15 00:00:00,,87,,0,1183000.1955.11.15,15,11,,-20.3,FORT ST JOHN A,,,-15.6,,-25,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,10,,0,36.6,,78,,BC,,,,,1955-11-16 00:00:00,,87,,0,1183000.1955.11.16,16,11,,-18.6,FORT ST JOHN A,,,-13.9,,-23.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,9,,0,36.4,,78,,BC,,,,,1955-11-17 00:00:00,,87,,0,1183000.1955.11.17,17,11,,-18.4,FORT ST JOHN A,,,-15,,-21.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.5,9,,0,40.5,,78,,BC,,,,,1955-11-18 00:00:00,,82,,1.5,1183000.1955.11.18,18,11,,-22.5,FORT ST JOHN A,,,-20.6,,-24.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.3,10,,0,38,,78,,BC,,,,,1955-11-19 00:00:00,,82,,1.3,1183000.1955.11.19,19,11,,-20,FORT ST JOHN A,,,-17.8,,-22.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,14,11,,0,39.4,,78,,BC,,,,,1955-11-20 00:00:00,,95,,14,1183000.1955.11.20,20,11,,-21.4,FORT ST JOHN A,,,-18.9,,-23.9,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.5,25,,0,40.8,,74,,BC,,,,,1955-11-21 00:00:00,,90,,0.5,1183000.1955.11.21,21,11,,-22.8,FORT ST JOHN A,,,-21.1,,-24.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,25,,0,48,,69,,BC,,,T,,1955-11-22 00:00:00,,95,,0,1183000.1955.11.22,22,11,,-30,FORT ST JOHN A,,T,-26.7,,-33.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.3,25,,0,46.9,,73,,BC,,,,,1955-11-23 00:00:00,,85,,1.3,1183000.1955.11.23,23,11,,-28.9,FORT ST JOHN A,,,-27.8,,-30,,,1955,1183000,0
-120.74027777777778,56.238055555555555,2.5,27,,0,45.5,,73,,BC,,,,,1955-11-24 00:00:00,,90,,2.5,1183000.1955.11.24,24,11,,-27.5,FORT ST JOHN A,,,-25.6,,-29.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1,28,,0,43,,73,,BC,,,,,1955-11-25 00:00:00,,90,,1,1183000.1955.11.25,25,11,,-25,FORT ST JOHN A,,,-22.8,,-27.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,29,,0,42.2,,71,,BC,,,,,1955-11-26 00:00:00,,90,,0,1183000.1955.11.26,26,11,,-24.2,FORT ST JOHN A,,,-18.9,,-29.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,28,,0,41.1,,74,,BC,,,,,1955-11-27 00:00:00,,90,,0,1183000.1955.11.27,27,11,,-23.1,FORT ST JOHN A,,,-20,,-26.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.5,27,,0,39.4,,78,,BC,,,,,1955-11-28 00:00:00,,90,,1.5,1183000.1955.11.28,28,11,,-21.4,FORT ST JOHN A,,,-16.1,,-26.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,28,,0,30.2,,76,,BC,,,,,1955-11-29 00:00:00,,100,,0,1183000.1955.11.29,29,11,,-12.2,FORT ST JOHN A,,,-4.4,,-20,,,1955,1183000,0
-120.74027777777778,56.238055555555555,3,26,,0,27.7,,87,,BC,,,,,1955-11-30 00:00:00,,96,,3,1183000.1955.11.30,30,11,,-9.7,FORT ST JOHN A,,,-4.4,,-15,,,1955,1183000,0
-120.74027777777778,56.238055555555555,4.6,28,,0,31.1,,77,,BC,,,,,1955-12-01 00:00:00,,91,,4.6,1183000.1955.12.1,1,12,,-13.1,FORT ST JOHN A,,,-11.7,,-14.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,33,,0,30.3,,84,,BC,,,T,,1955-12-02 00:00:00,,96,,0,1183000.1955.12.2,2,12,,-12.3,FORT ST JOHN A,,T,-10.6,,-13.9,,,1955,1183000,0
-120.74027777777778,56.238055555555555,6.9,32,,0,32.7,,83,,BC,,,,,1955-12-03 00:00:00,,100,,6.9,1183000.1955.12.3,3,12,,-14.7,FORT ST JOHN A,,,-11.1,,-18.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,6.6,38,,0,35.2,,82,,BC,,,,,1955-12-04 00:00:00,,91,,6.6,1183000.1955.12.4,4,12,,-17.2,FORT ST JOHN A,,,-16.1,,-18.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.5,44,,0,37.8,,78,,BC,,,,,1955-12-05 00:00:00,,91,,1.5,1183000.1955.12.5,5,12,,-19.8,FORT ST JOHN A,,,-16.7,,-22.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,4.1,45,,0,36.6,,78,,BC,,,,,1955-12-06 00:00:00,,91,,4.1,1183000.1955.12.6,6,12,,-18.6,FORT ST JOHN A,,,-16.1,,-21.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,49,,0,37.5,,78,,BC,,,,,1955-12-07 00:00:00,,83,,0,1183000.1955.12.7,7,12,,-19.5,FORT ST JOHN A,,,-15,,-23.9,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,49,,0,30.8,,70,,BC,,,,,1955-12-08 00:00:00,,91,,0,1183000.1955.12.8,8,12,,-12.8,FORT ST JOHN A,,,-5.6,,-20,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,48,,0,24.1,,72,,BC,,,,,1955-12-09 00:00:00,,92,,0,1183000.1955.12.9,9,12,,-6.1,FORT ST JOHN A,,,0,,-12.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,44,,0,20.8,,78,,BC,,,,,1955-12-10 00:00:00,,88,,0,1183000.1955.12.10,10,12,,-2.8,FORT ST JOHN A,,,1.1,,-6.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,28.7,38,,0,30.5,,73,,BC,,,,,1955-12-11 00:00:00,,96,,28.7,1183000.1955.12.11,11,12,,-12.5,FORT ST JOHN A,,,-1.7,,-23.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.5,58,,0,43.3,,67,,BC,,,,,1955-12-12 00:00:00,,78,,0.5,1183000.1955.12.12,12,12,,-25.3,FORT ST JOHN A,,,-22.2,,-28.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,59,,0,42.2,,78,,BC,,,,,1955-12-13 00:00:00,,90,,0,1183000.1955.12.13,13,12,,-24.2,FORT ST JOHN A,,,-20,,-28.3,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,58,,0,41.3,,78,,BC,,,T,,1955-12-14 00:00:00,,86,,0,1183000.1955.12.14,14,12,,-23.3,FORT ST JOHN A,,T,-17.2,,-29.4,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,58,,0,37.5,,78,,BC,,,,,1955-12-15 00:00:00,,91,,0,1183000.1955.12.15,15,12,,-19.5,FORT ST JOHN A,,,-15,,-23.9,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.5,57,,0,35,,68,,BC,,,,,1955-12-16 00:00:00,,87,,1.5,1183000.1955.12.16,16,12,,-17,FORT ST JOHN A,,,-12.8,,-21.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,58,,0,46.9,,72,,BC,,,,,1955-12-17 00:00:00,,90,,0,1183000.1955.12.17,17,12,,-28.9,FORT ST JOHN A,,,-26.7,,-31.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,58,,0,50.8,,68,,BC,,,T,,1955-12-18 00:00:00,,100,,0,1183000.1955.12.18,18,12,,-32.8,FORT ST JOHN A,,T,-29.4,,-36.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,3,58,,0,50.5,,72,,BC,,,,,1955-12-19 00:00:00,,95,,3,1183000.1955.12.19,19,12,,-32.5,FORT ST JOHN A,,,-28.9,,-36.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,5.8,60,,0,49.1,,72,,BC,,,,,1955-12-20 00:00:00,,95,,5.8,1183000.1955.12.20,20,12,,-31.1,FORT ST JOHN A,,,-30,,-32.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,6.4,65,,0,46.9,,73,,BC,,,,,1955-12-21 00:00:00,,90,,6.4,1183000.1955.12.21,21,12,,-28.9,FORT ST JOHN A,,,-26.1,,-31.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,5.3,71,,0,45,,73,,BC,,,,,1955-12-22 00:00:00,,86,,5.3,1183000.1955.12.22,22,12,,-27,FORT ST JOHN A,,,-26.1,,-27.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.5,76,,0,46.4,,72,,BC,,,,,1955-12-23 00:00:00,,90,,0.5,1183000.1955.12.23,23,12,,-28.4,FORT ST JOHN A,,,-26.7,,-30,,,1955,1183000,0
-120.74027777777778,56.238055555555555,2.3,74,,0,50.5,,72,,BC,,,,,1955-12-24 00:00:00,,100,,2.3,1183000.1955.12.24,24,12,,-32.5,FORT ST JOHN A,,,-29.4,,-35.6,,,1955,1183000,0
-120.74027777777778,56.238055555555555,6.1,75,,0,47.2,,73,,BC,,,,,1955-12-25 00:00:00,,90,,6.1,1183000.1955.12.25,25,12,,-29.2,FORT ST JOHN A,,,-27.8,,-30.6,,,1955,1183000,0
-120.74027777777778,56.238055555555555,1.3,78,,0,45.8,,73,,BC,,,,,1955-12-26 00:00:00,,90,,1.3,1183000.1955.12.26,26,12,,-27.8,FORT ST JOHN A,,,-23.9,,-31.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,77,,0,42.2,,70,,BC,,,T,,1955-12-27 00:00:00,,86,,0,1183000.1955.12.27,27,12,,-24.2,FORT ST JOHN A,,T,-21.7,,-26.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,76,,0,34.4,,64,,BC,,,,,1955-12-28 00:00:00,,82,,0,1183000.1955.12.28,28,12,,-16.4,FORT ST JOHN A,,,-5.6,,-27.2,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,72,,0,25,,65,,BC,,,,,1955-12-29 00:00:00,,84,,0,1183000.1955.12.29,29,12,,-7,FORT ST JOHN A,,,-2.8,,-11.1,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,69,,0,22.8,,62,,BC,,,,,1955-12-30 00:00:00,,95,,0,1183000.1955.12.30,30,12,,-4.8,FORT ST JOHN A,,,-1.7,,-7.8,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0,64,,0,29.7,,64,,BC,,,,,1955-12-31 00:00:00,,87,,0,1183000.1955.12.31,31,12,,-11.7,FORT ST JOHN A,,,-6.7,,-16.7,,,1955,1183000,0
-120.74027777777778,56.238055555555555,0.8,62,,0,36.9,,70,,BC,,,,,1956-01-01 00:00:00,,87,,0.8,1183000.1956.1.1,1,1,,-18.9,FORT ST JOHN A,,,-14.4,,-23.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.8,62,,0,43.8,,74,,BC,,,,,1956-01-02 00:00:00,,95,,0.8,1183000.1956.1.2,2,1,,-25.8,FORT ST JOHN A,,,-23.3,,-28.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,62,,0,40.5,,74,,BC,,,,,1956-01-03 00:00:00,,90,,0,1183000.1956.1.3,3,1,,-22.5,FORT ST JOHN A,,,-17.8,,-27.2,,,1956,1183000,0
-120.74027777777778,56.238055555555555,2.8,62,,0,41.1,,73,,BC,,,,,1956-01-04 00:00:00,,91,,2.8,1183000.1956.1.4,4,1,,-23.1,FORT ST JOHN A,,,-19.4,,-26.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,3.8,64,,0,48.3,,72,,BC,,,,,1956-01-05 00:00:00,,95,,3.8,1183000.1956.1.5,5,1,,-30.3,FORT ST JOHN A,,,-29.4,,-31.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1.8,66,,0,50.5,,68,,BC,,,,,1956-01-06 00:00:00,,90,,1.8,1183000.1956.1.6,6,1,,-32.5,FORT ST JOHN A,,,-31.7,,-33.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,68,,0,50.2,,68,,BC,,,T,,1956-01-07 00:00:00,,95,,0,1183000.1956.1.7,7,1,,-32.2,FORT ST JOHN A,,T,-29.4,,-35,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,68,,0,46.9,,72,,BC,,,,,1956-01-08 00:00:00,,90,,0,1183000.1956.1.8,8,1,,-28.9,FORT ST JOHN A,,,-23.9,,-33.9,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1,68,,0,44.7,,71,,BC,,,,,1956-01-09 00:00:00,,90,,1,1183000.1956.1.9,9,1,,-26.7,FORT ST JOHN A,,,-20.6,,-32.8,,,1956,1183000,0
-120.74027777777778,56.238055555555555,2.5,68,,0,39.7,,78,,BC,,,,,1956-01-10 00:00:00,,91,,2.5,1183000.1956.1.10,10,1,,-21.7,FORT ST JOHN A,,,-20.6,,-22.8,,,1956,1183000,0
-120.74027777777778,56.238055555555555,2.8,70,,0,41.1,,64,,BC,,,,,1956-01-11 00:00:00,,91,,2.8,1183000.1956.1.11,11,1,,-23.1,FORT ST JOHN A,,,-20.6,,-25.6,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1.8,72,,0,39.7,,78,,BC,,,,,1956-01-12 00:00:00,,86,,1.8,1183000.1956.1.12,12,1,,-21.7,FORT ST JOHN A,,,-20.6,,-22.8,,,1956,1183000,0
-120.74027777777778,56.238055555555555,10.9,72,,0,39.4,,78,,BC,,,,,1956-01-13 00:00:00,,91,,10.9,1183000.1956.1.13,13,1,,-21.4,FORT ST JOHN A,,,-20.6,,-22.2,,,1956,1183000,0
-120.74027777777778,56.238055555555555,4.8,81,,0,39.4,,78,,BC,,,,,1956-01-14 00:00:00,,95,,4.8,1183000.1956.1.14,14,1,,-21.4,FORT ST JOHN A,,,-20,,-22.8,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.8,85,,0,41.1,,78,,BC,,,,,1956-01-15 00:00:00,,90,,0.8,1183000.1956.1.15,15,1,,-23.1,FORT ST JOHN A,,,-21.7,,-24.4,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1.5,85,,0,43.6,,78,,BC,,,,,1956-01-16 00:00:00,,95,,1.5,1183000.1956.1.16,16,1,,-25.6,FORT ST JOHN A,,,-24.4,,-26.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,86,,0,40.5,,75,,BC,,,T,,1956-01-17 00:00:00,,95,,0,1183000.1956.1.17,17,1,,-22.5,FORT ST JOHN A,,T,-18.3,,-26.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,86,,0,30.8,,76,,BC,,,T,,1956-01-18 00:00:00,,91,,0,1183000.1956.1.18,18,1,,-12.8,FORT ST JOHN A,,T,-5.6,,-20,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,85,,0,28,,84,,BC,,,,,1956-01-19 00:00:00,,88,,0,1183000.1956.1.19,19,1,,-10,FORT ST JOHN A,,,-3.9,,-16.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,84,,0,24.7,,74,,BC,,,,,1956-01-20 00:00:00,,92,,0,1183000.1956.1.20,20,1,,-6.7,FORT ST JOHN A,,,-2.2,,-11.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,83,,0,32.2,,83,,BC,,,T,,1956-01-21 00:00:00,,91,,0,1183000.1956.1.21,21,1,,-14.2,FORT ST JOHN A,,T,-11.7,,-16.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,81,,0,31.6,,80,,BC,,,,,1956-01-22 00:00:00,,91,,0,1183000.1956.1.22,22,1,,-13.6,FORT ST JOHN A,,,-11.1,,-16.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,5.1,81,,0,32.2,,83,,BC,,,,,1956-01-23 00:00:00,,91,,5.1,1183000.1956.1.23,23,1,,-14.2,FORT ST JOHN A,,,-12.2,,-16.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,84,,0,30.8,,79,,BC,,,T,,1956-01-24 00:00:00,,91,,0,1183000.1956.1.24,24,1,,-12.8,FORT ST JOHN A,,T,-10,,-15.6,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1.8,84,,0,35,,75,,BC,,,,,1956-01-25 00:00:00,,91,,1.8,1183000.1956.1.25,25,1,,-17,FORT ST JOHN A,,,-13.9,,-20,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1.8,85,,0,41.9,,73,,BC,,,,,1956-01-26 00:00:00,,91,,1.8,1183000.1956.1.26,26,1,,-23.9,FORT ST JOHN A,,,-21.1,,-26.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1,86,,0,46.9,,69,,BC,,,,,1956-01-27 00:00:00,,90,,1,1183000.1956.1.27,27,1,,-28.9,FORT ST JOHN A,,,-27.2,,-30.6,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,87,,0,47.2,,69,,BC,,,T,,1956-01-28 00:00:00,,90,,0,1183000.1956.1.28,28,1,,-29.2,FORT ST JOHN A,,T,-25,,-33.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,87,,0,47.5,,60,,BC,,,,,1956-01-29 00:00:00,,90,,0,1183000.1956.1.29,29,1,,-29.5,FORT ST JOHN A,,,-23.3,,-35.6,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,86,,0,42.4,,68,,BC,,,,,1956-01-30 00:00:00,,90,,0,1183000.1956.1.30,30,1,,-24.4,FORT ST JOHN A,,,-14.4,,-34.4,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,85,,0,35,,64,,BC,,,,,1956-01-31 00:00:00,,90,,0,1183000.1956.1.31,31,1,,-17,FORT ST JOHN A,,,-8.9,,-25,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,84,,0,26.4,,65,,BC,,,,,1956-02-01 00:00:00,,78,,0,1183000.1956.2.1,1,2,,-8.4,FORT ST JOHN A,,,-2.8,,-13.9,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,82,,0,20.8,,66,,BC,,,,,1956-02-02 00:00:00,,81,,0,1183000.1956.2.2,2,2,,-2.8,FORT ST JOHN A,,,-0.6,,-5,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.8,80,,0,19.9,,74,,BC,,,,,1956-02-03 00:00:00,,100,,0.8,1183000.1956.2.3,3,2,,-1.9,FORT ST JOHN A,,,0.6,,-4.4,,,1956,1183000,0
-120.74027777777778,56.238055555555555,2.5,80,,0,19.7,,84,,BC,,,,,1956-02-04 00:00:00,,100,,2.5,1183000.1956.2.4,4,2,,-1.7,FORT ST JOHN A,,,0.6,,-3.9,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,81,,0,22.5,,72,,BC,,,,,1956-02-05 00:00:00,,92,,0,1183000.1956.2.5,5,2,,-4.5,FORT ST JOHN A,,,2.8,,-11.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,79,,0,17.4,,59,,BC,,,,,1956-02-06 00:00:00,,85,,0,1183000.1956.2.6,6,2,,0.6,FORT ST JOHN A,,,2.8,,-1.7,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,76,,0,20.8,,64,,BC,,,,,1956-02-07 00:00:00,,81,,0,1183000.1956.2.7,7,2,,-2.8,FORT ST JOHN A,,,2.8,,-8.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,74,,0,16.3,,54,,BC,,,,,1956-02-08 00:00:00,,92,,0,1183000.1956.2.8,8,2,,1.7,FORT ST JOHN A,,,4.4,,-1.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,66,,0,16.9,,67,,BC,,,,,1956-02-09 00:00:00,,88,,0,1183000.1956.2.9,9,2,,1.1,FORT ST JOHN A,,,3.3,,-1.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.8,63,,0,31.1,,73,,BC,,,,,1956-02-10 00:00:00,,91,,0.8,1183000.1956.2.10,10,2,,-13.1,FORT ST JOHN A,,,-11.1,,-15,,,1956,1183000,0
-120.74027777777778,56.238055555555555,3.6,64,,0,37.5,,77,,BC,,,,,1956-02-11 00:00:00,,86,,3.6,1183000.1956.2.11,11,2,,-19.5,FORT ST JOHN A,,,-17.8,,-21.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.8,67,,0,46.4,,66,,BC,,,,,1956-02-12 00:00:00,,85,,0.8,1183000.1956.2.12,12,2,,-28.4,FORT ST JOHN A,,,-26.1,,-30.6,,,1956,1183000,0
-120.74027777777778,56.238055555555555,1,68,,0,48.3,,72,,BC,,,,,1956-02-13 00:00:00,,90,,1,1183000.1956.2.13,13,2,,-30.3,FORT ST JOHN A,,,-28.3,,-32.2,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,68,,0,49.7,,68,,BC,,,T,,1956-02-14 00:00:00,,90,,0,1183000.1956.2.14,14,2,,-31.7,FORT ST JOHN A,,T,-27.2,,-36.1,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,68,,0,43.6,,,,BC,M,,T,,1956-02-15 00:00:00,,,,0,1183000.1956.2.15,15,2,,-25.6,FORT ST JOHN A,M,T,-11.1,,-40,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0,68,,0,31.3,,62,,BC,,,T,,1956-02-16 00:00:00,,92,,0,1183000.1956.2.16,16,2,,-13.3,FORT ST JOHN A,,T,-3.3,,-23.3,,,1956,1183000,0
-120.74027777777778,56.238055555555555,0.3,66,,0,33.9,,69,,BC,,,,,1956-02-17 00:00:00,,83,,0.3,1183000.1956.2.17,17,2,,-15.9,FORT ST JOHN A,,,-13.9,,-17.8,,,1956,1183000,0
-120.74027777777778,56.238055555555555,2.3,66,,0,38,,73,,BC,,,,,1956-02-18 00:00:00,,86,,2.3,1183000.1956.2.18,18,2,,-20,FORT ST JOHN A,,,-17.8,,-22.2,,,1956,1183000,0
