x,y,TOTAL_SNOW,SNOW_ON_GROUND,DIRECTION_MAX_GUST,TOTAL_RAIN,HEATING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,ID,LOCAL_DAY,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE,SPEED_MAX_GUST,MIN_TEMPERATURE,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS
-120.74027777777778,56.238055555555555,0,0,0,17,6.6,,64,,BC,,,,,1960-06-19 00:00:00,,96,,17,1183000.1960.6.19,19,6,,11.4,FORT ST JOHN A,,,14.4,0,8.3,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,36,3,4.9,,61,,BC,,,,,1960-06-20 00:00:00,,98,,3,1183000.1960.6.20,20,6,,13.1,FORT ST JOHN A,,,17.8,40,8.3,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,2.2,,45,,BC,,,,,1960-06-21 00:00:00,,98,,0,1183000.1960.6.21,21,6,,15.8,FORT ST JOHN A,,,22.2,0,9.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,0.2,,40,,BC,,,,,1960-06-22 00:00:00,,94,,0,1183000.1960.6.22,22,6,,17.8,FORT ST JOHN A,,,25,0,10.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,0,,42,,BC,,,,,1960-06-23 00:00:00,,76,,0,1183000.1960.6.23,23,6,,18.1,FORT ST JOHN A,,,23.3,42,12.8,,,1960,1183000,0.1
-120.74027777777778,56.238055555555555,0,0,32,1.5,4.4,,49,,BC,,,,,1960-06-24 00:00:00,,95,,1.5,1183000.1960.6.24,24,6,,13.6,FORT ST JOHN A,,,19.4,40,7.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0.5,4.4,,65,,BC,,,,,1960-06-25 00:00:00,,98,,0.5,1183000.1960.6.25,25,6,,13.6,FORT ST JOHN A,,,17.8,0,9.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,1.6,,38,,BC,,,T,,1960-06-26 00:00:00,,96,,0,1183000.1960.6.26,26,6,,16.4,FORT ST JOHN A,,,24.4,42,8.3,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0.3,0,,50,,BC,,,,,1960-06-27 00:00:00,,93,,0.3,1183000.1960.6.27,27,6,,18.1,FORT ST JOHN A,,,22.2,0,13.9,,,1960,1183000,0.1
-120.74027777777778,56.238055555555555,0,0,0,0,4.1,,69,,BC,,,T,,1960-06-28 00:00:00,,95,,0,1183000.1960.6.28,28,6,,13.9,FORT ST JOHN A,,,16.7,0,11.1,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,4.1,,64,,BC,,,T,,1960-06-29 00:00:00,,90,,0,1183000.1960.6.29,29,6,,13.9,FORT ST JOHN A,,,18.9,0,8.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,2.2,,31,,BC,,,,,1960-06-30 00:00:00,,96,,0,1183000.1960.6.30,30,6,,15.8,FORT ST JOHN A,,,22.2,32,9.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,3.2,,38,,BC,,,,,1960-07-01 00:00:00,,96,,0,1183000.1960.7.1,1,7,,14.8,FORT ST JOHN A,,,20.6,0,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,2.4,,39,,BC,,,T,,1960-07-02 00:00:00,,87,,0,1183000.1960.7.2,2,7,,15.6,FORT ST JOHN A,,,22.2,0,8.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,2.2,,41,,BC,,,,,1960-07-03 00:00:00,,76,,0,1183000.1960.7.3,3,7,,15.8,FORT ST JOHN A,,,22.2,32,9.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,0,,30,,BC,,,,,1960-07-04 00:00:00,,70,,0,1183000.1960.7.4,4,7,,18.4,FORT ST JOHN A,,,26.1,32,10.6,,,1960,1183000,0.4
-120.74027777777778,56.238055555555555,0,0,0,0,0,,30,,BC,,,,,1960-07-05 00:00:00,,67,,0,1183000.1960.7.5,5,7,,18.4,FORT ST JOHN A,,,25,0,11.7,,,1960,1183000,0.4
-120.74027777777778,56.238055555555555,0,0,20,0,0,,29,,BC,,,,,1960-07-06 00:00:00,,70,,0,1183000.1960.7.6,6,7,,20.3,FORT ST JOHN A,,,27.8,39,12.8,,,1960,1183000,2.3
-120.74027777777778,56.238055555555555,0,0,23,1,0,,29,,BC,,,,,1960-07-07 00:00:00,,62,,1,1183000.1960.7.7,7,7,,19.2,FORT ST JOHN A,,,24.4,80,13.9,,,1960,1183000,1.2
-120.74027777777778,56.238055555555555,0,0,25,0,4.6,,37,,BC,,,T,,1960-07-08 00:00:00,,57,,0,1183000.1960.7.8,8,7,,13.4,FORT ST JOHN A,,,17.8,58,8.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0.3,5.8,,48,,BC,,,,,1960-07-09 00:00:00,,89,,0.3,1183000.1960.7.9,9,7,,12.2,FORT ST JOHN A,,,17.2,0,7.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,1.5,4.9,,52,,BC,,,,,1960-07-10 00:00:00,,96,,1.5,1183000.1960.7.10,10,7,,13.1,FORT ST JOHN A,,,17.2,0,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,4.7,,58,,BC,,,T,,1960-07-11 00:00:00,,98,,0,1183000.1960.7.11,11,7,,13.3,FORT ST JOHN A,,,17.2,0,9.4,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,11,0,3.2,,50,,BC,,,,,1960-07-12 00:00:00,,98,,0,1183000.1960.7.12,12,7,,14.8,FORT ST JOHN A,,,21.7,32,7.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,0,,60,,BC,,,T,,1960-07-13 00:00:00,,91,,0,1183000.1960.7.13,13,7,,18.3,FORT ST JOHN A,,,24.4,0,12.2,T,,1960,1183000,0.3
-120.74027777777778,56.238055555555555,0,0,20,0,0,,29,,BC,,,,,1960-07-14 00:00:00,,100,,0,1183000.1960.7.14,14,7,,19.7,FORT ST JOHN A,,,25,40,14.4,,,1960,1183000,1.7
-120.74027777777778,56.238055555555555,0,0,23,0,0,,35,,BC,,,,,1960-07-15 00:00:00,,71,,0,1183000.1960.7.15,15,7,,18.6,FORT ST JOHN A,,,25,34,12.2,,,1960,1183000,0.6
-120.74027777777778,56.238055555555555,0,0,25,0,0,,35,,BC,,,,,1960-07-16 00:00:00,,70,,0,1183000.1960.7.16,16,7,,21.4,FORT ST JOHN A,,,27.8,32,15,,,1960,1183000,3.4
-120.74027777777778,56.238055555555555,0,0,25,0,0,,39,,BC,,,,,1960-07-17 00:00:00,,74,,0,1183000.1960.7.17,17,7,,21.4,FORT ST JOHN A,,,26.7,45,16.1,,,1960,1183000,3.4
-120.74027777777778,56.238055555555555,0,0,25,0,0,,27,,BC,,,,,1960-07-18 00:00:00,,64,,0,1183000.1960.7.18,18,7,,18.6,FORT ST JOHN A,,,25,34,12.2,,,1960,1183000,0.6
-120.74027777777778,56.238055555555555,0,0,0,0,2.1,,32,,BC,,,,,1960-07-19 00:00:00,,76,,0,1183000.1960.7.19,19,7,,15.9,FORT ST JOHN A,,,22.8,0,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,3.2,,31,,BC,,,,,1960-07-20 00:00:00,,94,,0,1183000.1960.7.20,20,7,,14.8,FORT ST JOHN A,,,22.8,0,6.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,1,,35,,BC,,,T,,1960-07-21 00:00:00,,81,,0,1183000.1960.7.21,21,7,,17,FORT ST JOHN A,,,25,0,8.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,4.8,2.7,,51,,BC,,,,,1960-07-22 00:00:00,,98,,4.8,1183000.1960.7.22,22,7,,15.3,FORT ST JOHN A,,,18.9,34,11.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,4.6,,42,,BC,,,,,1960-07-23 00:00:00,,83,,0,1183000.1960.7.23,23,7,,13.4,FORT ST JOHN A,,,18.9,0,7.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,20,0,3.2,,56,,BC,,,T,,1960-07-24 00:00:00,,92,,0,1183000.1960.7.24,24,7,,14.8,FORT ST JOHN A,,,21.7,35,7.8,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,27,0,0.2,,46,,BC,,,,,1960-07-25 00:00:00,,84,,0,1183000.1960.7.25,25,7,,17.8,FORT ST JOHN A,,,25.6,35,10,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,0,,34,,BC,,,,,1960-07-26 00:00:00,,76,,0,1183000.1960.7.26,26,7,,19.5,FORT ST JOHN A,,,27.2,53,11.7,,,1960,1183000,1.5
-120.74027777777778,56.238055555555555,0,0,0,0,0.2,,39,,BC,,,,,1960-07-27 00:00:00,,74,,0,1183000.1960.7.27,27,7,,17.8,FORT ST JOHN A,,,25,0,10.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,36,0,0,,42,,BC,,,,,1960-07-28 00:00:00,,93,,0,1183000.1960.7.28,28,7,,18.1,FORT ST JOHN A,,,24.4,40,11.7,,,1960,1183000,0.1
-120.74027777777778,56.238055555555555,0,0,0,0,0,,38,,BC,,,,,1960-07-29 00:00:00,,78,,0,1183000.1960.7.29,29,7,,20,FORT ST JOHN A,,,27.8,0,12.2,,,1960,1183000,2
-120.74027777777778,56.238055555555555,0,0,0,0,0,,32,,BC,,,,,1960-07-30 00:00:00,,85,,0,1183000.1960.7.30,30,7,,22.8,FORT ST JOHN A,,,31.1,0,14.4,,,1960,1183000,4.8
-120.74027777777778,56.238055555555555,0,0,0,0,0,,31,,BC,,,,,1960-07-31 00:00:00,,86,,0,1183000.1960.7.31,31,7,,20.8,FORT ST JOHN A,,,29.4,0,12.2,,,1960,1183000,2.8
-120.74027777777778,56.238055555555555,0,0,34,0,0,,39,,BC,,,,,1960-08-01 00:00:00,,93,,0,1183000.1960.8.1,1,8,,19.2,FORT ST JOHN A,,,26.7,32,11.7,,,1960,1183000,1.2
-120.74027777777778,56.238055555555555,0,0,0,0,0,,31,,BC,,,,,1960-08-02 00:00:00,,93,,0,1183000.1960.8.2,2,8,,19.2,FORT ST JOHN A,,,27.2,0,11.1,,,1960,1183000,1.2
-120.74027777777778,56.238055555555555,0,0,23,0,0,,30,,BC,,,T,,1960-08-03 00:00:00,,85,,0,1183000.1960.8.3,3,8,,20.6,FORT ST JOHN A,,,28.9,32,12.2,T,,1960,1183000,2.6
-120.74027777777778,56.238055555555555,0,0,0,0,0,,38,,BC,,,,,1960-08-04 00:00:00,,90,,0,1183000.1960.8.4,4,8,,18.3,FORT ST JOHN A,,,23.3,0,13.3,,,1960,1183000,0.3
-120.74027777777778,56.238055555555555,0,0,0,0,3,,39,,BC,,,,,1960-08-05 00:00:00,,94,,0,1183000.1960.8.5,5,8,,15,FORT ST JOHN A,,,21.1,0,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,3.2,,40,,BC,,,T,,1960-08-06 00:00:00,,87,,0,1183000.1960.8.6,6,8,,14.8,FORT ST JOHN A,,,21.7,0,7.8,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,1.6,,31,,BC,,,,,1960-08-07 00:00:00,,92,,0,1183000.1960.8.7,7,8,,16.4,FORT ST JOHN A,,,25.6,0,7.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,0,,30,,BC,,,,,1960-08-08 00:00:00,,78,,0,1183000.1960.8.8,8,8,,20.8,FORT ST JOHN A,,,29.4,0,12.2,,,1960,1183000,2.8
-120.74027777777778,56.238055555555555,0,0,0,0,0,,27,,BC,,,,,1960-08-09 00:00:00,,75,,0,1183000.1960.8.9,9,8,,21.7,FORT ST JOHN A,,,31.1,0,12.2,,,1960,1183000,3.7
-120.74027777777778,56.238055555555555,0,0,36,0,0,,48,,BC,,,T,,1960-08-10 00:00:00,,86,,0,1183000.1960.8.10,10,8,,20.3,FORT ST JOHN A,,,26.1,35,14.4,T,,1960,1183000,2.3
-120.74027777777778,56.238055555555555,0,0,36,0,0,,56,,BC,,,T,,1960-08-11 00:00:00,,98,,0,1183000.1960.8.11,11,8,,21.1,FORT ST JOHN A,,,26.1,37,16.1,T,,1960,1183000,3.1
-120.74027777777778,56.238055555555555,0,0,0,0,0,,58,,BC,,,T,,1960-08-12 00:00:00,,93,,0,1183000.1960.8.12,12,8,,18.6,FORT ST JOHN A,,,23.3,0,13.9,T,,1960,1183000,0.6
-120.74027777777778,56.238055555555555,0,0,25,32,2.2,,65,,BC,,,,,1960-08-13 00:00:00,,100,,32,1183000.1960.8.13,13,8,,15.8,FORT ST JOHN A,,,18.3,56,13.3,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,20,0.5,6,,72,,BC,,,,,1960-08-14 00:00:00,,98,,0.5,1183000.1960.8.14,14,8,,12,FORT ST JOHN A,,,13.9,32,10,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,3.8,,51,,BC,,,T,,1960-08-15 00:00:00,,83,,0,1183000.1960.8.15,15,8,,14.2,FORT ST JOHN A,,,20.6,68,7.8,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,1.6,,43,,BC,,,,,1960-08-16 00:00:00,,77,,0,1183000.1960.8.16,16,8,,16.4,FORT ST JOHN A,,,20.6,51,12.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,2,2.7,,37,,BC,,,,,1960-08-17 00:00:00,,70,,2,1183000.1960.8.17,17,8,,15.3,FORT ST JOHN A,,,20,56,10.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,3,,38,,BC,,,,,1960-08-18 00:00:00,,98,,0,1183000.1960.8.18,18,8,,15,FORT ST JOHN A,,,20.6,43,9.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,6,,36,,BC,,,,,1960-08-19 00:00:00,,87,,0,1183000.1960.8.19,19,8,,12,FORT ST JOHN A,,,18.3,31,5.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,6.3,,39,,BC,,,,,1960-08-20 00:00:00,,84,,0,1183000.1960.8.20,20,8,,11.7,FORT ST JOHN A,,,17.8,0,5.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,24.1,9.9,,72,,BC,,,,,1960-08-21 00:00:00,,100,,24.1,1183000.1960.8.21,21,8,,8.1,FORT ST JOHN A,,,8.9,0,7.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0.8,8,,66,,BC,,,,,1960-08-22 00:00:00,,100,,0.8,1183000.1960.8.22,22,8,,10,FORT ST JOHN A,,,13.3,34,6.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0.3,7.2,,50,,BC,,,,,1960-08-23 00:00:00,,98,,0.3,1183000.1960.8.23,23,8,,10.8,FORT ST JOHN A,,,17.2,0,4.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,36,2.3,6.3,,51,,BC,,,,,1960-08-24 00:00:00,,100,,2.3,1183000.1960.8.24,24,8,,11.7,FORT ST JOHN A,,,17.2,32,6.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,7.9,7.7,,63,,BC,,,,,1960-08-25 00:00:00,,100,,7.9,1183000.1960.8.25,25,8,,10.3,FORT ST JOHN A,,,15.6,0,5,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,6.8,,52,,BC,,,T,,1960-08-26 00:00:00,,96,,0,1183000.1960.8.26,26,8,,11.2,FORT ST JOHN A,,,15.6,0,6.7,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,6,,45,,BC,,,T,,1960-08-27 00:00:00,,89,,0,1183000.1960.8.27,27,8,,12,FORT ST JOHN A,,,17.2,48,6.7,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,4.6,,51,,BC,,,T,,1960-08-28 00:00:00,,78,,0,1183000.1960.8.28,28,8,,13.4,FORT ST JOHN A,,,17.8,45,8.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,8.2,,43,,BC,,,T,,1960-08-29 00:00:00,,87,,0,1183000.1960.8.29,29,8,,9.8,FORT ST JOHN A,,,13.9,53,5.6,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,11.9,,61,,BC,,,T,,1960-08-30 00:00:00,,97,,0,1183000.1960.8.30,30,8,,6.1,FORT ST JOHN A,,,11.1,0,1.1,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,13.5,12.1,,84,,BC,,,,,1960-08-31 00:00:00,,100,,13.5,1183000.1960.8.31,31,8,,5.9,FORT ST JOHN A,,,7.8,0,3.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,11.6,,63,,BC,,,T,,1960-09-01 00:00:00,,100,,0,1183000.1960.9.1,1,9,,6.4,FORT ST JOHN A,,,11.1,0,1.7,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.5,,44,,BC,,,,,1960-09-02 00:00:00,,100,,0,1183000.1960.9.2,2,9,,7.5,FORT ST JOHN A,,,16.1,0,-1.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,5.5,,37,,BC,,,,,1960-09-03 00:00:00,,82,,0,1183000.1960.9.3,3,9,,12.5,FORT ST JOHN A,,,20.6,45,4.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,5.1,10.2,,65,,BC,,,,,1960-09-04 00:00:00,,98,,5.1,1183000.1960.9.4,4,9,,7.8,FORT ST JOHN A,,,11.1,0,4.4,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,8.6,8.5,,63,,BC,,,,,1960-09-05 00:00:00,,96,,8.6,1183000.1960.9.5,5,9,,9.5,FORT ST JOHN A,,,11.7,72,7.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,29,2.5,11.3,,78,,BC,,,,,1960-09-06 00:00:00,,100,,2.5,1183000.1960.9.6,6,9,,6.7,FORT ST JOHN A,,,9.4,42,3.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,27,0,8.2,,40,,BC,,,,,1960-09-07 00:00:00,,98,,0,1183000.1960.9.7,7,9,S,9.8,FORT ST JOHN A,,,16.7,32,2.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,5.5,,43,,BC,,,,,1960-09-08 00:00:00,,88,,0,1183000.1960.9.8,8,9,,12.5,FORT ST JOHN A,,,21.1,39,3.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,1.3,,44,,BC,,,,,1960-09-09 00:00:00,,75,,0,1183000.1960.9.9,9,9,,16.7,FORT ST JOHN A,,,20.6,34,12.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,4.1,,45,,BC,,,,,1960-09-10 00:00:00,,94,,0,1183000.1960.9.10,10,9,,13.9,FORT ST JOHN A,,,21.7,0,6.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,1.9,,42,,BC,,,,,1960-09-11 00:00:00,,90,,0,1183000.1960.9.11,11,9,,16.1,FORT ST JOHN A,,,24.4,0,7.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,0.5,,27,,BC,,,,,1960-09-12 00:00:00,,94,,0,1183000.1960.9.12,12,9,,17.5,FORT ST JOHN A,,,26.1,0,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,0.5,,33,,BC,,,,,1960-09-13 00:00:00,,80,,0,1183000.1960.9.13,13,9,,17.5,FORT ST JOHN A,,,24.4,34,10.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,2.4,,33,,BC,,,,,1960-09-14 00:00:00,,78,,0,1183000.1960.9.14,14,9,,15.6,FORT ST JOHN A,,,18.9,0,12.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.5,,43,,BC,,,,,1960-09-15 00:00:00,,94,,0,1183000.1960.9.15,15,9,,7.5,FORT ST JOHN A,,,14.4,0,0.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.2,,33,,BC,,,,,1960-09-16 00:00:00,,99,,0,1183000.1960.9.16,16,9,,7.8,FORT ST JOHN A,,,17.2,0,-1.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,1.5,7.4,,49,,BC,,,,,1960-09-17 00:00:00,,87,,1.5,1183000.1960.9.17,17,9,,10.6,FORT ST JOHN A,,,14.4,47,6.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,6.6,,43,,BC,,,,,1960-09-18 00:00:00,,82,,0,1183000.1960.9.18,18,9,,11.4,FORT ST JOHN A,,,16.7,48,6.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,2,0,11.3,,54,,BC,,,T,,1960-09-19 00:00:00,,97,,0,1183000.1960.9.19,19,9,,6.7,FORT ST JOHN A,,,12.8,37,0.6,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,11,,39,,BC,,,,,1960-09-20 00:00:00,,100,,0,1183000.1960.9.20,20,9,,7,FORT ST JOHN A,,,12.8,0,1.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,9.1,,43,,BC,,,,,1960-09-21 00:00:00,,78,,0,1183000.1960.9.21,21,9,,8.9,FORT ST JOHN A,,,15.6,39,2.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,6.6,,49,,BC,,,T,,1960-09-22 00:00:00,,78,,0,1183000.1960.9.22,22,9,,11.4,FORT ST JOHN A,,,15.6,51,7.2,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,8,,36,,BC,,,,,1960-09-23 00:00:00,,80,,0,1183000.1960.9.23,23,9,,10,FORT ST JOHN A,,,14.4,58,5.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0.8,9.7,,46,,BC,,,,,1960-09-24 00:00:00,,93,,0.8,1183000.1960.9.24,24,9,,8.3,FORT ST JOHN A,,,14.4,51,2.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,7.7,,36,,BC,,,T,,1960-09-25 00:00:00,,81,,0,1183000.1960.9.25,25,9,,10.3,FORT ST JOHN A,,,14.4,0,6.1,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.5,,36,,BC,,,,,1960-09-26 00:00:00,,87,,0,1183000.1960.9.26,26,9,,7.5,FORT ST JOHN A,,,13.9,0,1.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.2,,44,,BC,,,,,1960-09-27 00:00:00,,89,,0,1183000.1960.9.27,27,9,,7.8,FORT ST JOHN A,,,15.6,0,0,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,5.5,,44,,BC,,,,,1960-09-28 00:00:00,,72,,0,1183000.1960.9.28,28,9,,12.5,FORT ST JOHN A,,,17.8,0,7.2,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,7.7,,34,,BC,,,T,,1960-09-29 00:00:00,,97,,0,1183000.1960.9.29,29,9,,10.3,FORT ST JOHN A,,,18.3,0,2.2,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,36,0,9.6,,52,,BC,,,T,,1960-09-30 00:00:00,,91,,0,1183000.1960.9.30,30,9,,8.4,FORT ST JOHN A,,,12.8,32,3.9,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,10.5,,41,,BC,,,,,1960-10-01 00:00:00,,97,,0,1183000.1960.10.1,1,10,,7.5,FORT ST JOHN A,,,15,0,0,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,6.6,,45,,BC,,,,,1960-10-02 00:00:00,,76,,0,1183000.1960.10.2,2,10,,11.4,FORT ST JOHN A,,,17.2,60,5.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,8.8,,59,,BC,,,T,,1960-10-03 00:00:00,,95,,0,1183000.1960.10.3,3,10,,9.2,FORT ST JOHN A,,,11.1,0,7.2,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,25,0,11.9,,37,,BC,,,,,1960-10-04 00:00:00,,92,,0,1183000.1960.10.4,4,10,,6.1,FORT ST JOHN A,,,11.1,77,1.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,5.5,,43,,BC,,,,,1960-10-05 00:00:00,,69,,0,1183000.1960.10.5,5,10,,12.5,FORT ST JOHN A,,,16.1,60,8.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,20,2.5,9.1,,60,,BC,,,,,1960-10-06 00:00:00,,90,,2.5,1183000.1960.10.6,6,10,,8.9,FORT ST JOHN A,,,11.1,43,6.7,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0.8,0,23,2,8.8,,55,,BC,,,,,1960-10-07 00:00:00,,95,,2.8,1183000.1960.10.7,7,10,,9.2,FORT ST JOHN A,,,12.8,56,5.6,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0.5,0,34,0,14.9,T,57,,BC,,,,,1960-10-08 00:00:00,,100,,0.5,1183000.1960.10.8,8,10,,3.1,FORT ST JOHN A,,,6.1,32,0,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,20,0,14.4,,45,,BC,,,T,,1960-10-09 00:00:00,,90,,0,1183000.1960.10.9,9,10,S,3.6,FORT ST JOHN A,,,10,68,-2.8,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,23,0,6.9,,44,,BC,,,,,1960-10-10 00:00:00,,73,,0,1183000.1960.10.10,10,10,,11.1,FORT ST JOHN A,,,16.1,69,6.1,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0.3,0,36,5.8,11.9,,67,,BC,,,,,1960-10-11 00:00:00,,100,,6.1,1183000.1960.10.11,11,10,S,6.1,FORT ST JOHN A,,,9.4,40,2.8,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,15.5,,62,,BC,,,T,,1960-10-12 00:00:00,,100,,0,1183000.1960.10.12,12,10,,2.5,FORT ST JOHN A,,,6.1,0,-1.1,T,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,0,0,14.6,,58,,BC,,,,,1960-10-13 00:00:00,,94,,0,1183000.1960.10.13,13,10,,3.4,FORT ST JOHN A,,,10.6,0,-3.9,,,1960,1183000,0
-120.74027777777778,56.238055555555555,0,0,18,0,13.3,,49,,BC,,,T,,1960-10-14 00:00:00,,89,,0,1183000.1960.10.14,14,10,,4.7,FORT ST JOHN A,,,10,43,-0.6,T,,1960,1183000,0
