x,y,TOTAL_RAIN,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,LOCAL_YEAR,MAX_REL_HUMIDITY,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,LOCAL_MONTH,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST,ID,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,PROVINCE_CODE,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,STATION_NAME
-119.60222222222222,49.463055555555556,4.1,38,,0,17,,,1126150,12.2,1968,90,1968-08-17 00:00:00,,8,,16.7,,,,21.1,4.1,,0,,0,,0,1126150.1968.8.17,,0,BC,,1.3,PENTICTON A
-119.60222222222222,49.463055555555556,3.3,39,,29,18,,,1126150,10,1968,91,1968-08-18 00:00:00,,8,,15.9,,,,21.7,3.3,,0,,0,,42,1126150.1968.8.18,,0,BC,,2.1,PENTICTON A
-119.60222222222222,49.463055555555556,0.5,47,,0,19,,,1126150,6.7,1968,98,1968-08-19 00:00:00,,8,,13.4,,,,20,0.5,,0,,0,,0,1126150.1968.8.19,,0,BC,,4.6,PENTICTON A
-119.60222222222222,49.463055555555556,0,48,,0,20,,T,1126150,10.6,1968,95,1968-08-20 00:00:00,,8,T,15.6,,,,20.6,0,,0,,0,,0,1126150.1968.8.20,,0,BC,,2.4,PENTICTON A
-119.60222222222222,49.463055555555556,0,45,,0,21,,,1126150,7.8,1968,96,1968-08-21 00:00:00,,8,,14.2,,,,20.6,0,,0,,0,,0,1126150.1968.8.21,,0,BC,,3.8,PENTICTON A
-119.60222222222222,49.463055555555556,0,32,,0,22,,,1126150,6.1,1968,93,1968-08-22 00:00:00,,8,,15,,,,23.9,0,,0,,0,,0,1126150.1968.8.22,,0,BC,,3,PENTICTON A
-119.60222222222222,49.463055555555556,3.3,44,,20,23,,,1126150,9.4,1968,87,1968-08-23 00:00:00,,8,,16.4,,,,23.3,3.3,,0,,0,,48,1126150.1968.8.23,,0,BC,,1.6,PENTICTON A
-119.60222222222222,49.463055555555556,4.3,74,,0,24,,,1126150,13.9,1968,95,1968-08-24 00:00:00,,8,,15.6,,,,17.2,4.3,,0,,0,,0,1126150.1968.8.24,,0,BC,,2.4,PENTICTON A
-119.60222222222222,49.463055555555556,8.4,68,,18,25,,,1126150,12.8,1968,98,1968-08-25 00:00:00,,8,,15.9,,,,18.9,8.4,,0,,0,,48,1126150.1968.8.25,,0,BC,,2.1,PENTICTON A
-119.60222222222222,49.463055555555556,0.8,37,,0,26,,,1126150,10.6,1968,96,1968-08-26 00:00:00,,8,,16.7,,,,22.8,0.8,,0,,0,,0,1126150.1968.8.26,,0,BC,,1.3,PENTICTON A
