x,y,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,ID,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_YEAR,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,STATION_NAME,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_MONTH,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_SNOW,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG
-120.4486111111111,50.7025,6.4,,1163781.2018.1.18,0,,,2018,11.6,T,11,0,18,,KAMLOOPS A,1163781,2,10.1,0,2.7,1,44,T,,BC,,,,2018-01-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,2.8,,1163781.2018.1.19,0,,,2018,15.2,,11,0,19,,KAMLOOPS A,1163781,0,6.1,0,-0.6,1,44,,T,BC,,,,2018-01-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,3.5,,1163781.2018.1.20,0,,,2018,14.5,,11,0,20,,KAMLOOPS A,1163781,0,7,0,0,1,46,,T,BC,,,,2018-01-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.2,,1163781.2018.1.21,0.6,,,2018,11.8,,14,0.6,21,,KAMLOOPS A,1163781,0,9.7,0,2.7,1,69,,T,BC,,,,2018-01-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,1.9,,1163781.2018.1.22,0,,,2018,16.1,,6,0,22,,KAMLOOPS A,1163781,,7.1,0,-3.3,1,52,,,BC,,,,2018-01-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,-0.6,,1163781.2018.1.23,0,,,2018,18.6,,8,0,23,,KAMLOOPS A,1163781,,2.9,0,-4.1,1,37,T,,BC,,,T,2018-01-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,2.7,,1163781.2018.1.24,0.6,,,2018,15.3,,11,0,24,,KAMLOOPS A,1163781,,5,0,0.3,1,37,,,BC,,,,2018-01-24 00:00:00,1,,,,,
-120.4486111111111,50.7025,2.3,,1163781.2018.1.25,0,,,2018,15.7,,10,0,25,,KAMLOOPS A,1163781,,5.9,0,-1.4,1,37,T,,BC,,,T,2018-01-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,0.7,,1163781.2018.1.26,0,,,2018,17.3,T,0,0,26,,KAMLOOPS A,1163781,,4.9,0,-3.5,1,0,T,,BC,,,,2018-01-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,-1.9,,1163781.2018.1.27,6,,,2018,19.9,M,23,,27,,KAMLOOPS A,1163781,5,0.7,0,-4.4,1,32,,,BC,,,,2018-01-27 00:00:00,8.9,,,,,
-120.4486111111111,50.7025,-1.3,,1163781.2018.1.28,3,,,2018,19.3,,9,0,28,,KAMLOOPS A,1163781,9,1.1,0,-3.6,1,37,,,BC,,,,2018-01-28 00:00:00,3.2,,,,,
-120.4486111111111,50.7025,4.4,,1163781.2018.1.29,0.2,,,2018,13.6,,27,0.2,29,,KAMLOOPS A,1163781,11,8,0,0.7,1,82,,,BC,,,,2018-01-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,3.1,,1163781.2018.1.30,0,,,2018,14.9,,23,0,30,,KAMLOOPS A,1163781,,6.6,0,-0.5,1,39,,,BC,,,,2018-01-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,0.1,,1163781.2018.1.31,0,,,2018,17.9,,0,0,31,,KAMLOOPS A,1163781,,3.7,0,-3.6,1,0,,,BC,,,,2018-01-31 00:00:00,0,,,,,
-120.4486111111111,50.7025,0.3,,1163781.2018.2.1,2.6,,,2018,17.7,,0,0,1,,KAMLOOPS A,1163781,0,1.7,0,-1.1,2,0,,T,BC,,,,2018-02-01 00:00:00,3,,,,,
-120.4486111111111,50.7025,0.9,,1163781.2018.2.2,1.2,,,2018,17.1,,0,0,2,,KAMLOOPS A,1163781,4,2.8,0,-1.1,2,0,,,BC,,,,2018-02-02 00:00:00,1.4,,,,,
-120.4486111111111,50.7025,1.2,,1163781.2018.2.3,2.2,,,2018,16.8,,28,2.2,3,,KAMLOOPS A,1163781,2,4.9,0,-2.6,2,54,,,BC,,,T,2018-02-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,-4.3,,1163781.2018.2.4,6,,,2018,22.3,,28,0,4,,KAMLOOPS A,1163781,4,-2.5,0,-6,2,44,,,BC,,,,2018-02-04 00:00:00,6,,,,,
-120.4486111111111,50.7025,-3.9,,1163781.2018.2.5,5,,,2018,21.9,,0,0,5,,KAMLOOPS A,1163781,10,-3.1,0,-4.7,2,0,,,BC,,,,2018-02-05 00:00:00,7.4,,,,,
-120.4486111111111,50.7025,-3.5,,1163781.2018.2.6,0.4,,,2018,21.5,,0,0,6,,KAMLOOPS A,1163781,13,-1.9,0,-5,2,0,,,BC,,,,2018-02-06 00:00:00,0.4,,,,,
-120.4486111111111,50.7025,-1.6,,1163781.2018.2.7,1.4,,,2018,19.6,,0,0,7,,KAMLOOPS A,1163781,12,0,0,-3.2,2,0,,,BC,,,,2018-02-07 00:00:00,1.4,,,,,
-120.4486111111111,50.7025,-0.7,,1163781.2018.2.8,5.2,,,2018,18.7,,27,5.2,8,,KAMLOOPS A,1163781,10,2.9,0,-4.2,2,61,,,BC,,,T,2018-02-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,-6.6,,1163781.2018.2.9,0,,,2018,24.6,,27,0,9,,KAMLOOPS A,1163781,6,-3.8,0,-9.4,2,48,,,BC,,,,2018-02-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,-11,,1163781.2018.2.10,0,,,2018,29,,27,0,10,,KAMLOOPS A,1163781,5,-6.3,0,-15.6,2,30,,,BC,,,,2018-02-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,-10.2,,1163781.2018.2.11,0,,,2018,28.2,,28,0,11,,KAMLOOPS A,1163781,5,-4.4,0,-15.9,2,54,T,,BC,,,T,2018-02-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,-11.1,,1163781.2018.2.12,0,,,2018,29.1,,0,0,12,,KAMLOOPS A,1163781,5,-5.8,0,-16.3,2,0,,,BC,,,,2018-02-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,-4.7,,1163781.2018.2.13,0,,,2018,22.7,,0,0,13,,KAMLOOPS A,1163781,4,-2.1,0,-7.2,2,0,T,,BC,,,T,2018-02-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,-0.6,,1163781.2018.2.14,0.2,,,2018,18.6,,28,0,14,,KAMLOOPS A,1163781,5,3.7,0,-4.8,2,37,,,BC,,,,2018-02-14 00:00:00,0.6,,,,,
-120.4486111111111,50.7025,-2.8,,1163781.2018.2.15,0,,,2018,20.8,,27,0,15,,KAMLOOPS A,1163781,6,1.7,0,-7.3,2,57,,,BC,,,,2018-02-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,-1.4,,1163781.2018.2.16,1.4,,,2018,19.4,M,31,,16,,KAMLOOPS A,1163781,5,4.4,0,-7.1,2,44,,,BC,,,,2018-02-16 00:00:00,2,,,,,
-120.4486111111111,50.7025,-3.1,,1163781.2018.2.17,15.9,,,2018,21.1,,5,0,17,,KAMLOOPS A,1163781,6,-1.1,0,-5,2,41,,,BC,,,,2018-02-17 00:00:00,15.4,,,,,
-120.4486111111111,50.7025,-5.6,,1163781.2018.2.18,0,,,2018,23.6,,28,0,18,,KAMLOOPS A,1163781,22,-2,0,-9.1,2,63,,,BC,,,,2018-02-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,-11.4,,1163781.2018.2.19,0,,,2018,29.4,,28,0,19,,KAMLOOPS A,1163781,15,-6.3,0,-16.4,2,44,,,BC,,,,2018-02-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,-15,,1163781.2018.2.20,0,,,2018,33,,0,0,20,,KAMLOOPS A,1163781,13,-9.7,0,-20.3,2,0,T,,BC,,,T,2018-02-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,-15.5,,1163781.2018.2.21,1,,,2018,33.5,,0,0,21,,KAMLOOPS A,1163781,13,-10.6,0,-20.4,2,0,,,BC,,,,2018-02-21 00:00:00,1,,,,,
-120.4486111111111,50.7025,-10.8,,1163781.2018.2.22,0,,,2018,28.8,,0,0,22,,KAMLOOPS A,1163781,13,-5.3,0,-16.3,2,0,T,,BC,,,T,2018-02-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,-12.7,,1163781.2018.2.23,5.8,,,2018,30.7,,0,0,23,,KAMLOOPS A,1163781,13,-8,0,-17.4,2,0,,,BC,,,,2018-02-23 00:00:00,7.2,,,,,
-120.4486111111111,50.7025,-8.6,,1163781.2018.2.24,3.6,,,2018,26.6,,0,0,24,,KAMLOOPS A,1163781,20,-2.7,0,-14.5,2,0,,,BC,,,,2018-02-24 00:00:00,4.2,,,,,
-120.4486111111111,50.7025,-4.6,,1163781.2018.2.25,0,,,2018,22.6,,9,0,25,,KAMLOOPS A,1163781,23,-0.7,0,-8.4,2,41,T,,BC,,,T,2018-02-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,-5.2,,1163781.2018.2.26,0,,,2018,23.2,,0,0,26,,KAMLOOPS A,1163781,22,-0.1,0,-10.3,2,0,,,BC,,,,2018-02-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,-3.8,,1163781.2018.2.27,0,,,2018,21.8,,0,0,27,,KAMLOOPS A,1163781,19,1.1,0,-8.7,2,0,T,,BC,,,T,2018-02-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,-2.9,,1163781.2018.2.28,0,,,2018,20.9,,9,0,28,,KAMLOOPS A,1163781,19,4.4,0,-10.2,2,46,,,BC,,,,2018-02-28 00:00:00,0,,,,,
-120.4486111111111,50.7025,3.4,,1163781.2018.3.1,0.8,,,2018,14.6,,10,0.8,1,,KAMLOOPS A,1163781,16,5.1,0,1.7,3,43,,,BC,,,,2018-03-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,0.7,,1163781.2018.3.2,0.2,,,2018,17.3,,28,0.2,2,,KAMLOOPS A,1163781,10,2.8,0,-1.5,3,65,,,BC,,,,2018-03-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,-2.7,,1163781.2018.3.3,0,,,2018,20.7,T,28,0,3,,KAMLOOPS A,1163781,9,-1.3,0,-4,3,52,T,,BC,,,,2018-03-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,-2.9,,1163781.2018.3.4,0,,,2018,20.9,,27,0,4,,KAMLOOPS A,1163781,9,-0.8,0,-5,3,32,,,BC,,,,2018-03-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,-3.8,,1163781.2018.3.5,0,,,2018,21.8,,0,0,5,,KAMLOOPS A,1163781,9,-0.2,0,-7.4,3,0,,,BC,,,,2018-03-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,-0.4,,1163781.2018.3.6,0,,,2018,18.4,T,0,0,6,,KAMLOOPS A,1163781,8,2.8,0,-3.6,3,0,T,,BC,,,,2018-03-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,-1,,1163781.2018.3.7,0,,,2018,19,,0,0,7,,KAMLOOPS A,1163781,7,3.5,0,-5.4,3,0,,,BC,,,,2018-03-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,,M,1163781.2018.3.8,1,M,M,2018,,,10,0,8,,KAMLOOPS A,1163781,7,3.9,,,3,43,,,BC,,E,,2018-03-08 00:00:00,1,M,,,,
-120.4486111111111,50.7025,3.8,,1163781.2018.3.9,1.4,,,2018,14.2,,28,1.4,9,,KAMLOOPS A,1163781,7,7.8,0,-0.2,3,44,,,BC,,,,2018-03-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,1.3,,1163781.2018.3.10,0,,,2018,16.7,,0,0,10,,KAMLOOPS A,1163781,3,6.1,0,-3.5,3,0,,,BC,,,,2018-03-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,2.1,,1163781.2018.3.11,0,,,2018,15.9,,0,0,11,,KAMLOOPS A,1163781,3,8.8,0,-4.7,3,0,,,BC,,,,2018-03-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,3.9,,1163781.2018.3.12,0,,,2018,14.1,,0,0,12,,KAMLOOPS A,1163781,2,10.9,0,-3.1,3,0,,,BC,,,,2018-03-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.3,,1163781.2018.3.13,0,,,2018,11.7,,0,0,13,,KAMLOOPS A,1163781,0,12.5,0,0.1,3,0,,T,BC,,,,2018-03-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.8,,1163781.2018.3.14,9.4,,,2018,13.2,,0,9.4,14,,KAMLOOPS A,1163781,0,7,0,2.5,3,0,,T,BC,,,,2018-03-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.5,,1163781.2018.3.15,0,,,2018,12.5,,0,0,15,,KAMLOOPS A,1163781,0,10.4,0,0.5,3,0,,T,BC,,,,2018-03-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.5,,1163781.2018.3.16,0,,,2018,12.5,,28,0,16,,KAMLOOPS A,1163781,,10.2,0,0.8,3,30,,,BC,,,,2018-03-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.5,,1163781.2018.3.17,0,,,2018,13.5,,0,0,17,,KAMLOOPS A,1163781,,12.2,0,-3.2,3,0,,,BC,,,,2018-03-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.4,,1163781.2018.3.18,0,,,2018,13.6,,28,0,18,,KAMLOOPS A,1163781,,11.7,0,-3,3,41,,,BC,,,,2018-03-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,8,,1163781.2018.3.19,0,,,2018,10,,0,0,19,,KAMLOOPS A,1163781,,14.2,0,1.8,3,0,,,BC,,,,2018-03-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,6,,1163781.2018.3.20,0,,,2018,12,,17,0,20,,KAMLOOPS A,1163781,,12.7,0,-0.7,3,33,,,BC,,,,2018-03-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,8,,1163781.2018.3.21,0,,,2018,10,,15,0,21,,KAMLOOPS A,1163781,,14.8,0,1.1,3,44,,,BC,,,,2018-03-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.7,,1163781.2018.3.22,5.8,,,2018,8.3,,9,5.8,22,,KAMLOOPS A,1163781,,13.7,0,5.7,3,52,,,BC,,,,2018-03-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.5,,1163781.2018.3.23,0,,,2018,13.5,,10,0,23,,KAMLOOPS A,1163781,,8.6,0,0.3,3,44,,,BC,,,,2018-03-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,3.8,,1163781.2018.3.24,0,,,2018,14.2,,11,0,24,,KAMLOOPS A,1163781,,9.9,0,-2.4,3,32,,,BC,,,,2018-03-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,2.5,,1163781.2018.3.25,0,,,2018,15.5,,21,0,25,,KAMLOOPS A,1163781,,9.8,0,-4.8,3,48,,,BC,,,,2018-03-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.1,,1163781.2018.3.26,0.8,,,2018,11.9,,18,0.8,26,,KAMLOOPS A,1163781,,9.8,0,2.4,3,37,,,BC,,,,2018-03-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.4,,1163781.2018.3.27,0,,,2018,7.6,T,29,0,27,,KAMLOOPS A,1163781,,17.4,0,3.4,3,63,T,,BC,,,,2018-03-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.2,,1163781.2018.3.28,0,,,2018,10.8,,32,0,28,,KAMLOOPS A,1163781,,13.7,0,0.7,3,33,,,BC,,,,2018-03-28 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.1,,1163781.2018.3.29,0,,,2018,13.9,T,10,0,29,,KAMLOOPS A,1163781,,10.5,0,-2.4,3,54,T,,BC,,,,2018-03-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.3,,1163781.2018.3.30,0.2,,,2018,11.7,,34,0.2,30,,KAMLOOPS A,1163781,,14.2,0,-1.6,3,67,,,BC,,,,2018-03-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,2.3,,1163781.2018.3.31,0,,,2018,15.7,,28,0,31,,KAMLOOPS A,1163781,,8.5,0,-4,3,39,,,BC,,,,2018-03-31 00:00:00,0,,,,,
-120.4486111111111,50.7025,,M,1163781.2018.4.1,0.3,M,M,2018,,M,28,,1,,KAMLOOPS A,1163781,,6.9,,,4,44,,,BC,,E,,2018-04-01 00:00:00,0.4,M,,,,
-120.4486111111111,50.7025,3.4,,1163781.2018.4.2,0,,,2018,14.6,,27,0,2,,KAMLOOPS A,1163781,,7.3,0,-0.6,4,57,T,,BC,,,T,2018-04-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.3,,1163781.2018.4.3,0,,,2018,13.7,,23,0,3,,KAMLOOPS A,1163781,,10.7,0,-2.2,4,35,,,BC,,,,2018-04-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,4.3,,1163781.2018.4.4,0,,,2018,13.7,,0,0,4,,KAMLOOPS A,1163781,,12.5,0,-3.9,4,0,,,BC,,,,2018-04-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.5,,1163781.2018.4.5,7.8,,,2018,12.5,,0,7.8,5,,KAMLOOPS A,1163781,,7.5,0,3.5,4,0,,,BC,,,T,2018-04-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.9,,1163781.2018.4.6,3.5,,,2018,11.1,,10,3.5,6,,KAMLOOPS A,1163781,,9.9,0,3.8,4,33,,,BC,,,,2018-04-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.6,,1163781.2018.4.7,4.2,,,2018,11.4,,11,4.2,7,,KAMLOOPS A,1163781,,8.3,0,4.9,4,43,,,BC,,,,2018-04-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.5,,1163781.2018.4.8,0,,,2018,8.5,,11,0,8,,KAMLOOPS A,1163781,,17.3,0,1.6,4,35,,,BC,,,,2018-04-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.9,,1163781.2018.4.9,0,,,2018,8.1,,14,0,9,,KAMLOOPS A,1163781,,18.4,0,1.4,4,35,,,BC,,,,2018-04-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.1,,1163781.2018.4.10,0.8,,,2018,5.9,,22,0.8,10,,KAMLOOPS A,1163781,,17.2,0,6.9,4,65,,,BC,,,,2018-04-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.5,,1163781.2018.4.11,0,,,2018,7.5,,14,0,11,,KAMLOOPS A,1163781,,17,0,4,4,43,,,BC,,,,2018-04-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.9,,1163781.2018.4.12,0,,,2018,8.1,T,27,0,12,,KAMLOOPS A,1163781,,14.2,0,5.6,4,48,T,,BC,,,,2018-04-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,7,,1163781.2018.4.13,0,,,2018,11,,10,0,13,,KAMLOOPS A,1163781,,12.1,0,1.8,4,65,,,BC,,,,2018-04-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.8,,1163781.2018.4.14,0,,,2018,8.2,,11,0,14,,KAMLOOPS A,1163781,,14.5,0,5,4,44,,,BC,,,,2018-04-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.2,,1163781.2018.4.15,4.4,,,2018,8.8,,19,4.4,15,,KAMLOOPS A,1163781,,13.8,0,4.5,4,39,,,BC,,,,2018-04-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.5,,1163781.2018.4.16,8.8,,,2018,11.5,,25,8.8,16,,KAMLOOPS A,1163781,,8.3,0,4.6,4,37,,,BC,,,,2018-04-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.3,,1163781.2018.4.17,0,,,2018,10.7,T,20,0,17,,KAMLOOPS A,1163781,,11.1,0,3.4,4,37,T,,BC,,,,2018-04-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.6,,1163781.2018.4.18,0,,,2018,10.4,,0,0,18,,KAMLOOPS A,1163781,,14,0,1.2,4,0,,,BC,,,,2018-04-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.4,,1163781.2018.4.19,0,,,2018,9.6,,21,0,19,,KAMLOOPS A,1163781,,17.2,0,-0.5,4,37,,,BC,,,,2018-04-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.8,,1163781.2018.4.20,0,,,2018,8.2,T,19,0,20,,KAMLOOPS A,1163781,,16.8,0,2.7,4,43,T,,BC,,,,2018-04-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.8,,1163781.2018.4.21,1.4,,,2018,7.2,,29,1.4,21,,KAMLOOPS A,1163781,,14.6,0,7,4,56,,,BC,,,,2018-04-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.7,,1163781.2018.4.22,0,,,2018,9.3,,27,0,22,,KAMLOOPS A,1163781,,15.7,0,1.7,4,41,,,BC,,,,2018-04-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.1,,1163781.2018.4.23,0,,,2018,8.9,,0,0,23,,KAMLOOPS A,1163781,,19.6,0,-1.4,4,0,,,BC,,,,2018-04-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.3,,1163781.2018.4.24,0,,,2018,5.7,,0,0,24,,KAMLOOPS A,1163781,,19.6,0,4.9,4,0,,,BC,,,,2018-04-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,15.3,,1163781.2018.4.25,0,,,2018,2.7,,27,0,25,,KAMLOOPS A,1163781,,22.8,0,7.7,4,37,,,BC,,,,2018-04-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,15,,1163781.2018.4.26,0,,,2018,3,,0,0,26,,KAMLOOPS A,1163781,,26.2,0,3.8,4,0,,,BC,,,,2018-04-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.5,,1163781.2018.4.27,0,,,2018,1.5,,0,0,27,,KAMLOOPS A,1163781,,28.2,0,4.7,4,0,,,BC,,,,2018-04-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,,M,1163781.2018.4.28,0,M,M,2018,,,10,0,28,,KAMLOOPS A,1163781,,16.5,,,4,37,,,BC,,E,,2018-04-28 00:00:00,0,M,,,,
-120.4486111111111,50.7025,10.1,,1163781.2018.4.29,11.6,,,2018,7.9,,10,11.6,29,,KAMLOOPS A,1163781,,12.7,0,7.4,4,32,,,BC,,,,2018-04-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.8,,1163781.2018.4.30,0,,,2018,5.2,,10,0,30,,KAMLOOPS A,1163781,,20.4,0,5.2,4,30,,,BC,,,,2018-04-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,14.6,,1163781.2018.5.1,0,,,2018,3.4,,28,0,1,,KAMLOOPS A,1163781,,20.7,0,8.4,5,48,,,BC,,,,2018-05-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,15.6,,1163781.2018.5.2,0,,,2018,2.4,,28,0,2,,KAMLOOPS A,1163781,,25.6,0,5.6,5,32,,,BC,,,,2018-05-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.8,,1163781.2018.5.3,0,,,2018,1.2,,23,0,3,,KAMLOOPS A,1163781,,25.2,0,8.3,5,32,,,BC,,,,2018-05-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,18,,1163781.2018.5.4,0,,,2018,0,,4,0,4,,KAMLOOPS A,1163781,,24,0,11.9,5,48,,,BC,,,,2018-05-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.5,,1163781.2018.5.5,0,,,2018,1.5,,0,0,5,,KAMLOOPS A,1163781,,23.7,0,9.2,5,0,,,BC,,,,2018-05-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,15.6,,1163781.2018.5.6,0,,,2018,2.4,,18,0,6,,KAMLOOPS A,1163781,,23.5,0,7.6,5,37,,,BC,,,,2018-05-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.4,,1163781.2018.5.7,0,,,2018,0,,10,0,7,,KAMLOOPS A,1163781,,26.2,0.4,10.6,5,39,,,BC,,,,2018-05-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.9,,1163781.2018.5.8,0,,,2018,0.1,,6,0,8,,KAMLOOPS A,1163781,,26,0,9.7,5,32,,,BC,,,,2018-05-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.3,,1163781.2018.5.9,1.8,,,2018,1.7,,22,1.8,9,,KAMLOOPS A,1163781,,21.2,0,11.3,5,39,,,BC,,,,2018-05-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.4,,1163781.2018.5.10,0,,,2018,5.6,T,2,0,10,,KAMLOOPS A,1163781,,19.6,0,5.2,5,37,T,,BC,,,,2018-05-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.5,,1163781.2018.5.11,0,,,2018,0,,27,0,11,,KAMLOOPS A,1163781,,25.1,0.5,11.9,5,50,,,BC,,,,2018-05-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.8,E,1163781.2018.5.12,0,E,E,2018,0.2,,27,0,12,,KAMLOOPS A,1163781,,27.9,0,7.7,5,33,,,BC,,E,,2018-05-12 00:00:00,0,E,,,,
-120.4486111111111,50.7025,19.2,,1163781.2018.5.13,0,,,2018,0,,0,0,13,,KAMLOOPS A,1163781,,30.6,1.2,7.7,5,0,,,BC,,,,2018-05-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.9,,1163781.2018.5.14,0,,,2018,0,,20,0,14,,KAMLOOPS A,1163781,,31.9,2.9,9.9,5,37,,,BC,,,,2018-05-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.2,,1163781.2018.5.15,0,,,2018,0,,0,0,15,,KAMLOOPS A,1163781,,30.5,2.2,9.8,5,0,,,BC,,,,2018-05-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.4,,1163781.2018.5.16,0,,,2018,0,,28,0,16,,KAMLOOPS A,1163781,,30.5,2.4,10.3,5,43,,,BC,,,,2018-05-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.2,,1163781.2018.5.17,0.2,,,2018,0,,2,0.2,17,,KAMLOOPS A,1163781,,28.9,4.2,15.4,5,44,,,BC,,,,2018-05-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.4,,1163781.2018.5.18,0,,,2018,0,T,0,0,18,,KAMLOOPS A,1163781,,26.5,2.4,14.3,5,0,T,,BC,,,,2018-05-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,19,,1163781.2018.5.19,0,,,2018,0,T,19,0,19,,KAMLOOPS A,1163781,,26.3,1,11.6,5,61,T,,BC,,,,2018-05-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.2,,1163781.2018.5.20,0,,,2018,0.8,,0,0,20,,KAMLOOPS A,1163781,,25.3,0,9.1,5,0,,,BC,,,,2018-05-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.9,,1163781.2018.5.21,0,,,2018,0,,0,0,21,,KAMLOOPS A,1163781,,28.6,0.9,9.1,5,0,,,BC,,,,2018-05-21 00:00:00,0,,,,,
