x,y,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,ID,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_YEAR,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,STATION_NAME,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_MONTH,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_SNOW,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG
-120.4486111111111,50.7025,15.5,,1163781.2013.6.13,1,,,2013,2.5,,11,1,13,,KAMLOOPS A,1163781,,23.2,0,7.8,6,41,,,BC,,,,2013-06-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.2,,1163781.2013.6.14,1,,,2013,0.8,,29,1,14,,KAMLOOPS A,1163781,,22.1,0,12.3,6,48,,,BC,,,,2013-06-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.7,,1163781.2013.6.15,0,,,2013,0.3,,0,0,15,,KAMLOOPS A,1163781,,26.4,0,9,6,0,,,BC,,,,2013-06-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.6,,1163781.2013.6.16,0,,,2013,0,T,17,0,16,,KAMLOOPS A,1163781,,29,2.6,12.1,6,76,T,,BC,,,,2013-06-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.2,,1163781.2013.6.17,0.6,,,2013,0,,11,0.6,17,,KAMLOOPS A,1163781,,29.1,3.2,13.2,6,63,,,BC,,,,2013-06-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.5,,1163781.2013.6.18,1.8,,,2013,0,,7,1.8,18,,KAMLOOPS A,1163781,,23.3,0.5,13.7,6,44,,,BC,,,,2013-06-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,14.4,,1163781.2013.6.19,12.3,,,2013,3.6,,8,12.3,19,,KAMLOOPS A,1163781,,15.5,0,13.2,6,33,,,BC,,,,2013-06-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,15.2,,1163781.2013.6.20,13,,,2013,2.8,,28,13,20,,KAMLOOPS A,1163781,,18.1,0,12.3,6,43,,,BC,,,,2013-06-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.4,,1163781.2013.6.21,0,,,2013,0,T,11,0,21,,KAMLOOPS A,1163781,,25.4,1.4,13.3,6,35,T,,BC,,,,2013-06-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.3,,1163781.2013.6.22,1,,,2013,0,,10,1,22,,KAMLOOPS A,1163781,,24,0.3,12.6,6,35,,,BC,,,,2013-06-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.8,,1163781.2013.6.23,0,,,2013,0,,0,0,23,,KAMLOOPS A,1163781,,27.8,1.8,11.8,6,0,,,BC,,,,2013-06-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.4,,1163781.2013.6.25,0.6,,,2013,1.6,,10,0.6,25,,KAMLOOPS A,1163781,,22.2,0,10.5,6,46,,,BC,,,,2013-06-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.1,,1163781.2013.6.26,0,,,2013,0,T,21,0,26,,KAMLOOPS A,1163781,,25.6,1.1,12.6,6,46,T,,BC,,,,2013-06-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,18,,1163781.2013.6.27,0,,,2013,0,,11,0,27,,KAMLOOPS A,1163781,,23,0,13,6,44,,,BC,,,,2013-06-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.4,,1163781.2013.6.28,0,,,2013,0,,10,0,28,,KAMLOOPS A,1163781,,30.5,4.4,14.3,6,35,,,BC,,,,2013-06-28 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.2,,1163781.2013.6.29,0,,,2013,0,T,10,0,29,,KAMLOOPS A,1163781,,29.4,5.2,16.9,6,46,T,,BC,,,,2013-06-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,25.7,,1163781.2013.6.30,0,,,2013,0,,0,0,30,,KAMLOOPS A,1163781,,34.9,7.7,16.4,6,0,,,BC,,,,2013-06-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,28,,1163781.2013.7.1,0,,,2013,0,,11,0,1,,KAMLOOPS A,1163781,,38.1,10,17.8,7,35,,,BC,,,,2013-07-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,27.6,,1163781.2013.7.2,0,,,2013,0,,22,0,2,,KAMLOOPS A,1163781,,35.6,9.6,19.5,7,52,,,BC,,,,2013-07-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.3,,1163781.2013.7.4,0,,,2013,0,,1,0,4,,KAMLOOPS A,1163781,,30.3,4.3,14.3,7,39,,,BC,,,,2013-07-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.3,,1163781.2013.7.5,0,,,2013,0,,27,0,5,,KAMLOOPS A,1163781,,28.2,5.3,18.3,7,43,,,BC,,,,2013-07-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.3,,1163781.2013.7.6,0,,,2013,0,,28,0,6,,KAMLOOPS A,1163781,,26.7,3.3,15.9,7,48,,,BC,,,,2013-07-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.6,,1163781.2013.7.7,0,,,2013,0,,22,0,7,,KAMLOOPS A,1163781,,30.6,2.6,10.5,7,35,,,BC,,,,2013-07-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,23,,1163781.2013.7.10,0,,,2013,0,,20,0,10,,KAMLOOPS A,1163781,,31,5,14.9,7,52,,,BC,,,,2013-07-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.3,,1163781.2013.7.11,0.2,,,2013,0.7,,4,0.2,11,,KAMLOOPS A,1163781,,22.9,0,11.7,7,48,,,BC,,,,2013-07-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,16,,1163781.2013.7.12,0,,,2013,2,,18,0,12,,KAMLOOPS A,1163781,,24.4,0,7.6,7,33,,,BC,,,,2013-07-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.3,,1163781.2013.7.13,0,,,2013,0.7,,5,0,13,,KAMLOOPS A,1163781,,25.7,0,8.9,7,35,,,BC,,,,2013-07-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.3,,1163781.2013.7.14,0.8,,,2013,0,,33,0.8,14,,KAMLOOPS A,1163781,,26,0.3,10.5,7,78,,,BC,,,,2013-07-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.7,,1163781.2013.7.15,0,,,2013,0,,29,0,15,,KAMLOOPS A,1163781,,26.5,1.7,12.8,7,39,,,BC,,,,2013-07-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.7,,1163781.2013.7.16,0,,,2013,0,,0,0,16,,KAMLOOPS A,1163781,,31.7,2.7,9.6,7,0,,,BC,,,,2013-07-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.6,,1163781.2013.7.17,0.2,,,2013,0,,0,0.2,17,,KAMLOOPS A,1163781,,22.2,0.6,15,7,0,,,BC,,,,2013-07-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.5,,1163781.2013.7.18,0,,,2013,0,,0,0,18,,KAMLOOPS A,1163781,,32,5.5,15,7,0,,,BC,,,,2013-07-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,24.9,,1163781.2013.7.19,0,,,2013,0,,0,0,19,,KAMLOOPS A,1163781,,34.5,6.9,15.3,7,0,,,BC,,,,2013-07-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,25.9,,1163781.2013.7.20,0,,,2013,0,,21,0,20,,KAMLOOPS A,1163781,,35.2,7.9,16.6,7,35,,,BC,,,,2013-07-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,26.3,,1163781.2013.7.21,0,,,2013,0,,22,0,21,,KAMLOOPS A,1163781,,34.5,8.3,18,7,37,,,BC,,,,2013-07-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,26,,1163781.2013.7.22,0,,,2013,0,,28,0,22,,KAMLOOPS A,1163781,,34,8,17.9,7,43,,,BC,,,,2013-07-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,25.5,,1163781.2013.7.23,0,,,2013,0,,0,0,23,,KAMLOOPS A,1163781,,35.1,7.5,15.9,7,0,,,BC,,,,2013-07-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,26.3,,1163781.2013.7.24,0,,,2013,0,,0,0,24,,KAMLOOPS A,1163781,,36.1,8.3,16.5,7,0,,,BC,,,,2013-07-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,25,,1163781.2013.7.25,0,,,2013,0,,22,0,25,,KAMLOOPS A,1163781,,36.2,7,13.7,7,44,,,BC,,,,2013-07-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,26.2,,1163781.2013.7.26,0,,,2013,0,,22,0,26,,KAMLOOPS A,1163781,,35.5,8.2,16.9,7,63,,,BC,,,,2013-07-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.6,,1163781.2013.7.27,0,,,2013,0,,29,0,27,,KAMLOOPS A,1163781,,29.2,5.6,18,7,50,,,BC,,,,2013-07-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,22,,1163781.2013.7.28,0,,,2013,0,,30,0,28,,KAMLOOPS A,1163781,,28.2,4,15.8,7,39,,,BC,,,,2013-07-28 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.9,,1163781.2013.7.29,0,,,2013,0,,27,0,29,,KAMLOOPS A,1163781,,30,4.9,15.8,7,50,,,BC,,,,2013-07-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.8,,1163781.2013.7.30,0,,,2013,0,,29,0,30,,KAMLOOPS A,1163781,,31.1,3.8,12.4,7,35,,,BC,,,,2013-07-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.8,,1163781.2013.7.31,0,,,2013,0,,20,0,31,,KAMLOOPS A,1163781,,34.5,5.8,13.1,7,35,,,BC,,,,2013-07-31 00:00:00,0,,,,,
-120.4486111111111,50.7025,24,,1163781.2013.8.1,0,,,2013,0,,10,0,1,,KAMLOOPS A,1163781,,31.4,6,16.5,8,39,,,BC,,,,2013-08-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.9,,1163781.2013.8.2,0,,,2013,0,T,11,0,2,,KAMLOOPS A,1163781,,30,5.9,17.8,8,57,T,,BC,,,,2013-08-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.5,,1163781.2013.8.3,0,,,2013,0,T,11,0,3,,KAMLOOPS A,1163781,,30.4,5.5,16.5,8,44,T,,BC,,,,2013-08-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,24.3,,1163781.2013.8.4,0,,,2013,0,T,11,0,4,,KAMLOOPS A,1163781,,31.7,6.3,16.8,8,52,T,,BC,,,,2013-08-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.9,,1163781.2013.8.5,0,,,2013,0,,0,0,5,,KAMLOOPS A,1163781,,33.8,5.9,13.9,8,0,,,BC,,,,2013-08-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,24.5,,1163781.2013.8.7,0,,,2013,0,,0,0,7,,KAMLOOPS A,1163781,,34.2,6.5,14.7,8,0,,,BC,,,,2013-08-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,26,,1163781.2013.8.8,0,,,2013,0,,0,0,8,,KAMLOOPS A,1163781,,34.5,8,17.4,8,0,,,BC,,,,2013-08-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,27.2,,1163781.2013.8.9,0,,,2013,0,,4,0,9,,KAMLOOPS A,1163781,,37.7,9.2,16.7,8,33,,,BC,,,,2013-08-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,27.4,,1163781.2013.8.10,1,,,2013,0,,15,1,10,,KAMLOOPS A,1163781,,36.8,9.4,17.9,8,48,,,BC,,,,2013-08-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,25.5,,1163781.2013.8.11,0,,,2013,0,,29,0,11,,KAMLOOPS A,1163781,,34.4,7.5,16.6,8,43,,,BC,,,,2013-08-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,24.6,,1163781.2013.8.12,2.4,,,2013,0,,24,2.4,12,,KAMLOOPS A,1163781,,33,6.6,16.1,8,44,,,BC,,,,2013-08-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,24.2,,1163781.2013.8.13,2,,,2013,0,,22,2,13,,KAMLOOPS A,1163781,,33.7,6.2,14.7,8,33,,,BC,,,,2013-08-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.5,,1163781.2013.8.14,0,,,2013,0,,26,0,14,,KAMLOOPS A,1163781,,32.2,4.5,12.7,8,46,,,BC,,,,2013-08-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.4,,1163781.2013.8.15,0.4,,,2013,0,,17,0.4,15,,KAMLOOPS A,1163781,,29.8,5.4,17,8,44,,,BC,,,,2013-08-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.3,,1163781.2013.8.16,0,,,2013,0,T,23,0,16,,KAMLOOPS A,1163781,,32.4,5.3,14.2,8,46,T,,BC,,,,2013-08-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.8,,1163781.2013.8.17,0,,,2013,0,,23,0,17,,KAMLOOPS A,1163781,,29.7,5.8,17.9,8,46,,,BC,,,,2013-08-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.7,,1163781.2013.8.19,0,,,2013,0,,22,0,19,,KAMLOOPS A,1163781,,28.4,3.7,14.9,8,54,,,BC,,,,2013-08-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.7,,1163781.2013.8.20,0,,,2013,0,,0,0,20,,KAMLOOPS A,1163781,,26.5,0.7,10.8,8,0,,,BC,,,,2013-08-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.9,,1163781.2013.8.21,0,,,2013,0,,0,0,21,,KAMLOOPS A,1163781,,30.4,1.9,9.3,8,0,,,BC,,,,2013-08-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.1,,1163781.2013.8.22,0,,,2013,0,,0,0,22,,KAMLOOPS A,1163781,,32.3,4.1,11.9,8,0,,,BC,,,,2013-08-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.6,,1163781.2013.8.23,0,,,2013,0,,10,0,23,,KAMLOOPS A,1163781,,25.1,2.6,16,8,48,,,BC,,,,2013-08-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,23,,1163781.2013.8.24,0,,,2013,0,,10,0,24,,KAMLOOPS A,1163781,,30,5,15.9,8,43,,,BC,,,,2013-08-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.6,,1163781.2013.8.25,0,,,2013,0,,18,0,25,,KAMLOOPS A,1163781,,29.5,1.6,9.6,8,35,,,BC,,,,2013-08-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.2,,1163781.2013.8.26,4.9,,,2013,0,,17,4.9,26,,KAMLOOPS A,1163781,,25.4,2.2,15,8,63,,,BC,,,,2013-08-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.3,,1163781.2013.8.27,0,,,2013,0,,11,0,27,,KAMLOOPS A,1163781,,24.4,2.3,16.2,8,39,,,BC,,,,2013-08-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,17.9,,1163781.2013.8.29,3,,,2013,0.1,,12,3,29,,KAMLOOPS A,1163781,,19.8,0,16,8,46,,,BC,,,,2013-08-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.8,,1163781.2013.8.30,1.9,,,2013,0,,30,1.9,30,,KAMLOOPS A,1163781,,25.6,1.8,14,8,41,,,BC,,,,2013-08-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.5,,1163781.2013.8.31,0,,,2013,0,,0,0,31,,KAMLOOPS A,1163781,,28.4,1.5,10.6,8,0,,,BC,,,,2013-08-31 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.5,,1163781.2013.9.1,0,,,2013,0,,0,0,1,,KAMLOOPS A,1163781,,32,4.5,12.9,9,0,,,BC,,,,2013-09-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.7,,1163781.2013.9.2,2.4,,,2013,0,,28,2.4,2,,KAMLOOPS A,1163781,,31.3,4.7,14,9,48,,,BC,,,,2013-09-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.4,,1163781.2013.9.3,0.2,,,2013,0,,2,0.2,3,,KAMLOOPS A,1163781,,25.5,2.4,15.2,9,33,,,BC,,,,2013-09-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.9,,1163781.2013.9.4,0.4,,,2013,0,,0,0.4,4,,KAMLOOPS A,1163781,,27.9,2.9,13.9,9,0,,,BC,,,,2013-09-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.4,,1163781.2013.9.5,0,,,2013,0,,27,0,5,,KAMLOOPS A,1163781,,29.9,3.4,12.9,9,37,,,BC,,,,2013-09-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.2,,1163781.2013.9.6,4.4,,,2013,0,,29,4.4,6,,KAMLOOPS A,1163781,,24.1,2.2,16.2,9,43,,,BC,,,,2013-09-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.4,,1163781.2013.9.7,0.2,,,2013,0,,0,0.2,7,,KAMLOOPS A,1163781,,24.4,1.4,14.4,9,0,,,BC,,,,2013-09-07 00:00:00,0,,,,,
-120.4486111111111,50.7025,22,,1163781.2013.9.8,0,,,2013,0,,10,0,8,,KAMLOOPS A,1163781,,30.8,4,13.2,9,37,,,BC,,,,2013-09-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.4,,1163781.2013.9.9,0,,,2013,0,,0,0,9,,KAMLOOPS A,1163781,,29.5,3.4,13.2,9,0,,,BC,,,,2013-09-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,20.8,,1163781.2013.9.10,0,,,2013,0,,0,0,10,,KAMLOOPS A,1163781,,30.4,2.8,11.2,9,0,,,BC,,,,2013-09-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,21.4,,1163781.2013.9.11,0,,,2013,0,,0,0,11,,KAMLOOPS A,1163781,,31.6,3.4,11.1,9,0,,,BC,,,,2013-09-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.4,,1163781.2013.9.12,0,,,2013,0,,0,0,12,,KAMLOOPS A,1163781,,32.5,4.4,12.2,9,0,,,BC,,,,2013-09-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,23.8,,1163781.2013.9.13,0,,,2013,0,,0,0,13,,KAMLOOPS A,1163781,,34.7,5.8,12.9,9,0,,,BC,,,,2013-09-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.1,,1163781.2013.9.14,0,,,2013,0,,0,0,14,,KAMLOOPS A,1163781,,32.5,4.1,11.7,9,0,,,BC,,,,2013-09-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,22.6,,1163781.2013.9.15,0,,,2013,0,,0,0,15,,KAMLOOPS A,1163781,,28.9,4.6,16.2,9,0,,,BC,,,,2013-09-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.7,,1163781.2013.9.16,8.6,,,2013,0,,21,8.6,16,,KAMLOOPS A,1163781,,25,1.7,14.4,9,43,,,BC,,,,2013-09-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,14.1,,1163781.2013.9.17,0.5,,,2013,3.9,,28,0.5,17,,KAMLOOPS A,1163781,,18,0,10.1,9,32,,,BC,,,,2013-09-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,16.8,,1163781.2013.9.18,0,,,2013,1.2,,18,0,18,,KAMLOOPS A,1163781,,22.6,0,10.9,9,39,,,BC,,,,2013-09-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,16,,1163781.2013.9.19,0,,,2013,2,,9,0,19,,KAMLOOPS A,1163781,,23.2,0,8.7,9,39,,,BC,,,,2013-09-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,18.8,,1163781.2013.9.20,0,,,2013,0,,11,0,20,,KAMLOOPS A,1163781,,26.3,0.8,11.2,9,39,,,BC,,,,2013-09-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,19.4,,1163781.2013.9.21,0,,,2013,0,,22,0,21,,KAMLOOPS A,1163781,,24.5,1.4,14.2,9,43,,,BC,,,,2013-09-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,13.9,,1163781.2013.9.22,0,,,2013,4.1,,10,0,22,,KAMLOOPS A,1163781,,16.8,0,10.9,9,35,,,BC,,,,2013-09-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,14.4,,1163781.2013.9.23,0,,,2013,3.6,,17,0,23,,KAMLOOPS A,1163781,,19.7,0,9,9,63,,,BC,,,,2013-09-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.9,,1163781.2013.9.24,0,,,2013,7.1,,0,0,24,,KAMLOOPS A,1163781,,18.1,0,3.6,9,0,,,BC,,,,2013-09-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.6,,1163781.2013.9.25,0,,,2013,7.4,,28,0,25,,KAMLOOPS A,1163781,,19.4,0,1.8,9,48,,,BC,,,,2013-09-25 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.7,,1163781.2013.9.26,0,,,2013,5.3,,28,0,26,,KAMLOOPS A,1163781,,18.7,0,6.6,9,41,,,BC,,,,2013-09-26 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.8,,1163781.2013.9.27,3.9,,,2013,9.2,,10,3.9,27,,KAMLOOPS A,1163781,,12.8,0,4.7,9,46,,,BC,,,,2013-09-27 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.6,,1163781.2013.9.28,0,,,2013,5.4,,23,0,28,,KAMLOOPS A,1163781,,16,0,9.2,9,61,,,BC,,,,2013-09-28 00:00:00,0,,,,,
-120.4486111111111,50.7025,14.5,,1163781.2013.9.29,2.4,,,2013,3.5,,14,2.4,29,,KAMLOOPS A,1163781,,18.5,0,10.4,9,59,,,BC,,,,2013-09-29 00:00:00,0,,,,,
-120.4486111111111,50.7025,12.5,,1163781.2013.9.30,1.8,,,2013,5.5,,18,1.8,30,,KAMLOOPS A,1163781,,17.1,0,7.8,9,61,,,BC,,,,2013-09-30 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.4,,1163781.2013.10.1,0,,,2013,9.6,,14,0,1,,KAMLOOPS A,1163781,,14,0,2.7,10,43,,,BC,,,,2013-10-01 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.3,,1163781.2013.10.2,0,,,2013,11.7,,0,0,2,,KAMLOOPS A,1163781,,12.7,0,-0.1,10,0,,,BC,,,,2013-10-02 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.8,,1163781.2013.10.3,0,,,2013,10.2,,0,0,3,,KAMLOOPS A,1163781,,15.9,0,-0.4,10,0,,,BC,,,,2013-10-03 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.6,,1163781.2013.10.4,0,,,2013,9.4,,11,0,4,,KAMLOOPS A,1163781,,16.7,0,0.5,10,39,,,BC,,,,2013-10-04 00:00:00,0,,,,,
-120.4486111111111,50.7025,11.6,,1163781.2013.10.5,0,,,2013,6.4,,12,0,5,,KAMLOOPS A,1163781,,14.3,0,8.9,10,43,,,BC,,,,2013-10-05 00:00:00,0,,,,,
-120.4486111111111,50.7025,15.2,,1163781.2013.10.6,0,,,2013,2.8,,11,0,6,,KAMLOOPS A,1163781,,19.5,0,10.8,10,41,,,BC,,,,2013-10-06 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.3,,1163781.2013.10.8,0.4,,,2013,7.7,,32,0.4,8,,KAMLOOPS A,1163781,,14.3,0,6.2,10,59,,,BC,,,,2013-10-08 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.7,,1163781.2013.10.9,0,,,2013,11.3,,7,0,9,,KAMLOOPS A,1163781,,14,0,-0.6,10,37,,,BC,,,,2013-10-09 00:00:00,0,,,,,
-120.4486111111111,50.7025,10.9,,1163781.2013.10.10,0,,,2013,7.1,,28,0,10,,KAMLOOPS A,1163781,,15.6,0,6.1,10,41,,,BC,,,,2013-10-10 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.8,,1163781.2013.10.11,0,,,2013,11.2,,0,0,11,,KAMLOOPS A,1163781,,11.7,0,1.9,10,0,,,BC,,,,2013-10-11 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.5,,1163781.2013.10.12,0,,,2013,9.5,T,0,0,12,,KAMLOOPS A,1163781,,12.9,0,4,10,0,T,,BC,,,,2013-10-12 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.5,,1163781.2013.10.13,0,,,2013,10.5,,0,0,13,,KAMLOOPS A,1163781,,15,0,-0.1,10,0,,,BC,,,,2013-10-13 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.6,,1163781.2013.10.14,0,,,2013,12.4,,0,0,14,,KAMLOOPS A,1163781,,13.4,0,-2.2,10,0,,,BC,,,,2013-10-14 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.5,,1163781.2013.10.15,1,,,2013,12.5,,0,1,15,,KAMLOOPS A,1163781,,10.4,0,0.5,10,0,,,BC,,,,2013-10-15 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.3,,1163781.2013.10.16,0.2,,,2013,9.7,,0,0.2,16,,KAMLOOPS A,1163781,,14.4,0,2.2,10,0,,,BC,,,,2013-10-16 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.5,,1163781.2013.10.17,0,,,2013,11.5,,0,0,17,,KAMLOOPS A,1163781,,13.8,0,-0.9,10,0,,,BC,,,,2013-10-17 00:00:00,0,,,,,
-120.4486111111111,50.7025,5.4,,1163781.2013.10.18,0,,,2013,12.6,,0,0,18,,KAMLOOPS A,1163781,,12.4,0,-1.6,10,0,,,BC,,,,2013-10-18 00:00:00,0,,,,,
-120.4486111111111,50.7025,7.3,,1163781.2013.10.19,0,,,2013,10.7,,0,0,19,,KAMLOOPS A,1163781,,13,0,1.5,10,0,,,BC,,,,2013-10-19 00:00:00,0,,,,,
-120.4486111111111,50.7025,9.3,,1163781.2013.10.20,0,,,2013,8.7,,0,0,20,,KAMLOOPS A,1163781,,17.1,0,1.4,10,0,,,BC,,,,2013-10-20 00:00:00,0,,,,,
-120.4486111111111,50.7025,8.4,,1163781.2013.10.21,0,,,2013,9.6,,0,0,21,,KAMLOOPS A,1163781,,15.6,0,1.2,10,0,,,BC,,,,2013-10-21 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.9,,1163781.2013.10.22,0,,,2013,11.1,,0,0,22,,KAMLOOPS A,1163781,,10.1,0,3.7,10,0,,,BC,,,,2013-10-22 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.8,,1163781.2013.10.23,0,,,2013,11.2,T,0,0,23,,KAMLOOPS A,1163781,,8,0,5.6,10,0,T,,BC,,,,2013-10-23 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.8,,1163781.2013.10.24,0,,,2013,11.2,T,0,0,24,,KAMLOOPS A,1163781,,8.2,0,5.3,10,0,T,,BC,,,,2013-10-24 00:00:00,0,,,,,
-120.4486111111111,50.7025,6.2,,1163781.2013.10.25,0,,,2013,11.8,T,0,0,25,,KAMLOOPS A,1163781,,7.2,0,5.2,10,0,T,,BC,,,,2013-10-25 00:00:00,0,,,,,
