x,y,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,STATION_NAME,MAX_TEMPERATURE,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,LOCAL_YEAR,ID,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,LOCAL_MONTH
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30.3,0,4,,3,14,,25,13.6,,82,,1163780,0,,,BC,1978-07-03 00:00:00,,0,1978,1163780.1978.7.3,,22,41,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,32.5,0,6.3,,4,29,,17,16,,63,,1163780,0,,,BC,1978-07-04 00:00:00,,0,1978,1163780.1978.7.4,,24.3,41,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.2,0,7.1,,5,26,,16,17,,59,,1163780,0,,,BC,1978-07-05 00:00:00,,0,1978,1163780.1978.7.5,,25.1,48,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,31.5,0,6.6,,6,22,,24,17.7,,59,,1163780,0,,,BC,1978-07-06 00:00:00,T,0,1978,1163780.1978.7.6,,24.6,46,,0,,0,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,31.5,0,5.1,,7,5,,24,14.7,,82,,1163780,0,,,BC,1978-07-07 00:00:00,T,0,1978,1163780.1978.7.7,,23.1,76,,0,,0,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30.5,0,5.3,,8,12,,29,16,,82,,1163780,0,,,BC,1978-07-08 00:00:00,T,0,1978,1163780.1978.7.8,,23.3,52,,0,,0,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,22.6,0,0,,9,29,,40,13,,82,,1163780,0,,,BC,1978-07-09 00:00:00,T,0,1978,1163780.1978.7.9,,17.8,37,,0,,0.2,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,20.5,0,0,,10,28,,46,10.5,,88,,1163780,2.2,,,BC,1978-07-10 00:00:00,,2.2,1978,1163780.1978.7.10,,15.5,33,,0,,2.5,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,17.4,0,0,,11,0,,55,11.7,,88,,1163780,3.9,,,BC,1978-07-11 00:00:00,,3.9,1978,1163780.1978.7.11,,14.6,0,,0,,3.4,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,27.2,0,2.6,,12,0,,39,14,,82,,1163780,0,,,BC,1978-07-12 00:00:00,,0,1978,1163780.1978.7.12,,20.6,0,,0,,0,,7
