x,y,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,STATION_NAME,TOTAL_PRECIPITATION,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,MAX_TEMPERATURE,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,SNOW_ON_GROUND,SPEED_MAX_GUST,LOCAL_YEAR,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MAX_REL_HUMIDITY,ID,SNOW_ON_GROUND_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,LOCAL_DATE,MIN_TEMPERATURE_FLAG
-120.35,50.68333333,M,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,,T,,,,1939,,,M,,BC,M,5,,1163840.1939.5.1,,1,,1163840,M,,,1939-05-01 0:00,M
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,24.4,,4.4,,,1939,14.4,,,,BC,,5,,1163840.1939.5.2,,2,,1163840,,0,3.6,1939-05-02 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,27.8,,6.7,,,1939,17.3,,,,BC,,5,,1163840.1939.5.3,,3,,1163840,,0,0.7,1939-05-03 0:00,
-120.35,50.68333333,,,1.5,,,KAMLOOPS MISSION FLATS,1.5,0,,,14.4,,10,,,1939,12.2,,,,BC,,5,,1163840.1939.5.4,,4,,1163840,,0,5.8,1939-05-04 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,20,,6.7,,,1939,13.4,,,,BC,,5,,1163840.1939.5.5,,5,,1163840,,0,4.6,1939-05-05 0:00,
-120.35,50.68333333,,,1.8,,,KAMLOOPS MISSION FLATS,1.8,0,,,19.4,,8.9,,,1939,14.2,,,,BC,,5,,1163840.1939.5.6,,6,,1163840,,0,3.8,1939-05-06 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,20.6,,7.8,,,1939,14.2,,,,BC,,5,,1163840.1939.5.7,,7,,1163840,,0,3.8,1939-05-07 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,20,,10.6,,,1939,15.3,,,,BC,,5,,1163840.1939.5.8,,8,,1163840,,0,2.7,1939-05-08 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,17.8,,2.2,,,1939,10,,,,BC,,5,,1163840.1939.5.9,,9,,1163840,,0,8,1939-05-09 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.2,,-0.6,,,1939,10.8,,,,BC,,5,,1163840.1939.5.10,,10,,1163840,,0,7.2,1939-05-10 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,24.4,,1.1,,,1939,12.8,,,,BC,,5,,1163840.1939.5.11,,11,,1163840,,0,5.2,1939-05-11 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.9,,3.3,,,1939,16.1,,,,BC,,5,,1163840.1939.5.12,,12,,1163840,,0,1.9,1939-05-12 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,6.7,,,1939,18.7,,,,BC,,5,,1163840.1939.5.13,,13,,1163840,,0.7,0,1939-05-13 0:00,
-120.35,50.68333333,,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,31.7,T,10,,,1939,20.9,,,,BC,,5,,1163840.1939.5.14,,14,,1163840,,2.9,0,1939-05-14 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,8.3,,,1939,19.5,,,,BC,,5,,1163840.1939.5.15,,15,,1163840,,1.5,0,1939-05-15 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.1,,15.6,,,1939,20.9,,,,BC,,5,,1163840.1939.5.16,,16,,1163840,,2.9,0,1939-05-16 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,21.7,,12.2,,,1939,17,,,,BC,,5,,1163840.1939.5.17,,17,,1163840,,0,1,1939-05-17 0:00,
-120.35,50.68333333,,,2.3,,,KAMLOOPS MISSION FLATS,2.3,0,,,18.3,,6.7,,,1939,12.5,,,,BC,,5,,1163840.1939.5.18,,18,,1163840,,0,5.5,1939-05-18 0:00,
-120.35,50.68333333,,,1,,,KAMLOOPS MISSION FLATS,1,0,,,16.7,,5.6,,,1939,11.2,,,,BC,,5,,1163840.1939.5.19,,19,,1163840,,0,6.8,1939-05-19 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,20.6,,2.8,,,1939,11.7,,,,BC,,5,,1163840.1939.5.20,,20,,1163840,,0,6.3,1939-05-20 0:00,
-120.35,50.68333333,,,5.6,,,KAMLOOPS MISSION FLATS,5.6,0,,,18.3,,6.7,,,1939,12.5,,,,BC,,5,,1163840.1939.5.21,,21,,1163840,,0,5.5,1939-05-21 0:00,
-120.35,50.68333333,,,3.3,,,KAMLOOPS MISSION FLATS,3.3,0,,,19.4,,9.4,,,1939,14.4,,,,BC,,5,,1163840.1939.5.22,,22,,1163840,,0,3.6,1939-05-22 0:00,
-120.35,50.68333333,,,2.3,,,KAMLOOPS MISSION FLATS,2.3,0,,,19.4,,11.7,,,1939,15.6,,,,BC,,5,,1163840.1939.5.23,,23,,1163840,,0,2.4,1939-05-23 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,24.4,,6.7,,,1939,15.6,,,,BC,,5,,1163840.1939.5.24,,24,,1163840,,0,2.4,1939-05-24 0:00,
-120.35,50.68333333,,,1,,,KAMLOOPS MISSION FLATS,1,0,,,19.4,,11.7,,,1939,15.6,,,,BC,,5,,1163840.1939.5.25,,25,,1163840,,0,2.4,1939-05-25 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.2,,7.2,,,1939,14.7,,,,BC,,5,,1163840.1939.5.26,,26,,1163840,,0,3.3,1939-05-26 0:00,
-120.35,50.68333333,,,0.8,,,KAMLOOPS MISSION FLATS,0.8,0,,,19.4,,5,,,1939,12.2,,,,BC,,5,,1163840.1939.5.27,,27,,1163840,,0,5.8,1939-05-27 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.7,,12.2,,,1939,19.5,,,,BC,,5,,1163840.1939.5.28,,28,,1163840,,1.5,0,1939-05-28 0:00,
-120.35,50.68333333,,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,22.8,T,12.2,,,1939,17.5,,,,BC,,5,,1163840.1939.5.29,,29,,1163840,,0,0.5,1939-05-29 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,15,,8.9,,,1939,12,,,,BC,,5,,1163840.1939.5.30,,30,,1163840,,0,6,1939-05-30 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,17.2,,3.9,,,1939,10.6,,,,BC,,5,,1163840.1939.5.31,,31,,1163840,,0,7.4,1939-05-31 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,18.3,,7.2,,,1939,12.8,,,,BC,,6,,1163840.1939.6.1,,1,,1163840,,0,5.2,1939-06-01 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,21.1,,3.9,,,1939,12.5,,,,BC,,6,,1163840.1939.6.2,,2,,1163840,,0,5.5,1939-06-02 0:00,
-120.35,50.68333333,,,7.1,,,KAMLOOPS MISSION FLATS,7.1,0,,,17.8,,6.1,,,1939,12,,,,BC,,6,,1163840.1939.6.3,,3,,1163840,,0,6,1939-06-03 0:00,
-120.35,50.68333333,,,0.3,,,KAMLOOPS MISSION FLATS,0.3,0,,,15.6,,8.3,,,1939,12,,,,BC,,6,,1163840.1939.6.4,,4,,1163840,,0,6,1939-06-04 0:00,
-120.35,50.68333333,,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,18.9,T,6.1,,,1939,12.5,,,,BC,,6,,1163840.1939.6.5,,5,,1163840,,0,5.5,1939-06-05 0:00,
-120.35,50.68333333,,,12.4,,,KAMLOOPS MISSION FLATS,12.4,0,,,20.6,,9.4,,,1939,15,,,,BC,,6,,1163840.1939.6.6,,6,,1163840,,0,3,1939-06-06 0:00,
-120.35,50.68333333,,,1.3,,,KAMLOOPS MISSION FLATS,1.3,0,,,18.9,,10,,,1939,14.5,,,,BC,,6,,1163840.1939.6.7,,7,,1163840,,0,3.5,1939-06-07 0:00,
-120.35,50.68333333,,,3.8,,,KAMLOOPS MISSION FLATS,3.8,0,,,17.2,,7.2,,,1939,12.2,,,,BC,,6,,1163840.1939.6.8,,8,,1163840,,0,5.8,1939-06-08 0:00,
-120.35,50.68333333,,,4.1,,,KAMLOOPS MISSION FLATS,4.1,0,,,21.1,,7.8,,,1939,14.5,,,,BC,,6,,1163840.1939.6.9,,9,,1163840,,0,3.5,1939-06-09 0:00,
-120.35,50.68333333,,,0.3,,,KAMLOOPS MISSION FLATS,0.3,0,,,23.9,,11.1,,,1939,17.5,,,,BC,,6,,1163840.1939.6.10,,10,,1163840,,0,0.5,1939-06-10 0:00,
-120.35,50.68333333,,,3.6,,,KAMLOOPS MISSION FLATS,3.6,0,,,18.3,,8.9,,,1939,13.6,,,,BC,,6,,1163840.1939.6.11,,11,,1163840,,0,4.4,1939-06-11 0:00,
-120.35,50.68333333,,,8.1,,,KAMLOOPS MISSION FLATS,8.1,0,,,22.8,,7.8,,,1939,15.3,,,,BC,,6,,1163840.1939.6.12,,12,,1163840,,0,2.7,1939-06-12 0:00,
-120.35,50.68333333,,,4.6,,,KAMLOOPS MISSION FLATS,4.6,0,,,18.3,,10.6,,,1939,14.5,,,,BC,,6,,1163840.1939.6.13,,13,,1163840,,0,3.5,1939-06-13 0:00,
-120.35,50.68333333,,,0.5,,,KAMLOOPS MISSION FLATS,0.5,0,,,23.3,,7.8,,,1939,15.6,,,,BC,,6,,1163840.1939.6.14,,14,,1163840,,0,2.4,1939-06-14 0:00,
-120.35,50.68333333,,,10.7,,,KAMLOOPS MISSION FLATS,10.7,0,,,18.3,,12.2,,,1939,15.3,,,,BC,,6,,1163840.1939.6.15,,15,,1163840,,0,2.7,1939-06-15 0:00,
-120.35,50.68333333,,,1.3,,,KAMLOOPS MISSION FLATS,1.3,0,,,15.6,,10,,,1939,12.8,,,,BC,,6,,1163840.1939.6.16,,16,,1163840,,0,5.2,1939-06-16 0:00,
-120.35,50.68333333,,,2.5,,,KAMLOOPS MISSION FLATS,2.5,0,,,20.6,,10,,,1939,15.3,,,,BC,,6,,1163840.1939.6.17,,17,,1163840,,0,2.7,1939-06-17 0:00,
-120.35,50.68333333,,,1.3,,,KAMLOOPS MISSION FLATS,1.3,0,,,22.2,,12.2,,,1939,17.2,,,,BC,,6,,1163840.1939.6.18,,18,,1163840,,0,0.8,1939-06-18 0:00,
-120.35,50.68333333,,,5.3,,,KAMLOOPS MISSION FLATS,5.3,0,,,21.1,,12.8,,,1939,17,,,,BC,,6,,1163840.1939.6.19,,19,,1163840,,0,1,1939-06-19 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.8,,11.7,,,1939,17.3,,,,BC,,6,,1163840.1939.6.20,,20,,1163840,,0,0.7,1939-06-20 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25,,12.8,,,1939,18.9,,,,BC,,6,,1163840.1939.6.21,,21,,1163840,,0.9,0,1939-06-21 0:00,
-120.35,50.68333333,,,8.1,,,KAMLOOPS MISSION FLATS,8.1,0,,,23.3,,13.3,,,1939,18.3,,,,BC,,6,,1163840.1939.6.22,,22,,1163840,,0.3,0,1939-06-22 0:00,
-120.35,50.68333333,,,13.2,,,KAMLOOPS MISSION FLATS,13.2,0,,,23.3,,11.7,,,1939,17.5,,,,BC,,6,,1163840.1939.6.23,,23,,1163840,,0,0.5,1939-06-23 0:00,
-120.35,50.68333333,,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,17.8,T,10,,,1939,13.9,,,,BC,,6,,1163840.1939.6.24,,24,,1163840,,0,4.1,1939-06-24 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,21.1,,10.6,,,1939,15.9,,,,BC,,6,,1163840.1939.6.25,,25,,1163840,,0,2.1,1939-06-25 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.8,,7.8,,,1939,15.3,,,,BC,,6,,1163840.1939.6.26,,26,,1163840,,0,2.7,1939-06-26 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25,,8.3,,,1939,16.7,,,,BC,,6,,1163840.1939.6.27,,27,,1163840,,0,1.3,1939-06-27 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.1,,11.7,,,1939,21.4,,,,BC,,6,,1163840.1939.6.28,,28,,1163840,,3.4,0,1939-06-28 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.7,,14.4,,,1939,23.1,,,,BC,,6,,1163840.1939.6.29,,29,,1163840,,5.1,0,1939-06-29 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.7,,13.3,,,1939,20,,,,BC,,6,,1163840.1939.6.30,,30,,1163840,,2,0,1939-06-30 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25,,15,,,1939,20,,,,BC,,7,,1163840.1939.7.1,,1,,1163840,,2,0,1939-07-01 0:00,
-120.35,50.68333333,,,3.8,,,KAMLOOPS MISSION FLATS,3.8,0,,,23.9,,15,,,1939,19.5,,,,BC,,7,,1163840.1939.7.2,,2,,1163840,,1.5,0,1939-07-02 0:00,
-120.35,50.68333333,,,1.3,,,KAMLOOPS MISSION FLATS,1.3,0,,,19.4,,12.2,,,1939,15.8,,,,BC,,7,,1163840.1939.7.3,,3,,1163840,,0,2.2,1939-07-03 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.8,,13.3,,,1939,18.1,,,,BC,,7,,1163840.1939.7.4,,4,,1163840,,0.1,0,1939-07-04 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25,,10,,,1939,17.5,,,,BC,,7,,1163840.1939.7.5,,5,,1163840,,0,0.5,1939-07-05 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.9,,9.4,,,1939,16.7,,,,BC,,7,,1163840.1939.7.6,,6,,1163840,,0,1.3,1939-07-06 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.9,,8.9,,,1939,16.4,,,,BC,,7,,1163840.1939.7.7,,7,,1163840,,0,1.6,1939-07-07 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30,,10,,,1939,20,,,,BC,,7,,1163840.1939.7.8,,8,,1163840,,2,0,1939-07-08 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.8,,8.9,,,1939,15.9,,,,BC,,7,,1163840.1939.7.9,,9,,1163840,,0,2.1,1939-07-09 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,32.2,,11.7,,,1939,22,,,,BC,,7,,1163840.1939.7.10,,10,,1163840,,4,0,1939-07-10 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.1,,15.6,,,1939,20.9,,,,BC,,7,,1163840.1939.7.11,,11,,1163840,,2.9,0,1939-07-11 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,29.4,,7.2,,,1939,18.3,,,,BC,,7,,1163840.1939.7.12,,12,,1163840,,0.3,0,1939-07-12 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,27.2,,8.3,,,1939,17.8,,,,BC,,7,,1163840.1939.7.13,,13,,1163840,,0,0.2,1939-07-13 0:00,
-120.35,50.68333333,,,0,,T,KAMLOOPS MISSION FLATS,0,0,,,27.8,T,14.4,,,1939,21.1,,,,BC,,7,,1163840.1939.7.14,,14,,1163840,,3.1,0,1939-07-14 0:00,
-120.35,50.68333333,,,1.3,,,KAMLOOPS MISSION FLATS,1.3,0,,,20.6,,14.4,,,1939,17.5,,,,BC,,7,,1163840.1939.7.15,,15,,1163840,,0,0.5,1939-07-15 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.3,,8.9,,,1939,16.1,,,,BC,,7,,1163840.1939.7.16,,16,,1163840,,0,1.9,1939-07-16 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25.6,,7.8,,,1939,16.7,,,,BC,,7,,1163840.1939.7.17,,17,,1163840,,0,1.3,1939-07-17 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.1,,10,,,1939,18.1,,,,BC,,7,,1163840.1939.7.18,,18,,1163840,,0.1,0,1939-07-18 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.2,,12.8,,,1939,17.5,,,,BC,,7,,1163840.1939.7.19,,19,,1163840,,0,0.5,1939-07-19 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.3,,11.7,,,1939,17.5,,,,BC,,7,,1163840.1939.7.20,,20,,1163840,,0,0.5,1939-07-20 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.9,,12.8,,,1939,20.9,,,,BC,,7,,1163840.1939.7.21,,21,,1163840,,2.9,0,1939-07-21 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.1,,12.8,,,1939,22,,,,BC,,7,,1163840.1939.7.22,,22,,1163840,,4,0,1939-07-22 0:00,
-120.35,50.68333333,,,0.3,,,KAMLOOPS MISSION FLATS,0.3,0,,,33.9,,13.9,,,1939,23.9,,,,BC,,7,,1163840.1939.7.23,,23,,1163840,,5.9,0,1939-07-23 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,32.8,,17.2,,,1939,25,,,,BC,,7,,1163840.1939.7.24,,24,,1163840,,7,0,1939-07-24 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,35.6,,13.3,,,1939,24.5,,,,BC,,7,,1163840.1939.7.25,,25,,1163840,,6.5,0,1939-07-25 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,36.1,,15,,,1939,25.6,,,,BC,,7,,1163840.1939.7.26,,26,,1163840,,7.6,0,1939-07-26 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,41.1,,16.7,,,1939,28.9,,,,BC,,7,,1163840.1939.7.27,,27,,1163840,,10.9,0,1939-07-27 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,35.6,,19.4,,,1939,27.5,,,,BC,,7,,1163840.1939.7.28,,28,,1163840,,9.5,0,1939-07-28 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,32.2,,15,,,1939,23.6,,,,BC,,7,,1163840.1939.7.29,,29,,1163840,,5.6,0,1939-07-29 0:00,
-120.35,50.68333333,,,3.3,,,KAMLOOPS MISSION FLATS,3.3,0,,,33.3,,13.3,,,1939,23.3,,,,BC,,7,,1163840.1939.7.30,,30,,1163840,,5.3,0,1939-07-30 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,22.8,,11.1,,,1939,17,,,,BC,,7,,1163840.1939.7.31,,31,,1163840,,0,1,1939-07-31 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.3,,8.9,,,1939,18.6,,,,BC,,8,,1163840.1939.8.1,,1,,1163840,,0.6,0,1939-08-01 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.7,,12.2,,,1939,22,,,,BC,,8,,1163840.1939.8.2,,2,,1163840,,4,0,1939-08-02 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,36.7,,12.2,,,1939,24.5,,,,BC,,8,,1163840.1939.8.3,,3,,1163840,,6.5,0,1939-08-03 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,35,,13.3,,,1939,24.2,,,,BC,,8,,1163840.1939.8.4,,4,,1163840,,6.2,0,1939-08-04 0:00,
-120.35,50.68333333,,,0.5,,,KAMLOOPS MISSION FLATS,0.5,0,,,20,,14.4,,,1939,17.2,,,,BC,,8,,1163840.1939.8.5,,5,,1163840,,0,0.8,1939-08-05 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.3,,7.2,,,1939,15.3,,,,BC,,8,,1163840.1939.8.6,,6,,1163840,,0,2.7,1939-08-06 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,27.8,,5.6,,,1939,16.7,,,,BC,,8,,1163840.1939.8.7,,7,,1163840,,0,1.3,1939-08-07 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,32.8,,9.4,,,1939,21.1,,,,BC,,8,,1163840.1939.8.8,,8,,1163840,,3.1,0,1939-08-08 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,33.9,,12.2,,,1939,23.1,,,,BC,,8,,1163840.1939.8.9,,9,,1163840,,5.1,0,1939-08-09 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,37.2,,11.7,,,1939,24.5,,,,BC,,8,,1163840.1939.8.10,,10,,1163840,,6.5,0,1939-08-10 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,35.6,,13.3,,,1939,24.5,,,,BC,,8,,1163840.1939.8.11,,11,,1163840,,6.5,0,1939-08-11 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.3,,17.2,,,1939,22.8,,,,BC,,8,,1163840.1939.8.12,,12,,1163840,,4.8,0,1939-08-12 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,10,,,1939,20.3,,,,BC,,8,,1163840.1939.8.13,,13,,1163840,,2.3,0,1939-08-13 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,29.4,,10,,,1939,19.7,,,,BC,,8,,1163840.1939.8.14,,14,,1163840,,1.7,0,1939-08-14 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25.6,,11.1,,,1939,18.4,,,,BC,,8,,1163840.1939.8.15,,15,,1163840,,0.4,0,1939-08-15 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,8.9,,,1939,19.8,,,,BC,,8,,1163840.1939.8.16,,16,,1163840,,1.8,0,1939-08-16 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.1,,11.1,,,1939,18.6,,,,BC,,8,,1163840.1939.8.17,,17,,1163840,,0.6,0,1939-08-17 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.1,,6.1,,,1939,16.1,,,,BC,,8,,1163840.1939.8.18,,18,,1163840,,0,1.9,1939-08-18 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.9,,6.7,,,1939,17.8,,,,BC,,8,,1163840.1939.8.19,,19,,1163840,,0,0.2,1939-08-19 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.7,,7.8,,,1939,19.8,,,,BC,,8,,1163840.1939.8.20,,20,,1163840,,1.8,0,1939-08-20 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,31.7,,13.3,,,1939,22.5,,,,BC,,8,,1163840.1939.8.21,,21,,1163840,,4.5,0,1939-08-21 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,8.3,,,1939,19.5,,,,BC,,8,,1163840.1939.8.22,,22,,1163840,,1.5,0,1939-08-22 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,32.8,,10.6,,,1939,21.7,,,,BC,,8,,1163840.1939.8.23,,23,,1163840,,3.7,0,1939-08-23 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,35.6,,13.3,,,1939,24.5,,,,BC,,8,,1163840.1939.8.24,,24,,1163840,,6.5,0,1939-08-24 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,25,,12.2,,,1939,18.6,,,,BC,,8,,1163840.1939.8.25,,25,,1163840,,0.6,0,1939-08-25 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.3,,13.3,,,1939,20.8,,,,BC,,8,,1163840.1939.8.26,,26,,1163840,,2.8,0,1939-08-26 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,30.6,,10.6,,,1939,20.6,,,,BC,,8,,1163840.1939.8.27,,27,,1163840,,2.6,0,1939-08-27 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,26.7,,17.2,,,1939,22,,,,BC,,8,,1163840.1939.8.28,,28,,1163840,,4,0,1939-08-28 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,24.4,,11.1,,,1939,17.8,,,,BC,,8,,1163840.1939.8.29,,29,,1163840,,0,0.2,1939-08-29 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,28.3,,10,,,1939,19.2,,,,BC,,8,,1163840.1939.8.30,,30,,1163840,,1.2,0,1939-08-30 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,23.3,,11.1,,,1939,17.2,,,,BC,,8,,1163840.1939.8.31,,31,,1163840,,0,0.8,1939-08-31 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,27.8,,11.1,,,1939,19.5,,,,BC,,9,,1163840.1939.9.1,,1,,1163840,,1.5,0,1939-09-01 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,27.8,,15,,,1939,21.4,,,,BC,,9,,1163840.1939.9.2,,2,,1163840,,3.4,0,1939-09-02 0:00,
-120.35,50.68333333,,,0,,,KAMLOOPS MISSION FLATS,0,0,,,21.1,,11.7,,,1939,16.4,,,,BC,,9,,1163840.1939.9.3,,3,,1163840,,0,1.6,1939-09-03 0:00,
-120.35,50.68333333,,,0.5,,,KAMLOOPS MISSION FLATS,0.5,0,,,22.8,,12.2,,,1939,17.5,,,,BC,,9,,1163840.1939.9.4,,4,,1163840,,0,0.5,1939-09-04 0:00,
