x,y,SNOW_ON_GROUND,ID,SPEED_MAX_GUST_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS,MAX_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,SPEED_MAX_GUST,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,MAX_REL_HUMIDITY,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,LOCAL_YEAR,MEAN_TEMPERATURE,TOTAL_SNOW,LOCAL_DATE,LOCAL_MONTH,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,STATION_NAME,HEATING_DEGREE_DAYS_FLAG
-122.67888888888889,53.89083333333333,0,1096450.1997.4.20,,,13.4,7.3,,,M,,,20,0,20.8,,0,1096450,1.9,,BC,,20.8,1997,4.6,0,1997-04-20 00:00:00,4,0,M,T,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.21,,,11.7,12.5,,,M,,,21,0,0,,0,1096450,0.1,,BC,,0,1997,6.3,0,1997-04-21 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.22,E,,12.6,14.3,,,M,,E,22,37,0,,7,1096450,-3.6,,BC,,0,1997,5.4,0,1997-04-22 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.23,E,,9.3,15,,,M,,E,23,32,0,,5,1096450,2.3,,BC,,0,1997,8.7,0,1997-04-23 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.24,,,10,15.1,,,M,,,24,0,0,,0,1096450,0.9,,BC,,0,1997,8,0,1997-04-24 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.25,,,9.7,17.3,,,M,,,25,0,0,,0,1096450,-0.7,,BC,,0,1997,8.3,0,1997-04-25 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.26,E,,4.9,20,,,M,,E,26,57,9,,17,1096450,6.2,,BC,,9,1997,13.1,0,1997-04-26 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.27,,,11.7,11.1,,,M,,,27,0,0,,0,1096450,1.5,,BC,T,0,1997,6.3,0,1997-04-27 00:00:00,4,0,M,T,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.28,,,11.8,11.7,,,M,,,28,0,0,,0,1096450,0.6,,BC,T,0,1997,6.2,0,1997-04-28 00:00:00,4,0,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.29,,,11.1,12.2,,,M,,,29,0,2.2,,0,1096450,1.5,,BC,,2.2,1997,6.9,0,1997-04-29 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.4.30,,,12.6,12.1,,,M,,,30,0,0,,0,1096450,-1.3,,BC,,0,1997,5.4,0,1997-04-30 00:00:00,4,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.1,,,10.2,14.5,,,M,,,1,0,0,,0,1096450,1.1,,BC,,0,1997,7.8,0,1997-05-01 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.2,,,10.6,13.2,,,M,,,2,0,1.2,,0,1096450,1.6,,BC,,1.2,1997,7.4,0,1997-05-02 00:00:00,5,0,M,T,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.3,,,11.1,10.1,,,M,,,3,0,5.2,,0,1096450,3.7,,BC,,5.2,1997,6.9,0,1997-05-03 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.4,,,12.4,12.3,,,M,,,4,0,1,,0,1096450,-1.2,,BC,,1,1997,5.6,0,1997-05-04 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.5,,,8.9,15,,,M,,,5,46,7,,18,1096450,3.2,,BC,,7,1997,9.1,0,1997-05-05 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.6,,,10.8,11,,,M,,,6,0,5.1,,0,1096450,3.3,,BC,,5.1,1997,7.2,0,1997-05-06 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.7,,,8.2,15.8,,,M,,,7,0,0.2,,0,1096450,3.7,,BC,,0.2,1997,9.8,0,1997-05-07 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.8,,,8.1,19.9,,,M,,,8,0,0,,0,1096450,-0.2,,BC,,0,1997,9.9,0,1997-05-08 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.9,E,,7.3,14.2,,,M,,E,9,44,0.4,,31,1096450,7.1,,BC,,0.4,1997,10.7,0,1997-05-09 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.10,,,9.8,16.6,,,M,,,10,0,0,,0,1096450,-0.2,,BC,,0,1997,8.2,0,1997-05-10 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.11,,,6.9,21.9,,,M,,,11,0,0,,0,1096450,0.2,,BC,,0,1997,11.1,0,1997-05-11 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.12,,,4.2,23.4,,,M,,,12,0,0,,0,1096450,4.1,,BC,,0,1997,13.8,0,1997-05-12 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.13,,,3.2,25.5,,,M,,,13,0,0,,0,1096450,4,,BC,,0,1997,14.8,0,1997-05-13 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.14,,,3.5,23.4,,,M,,,14,0,0,,0,1096450,5.6,,BC,T,0,1997,14.5,0,1997-05-14 00:00:00,5,0,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.15,,,1.9,20.6,,,M,,,15,0,0,,0,1096450,11.6,,BC,,0,1997,16.1,0,1997-05-15 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.16,,,6.7,15.4,,,M,,,16,43,3,,18,1096450,7.2,,BC,,3,1997,11.3,0,1997-05-16 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.17,,,8.4,15.3,,,M,,,17,0,0,,0,1096450,3.9,,BC,,0,1997,9.6,0,1997-05-17 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.18,E,,9,18.8,,,M,,E,18,56,0.6,,2,1096450,-0.8,,BC,,0.6,1997,9,0,1997-05-18 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.19,E,,10.2,10.5,,,M,,E,19,56,1,,3,1096450,5,,BC,,1,1997,7.8,0,1997-05-19 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.20,E,,10.1,12,,,M,,E,20,63,0,,1,1096450,3.8,,BC,,0,1997,7.9,0,1997-05-20 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.21,,,10.2,13.2,,,M,,,21,48,0,,5,1096450,2.3,,BC,,0,1997,7.8,0,1997-05-21 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.22,,,10.3,15,,,M,,,22,0,0,,0,1096450,0.4,,BC,,0,1997,7.7,0,1997-05-22 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.23,,,10.1,18,,,M,,,23,0,0,,0,1096450,-2.3,,BC,,0,1997,7.9,0,1997-05-23 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.24,,,7.2,21.1,,,M,,,24,0,0,,0,1096450,0.5,,BC,,0,1997,10.8,0,1997-05-24 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.25,,,6.2,22.2,,,M,,,25,0,0,,0,1096450,1.4,,BC,,0,1997,11.8,0,1997-05-25 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.26,,,4.3,22.3,,,M,,,26,33,0,,36,1096450,5.1,,BC,,0,1997,13.7,0,1997-05-26 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.27,E,,5,21.1,,,M,,E,27,37,0,,22,1096450,4.9,,BC,T,0,1997,13,0,1997-05-27 00:00:00,5,0,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.28,E,,4.4,20.1,,,M,,E,28,46,9,,18,1096450,7.1,,BC,,9,1997,13.6,0,1997-05-28 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.29,E,,3.6,19.6,,,M,,E,29,37,8.8,,19,1096450,9.2,,BC,,8.8,1997,14.4,0,1997-05-29 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.30,,,3.8,20.6,,,M,,,30,0,0,,0,1096450,7.7,,BC,,0,1997,14.2,0,1997-05-30 00:00:00,5,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.5.31,M,,,,,M,M,M,M,31,,,M,,1096450,,,BC,M,,1997,,,1997-05-31 00:00:00,5,,M,M,M,M,PRINCE GEORGE A,M
-122.67888888888889,53.89083333333333,0,1096450.1997.6.1,,,5.8,17.5,,,M,,,1,52,1.6,,25,1096450,6.8,,BC,,1.6,1997,12.2,0,1997-06-01 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.2,,,5.4,18.9,,,M,,,2,0,2.2,,0,1096450,6.2,,BC,,2.2,1997,12.6,0,1997-06-02 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.3,,,2.7,23,,,M,,,3,37,0,,15,1096450,7.5,,BC,T,0,1997,15.3,0,1997-06-03 00:00:00,6,0,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.4,,,6.3,14.6,,,M,,,4,0,10.8,,0,1096450,8.8,,BC,,10.8,1997,11.7,0,1997-06-04 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.5,,,6.7,15.5,,,M,,,5,0,3.4,,0,1096450,7.1,,BC,,3.4,1997,11.3,0,1997-06-05 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.6,,,5.9,19.8,,,M,,,6,0,4.6,,0,1096450,4.4,,BC,,4.6,1997,12.1,0,1997-06-06 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.7,,,7.1,14.8,,,M,,,7,0,3.2,,0,1096450,7,,BC,,3.2,1997,10.9,0,1997-06-07 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.8,,,7.2,16.3,,,M,,,8,0,1.4,,0,1096450,5.2,,BC,,1.4,1997,10.8,0,1997-06-08 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.9,,,6.8,17.9,,,M,,,9,0,0,,0,1096450,4.4,,BC,,0,1997,11.2,0,1997-06-09 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.10,,,3,24.2,,,M,,,10,0,0,,0,1096450,5.7,,BC,,0,1997,15,0,1997-06-10 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.11,,,0.4,25.5,,,M,,,11,37,0,,13,1096450,9.7,,BC,,0,1997,17.6,0,1997-06-11 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.12,,,1,21.1,,,M,,,12,0,0.8,,0,1096450,12.8,,BC,,0.8,1997,17,0,1997-06-12 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.13,,,2.5,20,,,M,,,13,0,4.2,,0,1096450,11,,BC,,4.2,1997,15.5,0,1997-06-13 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.14,,,3.2,22.9,,,M,,,14,0,0,,0,1096450,6.6,,BC,,0,1997,14.8,0,1997-06-14 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.15,E,,1.5,22.4,,,M,,E,15,37,2,,27,1096450,10.6,,BC,,2,1997,16.5,0,1997-06-15 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.16,,,4,19.7,,,M,,,16,0,0,,0,1096450,8.2,,BC,,0,1997,14,0,1997-06-16 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.17,,,2.1,21.5,,,M,,,17,0,10.6,,0,1096450,10.3,,BC,,10.6,1997,15.9,0,1997-06-17 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.18,,,4.6,16.5,,,M,,,18,37,13.2,,21,1096450,10.3,,BC,,13.2,1997,13.4,0,1997-06-18 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.19,,,5.5,18.4,,,M,,,19,0,0,,0,1096450,6.6,,BC,,0,1997,12.5,0,1997-06-19 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.20,,,8,13.1,,,M,,,20,0,1,,0,1096450,6.8,,BC,,1,1997,10,0,1997-06-20 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.21,,,4.4,19,,,M,,,21,0,0,,0,1096450,8.2,,BC,T,0,1997,13.6,0,1997-06-21 00:00:00,6,0,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.22,,,2.1,20.5,,,M,,,22,43,0.4,,5,1096450,11.2,,BC,,0.4,1997,15.9,0,1997-06-22 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.23,,,2.3,22.6,,,M,,,23,0,0,,0,1096450,8.8,,BC,,0,1997,15.7,0,1997-06-23 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.24,,,2.2,24.3,,,M,,,24,41,0,,27,1096450,7.3,,BC,,0,1997,15.8,0,1997-06-24 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.25,,,3.3,20.6,,,M,,,25,59,14.6,,21,1096450,8.7,,BC,,14.6,1997,14.7,0,1997-06-25 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.26,,,5.3,15.7,,,M,,,26,32,11.2,,19,1096450,9.7,,BC,,11.2,1997,12.7,0,1997-06-26 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.27,,,6.2,16.9,,,M,,,27,0,1.4,,0,1096450,6.6,,BC,,1.4,1997,11.8,0,1997-06-27 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.28,,,5.6,16.6,,,M,,,28,0,2.8,,0,1096450,8.2,,BC,,2.8,1997,12.4,0,1997-06-28 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.29,,,6.4,21.9,,,M,,,29,0,0,,0,1096450,1.2,,BC,,0,1997,11.6,0,1997-06-29 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.6.30,,,3.6,24.2,,,M,,,30,37,0,,16,1096450,4.6,,BC,,0,1997,14.4,0,1997-06-30 00:00:00,6,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.1,,,3.9,21.6,,,M,,,1,0,1.8,,0,1096450,6.5,,BC,,1.8,1997,14.1,0,1997-07-01 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.2,,,3.4,20,,,M,,,2,0,0,,0,1096450,9.1,,BC,,0,1997,14.6,0,1997-07-02 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.3,,,1.7,22.8,,,M,,,3,0,0,,0,1096450,9.8,,BC,,0,1997,16.3,0,1997-07-03 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.4,,,2,25.4,,,M,,,4,0,0,,0,1096450,6.5,,BC,,0,1997,16,0,1997-07-04 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.5,,,0,27.4,,,M,,,5,43,1.8,,19,1096450,11.9,,BC,,1.8,1997,19.7,0,1997-07-05 00:00:00,7,1.7,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.6,,,,,,M,M,M,,6,33,2.4,M,26,1096450,,,BC,,2.4,1997,,0,1997-07-06 00:00:00,7,,M,,M,,PRINCE GEORGE A,M
-122.67888888888889,53.89083333333333,0,1096450.1997.7.7,,,4.8,17.5,,,M,,,7,0,2.4,,0,1096450,8.9,,BC,,2.4,1997,13.2,0,1997-07-07 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.8,,,1.7,21.5,,,M,,,8,32,22.6,,17,1096450,11,,BC,,22.6,1997,16.3,0,1997-07-08 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.9,,,3.6,18.5,,,M,,,9,0,0.4,,0,1096450,10.2,,BC,,0.4,1997,14.4,0,1997-07-09 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.10,,,5,18.3,,,M,,,10,0,1.6,,0,1096450,7.7,,BC,,1.6,1997,13,0,1997-07-10 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.11,E,,1.1,23.5,,,M,,E,11,50,2.8,,6,1096450,10.3,,BC,,2.8,1997,16.9,0,1997-07-11 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.12,,,0,25.8,,,M,,,12,0,0.4,,0,1096450,12.6,,BC,,0.4,1997,19.2,0,1997-07-12 00:00:00,7,1.2,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.13,,,0.1,22.1,,,M,,,13,0,0.6,,0,1096450,13.7,,BC,,0.6,1997,17.9,0,1997-07-13 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.14,,,2.3,20,,,M,,,14,0,5.4,,0,1096450,11.4,,BC,,5.4,1997,15.7,0,1997-07-14 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.15,,,2.3,21.1,,,M,,,15,0,1.8,,0,1096450,10.2,,BC,,1.8,1997,15.7,0,1997-07-15 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.16,,,2.9,21,,,M,,,16,0,0,,0,1096450,9.2,,BC,,0,1997,15.1,0,1997-07-16 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.17,,,5.2,21.3,,,M,,,17,46,0,,21,1096450,4.3,,BC,,0,1997,12.8,0,1997-07-17 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.18,,,3.7,20.7,,,M,,,18,0,0,,0,1096450,7.8,,BC,,0,1997,14.3,0,1997-07-18 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.19,,,1.3,24.8,,,M,,,19,0,0,,0,1096450,8.6,,BC,,0,1997,16.7,0,1997-07-19 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.20,E,,,29.4,,,M,N,E,20,46,0,,30,1096450,,,BC,,0,1997,,0,1997-07-20 00:00:00,7,,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.21,E,,0,26.6,,,M,,E,21,46,4,,29,1096450,9.8,,BC,,4,1997,18.2,0,1997-07-21 00:00:00,7,0.2,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.22,E,,3.4,18.9,,,M,,E,22,37,9.4,,19,1096450,10.3,,BC,,9.4,1997,14.6,0,1997-07-22 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.23,,,5,18,,,M,,,23,0,1.4,,0,1096450,8,,BC,,1.4,1997,13,0,1997-07-23 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.24,,,5.4,16,,,M,,,24,0,9.6,,0,1096450,9.1,,BC,,9.6,1997,12.6,0,1997-07-24 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.25,,,5.8,17.4,,,M,,,25,0,2,,0,1096450,7,,BC,,2,1997,12.2,0,1997-07-25 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.26,,,4,20.7,,,M,,,26,0,0,,0,1096450,7.3,,BC,,0,1997,14,0,1997-07-26 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.27,,,3.1,23.1,,,M,,,27,0,0,,0,1096450,6.6,,BC,,0,1997,14.9,0,1997-07-27 00:00:00,7,0,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.28,,,0,27.4,,,M,,,28,0,0,,0,1096450,9.4,,BC,T,0,1997,18.4,0,1997-07-28 00:00:00,7,0.4,M,,,T,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.29,,,0,27.9,,,M,,,29,0,0.6,,0,1096450,9.9,,BC,,0.6,1997,18.9,0,1997-07-29 00:00:00,7,0.9,M,,,,PRINCE GEORGE A,
-122.67888888888889,53.89083333333333,0,1096450.1997.7.30,,,0.5,22.5,,,M,,,30,0,0,,0,1096450,12.5,,BC,,0,1997,17.5,0,1997-07-30 00:00:00,7,0,M,,,,PRINCE GEORGE A,
