x,y,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,STATION_NAME,TOTAL_SNOW_FLAG,LOCAL_MONTH,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS,LOCAL_YEAR,MIN_TEMPERATURE_FLAG,LOCAL_DATE,TOTAL_PRECIPITATION,SPEED_MAX_GUST,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,MEAN_TEMPERATURE_FLAG,ID,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,SNOW_ON_GROUND
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,28.4,2010,,2010-12-16 00:00:00,0,0,-8.4,0,,,,,16,,1096439.2010.12.16,0,,,,-12.3,-10.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,31,2010,,2010-12-17 00:00:00,0,0,-8.9,0,,,,,17,,1096439.2010.12.17,0,,,,-17,-13,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,35.3,2010,,2010-12-18 00:00:00,0,32,-12.8,0,,,,,18,,1096439.2010.12.18,36,,,,-21.8,-17.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,35.1,2010,,2010-12-19 00:00:00,0,0,-13.3,0,,,,,19,,1096439.2010.12.19,0,,,,-20.8,-17.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,35.5,2010,,2010-12-20 00:00:00,0,0,-12.7,0,,,,,20,,1096439.2010.12.20,0,,,,-22.3,-17.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,31,2010,,2010-12-21 00:00:00,0,0,-9.2,0,,,,,21,,1096439.2010.12.21,0,,,,-16.8,-13,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,22.1,2010,,2010-12-22 00:00:00,0,44,5.1,0,,,,,22,,1096439.2010.12.22,16,,,,-13.3,-4.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,20.6,2010,,2010-12-23 00:00:00,0,37,4.5,0,,,,,23,,1096439.2010.12.23,18,,,,-9.7,-2.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,14.7,2010,,2010-12-24 00:00:00,0,80,7.2,0,,,,,24,,1096439.2010.12.24,17,,,,-0.7,3.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,14.8,2010,,2010-12-25 00:00:00,3.3,54,6.4,0,,,,,25,,1096439.2010.12.25,19,,,,-0.1,3.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,M,,16.7,2010,E,2010-12-26 00:00:00,0,,2.6,0,E,,M,,26,E,1096439.2010.12.26,,,,E,-0.1,1.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,19.6,2010,,2010-12-27 00:00:00,0,39,0.6,0,,,,,27,,1096439.2010.12.27,19,,,,-3.8,-1.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,22.8,2010,,2010-12-28 00:00:00,0.3,0,-1,0,,,,,28,,1096439.2010.12.28,0,,,,-8.5,-4.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,30.4,2010,,2010-12-29 00:00:00,0,0,-6.1,0,,,,,29,,1096439.2010.12.29,0,,,,-18.7,-12.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,35.9,2010,,2010-12-30 00:00:00,0,0,-14.6,0,,,,,30,,1096439.2010.12.30,0,,,,-21.1,-17.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,12,,,,32.7,2010,,2010-12-31 00:00:00,0,0,-9.4,0,,,,,31,,1096439.2010.12.31,0,,,,-20,-14.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,26.3,2011,,2011-01-01 00:00:00,0,0,-6.1,0,,,,,1,,1096439.2011.1.1,0,,,,-10.5,-8.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,24,2011,,2011-01-02 00:00:00,0,0,-5.1,0,,,,,2,,1096439.2011.1.2,0,,,,-6.8,-6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,23.8,2011,,2011-01-03 00:00:00,0,0,-2.2,0,,,,,3,,1096439.2011.1.3,0,,,,-9.3,-5.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,21.4,2011,,2011-01-04 00:00:00,4.3,44,-1.5,0,,,,,4,,1096439.2011.1.4,17,,,,-5.2,-3.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,19,2011,,2011-01-05 00:00:00,1.3,59,0.8,0,,,,,5,,1096439.2011.1.5,17,,,,-2.7,-1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,21.1,2011,,2011-01-06 00:00:00,0,35,0.3,0,,,,,6,,1096439.2011.1.6,19,,,,-6.5,-3.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,22.6,2011,,2011-01-07 00:00:00,3.7,0,-2.5,0,,,,,7,,1096439.2011.1.7,0,,,,-6.6,-4.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,25.6,2011,,2011-01-08 00:00:00,0.3,37,-4.5,0,,,,,8,,1096439.2011.1.8,1,,,,-10.6,-7.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,30.7,2011,,2011-01-09 00:00:00,0,32,-10.6,0,,,,,9,,1096439.2011.1.9,1,,,,-14.7,-12.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,37.7,2011,,2011-01-10 00:00:00,0,33,-14.6,0,,,,,10,,1096439.2011.1.10,36,,,,-24.8,-19.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,34.4,2011,,2011-01-11 00:00:00,0,35,-14.1,0,,,,,11,,1096439.2011.1.11,36,,,,-18.7,-16.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,33.4,2011,,2011-01-12 00:00:00,0.3,52,-12.2,0,,,,,12,,1096439.2011.1.12,2,,,,-18.5,-15.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,,1,,M,,,2011,E,2011-01-15 00:00:00,,,,,M,,M,M,15,M,1096439.2011.1.15,,,M,M,-21,,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,34.3,2011,,2011-01-17 00:00:00,0,0,-13.4,0,,,,,17,,1096439.2011.1.17,0,,,,-19.1,-16.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,28.8,2011,,2011-01-18 00:00:00,0,32,-6.3,0,,,,,18,,1096439.2011.1.18,19,,,,-15.2,-10.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,18.6,2011,,2011-01-22 00:00:00,,54,2.3,0,,,,M,22,,1096439.2011.1.22,18,,,,-3.4,-0.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,19.7,2011,,2011-01-23 00:00:00,,44,2.8,0,,,,M,23,,1096439.2011.1.23,20,,,,-6.2,-1.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,28.9,2011,,2011-01-29 00:00:00,0,0,-7.5,0,,,,,29,,1096439.2011.1.29,0,,,,-14.3,-10.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,34.3,2011,,2011-01-30 00:00:00,0,0,-10.7,0,,,,,30,,1096439.2011.1.30,0,,,,-21.9,-16.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,1,,,,38.6,2011,,2011-01-31 00:00:00,0,0,-15.4,0,,,,,31,,1096439.2011.1.31,0,,,,-25.8,-20.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,32.9,2011,,2011-02-01 00:00:00,0,0,-6.4,0,,,,,1,,1096439.2011.2.1,0,,,,-23.3,-14.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,21.7,2011,,2011-02-05 00:00:00,0,0,0.4,0,,,,,5,,1096439.2011.2.5,0,,,,-7.8,-3.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,17.3,2011,,2011-02-11 00:00:00,,44,2.7,0,,,,M,11,,1096439.2011.2.11,18,,,,-1.3,0.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,17.1,2011,,2011-02-12 00:00:00,,52,2.8,0,,,,M,12,,1096439.2011.2.12,19,,,,-1,0.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,18.2,2011,,2011-02-13 00:00:00,0,54,3.1,0,,,,,13,,1096439.2011.2.13,19,,,,-3.5,-0.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,15.8,2011,,2011-02-14 00:00:00,5.8,48,5.8,0,,,,,14,,1096439.2011.2.14,17,,,,-1.4,2.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,23.1,2011,,2011-02-15 00:00:00,0,67,5.2,0,,,,,15,,1096439.2011.2.15,18,,,,-15.3,-5.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,32.3,2011,,2011-02-16 00:00:00,0,0,-12.4,0,,,,,16,,1096439.2011.2.16,0,,,,-16.1,-14.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,36.2,2011,,2011-02-17 00:00:00,0,32,-14.4,0,,,,,17,,1096439.2011.2.17,36,,,,-22,-18.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,39.8,2011,,2011-02-18 00:00:00,0,0,-14.9,0,,,,,18,,1096439.2011.2.18,0,,,,-28.6,-21.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,M,,42,2011,E,2011-02-19 00:00:00,0,,-14.5,0,E,,M,,19,E,1096439.2011.2.19,,,,E,-33.5,-24,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,35.4,2011,,2011-02-20 00:00:00,0,0,-10,0,,,,,20,,1096439.2011.2.20,0,,,,-24.8,-17.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,27.5,2011,,2011-02-21 00:00:00,0,39,-4.4,0,,,,,21,,1096439.2011.2.21,19,,,,-14.5,-9.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,30.3,2011,,2011-02-22 00:00:00,0,35,-8.1,0,,,,,22,,1096439.2011.2.22,2,,,,-16.5,-12.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,35.4,2011,,2011-02-23 00:00:00,0,59,-14.6,0,,,,,23,,1096439.2011.2.23,3,,,,-20.2,-17.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,37,2011,,2011-02-24 00:00:00,0,52,-14.5,0,,,,,24,,1096439.2011.2.24,36,,,,-23.5,-19,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,34.4,2011,,2011-02-25 00:00:00,0,0,-11,0,,,,,25,,1096439.2011.2.25,0,,,,-21.7,-16.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,27.1,2011,,2011-02-26 00:00:00,0,46,-6.5,0,,,,,26,,1096439.2011.2.26,20,,,,-11.7,-9.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,30.4,2011,,2011-02-27 00:00:00,0,69,-6.4,0,,,,,27,,1096439.2011.2.27,1,,,,-18.3,-12.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,2,,,,38.6,2011,,2011-02-28 00:00:00,1.9,72,-18.3,0,,,,,28,,1096439.2011.2.28,2,,,,-22.8,-20.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,31.5,2011,,2011-03-03 00:00:00,0,0,-8.7,0,,,,,3,,1096439.2011.3.3,0,,,,-18.2,-13.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,28.4,2011,,2011-03-04 00:00:00,0,32,-4.2,0,,,,,4,,1096439.2011.3.4,35,,,,-16.5,-10.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,27.5,2011,,2011-03-05 00:00:00,0,33,-6.7,0,,,,,5,,1096439.2011.3.5,1,,,,-12.3,-9.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,32.3,2011,,2011-03-06 00:00:00,0,0,-7.7,0,,,,,6,,1096439.2011.3.6,0,,,,-20.9,-14.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,28.7,2011,,2011-03-08 00:00:00,0,32,-0.3,0,,,,,8,,1096439.2011.3.8,19,,,,-21,-10.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,24.7,2011,,2011-03-09 00:00:00,0,32,-0.8,0,,,,,9,,1096439.2011.3.9,20,,,,-12.5,-6.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,24.3,2011,,2011-03-10 00:00:00,0,32,-3.6,0,,,,,10,,1096439.2011.3.10,35,,,,-8.9,-6.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,24.9,2011,,2011-03-11 00:00:00,0,0,-0.8,0,,,,,11,,1096439.2011.3.11,0,,,,-13,-6.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,16.8,2011,,2011-03-12 00:00:00,0,61,7.2,0,,,,,12,,1096439.2011.3.12,24,,,,-4.8,1.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,17,2011,,2011-03-13 00:00:00,0,44,4.1,0,,,,,13,,1096439.2011.3.13,17,,,,-2.2,1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,13.9,2011,,2011-03-14 00:00:00,0,63,8.1,0,,,,,14,,1096439.2011.3.14,17,,,,0.1,4.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,13.7,2011,,2011-03-15 00:00:00,0,57,9.5,0,,,,,15,,1096439.2011.3.15,16,,,,-1,4.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,14.3,2011,,2011-03-16 00:00:00,0,54,7.6,0,,,,,16,,1096439.2011.3.16,25,,,,-0.2,3.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,18.9,2011,,2011-03-17 00:00:00,0,35,3.4,0,,,,,17,,1096439.2011.3.17,24,,,,-5.1,-0.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,20.1,2011,,2011-03-18 00:00:00,0,0,5.9,0,,,,,18,,1096439.2011.3.18,0,,,,-10,-2.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,17.7,2011,,2011-03-19 00:00:00,0,33,5.1,0,,,,,19,,1096439.2011.3.19,36,,,,-4.6,0.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,19.5,2011,,2011-03-20 00:00:00,0,0,1,0,,,,,20,,1096439.2011.3.20,0,,,,-4,-1.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,18.6,2011,,2011-03-21 00:00:00,0,33,4.6,0,,,,,21,,1096439.2011.3.21,1,,,,-5.8,-0.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,18.1,2011,,2011-03-22 00:00:00,0,0,4.6,0,,,,,22,,1096439.2011.3.22,0,,,,-4.7,-0.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,19.6,2011,,2011-03-23 00:00:00,0,0,6.8,0,,,,,23,,1096439.2011.3.23,0,,,,-10,-1.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,15.9,2011,,2011-03-24 00:00:00,0,0,7.6,0,,,,,24,,1096439.2011.3.24,0,,,,-3.4,2.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,15.2,2011,,2011-03-26 00:00:00,0,0,7.8,0,,,,,26,,1096439.2011.3.26,0,,,,-2.3,2.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,16.7,2011,,2011-03-27 00:00:00,0,0,9.3,0,,,,,27,,1096439.2011.3.27,0,,,,-6.8,1.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,17,2011,,2011-03-28 00:00:00,0,41,8.9,0,,,,,28,,1096439.2011.3.28,18,,,,-6.9,1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,13.7,2011,,2011-03-29 00:00:00,0,57,8.3,0,,,,,29,,1096439.2011.3.29,23,,,,0.3,4.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,12.5,2011,,2011-03-30 00:00:00,0,59,9.2,0,,,,,30,,1096439.2011.3.30,24,,,,1.7,5.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,3,,,,13.5,2011,,2011-03-31 00:00:00,0,63,8.4,0,,,,,31,,1096439.2011.3.31,25,,,,0.5,4.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,16.5,2011,,2011-04-01 00:00:00,0,0,6.4,0,,,,,1,,1096439.2011.4.1,0,,,,-3.4,1.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,18,2011,,2011-04-02 00:00:00,0,37,7.4,0,,,,,2,,1096439.2011.4.2,9,,,,-7.4,0,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,18.2,2011,,2011-04-03 00:00:00,0,46,7.3,0,,,,,3,,1096439.2011.4.3,22,,,,-7.6,-0.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,13.5,2011,,2011-04-04 00:00:00,0,46,9.3,0,,,,,4,,1096439.2011.4.4,19,,,,-0.4,4.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,17.3,2011,,2011-04-05 00:00:00,0,41,4.1,0,,,,,5,,1096439.2011.4.5,19,,,,-2.8,0.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,15.9,2011,,2011-04-06 00:00:00,0,0,6.7,0,,,,,6,,1096439.2011.4.6,0,,,,-2.6,2.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,17.2,2011,,2011-04-07 00:00:00,0,0,7.4,0,,,,,7,,1096439.2011.4.7,0,,,,-5.9,0.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,16.8,2011,,2011-04-08 00:00:00,0,48,5.8,0,,,,,8,,1096439.2011.4.8,21,,,,-3.4,1.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,12.6,2011,,2011-04-09 00:00:00,0,46,10.3,0,,,,,9,,1096439.2011.4.9,22,,,,0.5,5.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,13.6,2011,,2011-04-10 00:00:00,0,37,9,0,,,,,10,,1096439.2011.4.10,22,,,,-0.3,4.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,15.8,2011,,2011-04-11 00:00:00,0,65,6.1,0,,,,,11,,1096439.2011.4.11,19,,,,-1.8,2.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,15.8,2011,,2011-04-12 00:00:00,0,43,8.4,0,,,,,12,,1096439.2011.4.12,19,,,,-4,2.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,12.3,2011,,2011-04-13 00:00:00,0,44,10.6,0,,,,,13,,1096439.2011.4.13,12,,,,0.8,5.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,14.1,2011,,2011-04-14 00:00:00,0,43,9.1,0,,,,,14,,1096439.2011.4.14,25,,,,-1.4,3.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,17.1,2011,,2011-04-15 00:00:00,0,37,7.1,0,,,,,15,,1096439.2011.4.15,11,,,,-5.4,0.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,15.4,2011,,2011-04-16 00:00:00,0,46,7.5,0,,,,,16,,1096439.2011.4.16,3,,,,-2.4,2.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,16.3,2011,,2011-04-17 00:00:00,0,0,6.3,0,,,,,17,,1096439.2011.4.17,0,,,,-3,1.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,18.1,2011,,2011-04-18 00:00:00,0,46,6.7,0,,,,,18,,1096439.2011.4.18,30,,,,-6.8,-0.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,16.9,2011,,2011-04-19 00:00:00,0,43,6.9,0,,,,,19,,1096439.2011.4.19,22,,,,-4.7,1.1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,16.6,2011,,2011-04-20 00:00:00,0,46,7.8,0,,,,,20,,1096439.2011.4.20,25,,,,-5,1.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,17,2011,,2011-04-21 00:00:00,0,41,7.4,0,,,,,21,,1096439.2011.4.21,31,,,,-5.4,1,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,15.7,2011,,2011-04-22 00:00:00,0,39,9,0,,,,,22,,1096439.2011.4.22,20,,,,-4.4,2.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,13.4,2011,,2011-04-23 00:00:00,0,33,14.7,0,,,,,23,,1096439.2011.4.23,18,,,,-5.5,4.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,12.8,2011,,2011-04-24 00:00:00,0,0,16.2,0,,,,,24,,1096439.2011.4.24,0,,,,-5.8,5.2,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,11,2011,,2011-04-25 00:00:00,0,0,11.6,0,,,,,25,,1096439.2011.4.25,0,,,,2.4,7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,11.7,2011,,2011-04-26 00:00:00,0,41,13.6,0,,,,,26,,1096439.2011.4.26,24,,,,-1.1,6.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,12.3,2011,,2011-04-27 00:00:00,0,43,10.8,0,,,,,27,,1096439.2011.4.27,34,,,,0.5,5.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,13.1,2011,,2011-04-28 00:00:00,0,32,12.2,0,,,,,28,,1096439.2011.4.28,33,,,,-2.4,4.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,10.7,2011,,2011-04-29 00:00:00,0,39,12.2,0,,,,,29,,1096439.2011.4.29,27,,,,2.3,7.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,4,,,,12.3,2011,,2011-04-30 00:00:00,0,37,10.9,0,,,,,30,,1096439.2011.4.30,24,,,,0.4,5.7,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,13.1,2011,,2011-05-01 00:00:00,0,35,14.1,0,,,,,1,,1096439.2011.5.1,20,,,,-4.3,4.9,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,11.5,2011,,2011-05-02 00:00:00,0,44,10.2,0,,,,,2,,1096439.2011.5.2,15,,,,2.7,6.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,11.6,2011,,2011-05-03 00:00:00,0,54,11.3,0,,,,,3,,1096439.2011.5.3,25,,,,1.5,6.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,11.5,2011,,2011-05-04 00:00:00,0,37,12.2,0,,,,,4,,1096439.2011.5.4,18,,,,0.8,6.5,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,10.4,2011,,2011-05-05 00:00:00,0,0,10.7,0,,,,,5,,1096439.2011.5.5,0,,,,4.4,7.6,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,10.6,2011,,2011-05-06 00:00:00,0,0,12.2,0,,,,,6,,1096439.2011.5.6,0,,,,2.6,7.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,10.7,2011,,2011-05-07 00:00:00,0,35,13.9,0,,,,,7,,1096439.2011.5.7,17,,,,0.6,7.3,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,8,2011,,2011-05-09 00:00:00,0,44,16,0,,,,,9,,1096439.2011.5.9,24,,,,4,10,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,10.6,2011,,2011-05-10 00:00:00,0,39,12,0,,,,,10,,1096439.2011.5.10,31,,,,2.7,7.4,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,12.2,2011,,2011-05-11 00:00:00,0,0,7.5,0,,,,,11,,1096439.2011.5.11,0,,,,4,5.8,BC,,M,1096439,
-122.6775,53.884166666666665,,,PRINCE GEORGE,M,5,,,,12.1,2011,,2011-05-12 00:00:00,0,35,11.7,0,,,,,12,,1096439.2011.5.12,25,,,,0.1,5.9,BC,,M,1096439,
