x,y,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE,HEATING_DEGREE_DAYS,LOCAL_DAY,TOTAL_PRECIPITATION,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,ID,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW,STATION_NAME,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE,SNOW_ON_GROUND,MAX_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,PROVINCE_CODE,LOCAL_DATE,LOCAL_YEAR,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST
-122.67888888888889,53.89083333333333,,10,4.4,20,1.8,8,,,1096450.1942.8.20,,1096450,0,PRINCE GEORGE A,,,,13.6,,,17.2,,,,BC,1942-08-20 00:00:00,1942,,,,1.8,0,,,
-122.67888888888889,53.89083333333333,,1.1,6.9,21,0,8,,,1096450.1942.8.21,,1096450,0,PRINCE GEORGE A,,,,11.1,,,21.1,,,,BC,1942-08-21 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,3.3,4.9,22,0,8,,,1096450.1942.8.22,,1096450,0,PRINCE GEORGE A,,,,13.1,,,22.8,,,,BC,1942-08-22 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,3.3,6,23,0,8,,,1096450.1942.8.23,,1096450,0,PRINCE GEORGE A,,,,12,,,20.6,,,,BC,1942-08-23 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,1.7,8.8,24,0,8,,,1096450.1942.8.24,,1096450,0,PRINCE GEORGE A,,,,9.2,,,16.7,,,,BC,1942-08-24 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,3.3,7.2,25,0,8,,,1096450.1942.8.25,,1096450,0,PRINCE GEORGE A,,,,10.8,,,18.3,,,,BC,1942-08-25 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,2.2,6.9,26,0,8,,,1096450.1942.8.26,,1096450,0,PRINCE GEORGE A,,,,11.1,,,20,,,,BC,1942-08-26 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,7.8,8.2,27,3.8,8,,,1096450.1942.8.27,,1096450,0,PRINCE GEORGE A,,,,9.8,,,11.7,,,,BC,1942-08-27 00:00:00,1942,,,,3.8,0,,,
-122.67888888888889,53.89083333333333,,6.7,4.9,28,0,8,,,1096450.1942.8.28,,1096450,0,PRINCE GEORGE A,,,,13.1,,,19.4,,,,BC,1942-08-28 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,2.2,8,29,0.8,8,,,1096450.1942.8.29,,1096450,0,PRINCE GEORGE A,,,,10,,,17.8,,,,BC,1942-08-29 00:00:00,1942,,,,0.8,0,,,
-122.67888888888889,53.89083333333333,,-2.2,9.9,30,0,8,,,1096450.1942.8.30,,1096450,0,PRINCE GEORGE A,,,,8.1,,,18.3,,,,BC,1942-08-30 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,1.7,7.4,31,2.3,8,,,1096450.1942.8.31,,1096450,0,PRINCE GEORGE A,,,,10.6,,,19.4,,,,BC,1942-08-31 00:00:00,1942,,,,2.3,0,,,
-122.67888888888889,53.89083333333333,,5.6,9.6,1,0,9,T,,1096450.1942.9.1,,1096450,0,PRINCE GEORGE A,,,,8.4,,,11.1,,,,BC,1942-09-01 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,2.2,8,2,0,9,,,1096450.1942.9.2,,1096450,0,PRINCE GEORGE A,,,,10,,,17.8,,,,BC,1942-09-02 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-2.2,7.4,3,0,9,,,1096450.1942.9.3,,1096450,0,PRINCE GEORGE A,,,,10.6,,,23.3,,,,BC,1942-09-03 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,0.6,4.3,4,0,9,,,1096450.1942.9.4,,1096450,0,PRINCE GEORGE A,,,,13.7,,,26.7,,,,BC,1942-09-04 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,1.7,3.5,5,4.6,9,,,1096450.1942.9.5,,1096450,0,PRINCE GEORGE A,,,,14.5,,,27.2,,,,BC,1942-09-05 00:00:00,1942,,,,4.6,0,,,
-122.67888888888889,53.89083333333333,,9.4,3.3,6,2.8,9,,,1096450.1942.9.6,,1096450,0,PRINCE GEORGE A,,,,14.7,,,20,,,,BC,1942-09-06 00:00:00,1942,,,,2.8,0,,,
-122.67888888888889,53.89083333333333,,6.7,5.5,7,0,9,T,,1096450.1942.9.7,,1096450,0,PRINCE GEORGE A,,,,12.5,,,18.3,,,,BC,1942-09-07 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,8.9,4.6,8,19.1,9,,,1096450.1942.9.8,,1096450,0,PRINCE GEORGE A,,,,13.4,,,17.8,,,,BC,1942-09-08 00:00:00,1942,,,,19.1,0,,,
-122.67888888888889,53.89083333333333,,6.1,6.6,9,0,9,T,,1096450.1942.9.9,,1096450,0,PRINCE GEORGE A,,,,11.4,,,16.7,,,,BC,1942-09-09 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,1.7,8,10,0,9,,,1096450.1942.9.10,,1096450,0,PRINCE GEORGE A,,,,10,,,18.3,,,,BC,1942-09-10 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,6.7,3.8,11,0,9,,,1096450.1942.9.11,,1096450,0,PRINCE GEORGE A,,,,14.2,,,21.7,,,,BC,1942-09-11 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,9.4,3.6,12,0,9,T,,1096450.1942.9.12,,1096450,0,PRINCE GEORGE A,,,,14.4,,,19.4,,,,BC,1942-09-12 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,5.6,6.8,13,0.5,9,,,1096450.1942.9.13,,1096450,0,PRINCE GEORGE A,,,,11.2,,,16.7,,,,BC,1942-09-13 00:00:00,1942,,,,0.5,0,,,
-122.67888888888889,53.89083333333333,,5.6,9.9,14,5.6,9,,,1096450.1942.9.14,,1096450,0,PRINCE GEORGE A,,,,8.1,,,10.6,,,,BC,1942-09-14 00:00:00,1942,,,,5.6,0,,,
-122.67888888888889,53.89083333333333,,3.3,11.3,15,9.9,9,,,1096450.1942.9.15,,1096450,0,PRINCE GEORGE A,,,,6.7,,,10,,,,BC,1942-09-15 00:00:00,1942,,,,9.9,0,,,
-122.67888888888889,53.89083333333333,,-0.6,12.2,16,3.3,9,,,1096450.1942.9.16,,1096450,0,PRINCE GEORGE A,,,,5.8,,,12.2,,,,BC,1942-09-16 00:00:00,1942,,,,3.3,0,,,
-122.67888888888889,53.89083333333333,,-3.9,13.5,17,0,9,T,,1096450.1942.9.17,,1096450,0,PRINCE GEORGE A,,,,4.5,,,12.8,,,,BC,1942-09-17 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,2.8,11,18,4.1,9,,,1096450.1942.9.18,,1096450,0,PRINCE GEORGE A,,,,7,,,11.1,,,,BC,1942-09-18 00:00:00,1942,,,,4.1,0,,,
-122.67888888888889,53.89083333333333,,5,6,19,0,9,,,1096450.1942.9.19,,1096450,0,PRINCE GEORGE A,,,,12,,,18.9,,,,BC,1942-09-19 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,6.7,5.2,20,0,9,,,1096450.1942.9.20,,1096450,0,PRINCE GEORGE A,,,,12.8,,,18.9,,,,BC,1942-09-20 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,2.8,5.7,21,0,9,,,1096450.1942.9.21,,1096450,0,PRINCE GEORGE A,,,,12.3,,,21.7,,,,BC,1942-09-21 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,3.3,4.9,22,0,9,,,1096450.1942.9.22,,1096450,0,PRINCE GEORGE A,,,,13.1,,,22.8,,,,BC,1942-09-22 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.1,7.7,23,0,9,,,1096450.1942.9.23,,1096450,0,PRINCE GEORGE A,,,,10.3,,,21.7,,,,BC,1942-09-23 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.1,7.4,24,0,9,,,1096450.1942.9.24,,1096450,0,PRINCE GEORGE A,,,,10.6,,,22.2,,,,BC,1942-09-24 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.1,7.1,25,0,9,,,1096450.1942.9.25,,1096450,0,PRINCE GEORGE A,,,,10.9,,,22.8,,,,BC,1942-09-25 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,1.1,5.5,26,0,9,,,1096450.1942.9.26,,1096450,0,PRINCE GEORGE A,,,,12.5,,,23.9,,,,BC,1942-09-26 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.7,7.2,27,0,9,,,1096450.1942.9.27,,1096450,0,PRINCE GEORGE A,,,,10.8,,,23.3,,,,BC,1942-09-27 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.7,7.7,28,0,9,,,1096450.1942.9.28,,1096450,0,PRINCE GEORGE A,,,,10.3,,,22.2,,,,BC,1942-09-28 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.7,9.7,29,0,9,,,1096450.1942.9.29,,1096450,0,PRINCE GEORGE A,,,,8.3,,,18.3,,,,BC,1942-09-29 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,1.1,10.8,30,0.5,9,,,1096450.1942.9.30,,1096450,0,PRINCE GEORGE A,,,,7.2,,,13.3,,,,BC,1942-09-30 00:00:00,1942,,,,0.5,0,,,
-122.67888888888889,53.89083333333333,,3.9,8,1,0.3,10,,,1096450.1942.10.1,,1096450,0,PRINCE GEORGE A,,,,10,,,16.1,,,,BC,1942-10-01 00:00:00,1942,,,,0.3,0,,,
-122.67888888888889,53.89083333333333,,6.7,9.6,2,2.5,10,,,1096450.1942.10.2,,1096450,0,PRINCE GEORGE A,,,,8.4,,,10,,,,BC,1942-10-02 00:00:00,1942,,,,2.5,0,,,
-122.67888888888889,53.89083333333333,,1.1,10.8,3,0,10,T,,1096450.1942.10.3,,1096450,0,PRINCE GEORGE A,,,,7.2,,,13.3,,,,BC,1942-10-03 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,4.4,9.7,4,0,10,,,1096450.1942.10.4,,1096450,0,PRINCE GEORGE A,,,,8.3,,,12.2,,,,BC,1942-10-04 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-0.6,12.2,5,0.5,10,,,1096450.1942.10.5,,1096450,0,PRINCE GEORGE A,,,,5.8,,,12.2,,,,BC,1942-10-05 00:00:00,1942,,,,0.5,0,,,
-122.67888888888889,53.89083333333333,,4.4,8.3,6,6.6,10,,,1096450.1942.10.6,,1096450,0,PRINCE GEORGE A,,,,9.7,,,15,,,,BC,1942-10-06 00:00:00,1942,,,,6.6,0,,,
-122.67888888888889,53.89083333333333,,-2.2,12.4,7,0,10,T,,1096450.1942.10.7,,1096450,0,PRINCE GEORGE A,,,,5.6,,,13.3,,,,BC,1942-10-07 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,5.6,9.3,8,2,10,,,1096450.1942.10.8,,1096450,0,PRINCE GEORGE A,,,,8.7,,,11.7,,,,BC,1942-10-08 00:00:00,1942,,,,2,0,,,
-122.67888888888889,53.89083333333333,,1.7,8.5,9,0,10,,,1096450.1942.10.9,,1096450,0,PRINCE GEORGE A,,,,9.5,,,17.2,,,,BC,1942-10-09 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,8.9,6.3,10,6.9,10,,,1096450.1942.10.10,,1096450,0,PRINCE GEORGE A,,,,11.7,,,14.4,,,,BC,1942-10-10 00:00:00,1942,,,,6.9,0,,,
-122.67888888888889,53.89083333333333,,-0.6,13.8,11,0,10,,,1096450.1942.10.11,,1096450,0,PRINCE GEORGE A,,,,4.2,,,8.9,,,,BC,1942-10-11 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-6.7,16.6,12,0,10,,,1096450.1942.10.12,,1096450,0,PRINCE GEORGE A,,,,1.4,,,9.4,,,,BC,1942-10-12 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-3.3,14.9,13,0,10,T,,1096450.1942.10.13,,1096450,0,PRINCE GEORGE A,,,,3.1,,,9.4,,,,BC,1942-10-13 00:00:00,1942,,,,0,0,T,,
-122.67888888888889,53.89083333333333,,-1.1,11.3,14,0,10,,,1096450.1942.10.14,,1096450,0,PRINCE GEORGE A,,,,6.7,,,14.4,,,,BC,1942-10-14 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.1,13,15,0,10,,,1096450.1942.10.15,,1096450,0,PRINCE GEORGE A,,,,5,,,11.1,,,,BC,1942-10-15 00:00:00,1942,,,,0,0,,,
-122.67888888888889,53.89083333333333,,-1.1,13.2,16,1,10,,,1096450.1942.10.16,,1096450,0,PRINCE GEORGE A,,,,4.8,,,10.6,,,,BC,1942-10-16 00:00:00,1942,,,,1,0,,,
-122.67888888888889,53.89083333333333,,8.3,7.7,17,0,10,,,1096450.1942.10.17,,1096450,0,PRINCE GEORGE A,,,,10.3,,,12.2,,,,BC,1942-10-17 00:00:00,1942,,,,0,0,,,
