x,y,SPEED_MAX_GUST_FLAG,LOCAL_DAY,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS_FLAG,ID,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY_FLAG,STATION_NAME,TOTAL_SNOW,LOCAL_YEAR,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DATE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,LOCAL_MONTH,TOTAL_RAIN_FLAG,PROVINCE_CODE
-122.59722222222223,58.83638888888889,,23,,0,0,,,0,1192940,,1192940.1973.6.23,16.4,0,,FORT NELSON A,0,1973,25.6,0,,7.2,27,,,1973-06-23 00:00:00,,,92,1.6,,0,6,,BC
-122.59722222222223,58.83638888888889,,24,,0.5,0,,,0.5,1192940,,1192940.1973.6.24,14.8,0,,FORT NELSON A,0,1973,20.6,0,,8.9,55,,,1973-06-24 00:00:00,,,92,3.2,,0,6,,BC
-122.59722222222223,58.83638888888889,,25,,0.5,0,,,0.5,1192940,,1192940.1973.6.25,15.3,0,,FORT NELSON A,0,1973,18.9,0,,11.7,56,,,1973-06-25 00:00:00,,,95,2.7,,0,6,,BC
-122.59722222222223,58.83638888888889,,26,,1.3,35,,,1.3,1192940,,1192940.1973.6.26,17.8,32,,FORT NELSON A,0,1973,23.3,0,,12.2,29,,,1973-06-26 00:00:00,,,97,0.2,,0,6,,BC
-122.59722222222223,58.83638888888889,,27,,0,0,,,0,1192940,,1192940.1973.6.27,14.2,0,,FORT NELSON A,0,1973,21.1,0,,7.2,43,,,1973-06-27 00:00:00,,T,98,3.8,,0,6,T,BC
-122.59722222222223,58.83638888888889,,28,,13,0,,,13,1192940,,1192940.1973.6.28,12.5,0,,FORT NELSON A,0,1973,16.1,0,,8.9,73,,,1973-06-28 00:00:00,,,96,5.5,,0,6,,BC
-122.59722222222223,58.83638888888889,,29,,0.3,0,,,0.3,1192940,,1192940.1973.6.29,13.1,0,,FORT NELSON A,0,1973,17.2,0,,8.9,43,,,1973-06-29 00:00:00,,,96,4.9,,0,6,,BC
-122.59722222222223,58.83638888888889,,30,,1.3,0,,,1.3,1192940,,1192940.1973.6.30,13.1,0,,FORT NELSON A,0,1973,20,0,,6.1,48,,,1973-06-30 00:00:00,,,93,4.9,,0,6,,BC
-122.59722222222223,58.83638888888889,,1,,0.3,0,,,0.3,1192940,,1192940.1973.7.1,15,0,,FORT NELSON A,0,1973,22.2,0,,7.8,41,,,1973-07-01 00:00:00,,,96,3,,0,7,,BC
-122.59722222222223,58.83638888888889,,2,,0,0,,,0,1192940,,1192940.1973.7.2,15.6,0,,FORT NELSON A,0,1973,23.3,0,,7.8,36,,,1973-07-02 00:00:00,,T,90,2.4,,0,7,T,BC
-122.59722222222223,58.83638888888889,,3,,0,0,,,0,1192940,,1192940.1973.7.3,16.1,0,,FORT NELSON A,0,1973,22.8,0,,9.4,36,,,1973-07-03 00:00:00,,T,94,1.9,,0,7,T,BC
-122.59722222222223,58.83638888888889,,4,,0,0,,,0,1192940,,1192940.1973.7.4,16.1,0,,FORT NELSON A,0,1973,22.2,0,,10,40,,,1973-07-04 00:00:00,,T,91,1.9,,0,7,T,BC
-122.59722222222223,58.83638888888889,,5,,9.4,31,,,9.4,1192940,,1192940.1973.7.5,15,5,,FORT NELSON A,0,1973,19.4,0,,10.6,64,,,1973-07-05 00:00:00,,,95,3,,0,7,,BC
-122.59722222222223,58.83638888888889,,6,,3.3,40,,,3.3,1192940,,1192940.1973.7.6,15.3,5,,FORT NELSON A,0,1973,20.6,0,,10,55,,,1973-07-06 00:00:00,,,100,2.7,,0,7,,BC
-122.59722222222223,58.83638888888889,,7,,0,0,,,0,1192940,,1192940.1973.7.7,14.8,0,,FORT NELSON A,0,1973,20.6,0,,8.9,31,,,1973-07-07 00:00:00,,T,96,3.2,,0,7,T,BC
-122.59722222222223,58.83638888888889,,8,,0,0,,,0,1192940,,1192940.1973.7.8,13.9,0,,FORT NELSON A,0,1973,21.1,0,,6.7,31,,,1973-07-08 00:00:00,,,92,4.1,,0,7,,BC
-122.59722222222223,58.83638888888889,,9,,0.3,0,,,0.3,1192940,,1192940.1973.7.9,14.2,0,,FORT NELSON A,0,1973,21.7,0,,6.7,43,,,1973-07-09 00:00:00,,,96,3.8,,0,7,,BC
-122.59722222222223,58.83638888888889,,10,,0,0,,,0,1192940,,1192940.1973.7.10,13.9,0,,FORT NELSON A,0,1973,20.6,0,,7.2,46,,,1973-07-10 00:00:00,,T,100,4.1,,0,7,T,BC
-122.59722222222223,58.83638888888889,,11,,23.9,0,,,23.9,1192940,,1192940.1973.7.11,13.7,0,,FORT NELSON A,0,1973,16.7,0,,10.6,71,,,1973-07-11 00:00:00,,,98,4.3,,0,7,,BC
-122.59722222222223,58.83638888888889,,12,,0,0,,,0,1192940,,1192940.1973.7.12,17.5,0,,FORT NELSON A,0,1973,22.8,0,,12.2,31,,,1973-07-12 00:00:00,,T,91,0.5,,0,7,T,BC
-122.59722222222223,58.83638888888889,,13,,0,0,,,0,1192940,,1192940.1973.7.13,16.7,0,,FORT NELSON A,0,1973,25.6,0,,7.8,37,,,1973-07-13 00:00:00,,,90,1.3,,0,7,,BC
-122.59722222222223,58.83638888888889,,14,,2.8,40,,,2.8,1192940,,1192940.1973.7.14,15,27,,FORT NELSON A,0,1973,20,0,,10,36,,,1973-07-14 00:00:00,,,91,3,,0,7,,BC
-122.59722222222223,58.83638888888889,,15,,1,43,,,1,1192940,,1192940.1973.7.15,16.4,29,,FORT NELSON A,0,1973,20.6,0,,12.2,38,,,1973-07-15 00:00:00,,,84,1.6,,0,7,,BC
-122.59722222222223,58.83638888888889,,16,,0.8,0,,,0.8,1192940,,1192940.1973.7.16,16.7,0,,FORT NELSON A,0,1973,21.1,0,,12.2,47,,,1973-07-16 00:00:00,,,91,1.3,,0,7,,BC
-122.59722222222223,58.83638888888889,,17,,5.8,0,,,5.8,1192940,,1192940.1973.7.17,15,0,,FORT NELSON A,0,1973,22.2,0,,7.8,46,,,1973-07-17 00:00:00,,,96,3,,0,7,,BC
-122.59722222222223,58.83638888888889,,18,,0,0,,,0,1192940,,1192940.1973.7.18,18.6,0,,FORT NELSON A,0,1973,27.2,0.6,,10,27,,,1973-07-18 00:00:00,,,92,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,19,,0,0,,,0,1192940,,1192940.1973.7.19,19.2,0,,FORT NELSON A,0,1973,28.9,1.2,,9.4,29,,,1973-07-19 00:00:00,,,91,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,20,,0,56,,,0,1192940,,1192940.1973.7.20,19.5,34,,FORT NELSON A,0,1973,27.8,1.5,,11.1,37,,,1973-07-20 00:00:00,,,87,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,21,,0.5,50,,,0.5,1192940,,1192940.1973.7.21,14.8,27,,FORT NELSON A,0,1973,18.9,0,,10.6,46,,,1973-07-21 00:00:00,,,87,3.2,,0,7,,BC
-122.59722222222223,58.83638888888889,,22,,0,0,,,0,1192940,,1192940.1973.7.22,13.6,0,,FORT NELSON A,0,1973,22.8,0,,4.4,28,,,1973-07-22 00:00:00,,,96,4.4,,0,7,,BC
-122.59722222222223,58.83638888888889,,23,,0,0,,,0,1192940,,1192940.1973.7.23,16.2,0,,FORT NELSON A,0,1973,25.6,0,,6.7,32,,,1973-07-23 00:00:00,,,89,1.8,,0,7,,BC
-122.59722222222223,58.83638888888889,,24,,2,34,,,2,1192940,,1192940.1973.7.24,16.4,23,,FORT NELSON A,0,1973,23.3,0,,9.4,51,,,1973-07-24 00:00:00,,,93,1.6,,0,7,,BC
-122.59722222222223,58.83638888888889,,25,,1.5,0,,,1.5,1192940,,1192940.1973.7.25,19.8,0,,FORT NELSON A,0,1973,26.7,1.8,,12.8,36,,,1973-07-25 00:00:00,,,95,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,26,,0,37,,,0,1192940,,1192940.1973.7.26,17.2,32,,FORT NELSON A,0,1973,22.2,0,,12.2,39,,,1973-07-26 00:00:00,,T,96,0.8,,0,7,T,BC
-122.59722222222223,58.83638888888889,,27,,1.3,0,,,1.3,1192940,,1192940.1973.7.27,18.9,0,,FORT NELSON A,0,1973,23.9,0.9,,13.9,54,,,1973-07-27 00:00:00,,,82,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1973.7.28,18.4,0,,FORT NELSON A,0,1973,25.6,0.4,,11.1,48,,,1973-07-28 00:00:00,,,100,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,29,,0,0,,,0,1192940,,1192940.1973.7.29,19.7,0,,FORT NELSON A,0,1973,27.2,1.7,,12.2,31,,,1973-07-29 00:00:00,,T,95,0,,0,7,T,BC
-122.59722222222223,58.83638888888889,,30,,0,0,,,0,1192940,,1192940.1973.7.30,20,0,,FORT NELSON A,0,1973,27.8,2,,12.2,34,,,1973-07-30 00:00:00,,T,91,0,,0,7,T,BC
-122.59722222222223,58.83638888888889,,31,,0,0,,,0,1192940,,1192940.1973.7.31,17.2,0,,FORT NELSON A,0,1973,23.3,0,,11.1,28,,,1973-07-31 00:00:00,,T,96,0.8,,0,7,T,BC
-122.59722222222223,58.83638888888889,,1,,0,0,,,0,1192940,,1192940.1973.8.1,17.2,0,,FORT NELSON A,0,1973,24.4,0,,10,28,,,1973-08-01 00:00:00,,,76,0.8,,0,8,,BC
-122.59722222222223,58.83638888888889,,2,,3.8,0,,,3.8,1192940,,1192940.1973.8.2,15.6,0,,FORT NELSON A,0,1973,19.4,0,,11.7,55,,,1973-08-02 00:00:00,,,96,2.4,,0,8,,BC
-122.59722222222223,58.83638888888889,,3,,0.3,0,,,0.3,1192940,,1192940.1973.8.3,15,0,,FORT NELSON A,0,1973,23.3,0,,6.7,51,,,1973-08-03 00:00:00,,,96,3,,0,8,,BC
-122.59722222222223,58.83638888888889,,4,,0,45,,,0,1192940,,1192940.1973.8.4,17,34,,FORT NELSON A,0,1973,22.8,0,,11.1,26,,,1973-08-04 00:00:00,,T,87,1,,0,8,T,BC
-122.59722222222223,58.83638888888889,,5,,2.3,48,,,2.3,1192940,,1192940.1973.8.5,14.8,2,,FORT NELSON A,0,1973,17.8,0,,11.7,49,,,1973-08-05 00:00:00,,,84,3.2,,0,8,,BC
-122.59722222222223,58.83638888888889,,6,,0,0,,,0,1192940,,1192940.1973.8.6,16.2,0,,FORT NELSON A,0,1973,25.6,0,,6.7,33,,,1973-08-06 00:00:00,,,98,1.8,,0,8,,BC
-122.59722222222223,58.83638888888889,,7,,0.3,0,,,0.3,1192940,,1192940.1973.8.7,21.1,0,,FORT NELSON A,0,1973,27.2,3.1,,15,43,,,1973-08-07 00:00:00,,,86,0,,0,8,,BC
-122.59722222222223,58.83638888888889,,8,,1,40,,,1,1192940,,1192940.1973.8.8,20,32,,FORT NELSON A,0,1973,27.8,2,,12.2,39,,,1973-08-08 00:00:00,,,100,0,,0,8,,BC
-122.59722222222223,58.83638888888889,,9,,0,0,,,0,1192940,,1192940.1973.8.9,18.1,0,,FORT NELSON A,0,1973,22.8,0.1,,13.3,33,,,1973-08-09 00:00:00,,T,77,0,,0,8,T,BC
-122.59722222222223,58.83638888888889,,10,,0,0,,,0,1192940,,1192940.1973.8.10,15.3,0,,FORT NELSON A,0,1973,23.9,0,,6.7,31,,,1973-08-10 00:00:00,,,84,2.7,,0,8,,BC
-122.59722222222223,58.83638888888889,,11,,0,0,,,0,1192940,,1192940.1973.8.11,16.4,0,,FORT NELSON A,0,1973,25,0,,7.8,44,,,1973-08-11 00:00:00,,,90,1.6,,0,8,,BC
-122.59722222222223,58.83638888888889,,12,,1.3,82,,,1.3,1192940,,1192940.1973.8.12,17.3,32,,FORT NELSON A,0,1973,25.6,0,,8.9,63,,,1973-08-12 00:00:00,,,98,0.7,,0,8,,BC
-122.59722222222223,58.83638888888889,,13,,0,0,,,0,1192940,,1192940.1973.8.13,13.9,0,,FORT NELSON A,0,1973,22.2,0,,5.6,57,,,1973-08-13 00:00:00,,,100,4.1,,0,8,,BC
-122.59722222222223,58.83638888888889,,14,,4.6,40,,,4.6,1192940,,1192940.1973.8.14,11.4,32,,FORT NELSON A,0,1973,16.7,0,,6.1,53,,,1973-08-14 00:00:00,,,96,6.6,,0,8,,BC
-122.59722222222223,58.83638888888889,,15,,0,0,,,0,1192940,,1192940.1973.8.15,8.1,0,,FORT NELSON A,0,1973,12.8,0,,3.3,68,,,1973-08-15 00:00:00,,T,98,9.9,,0,8,T,BC
-122.59722222222223,58.83638888888889,,16,T,1.3,0,,,1.3,1192940,,1192940.1973.8.16,4.7,0,,FORT NELSON A,0,1973,7.2,0,,2.2,79,,,1973-08-16 00:00:00,,,93,13.3,,0,8,,BC
-122.59722222222223,58.83638888888889,,17,,1.5,40,,,1.5,1192940,,1192940.1973.8.17,5,34,,FORT NELSON A,0,1973,7.2,0,,2.8,67,,,1973-08-17 00:00:00,,,95,13,,0,8,,BC
-122.59722222222223,58.83638888888889,,18,,0,0,,,0,1192940,,1192940.1973.8.18,9.2,0,,FORT NELSON A,0,1973,16.7,0,,1.7,40,,,1973-08-18 00:00:00,,,85,8.8,,0,8,,BC
-122.59722222222223,58.83638888888889,,19,,1.3,0,,,1.3,1192940,,1192940.1973.8.19,11.4,0,,FORT NELSON A,0,1973,18.3,0,,4.4,42,,,1973-08-19 00:00:00,,,98,6.6,,0,8,,BC
-122.59722222222223,58.83638888888889,,20,,1.8,0,,,1.8,1192940,,1192940.1973.8.20,11.7,0,,FORT NELSON A,0,1973,18.9,0,,4.4,52,,,1973-08-20 00:00:00,,,98,6.3,,0,8,,BC
-122.59722222222223,58.83638888888889,,21,,16.5,0,,,16.5,1192940,,1192940.1973.8.21,13.3,0,,FORT NELSON A,0,1973,17.2,0,,9.4,61,,,1973-08-21 00:00:00,,,98,4.7,,0,8,,BC
-122.59722222222223,58.83638888888889,,22,,0,0,,,0,1192940,,1192940.1973.8.22,14.7,0,,FORT NELSON A,0,1973,24.4,0,,5,30,,,1973-08-22 00:00:00,,,100,3.3,,0,8,,BC
-122.59722222222223,58.83638888888889,,23,,1.5,0,,,1.5,1192940,,1192940.1973.8.23,14.2,0,,FORT NELSON A,0,1973,20.6,0,,7.8,49,,,1973-08-23 00:00:00,,,92,3.8,,0,8,,BC
-122.59722222222223,58.83638888888889,,24,,2,0,,,2,1192940,,1192940.1973.8.24,14.7,0,,FORT NELSON A,0,1973,19.4,0,,10,52,,,1973-08-24 00:00:00,,,98,3.3,,0,8,,BC
-122.59722222222223,58.83638888888889,,25,,1,0,,,1,1192940,,1192940.1973.8.25,13.9,0,,FORT NELSON A,0,1973,20,0,,7.8,42,,,1973-08-25 00:00:00,,,100,4.1,,0,8,,BC
-122.59722222222223,58.83638888888889,,26,,0,0,,,0,1192940,,1192940.1973.8.26,12.5,0,,FORT NELSON A,0,1973,19.4,0,,5.6,39,,,1973-08-26 00:00:00,,T,98,5.5,,0,8,T,BC
-122.59722222222223,58.83638888888889,,27,,2,0,,,2,1192940,,1192940.1973.8.27,13.9,0,,FORT NELSON A,0,1973,18.3,0,,9.4,49,,,1973-08-27 00:00:00,,,94,4.1,,0,8,,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1973.8.28,10,0,,FORT NELSON A,0,1973,14.4,0,,5.6,58,,,1973-08-28 00:00:00,,T,98,8,,0,8,T,BC
-122.59722222222223,58.83638888888889,,29,,4.8,43,,,4.8,1192940,,1192940.1973.8.29,10,32,,FORT NELSON A,0,1973,14.4,0,,5.6,56,,,1973-08-29 00:00:00,,,96,8,,0,8,,BC
-122.59722222222223,58.83638888888889,,30,,13.5,0,,,13.5,1192940,,1192940.1973.8.30,9.5,0,,FORT NELSON A,0,1973,12.2,0,,6.7,77,,,1973-08-30 00:00:00,,,100,8.5,,0,8,,BC
-122.59722222222223,58.83638888888889,,31,,0,0,,,0,1192940,,1192940.1973.8.31,11.4,0,,FORT NELSON A,0,1973,16.1,0,,6.7,44,,,1973-08-31 00:00:00,,,100,6.6,,0,8,,BC
-122.59722222222223,58.83638888888889,,1,,0,0,,,0,1192940,,1192940.1973.9.1,10.9,0,,FORT NELSON A,0,1973,20,0,,1.7,39,,,1973-09-01 00:00:00,,,97,7.1,,0,9,,BC
-122.59722222222223,58.83638888888889,,2,,0,0,,,0,1192940,,1192940.1973.9.2,12.5,0,,FORT NELSON A,0,1973,20,0,,5,45,,,1973-09-02 00:00:00,,,100,5.5,,0,9,,BC
-122.59722222222223,58.83638888888889,,3,,3.8,0,,,3.8,1192940,,1192940.1973.9.3,12,0,,FORT NELSON A,0,1973,17.8,0,,6.1,41,,,1973-09-03 00:00:00,,,96,6,,0,9,,BC
-122.59722222222223,58.83638888888889,,4,,0,0,,,0,1192940,,1192940.1973.9.4,9.7,0,,FORT NELSON A,0,1973,18.3,0,,1.1,44,,,1973-09-04 00:00:00,,,100,8.3,,0,9,,BC
-122.59722222222223,58.83638888888889,,5,,0.5,0,,,0.5,1192940,,1192940.1973.9.5,14.2,0,,FORT NELSON A,0,1973,21.7,0,,6.7,45,,,1973-09-05 00:00:00,,,94,3.8,,0,9,,BC
-122.59722222222223,58.83638888888889,,6,,2.3,34,,,2.3,1192940,,1192940.1973.9.6,17.2,34,,FORT NELSON A,0,1973,22.2,0,,12.2,53,,,1973-09-06 00:00:00,,,92,0.8,,0,9,,BC
-122.59722222222223,58.83638888888889,,7,,0,0,,,0,1192940,,1192940.1973.9.7,13.4,0,,FORT NELSON A,0,1973,18.9,0,,7.8,40,,,1973-09-07 00:00:00,,,96,4.6,,0,9,,BC
-122.59722222222223,58.83638888888889,,8,,2,87,,,2,1192940,,1192940.1973.9.8,8.6,32,,FORT NELSON A,0,1973,15,0,,2.2,58,,,1973-09-08 00:00:00,,,100,9.4,,0,9,,BC
-122.59722222222223,58.83638888888889,,9,,0,42,,,0,1192940,,1192940.1973.9.9,9.8,29,,FORT NELSON A,0,1973,18.9,0,,0.6,27,,,1973-09-09 00:00:00,,,98,8.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,10,,0,0,,,0,1192940,,1192940.1973.9.10,10.8,0,,FORT NELSON A,0,1973,17.2,0,,4.4,33,,,1973-09-10 00:00:00,,,86,7.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,11,,20.8,0,,,20.8,1192940,,1192940.1973.9.11,8.7,0,,FORT NELSON A,0,1973,10.6,0,,6.7,79,,,1973-09-11 00:00:00,,,98,9.3,,0,9,,BC
-122.59722222222223,58.83638888888889,,12,,5.8,34,,,5.8,1192940,,1192940.1973.9.12,7.8,2,,FORT NELSON A,0,1973,12.2,0,,3.3,60,,,1973-09-12 00:00:00,,,98,10.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,13,,0,0,,,0,1192940,,1192940.1973.9.13,7.2,0,,FORT NELSON A,0,1973,14.4,0,,0,35,,,1973-09-13 00:00:00,,,100,10.8,,0,9,,BC
-122.59722222222223,58.83638888888889,,14,,0,0,,,0,1192940,,1192940.1973.9.14,8.6,0,,FORT NELSON A,0,1973,18.9,0,,-1.7,24,,,1973-09-14 00:00:00,,,94,9.4,,0,9,,BC
-122.59722222222223,58.83638888888889,,15,,0,0,,,0,1192940,,1192940.1973.9.15,9.5,0,,FORT NELSON A,0,1973,18.9,0,,0,31,,,1973-09-15 00:00:00,,,95,8.5,,0,9,,BC
-122.59722222222223,58.83638888888889,,16,,0,0,,,0,1192940,,1192940.1973.9.16,9.8,0,,FORT NELSON A,0,1973,18.9,0,,0.6,33,,,1973-09-16 00:00:00,,,97,8.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,17,,0,0,,,0,1192940,,1192940.1973.9.17,9.4,0,,FORT NELSON A,0,1973,19.4,0,,-0.6,41,,,1973-09-17 00:00:00,,,97,8.6,,0,9,,BC
-122.59722222222223,58.83638888888889,,18,,0,0,,,0,1192940,,1192940.1973.9.18,9.5,0,,FORT NELSON A,0,1973,20,0,,-1.1,35,,,1973-09-18 00:00:00,,,100,8.5,,0,9,,BC
-122.59722222222223,58.83638888888889,,19,,0,0,,,0,1192940,,1192940.1973.9.19,10,0,,FORT NELSON A,0,1973,18.9,0,,1.1,41,,,1973-09-19 00:00:00,,,95,8,,0,9,,BC
-122.59722222222223,58.83638888888889,,20,,0,0,,,0,1192940,,1192940.1973.9.20,7.8,0,,FORT NELSON A,0,1973,12.8,0,,2.8,64,,,1973-09-20 00:00:00,,T,90,10.2,,0,9,T,BC
-122.59722222222223,58.83638888888889,,21,,0,0,,,0,1192940,,1192940.1973.9.21,7.2,0,,FORT NELSON A,0,1973,12.2,0,,2.2,69,,,1973-09-21 00:00:00,,,100,10.8,,0,9,,BC
-122.59722222222223,58.83638888888889,,22,,0,0,,,0,1192940,,1192940.1973.9.22,10.8,0,,FORT NELSON A,0,1973,18.3,0,,3.3,43,,,1973-09-22 00:00:00,,,100,7.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,23,,0.5,0,,,0.5,1192940,,1192940.1973.9.23,7.8,0,,FORT NELSON A,0,1973,14.4,0,,1.1,51,,,1973-09-23 00:00:00,,,100,10.2,,0,9,,BC
-122.59722222222223,58.83638888888889,,24,,0,0,,,0,1192940,,1192940.1973.9.24,5.3,0,,FORT NELSON A,0,1973,10.6,0,,0,60,,,1973-09-24 00:00:00,,,100,12.7,,0,9,,BC
-122.59722222222223,58.83638888888889,,25,,0,0,,,0,1192940,,1192940.1973.9.25,6.4,0,,FORT NELSON A,0,1973,12.2,0,,0.6,46,,,1973-09-25 00:00:00,,,91,11.6,,0,9,,BC
-122.59722222222223,58.83638888888889,,26,,0,0,,,0,1192940,,1192940.1973.9.26,6.7,0,,FORT NELSON A,0,1973,13.9,0,,-0.6,43,,,1973-09-26 00:00:00,,,94,11.3,,0,9,,BC
-122.59722222222223,58.83638888888889,,27,,0,35,,,0,1192940,,1192940.1973.9.27,10.6,32,,FORT NELSON A,0,1973,18.3,0,,2.8,30,,,1973-09-27 00:00:00,,,83,7.4,,0,9,,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1973.9.28,8.4,0,,FORT NELSON A,0,1973,16.7,0,,0,29,,,1973-09-28 00:00:00,,,89,9.6,,0,9,,BC
-122.59722222222223,58.83638888888889,,29,,0.5,0,,,0.5,1192940,,1192940.1973.9.29,5.9,0,,FORT NELSON A,0,1973,11.1,0,,0.6,46,,,1973-09-29 00:00:00,,,89,12.1,,0,9,,BC
-122.59722222222223,58.83638888888889,,30,,0.8,0,,,0.8,1192940,,1192940.1973.9.30,6.2,0,,FORT NELSON A,0,1973,10.6,0,,1.7,55,,,1973-09-30 00:00:00,,,93,11.8,,0,9,,BC
-122.59722222222223,58.83638888888889,,1,,0,,,,0,1192940,,1192940.1973.10.1,5.6,,,FORT NELSON A,0,1973,12.8,0,,-1.7,33,,,1973-10-01 00:00:00,,,97,12.4,,0,10,,BC
-122.59722222222223,58.83638888888889,,2,,0,,,,0,1192940,,1192940.1973.10.2,7.5,,,FORT NELSON A,0,1973,16.1,0,,-1.1,35,,,1973-10-02 00:00:00,,,83,10.5,,0,10,,BC
-122.59722222222223,58.83638888888889,,3,,0,,,,0,1192940,,1192940.1973.10.3,6.4,,,FORT NELSON A,0,1973,12.2,0,,0.6,32,,,1973-10-03 00:00:00,,,84,11.6,,0,10,,BC
-122.59722222222223,58.83638888888889,,4,,0,,,,0,1192940,,1192940.1973.10.4,4.2,,,FORT NELSON A,0,1973,11.1,0,,-2.8,41,,,1973-10-04 00:00:00,,,86,13.8,,0,10,,BC
-122.59722222222223,58.83638888888889,,5,,0,,,,0,1192940,,1192940.1973.10.5,1.7,,,FORT NELSON A,0,1973,10,0,,-6.7,35,,,1973-10-05 00:00:00,,T,90,16.3,,0,10,T,BC
-122.59722222222223,58.83638888888889,,6,,0,,,,0,1192940,,1192940.1973.10.6,2,,,FORT NELSON A,0,1973,8.3,0,,-4.4,33,,,1973-10-06 00:00:00,,,85,16,,0,10,,BC
-122.59722222222223,58.83638888888889,,7,,0,,,,0,1192940,,1192940.1973.10.7,1.1,,,FORT NELSON A,0,1973,8.9,0,,-6.7,47,,,1973-10-07 00:00:00,,,94,16.9,,0,10,,BC
-122.59722222222223,58.83638888888889,,8,T,0,,,,0,1192940,,1192940.1973.10.8,0.6,,,FORT NELSON A,0,1973,6.7,0,,-5.6,52,,,1973-10-08 00:00:00,,T,94,17.4,,0,10,T,BC
-122.59722222222223,58.83638888888889,,9,,0,,,,0,1192940,,1192940.1973.10.9,0.9,,,FORT NELSON A,0,1973,7.8,0,,-6.1,35,,,1973-10-09 00:00:00,,,95,17.1,,0,10,,BC
-122.59722222222223,58.83638888888889,,10,,0,,,,0,1192940,,1192940.1973.10.10,4.2,,,FORT NELSON A,0,1973,11.7,0,,-3.3,40,,,1973-10-10 00:00:00,,,89,13.8,,0,10,,BC
-122.59722222222223,58.83638888888889,,11,,0.3,,,,0.3,1192940,,1192940.1973.10.11,2.5,,,FORT NELSON A,0,1973,7.8,0,,-2.8,52,,,1973-10-11 00:00:00,,,99,15.5,,0,10,,BC
-122.59722222222223,58.83638888888889,,12,,0,,,,0,1192940,,1192940.1973.10.12,4.2,,,FORT NELSON A,0,1973,11.1,0,,-2.8,35,,,1973-10-12 00:00:00,,,98,13.8,,0,10,,BC
-122.59722222222223,58.83638888888889,,13,,4.1,,,,0,1192940,,1192940.1973.10.13,-0.6,,,FORT NELSON A,4.1,1973,2.8,0,,-3.9,73,,,1973-10-13 00:00:00,,,100,18.6,,0,10,,BC
-122.59722222222223,58.83638888888889,,14,,0.3,,,,0,1192940,,1192940.1973.10.14,0.9,,,FORT NELSON A,0.3,1973,3.9,0,,-2.2,71,,,1973-10-14 00:00:00,,,96,17.1,,5,10,,BC
-122.59722222222223,58.83638888888889,,15,,0,,,,0,1192940,,1192940.1973.10.15,-0.9,,,FORT NELSON A,0,1973,3.9,0,,-5.6,67,,T,1973-10-15 00:00:00,,,95,18.9,,0,10,,BC
-122.59722222222223,58.83638888888889,,16,,3.6,,,,0,1192940,,1192940.1973.10.16,-1.1,,,FORT NELSON A,4.1,1973,1.1,0,,-3.3,80,,T,1973-10-16 00:00:00,,,98,19.1,,0,10,,BC
-122.59722222222223,58.83638888888889,,17,T,0,,,,0,1192940,,1192940.1973.10.17,-4.8,,,FORT NELSON A,0,1973,-0.6,0,,-8.9,85,,,1973-10-17 00:00:00,,T,99,22.8,,3,10,,BC
-122.59722222222223,58.83638888888889,,18,,0,,,,0,1192940,,1192940.1973.10.18,-0.3,,,FORT NELSON A,0,1973,5,0,,-5.6,74,,,1973-10-18 00:00:00,,,99,18.3,,3,10,,BC
-122.59722222222223,58.83638888888889,,19,,0,,,,0,1192940,,1192940.1973.10.19,-1.1,,,FORT NELSON A,0,1973,7.8,0,,-10,56,,,1973-10-19 00:00:00,,,95,19.1,,3,10,,BC
-122.59722222222223,58.83638888888889,,20,,0,,,,0,1192940,,1192940.1973.10.20,-2.3,,,FORT NELSON A,0,1973,6.1,0,,-10.6,59,,T,1973-10-20 00:00:00,,,94,20.3,,0,10,,BC
