x,y,SPEED_MAX_GUST_FLAG,LOCAL_DAY,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS_FLAG,ID,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY_FLAG,STATION_NAME,TOTAL_SNOW,LOCAL_YEAR,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DATE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,LOCAL_MONTH,TOTAL_RAIN_FLAG,PROVINCE_CODE
-122.59722222222223,58.83638888888889,,17,,0,0,,,0,1192940,,1192940.1965.3.17,-14.8,0,,FORT NELSON A,0,1965,-7.8,0,,-21.7,60,,,1965-03-17 00:00:00,,,88,32.8,,15,3,,BC
-122.59722222222223,58.83638888888889,,18,,0,0,,,0,1192940,,1192940.1965.3.18,-15.6,0,,FORT NELSON A,0,1965,-6.1,0,,-25,49,,,1965-03-18 00:00:00,,,87,33.6,,15,3,,BC
-122.59722222222223,58.83638888888889,,19,,0,0,,,0,1192940,,1192940.1965.3.19,-14.8,0,,FORT NELSON A,0,1965,-3.9,0,,-25.6,54,,,1965-03-19 00:00:00,,,83,32.8,,15,3,,BC
-122.59722222222223,58.83638888888889,,20,,0.5,43,,,0,1192940,,1192940.1965.3.20,-6.4,32,,FORT NELSON A,1,1965,0.6,0,,-13.3,60,,,1965-03-20 00:00:00,,,94,24.4,,15,3,,BC
-122.59722222222223,58.83638888888889,,21,,1,0,,,0,1192940,,1192940.1965.3.21,-6.7,0,,FORT NELSON A,1.8,1965,-3.3,0,,-10,64,,,1965-03-21 00:00:00,,,91,24.7,,15,3,,BC
-122.59722222222223,58.83638888888889,,22,T,0,35,,,0,1192940,,1192940.1965.3.22,-13.9,36,,FORT NELSON A,0,1965,-7.8,0,S,-20,57,,,1965-03-22 00:00:00,,T,90,31.9,,18,3,,BC
-122.59722222222223,58.83638888888889,,23,T,0,0,,,0,1192940,,1192940.1965.3.23,-16.2,0,,FORT NELSON A,0,1965,-5.6,0,,-26.7,52,,,1965-03-23 00:00:00,,T,85,34.2,,18,3,,BC
-122.59722222222223,58.83638888888889,,24,,0,0,,,0,1192940,,1192940.1965.3.24,-17.8,0,,FORT NELSON A,0,1965,-13.9,0,,-21.7,61,,,1965-03-24 00:00:00,,,85,35.8,,18,3,,BC
-122.59722222222223,58.83638888888889,,25,T,0,0,,,0,1192940,,1192940.1965.3.25,-17,0,,FORT NELSON A,0,1965,-10,0,,-23.9,73,,,1965-03-25 00:00:00,,T,86,35,,18,3,,BC
-122.59722222222223,58.83638888888889,,26,T,0,0,,,0,1192940,,1192940.1965.3.26,-20.6,0,,FORT NELSON A,0,1965,-15,0,,-26.1,74,,,1965-03-26 00:00:00,,T,85,38.6,,18,3,,BC
-122.59722222222223,58.83638888888889,,27,,0,0,,,0,1192940,,1192940.1965.3.27,-19.2,0,,FORT NELSON A,0,1965,-8.9,0,,-29.4,56,,,1965-03-27 00:00:00,,,85,37.2,,18,3,,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1965.3.28,-14.2,0,,FORT NELSON A,0,1965,-6.1,0,,-22.2,53,,,1965-03-28 00:00:00,,,87,32.2,,18,3,,BC
-122.59722222222223,58.83638888888889,,29,,0,0,,,0,1192940,,1192940.1965.3.29,-14.8,0,,FORT NELSON A,0,1965,-5.6,0,,-23.9,50,,,1965-03-29 00:00:00,,,87,32.8,,18,3,,BC
-122.59722222222223,58.83638888888889,,30,,0,0,,,0,1192940,,1192940.1965.3.30,-9.5,0,,FORT NELSON A,0,1965,2.2,0,,-21.1,39,,,1965-03-30 00:00:00,,,89,27.5,,18,3,,BC
-122.59722222222223,58.83638888888889,,31,,0,0,,,0,1192940,,1192940.1965.3.31,-4.5,0,,FORT NELSON A,0,1965,2.8,0,,-11.7,55,,,1965-03-31 00:00:00,,,75,22.5,,18,3,,BC
-122.59722222222223,58.83638888888889,,1,,6.9,0,,,0,1192940,,1192940.1965.4.1,-3.7,0,,FORT NELSON A,8.4,1965,-0.6,0,,-6.7,73,,,1965-04-01 00:00:00,,,94,21.7,,18,4,,BC
-122.59722222222223,58.83638888888889,,2,,0,0,,,0,1192940,,1192940.1965.4.2,-4.5,0,,FORT NELSON A,0,1965,5,0,,-13.9,42,,,1965-04-02 00:00:00,,,96,22.5,,23,4,,BC
-122.59722222222223,58.83638888888889,,3,,0,0,,,0,1192940,,1192940.1965.4.3,1.7,0,,FORT NELSON A,0,1965,11.1,0,,-7.8,34,,,1965-04-03 00:00:00,,,89,16.3,,20,4,,BC
-122.59722222222223,58.83638888888889,,4,,0,45,,,0,1192940,,1192940.1965.4.4,3.6,27,,FORT NELSON A,0,1965,8.3,0,,-1.1,28,,,1965-04-04 00:00:00,,,82,14.4,,18,4,,BC
-122.59722222222223,58.83638888888889,,5,,0,0,,,0,1192940,,1192940.1965.4.5,0.3,0,,FORT NELSON A,0,1965,6.7,0,,-6.1,35,,,1965-04-05 00:00:00,,,72,17.7,,13,4,,BC
-122.59722222222223,58.83638888888889,,6,,0,0,,,0,1192940,,1192940.1965.4.6,0.6,0,,FORT NELSON A,0,1965,8.9,0,,-7.8,38,,,1965-04-06 00:00:00,,,87,17.4,,10,4,,BC
-122.59722222222223,58.83638888888889,,7,,0,0,,,0,1192940,,1192940.1965.4.7,2.8,0,,FORT NELSON A,0,1965,9.4,0,,-3.9,38,,,1965-04-07 00:00:00,,,84,15.2,,8,4,,BC
-122.59722222222223,58.83638888888889,,8,,0,0,,,0,1192940,,1192940.1965.4.8,2.2,0,,FORT NELSON A,0,1965,9.4,0,,-5,36,,,1965-04-08 00:00:00,,,88,15.8,,8,4,,BC
-122.59722222222223,58.83638888888889,,9,,0,0,,,0,1192940,,1192940.1965.4.9,3.3,0,,FORT NELSON A,0,1965,12.2,0,,-5.6,38,,,1965-04-09 00:00:00,,,89,14.7,,8,4,,BC
-122.59722222222223,58.83638888888889,,10,,0,0,,,0,1192940,,1192940.1965.4.10,6.1,0,,FORT NELSON A,0,1965,12.8,0,,-0.6,31,,,1965-04-10 00:00:00,,,85,11.9,,8,4,,BC
-122.59722222222223,58.83638888888889,,11,,0,0,,,0,1192940,,1192940.1965.4.11,6.7,0,,FORT NELSON A,0,1965,13.9,0,,-0.6,39,,,1965-04-11 00:00:00,,,91,11.3,,5,4,,BC
-122.59722222222223,58.83638888888889,,12,T,1,0,,,1,1192940,,1192940.1965.4.12,4.5,0,,FORT NELSON A,0,1965,10.6,0,,-1.7,49,,,1965-04-12 00:00:00,,,90,13.5,,3,4,,BC
-122.59722222222223,58.83638888888889,,13,T,0,53,,,0,1192940,,1192940.1965.4.13,-0.8,34,,FORT NELSON A,0,1965,2.8,0,,-4.4,50,,,1965-04-13 00:00:00,,T,91,18.8,,3,4,,BC
-122.59722222222223,58.83638888888889,,14,,0,40,,,0,1192940,,1192940.1965.4.14,0.9,36,,FORT NELSON A,0,1965,6.7,0,,-5,39,,,1965-04-14 00:00:00,,,83,17.1,,3,4,,BC
-122.59722222222223,58.83638888888889,,15,,0,0,,,0,1192940,,1192940.1965.4.15,5,0,,FORT NELSON A,0,1965,11.1,0,,-1.1,33,,,1965-04-15 00:00:00,,,85,13,,3,4,,BC
-122.59722222222223,58.83638888888889,,16,T,4.3,0,,,4.3,1192940,,1192940.1965.4.16,3.7,0,,FORT NELSON A,0,1965,6.7,0,,0.6,60,,T,1965-04-16 00:00:00,,,97,14.3,,0,4,,BC
-122.59722222222223,58.83638888888889,,17,,0,0,,,0,1192940,,1192940.1965.4.17,-0.3,0,,FORT NELSON A,0,1965,4.4,0,,-5,49,,T,1965-04-17 00:00:00,,,80,18.3,,0,4,,BC
-122.59722222222223,58.83638888888889,,18,,2.8,45,,,0,1192940,,1192940.1965.4.18,-2.8,2,,FORT NELSON A,4.8,1965,2.2,0,,-7.8,61,,T,1965-04-18 00:00:00,,,94,20.8,,0,4,,BC
-122.59722222222223,58.83638888888889,,19,,2,60,,,0,1192940,,1192940.1965.4.19,-11.1,2,,FORT NELSON A,2.8,1965,-7.8,0,,-14.4,60,,,1965-04-19 00:00:00,,,92,29.1,,5,4,,BC
-122.59722222222223,58.83638888888889,,20,,0,43,,,0,1192940,,1192940.1965.4.20,-12.2,16,,FORT NELSON A,0,1965,-3.3,0,,-21.1,47,,,1965-04-20 00:00:00,,,91,30.2,,5,4,,BC
-122.59722222222223,58.83638888888889,,21,,1,35,,,0,1192940,,1192940.1965.4.21,-4.8,14,,FORT NELSON A,1.3,1965,-0.6,0,,-8.9,55,,,1965-04-21 00:00:00,,,89,22.8,,5,4,,BC
-122.59722222222223,58.83638888888889,,22,,0,0,,,0,1192940,,1192940.1965.4.22,-0.6,0,,FORT NELSON A,0,1965,6.1,0,,-7.2,44,,,1965-04-22 00:00:00,,,80,18.6,,5,4,,BC
-122.59722222222223,58.83638888888889,,23,,0,0,,,0,1192940,,1192940.1965.4.23,7,0,,FORT NELSON A,0,1965,15,0,,-1.1,26,,,1965-04-23 00:00:00,,,68,11,,3,4,,BC
-122.59722222222223,58.83638888888889,,24,,0,0,,,0,1192940,,1192940.1965.4.24,7.8,0,,FORT NELSON A,0,1965,15,0,,0.6,29,,T,1965-04-24 00:00:00,,,81,10.2,,0,4,,BC
-122.59722222222223,58.83638888888889,,25,,0,0,,,0,1192940,,1192940.1965.4.25,10.3,0,,FORT NELSON A,0,1965,18.3,0,,2.2,27,,T,1965-04-25 00:00:00,,,78,7.7,,0,4,,BC
-122.59722222222223,58.83638888888889,,26,,0,39,,,0,1192940,,1192940.1965.4.26,12.8,25,,FORT NELSON A,0,1965,23.3,0,,2.2,25,,,1965-04-26 00:00:00,,,63,5.2,,0,4,,BC
-122.59722222222223,58.83638888888889,,27,,0,35,,,0,1192940,,1192940.1965.4.27,9.8,34,,FORT NELSON A,0,1965,15.6,0,,3.9,22,,,1965-04-27 00:00:00,,,67,8.2,,0,4,,BC
-122.59722222222223,58.83638888888889,,28,,0,53,,,0,1192940,,1192940.1965.4.28,7.5,29,,FORT NELSON A,0,1965,12.2,0,,2.8,28,,,1965-04-28 00:00:00,,T,62,10.5,,0,4,T,BC
-122.59722222222223,58.83638888888889,,29,,0,0,,,0,1192940,,1192940.1965.4.29,5,0,,FORT NELSON A,0,1965,11.1,0,,-1.1,28,,,1965-04-29 00:00:00,,,77,13,,0,4,,BC
-122.59722222222223,58.83638888888889,,30,T,0.3,0,,,0.3,1192940,,1192940.1965.4.30,5.3,0,,FORT NELSON A,0,1965,12.2,0,,-1.7,33,,,1965-04-30 00:00:00,,,86,12.7,,0,4,,BC
-122.59722222222223,58.83638888888889,,1,,0,0,,,0,1192940,,1192940.1965.5.1,7,0,,FORT NELSON A,0,1965,13.9,0,,0,29,,,1965-05-01 00:00:00,,T,92,11,,0,5,T,BC
-122.59722222222223,58.83638888888889,,2,,0,0,,,0,1192940,,1192940.1965.5.2,8.3,0,,FORT NELSON A,0,1965,17.2,0,,-0.6,27,,,1965-05-02 00:00:00,,,83,9.7,,0,5,,BC
-122.59722222222223,58.83638888888889,,3,T,0,51,,,0,1192940,,1192940.1965.5.3,8.6,29,,FORT NELSON A,0,1965,13.3,0,S,3.9,20,,,1965-05-03 00:00:00,,T,75,9.4,,0,5,T,BC
-122.59722222222223,58.83638888888889,,4,,0,37,,,0,1192940,,1192940.1965.5.4,6.1,32,,FORT NELSON A,0,1965,12.8,0,,-0.6,15,,,1965-05-04 00:00:00,,,60,11.9,,0,5,,BC
-122.59722222222223,58.83638888888889,,5,,0,48,,,0,1192940,,1192940.1965.5.5,7.2,34,,FORT NELSON A,0,1965,12.2,0,,2.2,37,,,1965-05-05 00:00:00,,T,78,10.8,,0,5,T,BC
-122.59722222222223,58.83638888888889,,6,,0,0,,,0,1192940,,1192940.1965.5.6,8.9,0,,FORT NELSON A,0,1965,18.3,0,,-0.6,18,,,1965-05-06 00:00:00,,,77,9.1,,0,5,,BC
-122.59722222222223,58.83638888888889,,7,,0,0,,,0,1192940,,1192940.1965.5.7,12.5,0,,FORT NELSON A,0,1965,21.7,0,,3.3,26,,,1965-05-07 00:00:00,,,68,5.5,,0,5,,BC
-122.59722222222223,58.83638888888889,,8,,0,43,,,0,1192940,,1192940.1965.5.8,8.1,36,,FORT NELSON A,0,1965,14.4,0,,1.7,15,,,1965-05-08 00:00:00,,T,70,9.9,,0,5,T,BC
-122.59722222222223,58.83638888888889,,9,,0,0,,,0,1192940,,1192940.1965.5.9,4.8,0,,FORT NELSON A,0,1965,11.7,0,,-2.2,28,,,1965-05-09 00:00:00,,,78,13.2,,0,5,,BC
-122.59722222222223,58.83638888888889,,10,,0.8,39,,,0,1192940,,1192940.1965.5.10,4.5,2,,FORT NELSON A,0.8,1965,7.8,0,,1.1,47,,,1965-05-10 00:00:00,,,92,13.5,,0,5,,BC
-122.59722222222223,58.83638888888889,,11,,0.3,40,,,0.3,1192940,,1192940.1965.5.11,4.2,18,,FORT NELSON A,0,1965,10.6,0,,-2.2,38,,,1965-05-11 00:00:00,,,87,13.8,,0,5,,BC
-122.59722222222223,58.83638888888889,,12,,5.3,55,,,3,1192940,,1192940.1965.5.12,3.1,34,,FORT NELSON A,1.8,1965,5.6,0,,0.6,81,,,1965-05-12 00:00:00,,,97,14.9,,0,5,,BC
-122.59722222222223,58.83638888888889,,13,,6.4,0,,,3.3,1192940,,1192940.1965.5.13,3.9,0,,FORT NELSON A,3,1965,7.8,0,,0,60,,,1965-05-13 00:00:00,,,97,14.1,,0,5,,BC
-122.59722222222223,58.83638888888889,,14,,0.5,39,,,0.3,1192940,,1192940.1965.5.14,4.8,29,,FORT NELSON A,0.3,1965,8.9,0,,0.6,33,,,1965-05-14 00:00:00,,,97,13.2,,0,5,,BC
-122.59722222222223,58.83638888888889,,15,,0,0,,,0,1192940,,1192940.1965.5.15,4.5,0,,FORT NELSON A,0,1965,10.6,0,,-1.7,39,,,1965-05-15 00:00:00,,,90,13.5,,0,5,,BC
-122.59722222222223,58.83638888888889,,16,,0,0,,,0,1192940,,1192940.1965.5.16,6.1,0,,FORT NELSON A,0,1965,11.1,0,,1.1,36,,,1965-05-16 00:00:00,,,72,11.9,,0,5,,BC
-122.59722222222223,58.83638888888889,,17,,0,0,,,0,1192940,,1192940.1965.5.17,5.8,0,,FORT NELSON A,0,1965,13.3,0,,-1.7,34,,,1965-05-17 00:00:00,,T,82,12.2,,0,5,T,BC
-122.59722222222223,58.83638888888889,,18,T,1.3,48,,,1.3,1192940,,1192940.1965.5.18,9.4,23,,FORT NELSON A,0,1965,14.4,0,,4.4,29,,,1965-05-18 00:00:00,,,98,8.6,,0,5,,BC
-122.59722222222223,58.83638888888889,,19,,0,0,,,0,1192940,,1192940.1965.5.19,7,0,,FORT NELSON A,0,1965,12.8,0,,1.1,32,,,1965-05-19 00:00:00,,T,92,11,,0,5,T,BC
-122.59722222222223,58.83638888888889,,20,,0,0,,,0,1192940,,1192940.1965.5.20,8.4,0,,FORT NELSON A,0,1965,17.8,0,,-1.1,24,,,1965-05-20 00:00:00,,,81,9.6,,0,5,,BC
-122.59722222222223,58.83638888888889,,21,,0,0,,,0,1192940,,1192940.1965.5.21,12,0,,FORT NELSON A,0,1965,21.1,0,,2.8,28,,,1965-05-21 00:00:00,,,73,6,,0,5,,BC
-122.59722222222223,58.83638888888889,,22,,0,0,,,0,1192940,,1192940.1965.5.22,13.6,0,,FORT NELSON A,0,1965,21.1,0,,6.1,18,,,1965-05-22 00:00:00,,T,64,4.4,,0,5,T,BC
-122.59722222222223,58.83638888888889,,23,,0,39,,,0,1192940,,1192940.1965.5.23,13.9,29,,FORT NELSON A,0,1965,19.4,0,S,8.3,21,,,1965-05-23 00:00:00,,T,45,4.1,,0,5,T,BC
-122.59722222222223,58.83638888888889,,24,,0,0,,,0,1192940,,1192940.1965.5.24,13.4,0,,FORT NELSON A,0,1965,20.6,0,,6.1,19,,,1965-05-24 00:00:00,,,56,4.6,,0,5,,BC
-122.59722222222223,58.83638888888889,,25,,0,0,,,0,1192940,,1192940.1965.5.25,14.2,0,,FORT NELSON A,0,1965,22.2,0,,6.1,19,,,1965-05-25 00:00:00,,,67,3.8,,0,5,,BC
-122.59722222222223,58.83638888888889,,26,,0,35,,,0,1192940,,1192940.1965.5.26,15,34,,FORT NELSON A,0,1965,22.8,0,,7.2,23,,,1965-05-26 00:00:00,,,79,3,,0,5,,BC
-122.59722222222223,58.83638888888889,,27,,0,0,,,0,1192940,,1192940.1965.5.27,15.3,0,,FORT NELSON A,0,1965,23.9,0,,6.7,21,,,1965-05-27 00:00:00,,,70,2.7,,0,5,,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1965.5.28,15,0,,FORT NELSON A,0,1965,19.4,0,,10.6,34,,,1965-05-28 00:00:00,,T,74,3,,0,5,T,BC
-122.59722222222223,58.83638888888889,,29,,7.9,0,,,7.9,1192940,,1192940.1965.5.29,13.7,0,,FORT NELSON A,0,1965,16.7,0,,10.6,66,,,1965-05-29 00:00:00,,,100,4.3,,0,5,,BC
-122.59722222222223,58.83638888888889,,30,,0,0,,,0,1192940,,1192940.1965.5.30,14.7,0,,FORT NELSON A,0,1965,20,0,,9.4,50,,,1965-05-30 00:00:00,,T,100,3.3,,0,5,T,BC
-122.59722222222223,58.83638888888889,,31,,0,0,,,0,1192940,,1192940.1965.5.31,16.7,0,,FORT NELSON A,0,1965,25,0,,8.3,27,,,1965-05-31 00:00:00,,,94,1.3,,0,5,,BC
-122.59722222222223,58.83638888888889,,1,,0,0,,,0,1192940,,1192940.1965.6.1,17.8,0,,FORT NELSON A,0,1965,23.9,0,,11.7,17,,,1965-06-01 00:00:00,,,76,0.2,,0,6,,BC
-122.59722222222223,58.83638888888889,,2,,5.3,0,,,5.3,1192940,,1192940.1965.6.2,11.2,0,,FORT NELSON A,0,1965,15.6,0,,6.7,53,,,1965-06-02 00:00:00,,,94,6.8,,0,6,,BC
-122.59722222222223,58.83638888888889,,3,,0,0,,,0,1192940,,1192940.1965.6.3,11.4,0,,FORT NELSON A,0,1965,20.6,0,,2.2,22,,,1965-06-03 00:00:00,,,93,6.6,,0,6,,BC
-122.59722222222223,58.83638888888889,,4,,0,0,,,0,1192940,,1192940.1965.6.4,14.7,0,,FORT NELSON A,0,1965,24.4,0,,5,27,,,1965-06-04 00:00:00,,,87,3.3,,0,6,,BC
-122.59722222222223,58.83638888888889,,5,,8.4,72,,,8.4,1192940,,1192940.1965.6.5,13.4,29,,FORT NELSON A,0,1965,20,0,,6.7,34,,,1965-06-05 00:00:00,,,90,4.6,,0,6,,BC
-122.59722222222223,58.83638888888889,,6,,0,37,,,0,1192940,,1192940.1965.6.6,11.7,32,,FORT NELSON A,0,1965,18.3,0,S,5,25,,,1965-06-06 00:00:00,,T,85,6.3,,0,6,T,BC
-122.59722222222223,58.83638888888889,,7,,0,0,,,0,1192940,,1192940.1965.6.7,12.3,0,,FORT NELSON A,0,1965,20.6,0,,3.9,28,,,1965-06-07 00:00:00,,,95,5.7,,0,6,,BC
-122.59722222222223,58.83638888888889,,8,,0,0,,,0,1192940,,1192940.1965.6.8,17.5,0,,FORT NELSON A,0,1965,27.2,0,,7.8,21,,,1965-06-08 00:00:00,,,82,0.5,,0,6,,BC
-122.59722222222223,58.83638888888889,,9,,0,0,,,0,1192940,,1192940.1965.6.9,14.2,0,,FORT NELSON A,0,1965,20.6,0,,7.8,46,,,1965-06-09 00:00:00,,T,84,3.8,,0,6,T,BC
-122.59722222222223,58.83638888888889,,10,,0,0,,,0,1192940,,1192940.1965.6.10,15.3,0,,FORT NELSON A,0,1965,22.8,0,,7.8,28,,,1965-06-10 00:00:00,,,92,2.7,,0,6,,BC
-122.59722222222223,58.83638888888889,,11,,1.3,35,,,1.3,1192940,,1192940.1965.6.11,16.4,32,,FORT NELSON A,0,1965,20.6,0,,12.2,40,,,1965-06-11 00:00:00,,,91,1.6,,0,6,,BC
-122.59722222222223,58.83638888888889,,12,,10.7,0,,,10.7,1192940,,1192940.1965.6.12,14.5,0,,FORT NELSON A,0,1965,18.9,0,,10,36,,,1965-06-12 00:00:00,,,94,3.5,,0,6,,BC
-122.59722222222223,58.83638888888889,,13,,0,0,,,0,1192940,,1192940.1965.6.13,13.1,0,,FORT NELSON A,0,1965,22.8,0,,3.3,21,,,1965-06-13 00:00:00,,,93,4.9,,0,6,,BC
-122.59722222222223,58.83638888888889,,14,,0,0,,,0,1192940,,1192940.1965.6.14,15.6,0,,FORT NELSON A,0,1965,24.4,0,,6.7,24,,,1965-06-14 00:00:00,,T,73,2.4,,0,6,T,BC
-122.59722222222223,58.83638888888889,,15,,0,0,,,0,1192940,,1192940.1965.6.15,15.9,0,,FORT NELSON A,0,1965,25,0,,6.7,25,,,1965-06-15 00:00:00,,,85,2.1,,0,6,,BC
-122.59722222222223,58.83638888888889,,16,,0,0,,,0,1192940,,1192940.1965.6.16,19.5,0,,FORT NELSON A,0,1965,25.6,1.5,,13.3,29,,,1965-06-16 00:00:00,,,65,0,,0,6,,BC
-122.59722222222223,58.83638888888889,,17,,1,48,,,1,1192940,,1192940.1965.6.17,16.7,29,,FORT NELSON A,0,1965,22.2,0,,11.1,32,,,1965-06-17 00:00:00,,,86,1.3,,0,6,,BC
-122.59722222222223,58.83638888888889,,18,,0,51,,,0,1192940,,1192940.1965.6.18,12,29,,FORT NELSON A,0,1965,17.8,0,,6.1,22,,,1965-06-18 00:00:00,,,69,6,,0,6,,BC
-122.59722222222223,58.83638888888889,,19,,0,42,,,0,1192940,,1192940.1965.6.19,17,32,,FORT NELSON A,0,1965,21.7,0,,12.2,22,,,1965-06-19 00:00:00,,,42,1,,0,6,,BC
-122.59722222222223,58.83638888888889,,20,,0,58,,,0,1192940,,1192940.1965.6.20,13.9,27,,FORT NELSON A,0,1965,17.8,0,,10,22,,,1965-06-20 00:00:00,,,54,4.1,,0,6,,BC
-122.59722222222223,58.83638888888889,,21,,0.3,53,,,0.3,1192940,,1192940.1965.6.21,12,32,,FORT NELSON A,0,1965,16.7,0,,7.2,35,,,1965-06-21 00:00:00,,,75,6,,0,6,,BC
-122.59722222222223,58.83638888888889,,22,,2.8,48,,,2.8,1192940,,1192940.1965.6.22,10,32,,FORT NELSON A,0,1965,13.3,0,,6.7,39,,,1965-06-22 00:00:00,,,92,8,,0,6,,BC
-122.59722222222223,58.83638888888889,,23,,0.5,0,,,0.5,1192940,,1192940.1965.6.23,8.9,0,,FORT NELSON A,0,1965,12.2,0,,5.6,63,,,1965-06-23 00:00:00,,,98,9.1,,0,6,,BC
-122.59722222222223,58.83638888888889,,24,,4.8,45,,,4.8,1192940,,1192940.1965.6.24,11.7,25,,FORT NELSON A,0,1965,16.7,0,,6.7,59,,,1965-06-24 00:00:00,,,98,6.3,,0,6,,BC
-122.59722222222223,58.83638888888889,,25,,2.5,40,,,2.5,1192940,,1192940.1965.6.25,13.1,23,,FORT NELSON A,0,1965,21.1,0,,5,21,,,1965-06-25 00:00:00,,,100,4.9,,0,6,,BC
-122.59722222222223,58.83638888888889,,26,,3,0,,,3,1192940,,1192940.1965.6.26,13.4,0,,FORT NELSON A,0,1965,16.1,0,,10.6,68,,,1965-06-26 00:00:00,,,95,4.6,,0,6,,BC
-122.59722222222223,58.83638888888889,,27,,0,35,,,0,1192940,,1192940.1965.6.27,15.9,36,,FORT NELSON A,0,1965,20.6,0,,11.1,42,,,1965-06-27 00:00:00,,T,93,2.1,,0,6,T,BC
-122.59722222222223,58.83638888888889,,28,,0,0,,,0,1192940,,1192940.1965.6.28,16.7,0,,FORT NELSON A,0,1965,21.7,0,,11.7,48,,,1965-06-28 00:00:00,,T,74,1.3,,0,6,T,BC
-122.59722222222223,58.83638888888889,,29,,0,0,,,0,1192940,,1192940.1965.6.29,17.8,0,,FORT NELSON A,0,1965,25.6,0,,10,24,,,1965-06-29 00:00:00,,,83,0.2,,0,6,,BC
-122.59722222222223,58.83638888888889,,30,,0,0,,,0,1192940,,1192940.1965.6.30,19.5,0,,FORT NELSON A,0,1965,28.9,1.5,,10,18,,,1965-06-30 00:00:00,,,79,0,,0,6,,BC
-122.59722222222223,58.83638888888889,,1,,1,42,,,1,1192940,,1192940.1965.7.1,21.2,34,,FORT NELSON A,0,1965,31.7,3.2,,10.6,19,,,1965-07-01 00:00:00,,,76,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,2,,0,39,,,0,1192940,,1192940.1965.7.2,21.7,29,,FORT NELSON A,0,1965,27.8,3.7,,15.6,20,,,1965-07-02 00:00:00,,T,75,0,,0,7,T,BC
-122.59722222222223,58.83638888888889,,3,,0,0,,,0,1192940,,1192940.1965.7.3,22.8,0,,FORT NELSON A,0,1965,29.4,4.8,,16.1,29,,,1965-07-03 00:00:00,,,64,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,4,,1,40,,,1,1192940,,1192940.1965.7.4,19.2,27,,FORT NELSON A,0,1965,23.9,1.2,,14.4,37,,,1965-07-04 00:00:00,,,88,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,5,,0,45,,,0,1192940,,1192940.1965.7.5,16.1,34,,FORT NELSON A,0,1965,22.2,0,,10,23,,,1965-07-05 00:00:00,,,90,1.9,,0,7,,BC
-122.59722222222223,58.83638888888889,,6,,1,35,,,1,1192940,,1192940.1965.7.6,15.3,34,,FORT NELSON A,0,1965,22.2,0,,8.3,35,,,1965-07-06 00:00:00,,,79,2.7,,0,7,,BC
-122.59722222222223,58.83638888888889,,7,,1.5,0,,,1.5,1192940,,1192940.1965.7.7,15,0,,FORT NELSON A,0,1965,18.3,0,,11.7,61,,,1965-07-07 00:00:00,,,86,3,,0,7,,BC
-122.59722222222223,58.83638888888889,,8,,1.5,0,,,1.5,1192940,,1192940.1965.7.8,15.3,0,,FORT NELSON A,0,1965,20.6,0,,10,53,,,1965-07-08 00:00:00,,,96,2.7,,0,7,,BC
-122.59722222222223,58.83638888888889,,9,,0,0,,,0,1192940,,1192940.1965.7.9,17,0,,FORT NELSON A,0,1965,25.6,0,,8.3,32,,,1965-07-09 00:00:00,,,94,1,,0,7,,BC
-122.59722222222223,58.83638888888889,,10,,0.5,47,,,0.5,1192940,,1192940.1965.7.10,19.2,5,,FORT NELSON A,0,1965,25.6,1.2,,12.8,35,,,1965-07-10 00:00:00,,,83,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,11,,0,0,,,0,1192940,,1192940.1965.7.11,17.5,0,,FORT NELSON A,0,1965,24.4,0,,10.6,27,,,1965-07-11 00:00:00,,,93,0.5,,0,7,,BC
-122.59722222222223,58.83638888888889,,12,,0,0,,,0,1192940,,1192940.1965.7.12,17.3,0,,FORT NELSON A,0,1965,25.6,0,,8.9,28,,,1965-07-12 00:00:00,,,83,0.7,,0,7,,BC
-122.59722222222223,58.83638888888889,,13,,0,0,,,0,1192940,,1192940.1965.7.13,20.3,0,,FORT NELSON A,0,1965,30.6,2.3,,10,20,,,1965-07-13 00:00:00,,,74,0,,0,7,,BC
-122.59722222222223,58.83638888888889,,14,,13,53,,,13,1192940,,1192940.1965.7.14,22.8,36,,FORT NELSON A,0,1965,30.6,4.8,,15,26,,,1965-07-14 00:00:00,,,83,0,,0,7,,BC
