x,y,MIN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW,MAX_TEMPERATURE,MEAN_TEMPERATURE,SNOW_ON_GROUND,MIN_REL_HUMIDITY,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,MAX_REL_HUMIDITY,TOTAL_RAIN,LOCAL_MONTH,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,PROVINCE_CODE,MIN_TEMPERATURE,LOCAL_DAY,ID,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG
-122.59694444444445,58.83638888888889,,19.5,,1192946,,2.7,-1.5,25,83,2020-12-05 00:00:00,FORT NELSON A,,,M,,96,,12,,M,2020,BC,-5.7,5,1192946.2020.12.5,,,0,0,M,M,,,
-122.59694444444445,58.83638888888889,,22.7,,1192946,,-0.8,-4.7,28,86,2020-12-06 00:00:00,FORT NELSON A,,,M,,97,,12,,M,2020,BC,-8.6,6,1192946.2020.12.6,,,0,0,M,M,,,
-122.59694444444445,58.83638888888889,,26,,1192946,,-3.3,-8,27,82,2020-12-07 00:00:00,FORT NELSON A,,,M,,96,,12,,M,2020,BC,-12.7,7,1192946.2020.12.7,,,0,0,M,M,,,
-122.59694444444445,58.83638888888889,,25.6,,1192946,,-3.8,-7.6,27,78,2020-12-08 00:00:00,FORT NELSON A,,,M,,96,,12,,M,2020,BC,-11.3,8,1192946.2020.12.8,,,0,0,M,M,,,
-122.59694444444445,58.83638888888889,,28.5,,1192946,0,-5.7,-10.5,27,79,2020-12-09 00:00:00,FORT NELSON A,,,,,92,0,12,,M,2020,BC,-15.2,9,1192946.2020.12.9,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,36.1,,1192946,0,-13.5,-18.1,27,80,2020-12-10 00:00:00,FORT NELSON A,,,,,87,0,12,,M,2020,BC,-22.6,10,1192946.2020.12.10,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,36.5,,1192946,2,-13.7,-18.5,27,74,2020-12-11 00:00:00,FORT NELSON A,,,,,85,0,12,41,,2020,BC,-23.2,11,1192946.2020.12.11,32,,2,0,,,,,
-122.59694444444445,58.83638888888889,,40.4,,1192946,0,-15.5,-22.4,29,71,2020-12-12 00:00:00,FORT NELSON A,,,T,,82,0,12,42,,2020,BC,-29.2,12,1192946.2020.12.12,34,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,45.3,,1192946,0,-24.1,-27.3,31,74,2020-12-13 00:00:00,FORT NELSON A,,,T,,78,0,12,,M,2020,BC,-30.4,13,1192946.2020.12.13,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,40.1,,1192946,3.2,-20.3,-22.1,31,74,2020-12-14 00:00:00,FORT NELSON A,,,,,80,0,12,,M,2020,BC,-23.9,14,1192946.2020.12.14,,,3.2,0,,M,,,
-122.59694444444445,58.83638888888889,,38.1,,1192946,3,-18.7,-20.1,36,72,2020-12-15 00:00:00,FORT NELSON A,,,,,80,0,12,,M,2020,BC,-21.5,15,1192946.2020.12.15,,,3,0,,M,,,
-122.59694444444445,58.83638888888889,,39.6,,1192946,14,-18.7,-21.6,39,73,2020-12-16 00:00:00,FORT NELSON A,,,,,81,0,12,32,,2020,BC,-24.4,16,1192946.2020.12.16,33,,6.6,0,,,,,
-122.59694444444445,58.83638888888889,,44.1,,1192946,1,-24.6,-26.1,44,63,2020-12-17 00:00:00,FORT NELSON A,,,,,73,0,12,32,,2020,BC,-27.6,17,1192946.2020.12.17,32,,0.4,0,,,,,
-122.59694444444445,58.83638888888889,,43.9,,1192946,3,-24.8,-25.9,45,67,2020-12-18 00:00:00,FORT NELSON A,,,,,75,0,12,,M,2020,BC,-26.9,18,1192946.2020.12.18,,,2,0,,M,,,
-122.59694444444445,58.83638888888889,,43.4,,1192946,0,-22.2,-25.4,43,68,2020-12-19 00:00:00,FORT NELSON A,,,T,,77,0,12,,M,2020,BC,-28.6,19,1192946.2020.12.19,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,42.2,,1192946,0,-20.4,-24.2,41,69,2020-12-20 00:00:00,FORT NELSON A,,,T,,79,0,12,,M,2020,BC,-27.9,20,1192946.2020.12.20,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,M,,M,1192946,,,,,,2020-12-21 00:00:00,FORT NELSON A,M,M,M,,,,12,,M,2020,BC,,21,1192946.2020.12.21,,M,,,M,M,M,M,M
-122.59694444444445,58.83638888888889,,44.3,,1192946,0,-23.2,-26.3,41,71,2020-12-22 00:00:00,FORT NELSON A,,,T,,78,0,12,,M,2020,BC,-29.4,22,1192946.2020.12.22,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,37.3,,1192946,0,-14.2,-19.3,41,74,2020-12-23 00:00:00,FORT NELSON A,,,,,86,0,12,,M,2020,BC,-24.3,23,1192946.2020.12.23,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,27.5,,1192946,0,-1.2,-9.5,38,68,2020-12-24 00:00:00,FORT NELSON A,,,,,93,0,12,,M,2020,BC,-17.8,24,1192946.2020.12.24,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,34.2,,1192946,0,-7.6,-16.2,37,80,2020-12-25 00:00:00,FORT NELSON A,,,,,91,0,12,,M,2020,BC,-24.7,25,1192946.2020.12.25,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,42,,1192946,0,-20.9,-24,38,76,2020-12-26 00:00:00,FORT NELSON A,,,,,81,0,12,,M,2020,BC,-27.1,26,1192946.2020.12.26,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,41.5,,1192946,0,-19.6,-23.5,38,76,2020-12-27 00:00:00,FORT NELSON A,,,T,,82,0,12,,M,2020,BC,-27.4,27,1192946.2020.12.27,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,39.3,,1192946,0,-15.5,-21.3,37,,2020-12-28 00:00:00,FORT NELSON A,M,,,,,0,12,,M,2020,BC,-27,28,1192946.2020.12.28,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,33.9,,1192946,0,-13.3,-15.9,37,83,2020-12-29 00:00:00,FORT NELSON A,,,,,87,0,12,,M,2020,BC,-18.5,29,1192946.2020.12.29,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,34.9,,1192946,1,-12.3,-16.9,36,81,2020-12-30 00:00:00,FORT NELSON A,,,,,88,0,12,,M,2020,BC,-21.4,30,1192946.2020.12.30,,,0.4,0,,M,,,
-122.59694444444445,58.83638888888889,,29.7,,1192946,0,-9,-11.7,37,86,2020-12-31 00:00:00,FORT NELSON A,,,T,,91,0,12,,M,2020,BC,-14.4,31,1192946.2020.12.31,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,32.3,,1192946,8,-13.4,-14.3,38,83,2021-01-01 00:00:00,FORT NELSON A,,,,,85,0.6,1,,M,2021,BC,-15.1,1,1192946.2021.1.1,,,8,0,,M,,,
-122.59694444444445,58.83638888888889,,37.2,,1192946,5,-15.2,-19.2,52,80,2021-01-02 00:00:00,FORT NELSON A,,,,,83,0,1,,M,2021,BC,-23.2,2,1192946.2021.1.2,,,5.4,0,,M,,,
-122.59694444444445,58.83638888888889,,39.9,,1192946,0,-19.2,-21.9,53,79,2021-01-03 00:00:00,FORT NELSON A,,,T,,84,0,1,,M,2021,BC,-24.6,3,1192946.2021.1.3,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,41.9,,1192946,0.4,-20.7,-23.9,53,76,2021-01-04 00:00:00,FORT NELSON A,,,,,80,0,1,,M,2021,BC,-27.1,4,1192946.2021.1.4,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,40.8,,1192946,0,-19.4,-22.8,48,78,2021-01-05 00:00:00,FORT NELSON A,,,T,,82,0,1,,M,2021,BC,-26.1,5,1192946.2021.1.5,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,37.8,,1192946,0,-16.4,-19.8,48,79,2021-01-06 00:00:00,FORT NELSON A,,,,,83,0,1,,M,2021,BC,-23.2,6,1192946.2021.1.6,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,34,,1192946,0,-10,-16,46,,2021-01-07 00:00:00,FORT NELSON A,M,,,,,0,1,,M,2021,BC,-22,7,1192946.2021.1.7,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,33.7,,1192946,0,-10.8,-15.7,46,82,2021-01-08 00:00:00,FORT NELSON A,,,,,87,0,1,,M,2021,BC,-20.5,8,1192946.2021.1.8,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,33.1,,1192946,0,-9.6,-15.1,46,,2021-01-09 00:00:00,FORT NELSON A,M,,,,,0,1,,M,2021,BC,-20.6,9,1192946.2021.1.9,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,32.3,,1192946,0,-10.3,-14.3,46,80,2021-01-10 00:00:00,FORT NELSON A,,,,,89,0,1,,M,2021,BC,-18.3,10,1192946.2021.1.10,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,27.9,,1192946,0,-5.1,-9.9,45,85,2021-01-11 00:00:00,FORT NELSON A,,,,,93,0,1,,M,2021,BC,-14.6,11,1192946.2021.1.11,,,0,0,T,M,T,,
-122.59694444444445,58.83638888888889,,26,,1192946,0,-2.5,-8,45,,2021-01-12 00:00:00,FORT NELSON A,M,,,,,0,1,,M,2021,BC,-13.5,12,1192946.2021.1.12,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,27.3,,1192946,0,-3,-9.3,45,70,2021-01-13 00:00:00,FORT NELSON A,,,,,95,0,1,,M,2021,BC,-15.5,13,1192946.2021.1.13,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,28.4,,1192946,0,-3.6,-10.4,45,64,2021-01-14 00:00:00,FORT NELSON A,,,,,92,0,1,,M,2021,BC,-17.1,14,1192946.2021.1.14,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,24.9,,1192946,0,-1.6,-6.9,44,67,2021-01-15 00:00:00,FORT NELSON A,,,T,,94,0,1,32,,2021,BC,-12.1,15,1192946.2021.1.15,11,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,28.7,,1192946,0,-4,-10.7,44,,2021-01-16 00:00:00,FORT NELSON A,M,,,,,0,1,,M,2021,BC,-17.3,16,1192946.2021.1.16,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,25.6,,1192946,0,-3.5,-7.6,44,75,2021-01-17 00:00:00,FORT NELSON A,,,T,,94,0,1,,M,2021,BC,-11.6,17,1192946.2021.1.17,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,22.3,,1192946,0,4.2,-4.3,,,2021-01-18 00:00:00,FORT NELSON A,M,,,,,0,1,46,,2021,BC,-12.8,18,1192946.2021.1.18,27,M,0,0,T,,T,,
-122.59694444444445,58.83638888888889,,19.5,,1192946,0.4,4.7,-1.5,43,39,2021-01-19 00:00:00,FORT NELSON A,,,,,97,1.9,1,78,,2021,BC,-7.7,19,1192946.2021.1.19,29,,2.3,0,,,,,
-122.59694444444445,58.83638888888889,,18.4,,1192946,0,4.7,-0.4,42,38,2021-01-20 00:00:00,FORT NELSON A,,,,,91,0,1,74,,2021,BC,-5.4,20,1192946.2021.1.20,26,,0,0,,,,,
-122.59694444444445,58.83638888888889,,26.7,,1192946,0,-5.1,-8.7,42,76,2021-01-21 00:00:00,FORT NELSON A,,,,,94,0,1,,M,2021,BC,-12.2,21,1192946.2021.1.21,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,32.6,,1192946,0,-10.5,-14.6,42,83,2021-01-22 00:00:00,FORT NELSON A,,,T,,90,0,1,,M,2021,BC,-18.6,22,1192946.2021.1.22,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,M,,M,1192946,2,,,43,,2021-01-23 00:00:00,FORT NELSON A,M,M,,,,0,1,,M,2021,BC,,23,1192946.2021.1.23,,M,0.2,,,M,,M,M
-122.59694444444445,58.83638888888889,M,,M,1192946,5,,,51,,2021-01-24 00:00:00,FORT NELSON A,M,M,,E,,0,1,,M,2021,BC,,24,1192946.2021.1.24,,M,3.4,,,M,,M,M
-122.59694444444445,58.83638888888889,M,,M,1192946,2,,,53,65,2021-01-25 00:00:00,FORT NELSON A,,M,,,83,0,1,,M,2021,BC,,25,1192946.2021.1.25,,,2.2,,,M,,M,M
-122.59694444444445,58.83638888888889,,38.4,,1192946,2,-18.5,-20.4,53,70,2021-01-26 00:00:00,FORT NELSON A,,,,,81,0,1,32,,2021,BC,-22.2,26,1192946.2021.1.26,33,,0.5,0,,,,,
-122.59694444444445,58.83638888888889,,41.7,,1192946,1,-21,-23.7,53,62,2021-01-27 00:00:00,FORT NELSON A,,,,,81,0,1,,M,2021,BC,-26.3,27,1192946.2021.1.27,,,1,0,,M,,,
-122.59694444444445,58.83638888888889,,44.5,,1192946,0,-21.3,-26.5,53,68,2021-01-28 00:00:00,FORT NELSON A,,,T,,81,0,1,,M,2021,BC,-31.6,28,1192946.2021.1.28,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,44.9,,1192946,0,-22,-26.9,53,68,2021-01-29 00:00:00,FORT NELSON A,,,,,80,0,1,,M,2021,BC,-31.7,29,1192946.2021.1.29,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,44.6,,1192946,0,-21.1,-26.6,51,66,2021-01-30 00:00:00,FORT NELSON A,,,,,81,0,1,,M,2021,BC,-32,30,1192946.2021.1.30,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,43.7,,1192946,3,-21.3,-25.7,51,72,2021-01-31 00:00:00,FORT NELSON A,,,,,78,0,1,,M,2021,BC,-30.1,31,1192946.2021.1.31,,,3,0,,M,,,
-122.59694444444445,58.83638888888889,,39.5,,1192946,4.4,-20.3,-21.5,57,66,2021-02-01 00:00:00,FORT NELSON A,,,,,77,0,2,,M,2021,BC,-22.6,1,1192946.2021.2.1,,,4.4,0,,M,,,
-122.59694444444445,58.83638888888889,,40.4,,1192946,4.4,-21.5,-22.4,57,70,2021-02-02 00:00:00,FORT NELSON A,,,,,73,0,2,,M,2021,BC,-23.3,2,1192946.2021.2.2,,,1.6,0,,M,,,
-122.59694444444445,58.83638888888889,,42.9,,1192946,1.2,-21.3,-24.9,61,70,2021-02-03 00:00:00,FORT NELSON A,,,,,78,0,2,,M,2021,BC,-28.4,3,1192946.2021.2.3,,,0.4,0,,M,,,
-122.59694444444445,58.83638888888889,,42.6,,1192946,1.2,-22.1,-24.6,60,60,2021-02-04 00:00:00,FORT NELSON A,,,,,77,0,2,,M,2021,BC,-27.1,4,1192946.2021.2.4,,,0.6,0,,M,,,
-122.59694444444445,58.83638888888889,,46.6,,1192946,1,-24.4,-28.6,59,60,2021-02-05 00:00:00,FORT NELSON A,,,,,77,0,2,,M,2021,BC,-32.7,5,1192946.2021.2.5,,,0.8,0,,M,,,
-122.59694444444445,58.83638888888889,,50,,1192946,0,-25.7,-32,59,63,2021-02-06 00:00:00,FORT NELSON A,,,T,,76,0,2,,M,2021,BC,-38.3,6,1192946.2021.2.6,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,50.8,,1192946,0,-25.3,-32.8,59,,2021-02-07 00:00:00,FORT NELSON A,M,,T,,,0,2,,M,2021,BC,-40.3,7,1192946.2021.2.7,,M,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,49.7,,1192946,0.2,-26.6,-31.7,59,,2021-02-08 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-36.8,8,1192946.2021.2.8,,M,0.2,0,,M,,,
-122.59694444444445,58.83638888888889,,47.7,,1192946,0,-22.8,-29.7,59,,2021-02-09 00:00:00,FORT NELSON A,M,,T,,,0,2,35,,2021,BC,-36.5,9,1192946.2021.2.9,31,M,0,0,,,T,,
-122.59694444444445,58.83638888888889,,41.5,,1192946,4.4,-19,-23.5,57,66,2021-02-10 00:00:00,FORT NELSON A,,,,,76,0,2,45,,2021,BC,-28,10,1192946.2021.2.10,34,,1.2,0,,,,,
-122.59694444444445,58.83638888888889,,46.1,,1192946,0,-18.9,-28.1,57,57,2021-02-11 00:00:00,FORT NELSON A,,,,,76,0,2,,M,2021,BC,-37.3,11,1192946.2021.2.11,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,40.4,,1192946,0,-14.5,-22.4,57,57,2021-02-12 00:00:00,FORT NELSON A,,,,,83,0,2,,M,2021,BC,-30.3,12,1192946.2021.2.12,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,41.1,,1192946,0,-16.1,-23.1,57,,2021-02-13 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-30,13,1192946.2021.2.13,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,41.6,,1192946,0,-16.5,-23.6,57,,2021-02-14 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-30.7,14,1192946.2021.2.14,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,39.3,,1192946,0,-16.1,-21.3,57,67,2021-02-15 00:00:00,FORT NELSON A,,,T,,83,0,2,,M,2021,BC,-26.5,15,1192946.2021.2.15,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,39,,1192946,0,-11.1,-21,57,,2021-02-16 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-30.9,16,1192946.2021.2.16,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,35.7,,1192946,0,-6.2,-17.7,57,,2021-02-17 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-29.1,17,1192946.2021.2.17,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,32,,1192946,0,-8.8,-14,56,,2021-02-18 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-19.2,18,1192946.2021.2.18,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,27.9,,1192946,0,1.7,-9.9,56,,2021-02-19 00:00:00,FORT NELSON A,M,,T,,,0,2,,M,2021,BC,-21.5,19,1192946.2021.2.19,,M,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,26,,1192946,0,-2.9,-8,56,60,2021-02-20 00:00:00,FORT NELSON A,,,T,,88,0,2,50,,2021,BC,-13.1,20,1192946.2021.2.20,31,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,31.5,,1192946,0,-8.9,-13.5,56,61,2021-02-21 00:00:00,FORT NELSON A,,,T,,81,0,2,33,,2021,BC,-18.1,21,1192946.2021.2.21,33,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,34.2,,1192946,0,-10.1,-16.2,56,,2021-02-22 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-22.3,22,1192946.2021.2.22,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,27.4,,1192946,0,-1.9,-9.4,55,,2021-02-23 00:00:00,FORT NELSON A,M,,T,,,0,2,,M,2021,BC,-16.8,23,1192946.2021.2.23,,M,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,26,,1192946,0,0.2,-8,55,,2021-02-24 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-16.2,24,1192946.2021.2.24,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,29.2,,1192946,6,-3.4,-11.2,56,,2021-02-25 00:00:00,FORT NELSON A,M,,,,,0,2,52,,2021,BC,-18.9,25,1192946.2021.2.25,31,M,3.9,0,,,,,
-122.59694444444445,58.83638888888889,,37.7,,1192946,0.2,-16.5,-19.7,61,72,2021-02-26 00:00:00,FORT NELSON A,,,,,85,0,2,,M,2021,BC,-22.9,26,1192946.2021.2.26,,,0.2,0,,M,,,
-122.59694444444445,58.83638888888889,,35.5,,1192946,1.2,-11.1,-17.5,60,,2021-02-27 00:00:00,FORT NELSON A,M,,,,,0,2,,M,2021,BC,-23.9,27,1192946.2021.2.27,,M,0.2,0,,M,,,
-122.59694444444445,58.83638888888889,,37.8,,1192946,5.6,-17.3,-19.8,62,66,2021-02-28 00:00:00,FORT NELSON A,,,,,80,0,2,,M,2021,BC,-22.2,28,1192946.2021.2.28,,,4.2,0,,M,,,
-122.59694444444445,58.83638888888889,,37.9,,1192946,0,-17.4,-19.9,64,66,2021-03-01 00:00:00,FORT NELSON A,,,T,,82,0,3,,M,2021,BC,-22.3,1,1192946.2021.3.1,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,30.6,,1192946,0,-5.1,-12.6,64,63,2021-03-02 00:00:00,FORT NELSON A,,,T,,92,0,3,,M,2021,BC,-20,2,1192946.2021.3.2,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,31.4,,1192946,0.2,-10,-13.4,63,63,2021-03-03 00:00:00,FORT NELSON A,,,,E,88,0,3,,M,2021,BC,-16.7,3,1192946.2021.3.3,,,0.2,0,,M,,,
-122.59694444444445,58.83638888888889,,32.1,,1192946,0,-10.7,-14.1,63,64,2021-03-04 00:00:00,FORT NELSON A,,,T,,85,0,3,,M,2021,BC,-17.4,4,1192946.2021.3.4,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,31.2,,1192946,0,-7.2,-13.2,63,57,2021-03-05 00:00:00,FORT NELSON A,,,,,85,0,3,,M,2021,BC,-19.1,5,1192946.2021.3.5,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,24.3,,1192946,0,3.8,-6.3,61,,2021-03-06 00:00:00,FORT NELSON A,M,,,,,0,3,,M,2021,BC,-16.4,6,1192946.2021.3.6,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,24.7,,1192946,0,-1.2,-6.7,61,46,2021-03-07 00:00:00,FORT NELSON A,,,,,92,0,3,,M,2021,BC,-12.2,7,1192946.2021.3.7,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,26.7,,1192946,0,-3.9,-8.7,61,57,2021-03-08 00:00:00,FORT NELSON A,,,T,,84,0,3,,M,2021,BC,-13.4,8,1192946.2021.3.8,33,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,30.1,,1192946,0,-4.1,-12.1,61,,2021-03-09 00:00:00,FORT NELSON A,M,,T,,,0,3,49,,2021,BC,-20,9,1192946.2021.3.9,30,M,0,0,,,T,,
-122.59694444444445,58.83638888888889,,30.7,,1192946,0,-1.8,-12.7,61,29,2021-03-10 00:00:00,FORT NELSON A,,,,,82,0,3,,M,2021,BC,-23.6,10,1192946.2021.3.10,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,26.4,,1192946,0,-1.5,-8.4,61,36,2021-03-11 00:00:00,FORT NELSON A,,,,,68,0,3,,M,2021,BC,-15.2,11,1192946.2021.3.11,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,23.5,,1192946,0,-0.4,-5.5,61,43,2021-03-12 00:00:00,FORT NELSON A,,,,,80,0,3,31,,2021,BC,-10.6,12,1192946.2021.3.12,4,,0,0,,,,,
-122.59694444444445,58.83638888888889,,30.8,,1192946,4,-7.5,-12.8,64,63,2021-03-13 00:00:00,FORT NELSON A,,,,,86,0,3,38,,2021,BC,-18.1,13,1192946.2021.3.13,2,,4.2,0,,,,,
-122.59694444444445,58.83638888888889,,38.3,,1192946,2,-16.5,-20.3,68,64,2021-03-14 00:00:00,FORT NELSON A,,,,,82,0.4,3,32,,2021,BC,-24,14,1192946.2021.3.14,32,,1.5,0,,,,,
-122.59694444444445,58.83638888888889,,33.1,,1192946,0,-1.2,-15.1,70,,2021-03-15 00:00:00,FORT NELSON A,M,,,,,0,3,,M,2021,BC,-29,15,1192946.2021.3.15,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,18.9,,1192946,0,10,-0.9,70,,2021-03-16 00:00:00,FORT NELSON A,M,,,,,0,3,35,,2021,BC,-11.8,16,1192946.2021.3.16,25,M,0,0,,,,,
-122.59694444444445,58.83638888888889,,16.1,,1192946,0,12.5,1.9,69,,2021-03-17 00:00:00,FORT NELSON A,M,,,,,0,3,51,,2021,BC,-8.7,17,1192946.2021.3.17,20,M,0,0,,,,,
-122.59694444444445,58.83638888888889,,15.7,,1192946,0,11.1,2.3,62,,2021-03-18 00:00:00,FORT NELSON A,M,,,,,0,3,,M,2021,BC,-6.5,18,1192946.2021.3.18,,M,0,0,,M,,,
-122.59694444444445,58.83638888888889,,20.4,,1192946,0,3.3,-2.4,60,47,2021-03-19 00:00:00,FORT NELSON A,,,T,,81,0,3,38,,2021,BC,-8,19,1192946.2021.3.19,34,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,28.6,,1192946,1,-7.2,-10.6,60,44,2021-03-20 00:00:00,FORT NELSON A,,,,,78,0,3,34,,2021,BC,-14,20,1192946.2021.3.20,33,,0.4,0,,,,,
-122.59694444444445,58.83638888888889,,28.5,,1192946,4,-7.3,-10.5,61,55,2021-03-21 00:00:00,FORT NELSON A,,,,,87,0,3,,M,2021,BC,-13.7,21,1192946.2021.3.21,,,4,0,,M,,,
-122.59694444444445,58.83638888888889,,27.8,,1192946,4.6,-7,-9.8,63,56,2021-03-22 00:00:00,FORT NELSON A,,,,,88,0,3,,M,2021,BC,-12.5,22,1192946.2021.3.22,,,2.6,0,,M,,,
-122.59694444444445,58.83638888888889,,30.5,,1192946,1.8,-8.8,-12.5,66,76,2021-03-23 00:00:00,FORT NELSON A,,,,,88,0,3,,M,2021,BC,-16.1,23,1192946.2021.3.23,,,1.1,0,,M,,,
-122.59694444444445,58.83638888888889,,28.4,,1192946,0.6,-5.7,-10.4,67,51,2021-03-24 00:00:00,FORT NELSON A,,,,,88,0,3,,M,2021,BC,-15,24,1192946.2021.3.24,,,0.6,0,,M,,,
-122.59694444444445,58.83638888888889,,24.9,,1192946,0,1.9,-6.9,66,35,2021-03-25 00:00:00,FORT NELSON A,,,T,,90,0,3,36,,2021,BC,-15.6,25,1192946.2021.3.25,28,,0,0,,,T,,
-122.59694444444445,58.83638888888889,,21.9,,1192946,0,4.7,-3.9,66,50,2021-03-26 00:00:00,FORT NELSON A,,,,,88,0,3,,M,2021,BC,-12.4,26,1192946.2021.3.26,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,18.5,,1192946,0,5.2,-0.5,65,41,2021-03-27 00:00:00,FORT NELSON A,,,,,93,0,3,,M,2021,BC,-6.2,27,1192946.2021.3.27,33,,0,0,,,,,
-122.59694444444445,58.83638888888889,,23.8,,1192946,19.6,1.5,-5.8,62,79,2021-03-28 00:00:00,FORT NELSON A,,,,,90,1.6,3,62,,2021,BC,-13.1,28,1192946.2021.3.28,31,,12.4,0,,,,,
-122.59694444444445,58.83638888888889,,29.4,,1192946,0,-5.1,-11.4,70,49,2021-03-29 00:00:00,FORT NELSON A,,,T,,76,0,3,,M,2021,BC,-17.6,29,1192946.2021.3.29,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,22.2,,1192946,0,6,-4.2,70,45,2021-03-30 00:00:00,FORT NELSON A,,,,,97,0,3,,M,2021,BC,-14.4,30,1192946.2021.3.30,,,0,0,,M,,,
-122.59694444444445,58.83638888888889,,15.4,,1192946,0,10.2,2.6,70,20,2021-03-31 00:00:00,FORT NELSON A,,,T,,94,0,3,,M,2021,BC,-5,31,1192946.2021.3.31,,,0,0,,M,T,,
-122.59694444444445,58.83638888888889,,16.8,,1192946,0,5.2,1.2,70,28,2021-04-01 00:00:00,FORT NELSON A,,,,,70,0,4,53,,2021,BC,-2.8,1,1192946.2021.4.1,31,,0,0,,,,,
