x,y,SPEED_MAX_GUST,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,MAX_REL_HUMIDITY_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,LOCAL_DATE,MIN_TEMPERATURE,MEAN_TEMPERATURE,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_YEAR,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST,MAX_TEMPERATURE,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,ID,TOTAL_RAIN,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,STATION_NAME
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-01 00:00:00,,,M,,,1937,,M,,,,,1192940,0,1,M,1192940.1937.9.1,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-02 00:00:00,,,M,,,1937,,M,,,,,1192940,0,2,M,1192940.1937.9.2,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-03 00:00:00,,,M,,,1937,,M,,,,,1192940,0,3,M,1192940.1937.9.3,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-04 00:00:00,,,M,,,1937,,M,,,,,1192940,0,4,M,1192940.1937.9.4,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-05 00:00:00,,,M,,,1937,,M,,,,,1192940,0,5,M,1192940.1937.9.5,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-06 00:00:00,,,M,,,1937,,M,,,,,1192940,0,6,M,1192940.1937.9.6,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-07 00:00:00,,,M,,,1937,,M,,,,,1192940,0,7,M,1192940.1937.9.7,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-08 00:00:00,,,M,,,1937,,M,,,,,1192940,0,8,M,1192940.1937.9.8,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-09 00:00:00,,,M,,,1937,,M,,,,,1192940,0,9,M,1192940.1937.9.9,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-10 00:00:00,,,M,,,1937,,M,,,,,1192940,0,10,M,1192940.1937.9.10,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-11 00:00:00,,,M,,,1937,,M,,,,,1192940,0,11,M,1192940.1937.9.11,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-12 00:00:00,,,M,,,1937,,M,,,,,1192940,0,12,M,1192940.1937.9.12,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-13 00:00:00,,,M,,,1937,,M,,,,,1192940,0,13,M,1192940.1937.9.13,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-14 00:00:00,,,M,,,1937,,M,,,,,1192940,0,14,M,1192940.1937.9.14,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-15 00:00:00,,,M,,,1937,,M,,,,,1192940,0,15,M,1192940.1937.9.15,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-16 00:00:00,,,M,,,1937,,M,,,,,1192940,0,16,M,1192940.1937.9.16,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-17 00:00:00,,,M,,,1937,,M,,,,,1192940,0,17,M,1192940.1937.9.17,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-18 00:00:00,,,M,,,1937,,M,,,,,1192940,0,18,M,1192940.1937.9.18,0,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,M,,9,,BC,,M,0,1937-09-19 00:00:00,,,M,,,1937,,M,,,,,1192940,1.3,19,M,1192940.1937.9.19,1.3,,,,,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-20 00:00:00,-0.6,8.6,,0,,1937,,,,17.8,,,1192940,0,20,,1192940.1937.9.20,0,,,,9.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,9,,BC,,,0,1937-09-21 00:00:00,-0.6,7.8,,0,,1937,,,,16.1,T,,1192940,0,21,,1192940.1937.9.21,0,,,,10.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,9,,BC,,,0,1937-09-22 00:00:00,-2.2,6.4,,0,,1937,,,,15,T,,1192940,0,22,,1192940.1937.9.22,0,,,,11.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-23 00:00:00,-2.8,6.1,,0,,1937,,,,15,,,1192940,0,23,,1192940.1937.9.23,0,,,,11.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-24 00:00:00,-2.8,5,,0,,1937,,,,12.8,,,1192940,0,24,,1192940.1937.9.24,0,,,,13,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,9,,BC,,,0,1937-09-25 00:00:00,4.4,10.8,,0,,1937,,,,17.2,T,,1192940,0,25,,1192940.1937.9.25,0,,,,7.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-26 00:00:00,5.6,7.3,,0,,1937,,,,8.9,,,1192940,3.3,26,,1192940.1937.9.26,3.3,,,,10.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-27 00:00:00,4.4,6.7,,0,,1937,,,,8.9,,,1192940,0,27,,1192940.1937.9.27,0,,,,11.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-28 00:00:00,-1.7,5.6,,0,,1937,,,,12.8,,,1192940,0,28,,1192940.1937.9.28,0,,,,12.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-29 00:00:00,-2.2,4.2,,0,,1937,,,,10.6,,,1192940,2,29,,1192940.1937.9.29,2,,,,13.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,9,,BC,,,0,1937-09-30 00:00:00,1.1,2,,0,,1937,,,,2.8,,,1192940,8.6,30,,1192940.1937.9.30,8.6,,,T,16,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,2,1937-10-01 00:00:00,0.6,1.4,,0,,1937,,,,2.2,,,1192940,8.9,1,,1192940.1937.10.1,6.9,,,,16.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-02 00:00:00,0,1.7,,0,,1937,,,,3.3,,,1192940,2,2,,1192940.1937.10.2,2,,,,16.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-03 00:00:00,-2.8,3.1,,0,,1937,,,,8.9,,,1192940,0,3,,1192940.1937.10.3,0,,,,14.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-04 00:00:00,-3.3,1.2,,0,,1937,,,,5.6,,,1192940,0,4,,1192940.1937.10.4,0,,,,16.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-05 00:00:00,-2.2,4.5,,0,,1937,,,,11.1,,,1192940,0,5,,1192940.1937.10.5,0,,,,13.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-06 00:00:00,-0.6,5.3,,0,,1937,,,,11.1,,,1192940,0,6,,1192940.1937.10.6,0,,,,12.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-07 00:00:00,-1.1,9.8,,0,,1937,,,,20.6,,,1192940,0,7,,1192940.1937.10.7,0,,,,8.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-08 00:00:00,2.2,7.5,,0,,1937,,,,12.8,,,1192940,0,8,,1192940.1937.10.8,0,,,,10.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0.3,1937-10-09 00:00:00,2.8,3.6,,0,,1937,,,,4.4,,,1192940,1,9,,1192940.1937.10.9,0.8,,,,14.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,2,1937-10-10 00:00:00,-3.3,-2,,0,,1937,,,,-0.6,,,1192940,2,10,,1192940.1937.10.10,0,,,,20,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-11 00:00:00,-8.3,-3.9,,0,,1937,,,,0.6,,,1192940,0,11,,1192940.1937.10.11,0,,,,21.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,10,,BC,,,0,1937-10-12 00:00:00,-1.1,0.9,,0,,1937,,,,2.8,T,,1192940,0,12,,1192940.1937.10.12,0,,,,17.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-13 00:00:00,0,2.2,,0,,1937,,,,4.4,,,1192940,0,13,,1192940.1937.10.13,0,,,,15.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-14 00:00:00,-2.8,4.2,,0,,1937,,,,11.1,,,1192940,0,14,,1192940.1937.10.14,0,,,,13.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-15 00:00:00,-1.7,1.1,,0,,1937,,,,3.9,,,1192940,0,15,,1192940.1937.10.15,0,,,,16.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0.8,1937-10-16 00:00:00,0.6,2.3,,0,,1937,,,,3.9,,,1192940,0.8,16,,1192940.1937.10.16,0,,,,15.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-17 00:00:00,-1.1,4.8,,0,,1937,,,,10.6,,,1192940,5.6,17,,1192940.1937.10.17,5.6,,,,13.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-18 00:00:00,1.7,6.4,,0,,1937,,,,11.1,,,1192940,2.8,18,,1192940.1937.10.18,2.8,,,,11.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-19 00:00:00,-2.2,3.4,,0,,1937,,,,8.9,,,1192940,0,19,,1192940.1937.10.19,0,,,,14.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-20 00:00:00,-3.3,2.5,,0,,1937,,,,8.3,,,1192940,1.8,20,,1192940.1937.10.20,1.8,,,,15.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-21 00:00:00,1.1,6.4,,0,,1937,,,,11.7,,,1192940,0,21,,1192940.1937.10.21,0,,,,11.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-22 00:00:00,2.8,6.1,,0,,1937,,,,9.4,,,1192940,0,22,,1192940.1937.10.22,0,,,,11.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-23 00:00:00,3.3,13.1,,0,,1937,,,,22.8,,,1192940,0,23,,1192940.1937.10.23,0,,,,4.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-24 00:00:00,-2.2,3.1,,0,,1937,,,,8.3,,,1192940,0,24,,1192940.1937.10.24,0,,,,14.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-25 00:00:00,-1.7,6.1,,0,,1937,,,,13.9,,,1192940,0,25,,1192940.1937.10.25,0,,,,11.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-26 00:00:00,-1.7,3.6,,0,,1937,,,,8.9,,,1192940,0,26,,1192940.1937.10.26,0,,,,14.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,2,1937-10-27 00:00:00,-5,-2,,0,,1937,,,,1.1,,,1192940,2,27,,1192940.1937.10.27,0,,,,20,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,15.2,1937-10-28 00:00:00,-2.2,-1.1,,0,,1937,,,,0,,,1192940,15.2,28,,1192940.1937.10.28,0,,,,19.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-29 00:00:00,-11.1,-4.5,,0,,1937,,,,2.2,,,1192940,0,29,,1192940.1937.10.29,0,,,,22.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,10,,BC,,,0,1937-10-30 00:00:00,-7.8,-5,,0,,1937,,,,-2.2,,,1192940,0,30,,1192940.1937.10.30,0,,,T,23,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,10,,BC,,,0,1937-10-31 00:00:00,-7.8,-2,,0,,1937,,,,3.9,,,1192940,0,31,,1192940.1937.10.31,0,,,,20,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-01 00:00:00,-13.3,-6.1,,0,,1937,,,,1.1,,,1192940,0,1,,1192940.1937.11.1,0,,,,24.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-02 00:00:00,-15,-9.2,,0,,1937,,,,-3.3,,,1192940,0,2,,1192940.1937.11.2,0,,,,27.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-03 00:00:00,-14.4,-7.5,,0,,1937,,,,-0.6,,,1192940,0,3,,1192940.1937.11.3,0,,,,25.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-04 00:00:00,-9.4,-3.6,,0,,1937,,,,2.2,,,1192940,0,4,,1192940.1937.11.4,0,,,,21.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,11,,BC,,,0,1937-11-05 00:00:00,-8.9,-5.6,,0,,1937,,,,-2.2,T,,1192940,0,5,,1192940.1937.11.5,0,,,,23.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,11,,BC,,,0,1937-11-06 00:00:00,-14.4,-7.2,,0,,1937,,,,0,T,,1192940,0,6,,1192940.1937.11.6,0,,,,25.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-07 00:00:00,-10,-5,,0,,1937,,,,0,,,1192940,0,7,,1192940.1937.11.7,0,,,,23,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,10.2,1937-11-08 00:00:00,-10,-7,,0,,1937,,,,-3.9,,,1192940,10.2,8,,1192940.1937.11.8,0,,,,25,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,2.5,1937-11-09 00:00:00,-14.4,-10.8,,0,,1937,,,,-7.2,,,1192940,2.5,9,,1192940.1937.11.9,0,,,,28.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-10 00:00:00,-20.6,-15.6,,0,,1937,,,,-10.6,,,1192940,0,10,,1192940.1937.11.10,0,,,,33.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,6.4,1937-11-11 00:00:00,-23.3,-15,,0,,1937,,,,-6.7,,,1192940,6.4,11,,1192940.1937.11.11,0,,,,33,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-12 00:00:00,-13.9,-10.9,,0,,1937,,,,-7.8,,,1192940,0,12,,1192940.1937.11.12,0,,,,28.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-13 00:00:00,-23.9,-17,,0,,1937,,,,-10,,,1192940,0,13,,1192940.1937.11.13,0,,,,35,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,11,,BC,,,0,1937-11-14 00:00:00,-23.3,-18.3,,0,,1937,,,,-13.3,,,1192940,0,14,,1192940.1937.11.14,0,,,T,36.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,1.3,1937-11-15 00:00:00,-14.4,-12.2,,0,,1937,,,,-10,,,1192940,1.3,15,,1192940.1937.11.15,0,,,,30.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-16 00:00:00,-11.7,-9.5,,0,,1937,,,,-7.2,,,1192940,0,16,,1192940.1937.11.16,0,,,,27.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,11,,BC,,,0,1937-11-17 00:00:00,-21.1,-17,,0,,1937,,,,-12.8,,,1192940,0,17,,1192940.1937.11.17,0,,,T,35,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-18 00:00:00,-17.8,-16.7,,0,,1937,,,,-15.6,,,1192940,0,18,,1192940.1937.11.18,0,,,,34.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-19 00:00:00,-30.6,-23.7,,0,,1937,,,,-16.7,,,1192940,0,19,,1192940.1937.11.19,0,,,,41.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,3.8,1937-11-20 00:00:00,-20.6,-17.3,,0,,1937,,,,-13.9,,,1192940,3.8,20,,1192940.1937.11.20,0,,,,35.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-21 00:00:00,-18.9,-16.4,,0,,1937,,,,-13.9,,,1192940,0,21,,1192940.1937.11.21,0,,,,34.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,3.8,1937-11-22 00:00:00,-20,-17.8,,0,,1937,,,,-15.6,,,1192940,3.8,22,,1192940.1937.11.22,0,,,,35.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,1.3,1937-11-23 00:00:00,-20,-17.8,,0,,1937,,,,-15.6,,,1192940,1.3,23,,1192940.1937.11.23,0,,,,35.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,6.4,1937-11-24 00:00:00,-23.3,-19.7,,0,,1937,,,,-16.1,,,1192940,6.4,24,,1192940.1937.11.24,0,,,,37.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,8.9,1937-11-25 00:00:00,-20,-19.2,,0,,1937,,,,-18.3,,,1192940,8.9,25,,1192940.1937.11.25,0,,,,37.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-26 00:00:00,-29.4,-27.8,,0,,1937,,,,-26.1,,,1192940,0,26,,1192940.1937.11.26,0,,,,45.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-27 00:00:00,-35.6,-31.2,,0,,1937,,,,-26.7,,,1192940,0,27,,1192940.1937.11.27,0,,,,49.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-28 00:00:00,-33.3,-27.8,,0,,1937,,,,-22.2,,,1192940,0,28,,1192940.1937.11.28,0,,,,45.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-29 00:00:00,-33.3,-24.7,,0,,1937,,,,-16.1,,,1192940,0,29,,1192940.1937.11.29,0,,,,42.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,11,,BC,,,0,1937-11-30 00:00:00,-21.1,-15.3,,0,,1937,,,,-9.4,,,1192940,0,30,,1192940.1937.11.30,0,,,,33.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,2.5,1937-12-01 00:00:00,-17.2,-12.2,,0,,1937,,,,-7.2,,,1192940,2.5,1,,1192940.1937.12.1,0,,,,30.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,3.8,1937-12-02 00:00:00,-13.3,-11.7,,0,,1937,,,,-10,,,1192940,3.8,2,,1192940.1937.12.2,0,,,,29.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-03 00:00:00,-21.7,-19.5,,0,,1937,,,,-17.2,,,1192940,0,3,,1192940.1937.12.3,0,,,,37.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,3.3,1937-12-04 00:00:00,-27.8,-23.1,,0,,1937,,,,-18.3,,,1192940,3.3,4,,1192940.1937.12.4,0,,,,41.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,1.8,1937-12-05 00:00:00,-22.2,-18.3,,0,,1937,,,,-14.4,,,1192940,1.8,5,,1192940.1937.12.5,0,,,,36.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,3.8,1937-12-06 00:00:00,-21.7,-18.4,,0,,1937,,,,-15,,,1192940,3.8,6,,1192940.1937.12.6,0,,,,36.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-07 00:00:00,-26.1,-22.5,,0,,1937,,,,-18.9,,,1192940,0,7,,1192940.1937.12.7,0,,,,40.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0.8,1937-12-08 00:00:00,-27.2,-23.1,,0,,1937,,,,-18.9,,,1192940,0.8,8,,1192940.1937.12.8,0,,,,41.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-09 00:00:00,-24.4,-21.7,,0,,1937,,,,-18.9,,,1192940,0,9,,1192940.1937.12.9,0,,,,39.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,1.3,1937-12-10 00:00:00,-31.1,-30,,0,,1937,,,,-28.9,,,1192940,1.3,10,,1192940.1937.12.10,0,,,,48,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-11 00:00:00,-31.1,-28.4,,0,,1937,,,,-25.6,,,1192940,0,11,,1192940.1937.12.11,0,,,,46.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-12 00:00:00,-30,-27,,0,,1937,,,,-23.9,,,1192940,0,12,,1192940.1937.12.12,0,,,,45,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,4.6,1937-12-13 00:00:00,-30,-26.7,,0,,1937,,,,-23.3,,,1192940,4.6,13,,1192940.1937.12.13,0,,,,44.7,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-14 00:00:00,-24.4,-22.2,,0,,1937,,,,-20,,,1192940,0,14,,1192940.1937.12.14,0,,,,40.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-15 00:00:00,-27.2,-23.6,,0,,1937,,,,-20,,,1192940,0,15,,1192940.1937.12.15,0,,,,41.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-16 00:00:00,-24.4,-22.2,,0,,1937,,,,-20,,,1192940,0,16,,1192940.1937.12.16,0,,,,40.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-17 00:00:00,-24.4,-21.9,,0,,1937,,,,-19.4,,,1192940,0,17,,1192940.1937.12.17,0,,,,39.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-18 00:00:00,-23.9,-18.6,,0,,1937,,,,-13.3,,,1192940,0,18,,1192940.1937.12.18,0,,,,36.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-19 00:00:00,-20,-13.9,,0,,1937,,,,-7.8,,,1192940,0,19,,1192940.1937.12.19,0,,,,31.9,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,T,12,,BC,,,0,1937-12-20 00:00:00,-13.3,-3.3,,0,,1937,,,,6.7,,,1192940,0,20,,1192940.1937.12.20,0,,,T,21.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-21 00:00:00,-15.6,-10.6,,0,,1937,,,,-5.6,,,1192940,0,21,,1192940.1937.12.21,0,,,,28.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-22 00:00:00,-26.7,-18.1,,0,,1937,,,,-9.4,,,1192940,0,22,,1192940.1937.12.22,0,,,,36.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-23 00:00:00,-18.3,-15.3,,0,,1937,,,,-12.2,,,1192940,0,23,,1192940.1937.12.23,0,,,,33.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-24 00:00:00,-31.1,-27.2,,0,,1937,,,,-23.3,,,1192940,0,24,,1192940.1937.12.24,0,,,,45.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-25 00:00:00,-31.1,-28.6,,0,,1937,,,,-26.1,,,1192940,0,25,,1192940.1937.12.25,0,,,,46.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-26 00:00:00,-35.6,-33.4,,0,,1937,,,,-31.1,,,1192940,0,26,,1192940.1937.12.26,0,,,,51.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-27 00:00:00,-42.8,-39.5,,0,,1937,,,,-36.1,,,1192940,0,27,,1192940.1937.12.27,0,,,,57.5,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,2,1937-12-28 00:00:00,-40,-36.1,,0,,1937,,,,-32.2,,,1192940,2,28,,1192940.1937.12.28,0,,,,54.1,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,5.1,1937-12-29 00:00:00,-37.8,-35.3,,0,,1937,,,,-32.8,,,1192940,5.1,29,,1192940.1937.12.29,0,,,,53.3,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,1.3,1937-12-30 00:00:00,-34.4,-32.8,,0,,1937,,,,-31.1,,,1192940,1.3,30,,1192940.1937.12.30,0,,,,50.8,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,12,,BC,,,0,1937-12-31 00:00:00,-38.3,-33.6,,0,,1937,,,,-28.9,,,1192940,0,31,,1192940.1937.12.31,0,,,,51.6,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,1,,BC,,,0,1938-01-01 00:00:00,-36.1,-32.2,,0,,1938,,,,-28.3,,,1192940,0,1,,1192940.1938.1.1,0,,,,50.2,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,1,,BC,,,0,1938-01-02 00:00:00,-35,-28.4,,0,,1938,,,,-21.7,,,1192940,0,2,,1192940.1938.1.2,0,,,,46.4,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,1,,BC,,,0,1938-01-03 00:00:00,-25.6,-22,,0,,1938,,,,-18.3,,,1192940,0,3,,1192940.1938.1.3,0,,,,40,FORT NELSON A
-122.59722222222223,58.83638888888889,,,,,1,,BC,,,0,1938-01-04 00:00:00,-23.9,-21.1,,0,,1938,,,,-18.3,,,1192940,0,4,,1192940.1938.1.4,0,,,,39.1,FORT NELSON A
