"","year","month","yyyymmdd","mintemp","meantemp","maxtemp","totprec"
"6287",1917,1,1917-01-14,-13.9,-10.9,-7.8,0
"6288",1917,1,1917-01-15,-12.2,-10.3,-8.3,0
"6289",1917,1,1917-01-16,-11.7,-10.3,-8.9,0
"6290",1917,1,1917-01-17,-10.6,-7.8,-5,0
"6291",1917,1,1917-01-18,-7.8,-5.9,-3.9,0
"6292",1917,1,1917-01-19,-10,-6.7,-3.3,0
"6293",1917,1,1917-01-20,-5,-4.2,-3.3,0
"6294",1917,1,1917-01-21,-6.7,-4.5,-2.2,0
"6295",1917,1,1917-01-22,-5,-3.6,-2.2,0
"6296",1917,1,1917-01-23,-5.6,-2.8,0,0
"6297",1917,1,1917-01-24,-3.9,-0.9,2.2,0
"6298",1917,1,1917-01-25,-4.4,-1.1,2.2,0
"6299",1917,1,1917-01-26,-3.9,-0.6,2.8,0
"6300",1917,1,1917-01-27,-3.9,0.3,4.4,0
"6301",1917,1,1917-01-28,-5,-2,1.1,0
"6302",1917,1,1917-01-29,-6.7,-4.2,-1.7,0
"6303",1917,1,1917-01-30,-23.3,-18.6,-13.9,0
"6304",1917,1,1917-01-31,-23.9,-20.3,-16.7,4.6
"6305",1917,2,1917-02-01,-21.1,-17.8,-14.4,2.8
"6306",1917,2,1917-02-02,-14.4,-7.8,-1.1,2
"6307",1917,2,1917-02-03,-2.2,0,2.2,0
"6308",1917,2,1917-02-04,-2.2,0.9,3.9,0.8
"6309",1917,2,1917-02-05,0.6,2.3,3.9,0
"6310",1917,2,1917-02-06,0,0.6,1.1,0
"6311",1917,2,1917-02-07,0,1.1,2.2,0
"6312",1917,2,1917-02-08,0,2.2,4.4,0
"6313",1917,2,1917-02-09,1.1,2.8,4.4,0
"6314",1917,2,1917-02-10,0.6,2.3,3.9,0
"6315",1917,2,1917-02-11,0,1.1,2.2,6.4
"6316",1917,2,1917-02-12,0,0.9,1.7,0
"6317",1917,2,1917-02-13,-3.9,-0.9,2.2,0
"6318",1917,2,1917-02-14,-0.6,0.6,1.7,0
"6319",1917,2,1917-02-15,0,0.9,1.7,0
"6320",1917,2,1917-02-16,-0.6,1.1,2.8,0
"6321",1917,2,1917-02-17,-4.4,-1.4,1.7,0
"6322",1917,2,1917-02-18,-10,-7,-3.9,0
"6323",1917,2,1917-02-19,-6.7,-4.5,-2.2,1.3
"6324",1917,2,1917-02-20,-12.8,-8.9,-5,0
"6325",1917,2,1917-02-21,-15.6,-12.3,-8.9,5.1
"6326",1917,2,1917-02-22,-16.7,-12.8,-8.9,2.5
"6327",1917,2,1917-02-23,-14.4,-11.1,-7.8,0
"6328",1917,2,1917-02-24,-18.9,-13.4,-7.8,0
"6329",1917,2,1917-02-25,-10,-7.5,-5,0
"6330",1917,2,1917-02-26,-14.4,-8.9,-3.3,0
"6331",1917,2,1917-02-27,-16.1,-11.4,-6.7,0
"6332",1917,2,1917-02-28,-16.1,-9.7,-3.3,0
"6333",1917,3,1917-03-01,-13.3,-7.5,-1.7,0
"6334",1917,3,1917-03-02,-15.6,-9.2,-2.8,0
"6335",1917,3,1917-03-03,-4.4,-1.7,1.1,0
"6336",1917,3,1917-03-04,-2.8,-0.3,2.2,0
"6337",1917,3,1917-03-05,-1.7,1.7,5,0
"6338",1917,3,1917-03-06,-0.6,2.2,5,0
"6339",1917,3,1917-03-07,-3.9,0,3.9,0
"6340",1917,3,1917-03-08,-3.9,0.6,5,0
"6341",1917,3,1917-03-09,-3.9,-0.9,2.2,0
"6342",1917,3,1917-03-10,-5.6,-1.7,2.2,0
"6343",1917,3,1917-03-11,-7.8,-3.4,1.1,0
"6344",1917,3,1917-03-12,-5.6,-1.4,2.8,0
"6345",1917,3,1917-03-13,-1.1,1.1,3.3,0
"6346",1917,3,1917-03-14,-3.3,0.6,4.4,0
"6347",1917,3,1917-03-15,-5.6,0,5.6,0
"6348",1917,3,1917-03-16,-6.7,-2.3,2.2,0
"6349",1917,3,1917-03-17,-6.1,0.6,7.2,0
"6350",1917,3,1917-03-18,0.6,3.9,7.2,0
"6351",1917,3,1917-03-19,0.6,3.7,6.7,0
"6352",1917,3,1917-03-20,-1.7,2.2,6.1,0
"6353",1917,3,1917-03-21,-1.1,1.7,4.4,7.6
"6354",1917,3,1917-03-22,-2.2,1.4,5,0
"6355",1917,3,1917-03-23,1.1,4.2,7.2,0
"6356",1917,3,1917-03-24,-1.1,2.8,6.7,0
"6357",1917,3,1917-03-25,-3.9,0.3,4.4,0
"6358",1917,3,1917-03-26,-5,0.3,5.6,0
"6359",1917,3,1917-03-27,1.7,4.8,7.8,0
"6360",1917,3,1917-03-28,-3.9,0.9,5.6,0
"6361",1917,3,1917-03-29,0.6,3.9,7.2,3
"6362",1917,3,1917-03-30,-3.9,1.4,6.7,0
"6363",1917,3,1917-03-31,-2.2,2,6.1,0
"6364",1917,4,1917-04-01,-6.1,-0.6,5,0
"6365",1917,4,1917-04-02,-2.2,2.3,6.7,3
"6366",1917,4,1917-04-03,-1.1,3.9,8.9,0
"6367",1917,4,1917-04-04,2.2,5.3,8.3,0
"6368",1917,4,1917-04-05,1.7,7.5,13.3,0
"6369",1917,4,1917-04-06,0,5.9,11.7,0
"6370",1917,4,1917-04-07,3.3,5.8,8.3,8.1
"6371",1917,4,1917-04-08,3.9,7.8,11.7,1
"6372",1917,4,1917-04-09,3.3,5.8,8.3,0
"6373",1917,4,1917-04-10,-1.1,5.9,12.8,0
"6374",1917,4,1917-04-11,1.7,7,12.2,0.5
"6375",1917,4,1917-04-12,-1.7,2.8,7.2,0
"6376",1917,4,1917-04-13,-2.2,3.4,8.9,0
"6377",1917,4,1917-04-14,1.7,8.1,14.4,0
"6378",1917,4,1917-04-15,1.1,8.9,16.7,0
"6379",1917,4,1917-04-16,-1.1,7.3,15.6,0
"6380",1917,4,1917-04-17,2.2,6.1,10,1.3
"6381",1917,4,1917-04-18,1.7,7.8,13.9,0
"6382",1917,4,1917-04-19,2.2,6.7,11.1,0
"6383",1917,4,1917-04-20,1.7,4.5,7.2,5.6
"6384",1917,4,1917-04-21,1.7,7.3,12.8,5.6
"6385",1917,4,1917-04-22,-1.1,5.3,11.7,0
"6386",1917,4,1917-04-23,4.4,8.3,12.2,2
"6387",1917,4,1917-04-24,-1.1,5.6,12.2,0
"6388",1917,4,1917-04-25,4.4,8.1,11.7,2.5
"6389",1917,4,1917-04-26,3.9,9.2,14.4,0
"6390",1917,4,1917-04-27,1.7,7,12.2,0.5
"6391",1917,4,1917-04-28,-1.1,6.1,13.3,0
"6392",1917,4,1917-04-29,1.7,7,12.2,0
"6393",1917,4,1917-04-30,1.1,7.8,14.4,0
"6394",1917,5,1917-05-01,-1.1,7.3,15.6,0
"6395",1917,5,1917-05-02,2.8,8.9,15,0
"6396",1917,5,1917-05-03,5,8.4,11.7,0
"6397",1917,5,1917-05-04,0.6,7.8,15,0
"6398",1917,5,1917-05-05,-1.1,8.4,17.8,0
"6399",1917,5,1917-05-06,5,8.1,11.1,1.5
"6400",1917,5,1917-05-07,2.2,10.3,18.3,0
"6401",1917,5,1917-05-08,2.2,10,17.8,0
"6402",1917,5,1917-05-09,2.8,11.7,20.6,0
"6403",1917,5,1917-05-10,7.2,14.2,21.1,0
"6404",1917,5,1917-05-11,7.8,12.8,17.8,2.8
"6405",1917,5,1917-05-12,8.3,12.8,17.2,3.6
"6406",1917,5,1917-05-13,8.3,11.4,14.4,7.1
"6407",1917,5,1917-05-14,8.3,12.8,17.2,0.5
"6408",1917,5,1917-05-15,7.2,10.3,13.3,1.8
"6409",1917,5,1917-05-16,6.1,8.1,10,0
"6410",1917,5,1917-05-17,6.7,10.9,15,0
"6411",1917,5,1917-05-18,2.8,10,17.2,0
"6412",1917,5,1917-05-19,6.7,13.1,19.4,0.8
"6413",1917,5,1917-05-20,5,12.2,19.4,1.3
"6414",1917,5,1917-05-21,6.1,13.4,20.6,0
"6415",1917,5,1917-05-22,9.4,14.4,19.4,0
"6416",1917,5,1917-05-23,10,15.3,20.6,0
"6417",1917,5,1917-05-24,8.3,10,11.7,9.7
"6418",1917,5,1917-05-25,7.2,13.3,19.4,0
"6419",1917,5,1917-05-26,10,16.4,22.8,1
"6420",1917,5,1917-05-27,7.2,14.7,22.2,0
"6421",1917,5,1917-05-28,8.9,15.3,21.7,0.8
"6422",1917,5,1917-05-29,6.7,13.1,19.4,0
"6423",1917,5,1917-05-30,3.3,12.2,21.1,0
"6424",1917,5,1917-05-31,10,16.1,22.2,0
"6425",1917,6,1917-06-01,10,12.8,15.6,5.6
"6426",1917,6,1917-06-02,7.2,11.4,15.6,0
"6427",1917,6,1917-06-03,7.2,12.5,17.8,1.3
"6428",1917,6,1917-06-04,10,14.5,18.9,0
"6429",1917,6,1917-06-05,4.4,11.1,17.8,0
"6430",1917,6,1917-06-06,10,13.4,16.7,2.8
"6431",1917,6,1917-06-07,9.4,14.2,18.9,0
"6432",1917,6,1917-06-08,10,14.5,18.9,0
"6433",1917,6,1917-06-09,7.2,11.4,15.6,0
"6434",1917,6,1917-06-10,6.7,10.9,15,0.8
"6435",1917,6,1917-06-11,7.2,11.7,16.1,3.8
"6436",1917,6,1917-06-12,5.6,13.9,22.2,0
"6437",1917,6,1917-06-13,5.6,14.2,22.8,0
"6438",1917,6,1917-06-14,7.8,15,22.2,0
"6439",1917,6,1917-06-15,12.8,21.1,29.4,0
"6440",1917,6,1917-06-16,8.3,17,25.6,0
"6441",1917,6,1917-06-17,12.8,17.8,22.8,0
"6442",1917,6,1917-06-18,7.2,13.9,20.6,0
"6443",1917,6,1917-06-19,10,16.1,22.2,0
"6444",1917,6,1917-06-20,6.1,12.5,18.9,0
"6445",1917,6,1917-06-21,11.1,15.9,20.6,3
"6446",1917,6,1917-06-22,6.1,13.6,21.1,0
"6447",1917,6,1917-06-23,4.4,10.6,16.7,1.5
"6448",1917,6,1917-06-24,9.4,14.7,20,0
"6449",1917,6,1917-06-25,11.1,17.2,23.3,0
"6450",1917,6,1917-06-26,8.3,16.4,24.4,0
"6451",1917,6,1917-06-27,7.2,16.1,25,0
"6452",1917,6,1917-06-28,5.6,12.8,20,5.6
"6453",1917,6,1917-06-29,7.8,11.7,15.6,0
"6454",1917,6,1917-06-30,6.1,15.9,25.6,0
"6455",1917,7,1917-07-01,8.9,18.1,27.2,0
"6456",1917,7,1917-07-02,11.7,19.2,26.7,0
"6457",1917,7,1917-07-03,12.2,18.9,25.6,3.3
"6458",1917,7,1917-07-04,12.8,18.4,23.9,0
"6459",1917,7,1917-07-05,7.8,17,26.1,0
"6460",1917,7,1917-07-06,7.2,16.4,25.6,0
"6461",1917,7,1917-07-07,7.8,17.8,27.8,0
"6462",1917,7,1917-07-08,7.2,17.2,27.2,0
"6463",1917,7,1917-07-09,13.9,22.3,30.6,0
"6464",1917,7,1917-07-10,11.1,20.6,30,0
"6465",1917,7,1917-07-11,10.6,19.5,28.3,0
"6466",1917,7,1917-07-12,11.7,20.3,28.9,0
"6467",1917,7,1917-07-13,12.8,21.7,30.6,0
"6468",1917,7,1917-07-14,10,20,30,0
"6469",1917,7,1917-07-15,11.7,19.8,27.8,0
"6470",1917,7,1917-07-16,15.6,24.2,32.8,0
"6471",1917,7,1917-07-17,10,20.6,31.1,0
"6472",1917,7,1917-07-18,11.1,22,32.8,0
"6473",1917,7,1917-07-19,15.6,23.7,31.7,0
"6474",1917,7,1917-07-20,12.8,21.7,30.6,0
"6475",1917,7,1917-07-21,14.4,21.7,28.9,0
"6476",1917,7,1917-07-22,11.1,18.9,26.7,0
"6477",1917,7,1917-07-23,8.3,15.6,22.8,0
"6478",1917,7,1917-07-24,7.2,16.4,25.6,0
"6479",1917,7,1917-07-25,12.2,19.5,26.7,0
"6480",1917,7,1917-07-26,10.6,19.5,28.3,0
"6481",1917,7,1917-07-27,18.3,22,25.6,1.3
"6482",1917,7,1917-07-28,10.6,14.5,18.3,3.8
"6483",1917,7,1917-07-29,8.3,14.7,21.1,0
"6484",1917,7,1917-07-30,10,14.2,18.3,2.8
"6485",1917,7,1917-07-31,4.4,14.4,24.4,0
"6486",1917,8,1917-08-01,8.9,17.8,26.7,0
"6487",1917,8,1917-08-02,10,19.7,29.4,0
"6488",1917,8,1917-08-03,13.9,19.2,24.4,0
"6489",1917,8,1917-08-04,7.2,16.1,25,0
"6490",1917,8,1917-08-05,10.6,18.1,25.6,0
"6491",1917,8,1917-08-06,15.6,18.7,21.7,0
"6492",1917,8,1917-08-07,11.1,15.3,19.4,1.8
"6493",1917,8,1917-08-08,9.4,16.9,24.4,0
"6494",1917,8,1917-08-09,8.9,16.4,23.9,1.3
"6495",1917,8,1917-08-10,10,17,23.9,0
"6496",1917,8,1917-08-11,13.3,20.3,27.2,0
"6497",1917,8,1917-08-12,11.1,18.1,25,0
"6498",1917,8,1917-08-13,12.2,20,27.8,0
"6499",1917,8,1917-08-14,10,19.5,28.9,0
"6500",1917,8,1917-08-15,11.7,21.2,30.6,0
"6501",1917,8,1917-08-16,12.2,19.7,27.2,0
"6502",1917,8,1917-08-17,12.2,20,27.8,0
"6503",1917,8,1917-08-18,15.6,21.2,26.7,0
"6504",1917,8,1917-08-19,11.7,19.2,26.7,0
"6505",1917,8,1917-08-20,15.6,20.6,25.6,1.5
"6506",1917,8,1917-08-21,12.8,18.9,25,0
"6507",1917,8,1917-08-22,7.2,16.1,25,0
"6508",1917,8,1917-08-23,7.8,16.4,25,0
"6509",1917,8,1917-08-24,8.3,19.2,30,0
"6510",1917,8,1917-08-25,10,19.2,28.3,0
"6511",1917,8,1917-08-26,11.7,18.7,25.6,0
"6512",1917,8,1917-08-27,8.9,16.4,23.9,0
"6513",1917,8,1917-08-28,10,19.5,28.9,0
"6514",1917,8,1917-08-29,13.3,20.6,27.8,0
"6515",1917,8,1917-08-30,10,17.2,24.4,0
"6516",1917,8,1917-08-31,6.1,14.7,23.3,0
"6517",1917,9,1917-09-01,4.4,12.8,21.1,0
"6518",1917,9,1917-09-02,7.8,15,22.2,0
"6519",1917,9,1917-09-03,3.9,12.5,21.1,0
"6520",1917,9,1917-09-04,2.2,11.1,20,0
"6521",1917,9,1917-09-05,7.2,14.2,21.1,0
"6522",1917,9,1917-09-06,6.1,12.8,19.4,0
"6523",1917,9,1917-09-07,9.4,13.3,17.2,1
"6524",1917,9,1917-09-08,8.9,13.6,18.3,3.3
"6525",1917,9,1917-09-09,7.2,12.5,17.8,0
"6526",1917,9,1917-09-10,7.8,13.6,19.4,0
"6527",1917,9,1917-09-11,12.8,17,21.1,0
"6528",1917,9,1917-09-12,10,16.1,22.2,6.6
"6529",1917,9,1917-09-13,12.2,15.8,19.4,2.5
"6530",1917,9,1917-09-14,12.8,17,21.1,0
"6531",1917,9,1917-09-15,12.2,17,21.7,0
"6532",1917,9,1917-09-16,7.2,15.8,24.4,0
"6533",1917,9,1917-09-17,8.9,15,21.1,0
"6534",1917,9,1917-09-18,5.6,12.8,20,0
"6535",1917,9,1917-09-19,5.6,12.5,19.4,0
"6536",1917,9,1917-09-20,7.2,14.2,21.1,0
"6537",1917,9,1917-09-21,5,13.4,21.7,0
"6538",1917,9,1917-09-22,6.1,13.1,20,0
"6539",1917,9,1917-09-23,10,15.3,20.6,0
"6540",1917,9,1917-09-24,1.1,9.5,17.8,0.3
"6541",1917,9,1917-09-25,6.1,10.3,14.4,1.8
"6542",1917,9,1917-09-26,9.4,15,20.6,0
"6543",1917,9,1917-09-27,5,8.9,12.8,0
"6544",1917,9,1917-09-28,3.9,10.9,17.8,0
"6545",1917,9,1917-09-29,3.9,9.8,15.6,0
"6546",1917,9,1917-09-30,2.2,9.2,16.1,0
"6547",1917,10,1917-10-01,6.1,10.6,15,5.3
"6548",1917,10,1917-10-02,10,12.2,14.4,0
"6549",1917,10,1917-10-03,12.8,17.8,22.8,0
"6550",1917,10,1917-10-04,9.4,15.8,22.2,0
"6551",1917,10,1917-10-05,6.7,14.2,21.7,0
"6552",1917,10,1917-10-06,6.1,12.2,18.3,0
"6553",1917,10,1917-10-07,3.9,10,16.1,0
"6554",1917,10,1917-10-08,1.7,8.1,14.4,0
"6555",1917,10,1917-10-09,1.7,8.1,14.4,0
"6556",1917,10,1917-10-10,2.8,9.2,15.6,0
"6557",1917,10,1917-10-11,2.8,8.1,13.3,0
"6558",1917,10,1917-10-12,4.4,10,15.6,0
"6559",1917,10,1917-10-13,13.9,18.4,22.8,0
"6560",1917,10,1917-10-14,11.7,16.4,21.1,0
"6561",1917,10,1917-10-15,1.1,7,12.8,0
"6562",1917,10,1917-10-16,1.1,6.1,11.1,0
"6563",1917,10,1917-10-17,-2.2,3.6,9.4,0
"6564",1917,10,1917-10-18,-2.8,2.5,7.8,1.8
"6565",1917,10,1917-10-19,-1.1,5,11.1,0
"6566",1917,10,1917-10-20,1.1,5.9,10.6,0
"6567",1917,10,1917-10-21,0,7.2,14.4,0
"6568",1917,10,1917-10-22,-0.6,5.8,12.2,0
"6569",1917,10,1917-10-23,2.8,7.3,11.7,0
"6570",1917,10,1917-10-24,4.4,8.1,11.7,0
"6571",1917,10,1917-10-25,-1.1,2.8,6.7,2.3
"6572",1917,10,1917-10-26,0,4.2,8.3,2.5
"6573",1917,10,1917-10-27,1.1,3.6,6.1,0
"6574",1917,10,1917-10-28,0,3.1,6.1,0
"6575",1917,10,1917-10-29,0,3.1,6.1,0
"6576",1917,10,1917-10-30,-3.3,1.7,6.7,0
"6577",1917,10,1917-10-31,2.2,5.8,9.4,0
"6578",1917,11,1917-11-01,-2.2,2,6.1,0
"6579",1917,11,1917-11-02,1.7,3.9,6.1,0
"6580",1917,11,1917-11-03,2.2,5.6,8.9,3.6
"6581",1917,11,1917-11-04,1.1,5.9,10.6,0
"6582",1917,11,1917-11-05,2.8,6.1,9.4,2.8
"6583",1917,11,1917-11-06,0.6,5,9.4,0
"6584",1917,11,1917-11-07,3.3,5.3,7.2,0
"6585",1917,11,1917-11-08,3.3,5.6,7.8,0
"6586",1917,11,1917-11-09,1.7,5.3,8.9,0
"6587",1917,11,1917-11-10,-0.6,4.2,8.9,0
"6588",1917,11,1917-11-11,-0.6,2.8,6.1,0
"6589",1917,11,1917-11-12,4.4,6.7,8.9,0
"6590",1917,11,1917-11-13,3.3,7,10.6,0
"6591",1917,11,1917-11-14,1.1,4.2,7.2,0
"6592",1917,11,1917-11-15,-2.2,2.3,6.7,0
"6593",1917,11,1917-11-16,2.8,5,7.2,0
"6594",1917,11,1917-11-17,4.4,6.1,7.8,0
"6595",1917,11,1917-11-18,2.8,5.3,7.8,0
"6596",1917,11,1917-11-19,-2.8,3.3,9.4,0
"6597",1917,11,1917-11-20,7.2,8.6,10,0
"6598",1917,11,1917-11-21,7.2,8.9,10.6,0
"6599",1917,11,1917-11-22,5.6,8.4,11.1,0
"6600",1917,11,1917-11-23,7.2,8.6,10,0
"6601",1917,11,1917-11-24,4.4,6.1,7.8,0
"6602",1917,11,1917-11-25,1.1,4.5,7.8,0
"6603",1917,11,1917-11-26,-2.2,0.9,3.9,0
"6604",1917,11,1917-11-27,1.1,4.7,8.3,0
"6605",1917,11,1917-11-28,0,4.2,8.3,2
"6606",1917,11,1917-11-29,0,2.2,4.4,0
"6607",1917,11,1917-11-30,-1.7,2,5.6,0.5
"6608",1917,12,1917-12-01,-0.6,0.8,2.2,5.1
"6609",1917,12,1917-12-02,-2.8,-0.3,2.2,0
"6610",1917,12,1917-12-03,-4.4,-2.2,0,0
"6611",1917,12,1917-12-04,-8.9,-4.8,-0.6,7.6
"6612",1917,12,1917-12-05,-14.4,-8.9,-3.3,11.4
"6613",1917,12,1917-12-06,-3.9,-2.3,-0.6,0
"6614",1917,12,1917-12-07,-9.4,-4.4,0.6,0
"6615",1917,12,1917-12-08,0,2,3.9,0
"6616",1917,12,1917-12-09,-0.6,1.4,3.3,0
"6617",1917,12,1917-12-10,-0.6,1.4,3.3,0
"6618",1917,12,1917-12-11,-1.1,1.4,3.9,7.6
"6619",1917,12,1917-12-12,-9.4,-5,-0.6,16.5
"6620",1917,12,1917-12-13,-8.3,-6.1,-3.9,6.4
"6621",1917,12,1917-12-14,-6.7,-2.3,2.2,0
"6622",1917,12,1917-12-15,-3.3,0.3,3.9,0
"6623",1917,12,1917-12-16,1.1,5.6,10,1.3
"6624",1917,12,1917-12-17,0.6,5,9.4,0
"6625",1917,12,1917-12-18,-2.2,3.4,8.9,17.3
"6626",1917,12,1917-12-19,0,5,10,0
"6627",1917,12,1917-12-20,-3.3,-0.3,2.8,0
"6628",1917,12,1917-12-21,-4.4,-0.8,2.8,0
"6629",1917,12,1917-12-22,-5.6,-3.1,-0.6,9.7
"6630",1917,12,1917-12-23,-6.1,-2,2.2,0
"6631",1917,12,1917-12-24,-20.6,-13.1,-5.6,0
"6632",1917,12,1917-12-25,-13.9,-13.1,-12.2,0
"6633",1917,12,1917-12-26,-8.9,-7.8,-6.7,0
"6634",1917,12,1917-12-27,-10.6,-7.8,-5,14
"6635",1917,12,1917-12-28,-11.7,-10.6,-9.4,8.9
"6636",1917,12,1917-12-29,-6.7,-5.6,-4.4,0
"6637",1917,12,1917-12-30,-0.6,0.3,1.1,2.3
"6638",1917,12,1917-12-31,1.1,2,2.8,5.1
"6639",1918,1,1918-01-01,0.6,3.7,6.7,7.6
"6640",1918,1,1918-01-02,0,3.1,6.1,0
"6641",1918,1,1918-01-03,-1.7,1.4,4.4,0.5
"6642",1918,1,1918-01-04,1.1,3.6,6.1,0
"6643",1918,1,1918-01-05,1.1,2.5,3.9,0.8
"6644",1918,1,1918-01-06,0.6,3.1,5.6,4.6
"6645",1918,1,1918-01-07,0,2.8,5.6,2.3
"6646",1918,1,1918-01-08,1.7,3.9,6.1,2.5
"6647",1918,1,1918-01-09,-10,-3.6,2.8,0
"6648",1918,1,1918-01-10,-9.4,-7.2,-5,0
"6649",1918,1,1918-01-11,-7.8,-6.1,-4.4,16.5
"6650",1918,1,1918-01-12,-5.6,-3.4,-1.1,5.1
"6651",1918,1,1918-01-13,-5,-2.5,0,0
"6652",1918,1,1918-01-14,-3.9,-1.7,0.6,1.3
"6653",1918,1,1918-01-15,-2.8,-1.1,0.6,0
"6654",1918,1,1918-01-16,-3.3,-0.8,1.7,0
"6655",1918,1,1918-01-17,-2.2,-1.1,0,6.4
"6656",1918,1,1918-01-18,-2.2,-1.1,0,2.5
"6657",1918,1,1918-01-19,-9.4,-3.1,3.3,0
"6658",1918,1,1918-01-20,-11.1,-7.2,-3.3,0
"6659",1918,1,1918-01-21,-6.7,-4.2,-1.7,0
"6660",1918,1,1918-01-22,-2.8,-0.6,1.7,0
"6661",1918,1,1918-01-23,-3.9,0.6,5,0
"6662",1918,1,1918-01-24,0,3.1,6.1,0
"6663",1918,1,1918-01-25,-3.9,0.3,4.4,0
"6664",1918,1,1918-01-26,-8.9,-2.5,3.9,0
"6665",1918,1,1918-01-27,-4.4,-1.1,2.2,0
"6666",1918,1,1918-01-28,-2.2,-0.3,1.7,6.4
"6667",1918,1,1918-01-29,-5.6,-1.7,2.2,0
"6668",1918,1,1918-01-30,-16.7,-10.6,-4.4,0
"6669",1918,1,1918-01-31,-20.6,-14.8,-8.9,0
"6670",1918,2,1918-02-01,-15.6,-12.5,-9.4,0
"6671",1918,2,1918-02-02,-8.9,-7.3,-5.6,0
"6672",1918,2,1918-02-03,-5,-4.2,-3.3,5.1
"6673",1918,2,1918-02-04,-2.2,1.7,5.6,0
"6674",1918,2,1918-02-05,0,3.6,7.2,0
"6675",1918,2,1918-02-06,0,3.4,6.7,0
"6676",1918,2,1918-02-07,0.6,2,3.3,4.6
"6677",1918,2,1918-02-08,-1.1,3.1,7.2,0
"6678",1918,2,1918-02-09,1.1,4.2,7.2,0
"6679",1918,2,1918-02-10,2.8,5.9,8.9,0
"6680",1918,2,1918-02-11,-0.6,3.6,7.8,0
"6681",1918,2,1918-02-12,0,1.1,2.2,0
"6682",1918,2,1918-02-13,-7.2,-0.8,5.6,0
"6683",1918,2,1918-02-14,-7.8,-3.1,1.7,0
"6684",1918,2,1918-02-15,-8.9,-5.3,-1.7,0
"6685",1918,2,1918-02-16,-6.7,-5,-3.3,0
"6686",1918,2,1918-02-17,-3.9,-2.8,-1.7,0
"6687",1918,2,1918-02-18,-12.8,-8.1,-3.3,6.4
"6688",1918,2,1918-02-19,-18.9,-13.1,-7.2,0
"6689",1918,2,1918-02-20,-18.3,-13.1,-7.8,0
"6690",1918,2,1918-02-21,-19.4,-13.1,-6.7,0
"6691",1918,2,1918-02-22,-16.7,-11.2,-5.6,0
"6692",1918,2,1918-02-23,-2.8,-1.4,0,0
"6693",1918,2,1918-02-24,-10,-5.3,-0.6,0
"6694",1918,2,1918-02-25,-10.6,-5.3,0,1.5
"6695",1918,2,1918-02-26,-7.2,-3.3,0.6,0
"6696",1918,2,1918-02-27,-12.2,-6.1,0,0
"6697",1918,2,1918-02-28,-2.8,-0.9,1.1,0
"6698",1918,3,1918-03-01,-1.1,3.1,7.2,0
"6699",1918,3,1918-03-02,-5,1.7,8.3,0
"6700",1918,3,1918-03-03,-1.7,2.5,6.7,0
"6701",1918,3,1918-03-04,-6.1,-3.1,0,2
"6702",1918,3,1918-03-05,-9.4,-6.4,-3.3,0
"6703",1918,3,1918-03-06,-12.2,-8.3,-4.4,0
"6704",1918,3,1918-03-07,-8.3,-4.7,-1.1,0
"6705",1918,3,1918-03-08,-5.6,-2.3,1.1,0
"6706",1918,3,1918-03-09,-6.1,-1.1,3.9,0
"6707",1918,3,1918-03-10,-3.9,0.3,4.4,2.5
"6708",1918,3,1918-03-11,-1.1,0.9,2.8,0
"6709",1918,3,1918-03-12,-2.2,0.6,3.3,2.8
"6710",1918,3,1918-03-13,-5,0.6,6.1,0
"6711",1918,3,1918-03-14,-3.3,2.8,8.9,0
"6712",1918,3,1918-03-15,-1.7,4.5,10.6,0
"6713",1918,3,1918-03-16,2.2,7.2,12.2,0
"6714",1918,3,1918-03-17,0.6,6.7,12.8,0
"6715",1918,3,1918-03-18,2.8,7.5,12.2,4.6
"6716",1918,3,1918-03-19,1.7,6.4,11.1,0
"6717",1918,3,1918-03-20,1.1,5.9,10.6,0
"6718",1918,3,1918-03-21,1.7,6.7,11.7,0
"6719",1918,3,1918-03-22,7.2,10.3,13.3,5.1
"6720",1918,3,1918-03-23,-2.8,2.2,7.2,0
"6721",1918,3,1918-03-24,2.8,6.7,10.6,1
"6722",1918,3,1918-03-25,-1.1,7.3,15.6,0
"6723",1918,3,1918-03-26,0.6,5.9,11.1,1.5
"6724",1918,3,1918-03-27,-2.8,4.2,11.1,0
"6725",1918,3,1918-03-28,1.7,5.9,10,0
"6726",1918,3,1918-03-29,0,5,10,0
"6727",1918,3,1918-03-30,4.4,8.1,11.7,0.5
"6728",1918,3,1918-03-31,1.7,4.8,7.8,0
"6729",1918,4,1918-04-01,-2.8,3.1,8.9,0
"6730",1918,4,1918-04-02,-5.6,0.8,7.2,0
"6731",1918,4,1918-04-03,-5,2,8.9,0
"6732",1918,4,1918-04-04,-3.9,2.8,9.4,0
"6733",1918,4,1918-04-05,0,7,13.9,0
"6734",1918,4,1918-04-06,-1.1,5,11.1,0
"6735",1918,4,1918-04-07,-1.7,5.3,12.2,0
"6736",1918,4,1918-04-08,1.7,8.1,14.4,0
"6737",1918,4,1918-04-09,4.4,10.6,16.7,0
"6738",1918,4,1918-04-10,1.7,7.5,13.3,0
"6739",1918,4,1918-04-11,2.8,9.8,16.7,0
"6740",1918,4,1918-04-12,1.7,6.4,11.1,0
"6741",1918,4,1918-04-13,1.7,6.4,11.1,5.3
"6742",1918,4,1918-04-14,-2.2,3.1,8.3,0
"6743",1918,4,1918-04-15,1.1,6.1,11.1,0
"6744",1918,4,1918-04-16,-2.2,5,12.2,0
