"Year","DayOfYear","Max_Temp_Year","Percentile_90","Station"
2022,"11-25",3.1,9.32,"Kelowna"
2022,"11-26",3.3,9,"Kelowna"
2022,"11-27",2.7,8.9,"Kelowna"
2022,"11-28",-1.2,8.9,"Kelowna"
2022,"11-29",-5.8,8.3,"Kelowna"
2022,"11-30",-1.8,8.3,"Kelowna"
2022,"12-01",-2.5,8.3,"Kelowna"
2022,"12-02",-8.8,7.8,"Kelowna"
2022,"12-03",-6.4,7.8,"Kelowna"
2022,"12-04",-5.1,7.7,"Kelowna"
2022,"12-05",-4.5,7.27,"Kelowna"
2022,"12-06",-2.9,7.2,"Kelowna"
2022,"12-07",-2.9,7.2,"Kelowna"
2022,"12-08",-0.2,7.2,"Kelowna"
2022,"12-09",0.1,7.2,"Kelowna"
2022,"12-10",0.1,6.73,"Kelowna"
2022,"12-11",2,6.7,"Kelowna"
2022,"12-12",1.2,6.7,"Kelowna"
2022,"12-13",-0.8,6.7,"Kelowna"
2022,"12-14",-2.1,6.7,"Kelowna"
2022,"12-15",-1.6,6.7,"Kelowna"
2022,"12-16",-1.7,6.6,"Kelowna"
2022,"12-17",-4.1,6.6,"Kelowna"
2022,"12-18",-5.2,6.5,"Kelowna"
2022,"12-19",-17.4,6.5,"Kelowna"
2022,"12-20",-17.1,6.1,"Kelowna"
2022,"12-21",-18.7,6.1,"Kelowna"
2022,"12-22",-19.5,6.1,"Kelowna"
2022,"12-23",-9.2,6.1,"Kelowna"
2022,"12-24",-3.7,6.1,"Kelowna"
2022,"12-25",-3.1,5.89000000000001,"Kelowna"
2022,"12-26",5.2,5.68,"Kelowna"
2022,"12-27",1.7,5.6,"Kelowna"
2022,"12-28",6.6,5.6,"Kelowna"
2022,"12-29",0.5,5.6,"Kelowna"
2022,"12-30",2.6,5.6,"Kelowna"
2022,"12-31",3.3,5.6,"Kelowna"
2023,"01-01",1.8,5.6,"Kelowna"
2023,"01-02",0.3,5.6,"Kelowna"
2023,"01-03",0.3,5.6,"Kelowna"
2023,"01-04",0.5,5.6,"Kelowna"
2023,"01-05",0.9,5.6,"Kelowna"
2023,"01-06",4.9,5.6,"Kelowna"
2023,"01-07",2.9,5.6,"Kelowna"
2023,"01-08",2.2,5.7,"Kelowna"
2023,"01-09",1.9,5.87,"Kelowna"
2023,"01-10",3.7,6,"Kelowna"
2023,"01-11",1.1,5.8,"Kelowna"
2023,"01-12",2.6,5.97,"Kelowna"
2023,"01-13",2.6,5.8,"Kelowna"
2023,"01-14",3.1,5.7,"Kelowna"
2023,"01-15",3,5.8,"Kelowna"
2023,"01-16",5.1,5.7,"Kelowna"
2023,"01-17",3.7,5.87,"Kelowna"
2023,"01-18",2.7,6,"Kelowna"
2023,"01-19",5.8,6,"Kelowna"
2023,"01-20",1.5,6.1,"Kelowna"
2023,"01-21",-0.5,6.1,"Kelowna"
2023,"01-22",2.5,6.1,"Kelowna"
2023,"01-23",2,6.1,"Kelowna"
2023,"01-24",1.3,6.1,"Kelowna"
2023,"01-25",2.7,6.1,"Kelowna"
2023,"01-26",3.2,6.1,"Kelowna"
2023,"01-27",8.6,6.3,"Kelowna"
2023,"01-28",1.4,6.5,"Kelowna"
2023,"01-29",-3.8,6.7,"Kelowna"
2023,"01-30",-4.9,6.7,"Kelowna"
2023,"01-31",-3,6.7,"Kelowna"
2023,"02-01",-2.4,6.7,"Kelowna"
2023,"02-02",0.4,6.7,"Kelowna"
2023,"02-03",0.8,7.04000000000001,"Kelowna"
2023,"02-04",4.4,7.2,"Kelowna"
2023,"02-05",5,7.2,"Kelowna"
2023,"02-06",5.2,7.2,"Kelowna"
2023,"02-07",6.3,7.2,"Kelowna"
2023,"02-08",7.4,7.2,"Kelowna"
2023,"02-09",1.7,7.2,"Kelowna"
2023,"02-10",7.6,7.3,"Kelowna"
2023,"02-11",5,7.6,"Kelowna"
2023,"02-12",5,7.8,"Kelowna"
2023,"02-13",7.3,7.8,"Kelowna"
2023,"02-14",5.4,7.8,"Kelowna"
2023,"02-15",NA,8,"Kelowna"
2023,"02-16",NA,8.3,"Kelowna"
2023,"02-17",6.8,8.3,"Kelowna"
2023,"02-18",6.5,8.4,"Kelowna"
2023,"02-19",9.1,8.73,"Kelowna"
2023,"02-20",7.4,8.9,"Kelowna"
2023,"02-21",7.9,8.9,"Kelowna"
2023,"02-22",-4.9,9,"Kelowna"
2023,"02-23",-6,9.4,"Kelowna"
2023,"02-24",-6,9.4,"Kelowna"
2023,"02-25",-3.3,9.6,"Kelowna"
2023,"02-26",4.1,9.84000000000001,"Kelowna"
2023,"02-27",1.4,10,"Kelowna"
2023,"02-28",1.4,10.1,"Kelowna"
2023,"02-29",NA,10.57,"Kelowna"
2023,"03-01",3.7,10.6,"Kelowna"
2023,"03-02",8.4,10.6,"Kelowna"
2023,"03-03",7.4,11.04,"Kelowna"
2023,"03-04",3.6,11.17,"Kelowna"
2023,"03-05",5.3,11.6,"Kelowna"
2023,"03-06",6,11.7,"Kelowna"
2023,"03-07",7.5,12.1,"Kelowna"
2023,"03-08",7.7,12.2,"Kelowna"
2023,"03-09",5.5,12.54,"Kelowna"
2023,"03-10",5.2,12.8,"Kelowna"
2023,"03-11",6.3,12.8,"Kelowna"
2023,"03-12",6.5,13.19,"Kelowna"
2023,"03-13",6.2,13.39,"Kelowna"
2023,"03-14",7.5,13.6,"Kelowna"
2023,"03-15",9.9,13.9,"Kelowna"
2023,"03-16",9.1,13.9,"Kelowna"
2023,"03-17",11,13.9,"Kelowna"
2023,"03-18",12.9,14.1,"Kelowna"
2023,"03-19",13,14.2,"Kelowna"
2023,"03-20",12.5,14.4,"Kelowna"
2023,"03-21",14.2,14.4,"Kelowna"
2023,"03-22",15,14.4,"Kelowna"
2023,"03-23",11.2,15,"Kelowna"
2023,"03-24",9.7,15,"Kelowna"
2023,"03-25",9.6,15.5,"Kelowna"
2023,"03-26",11.9,15.6,"Kelowna"
2023,"03-27",12.7,15.6,"Kelowna"
2023,"03-28",13.7,15.8,"Kelowna"
2023,"03-29",14,16.1,"Kelowna"
2023,"03-30",15.9,16.5,"Kelowna"
2023,"03-31",10.2,16.7,"Kelowna"
2023,"04-01",11,16.97,"Kelowna"
