"Month","LOCAL_YEAR","max_EHF","max_EHF_95","Station"
1,1936,-6.52,-7.8,"Abbotsford"
1,1937,-6.52,-7.8,"Abbotsford"
1,1938,-2.20499999999995,-3.42166666666666,"Abbotsford"
1,1939,6.21399999999986,-0.286800000000059,"Abbotsford"
1,1940,22.7518888888888,18.5298888888888,"Abbotsford"
1,1941,5.42500000000003,2.17000000000004,"Abbotsford"
1,1942,1.02680555555551,-3.62462361111113,"Abbotsford"
1,1943,-3.24266666666665,-4.48210555555556,"Abbotsford"
1,1944,8.45500000000005,2.76196666666677,"Abbotsford"
1,1945,8.24555555555556,2.81555555555558,"Abbotsford"
1,1946,1.15555555555557,-2.93333333333333,"Abbotsford"
1,1947,9.20152842809326e-14,-5.17999999999988,"Abbotsford"
1,1948,-1.01626666666661,-2.33333333333332,"Abbotsford"
1,1949,-7.18666666666665,-8.66666666666665,"Abbotsford"
1,1950,-8.9533333333333,-10.2333333333333,"Abbotsford"
1,1951,-2.24399999999985,-3.89833333333328,"Abbotsford"
1,1952,-9.43333333333328,-10.3333333333333,"Abbotsford"
1,1953,5.10066666666685,2.14956666666689,"Abbotsford"
1,1954,-0.586666666666597,-1.8666666666666,"Abbotsford"
1,1955,-3.35333333333327,-4.40999999999993,"Abbotsford"
1,1956,-4.69999999999994,-5.29999999999994,"Abbotsford"
1,1957,-2.82133333333322,-4.48959999999986,"Abbotsford"
1,1958,-0.270999999999819,-2.23333333333327,"Abbotsford"
1,1959,2.26311111111148,-3.10470555555517,"Abbotsford"
1,1960,13.7888888888895,8.82488888888954,"Abbotsford"
1,1961,12.5811111111115,7.35511111111149,"Abbotsford"
1,1962,9.39866666666719,3.35666666666719,"Abbotsford"
1,1963,4.29333333333359,-0.0858666666664058,"Abbotsford"
1,1964,-1.6305555555554,-2.90999999999991,"Abbotsford"
1,1965,-6.41133333333336,-7.47333333333338,"Abbotsford"
1,1966,-6.09666666666676,-7.14033333333344,"Abbotsford"
1,1967,-0.833999999999898,-2.0343333333333,"Abbotsford"
1,1968,12.333333333334,7.67750000000066,"Abbotsford"
1,1969,-6.08666666666658,-7.56666666666658,"Abbotsford"
1,1970,-3.82799999999963,-5.29999999999992,"Abbotsford"
1,1971,5.31155555555643,-0.695999999999371,"Abbotsford"
1,1972,-6.23333333333324,-7.59333333333324,"Abbotsford"
1,1973,20.9070000000008,13.0862333333342,"Abbotsford"
1,1974,21.0435555555565,12.6538222222232,"Abbotsford"
1,1975,-2.13333333333324,-3.49333333333323,"Abbotsford"
1,1976,4.45806666666718,0.776666666667146,"Abbotsford"
1,1977,5.49829811310102e-13,-5.16666666666656,"Abbotsford"
1,1978,-4.32177777777737,-6.0999999999999,"Abbotsford"
1,1979,-8.03333333333322,-8.9983333333332,"Abbotsford"
1,1980,-1.39999999999988,-2.75999999999988,"Abbotsford"
1,1981,15.1524444444453,12.0631111111119,"Abbotsford"
1,1982,-6.38000000000034,-7.3473333333338,"Abbotsford"
1,1983,5.96600000000061,1.72700000000053,"Abbotsford"
1,1984,5.95093333333422,-2.63999999999958,"Abbotsford"
1,1985,-7.23333333333323,-7.8999999999999,"Abbotsford"
1,1986,16.991333333334,7.22131666666742,"Abbotsford"
1,1987,11.4170000000004,6.52400000000042,"Abbotsford"
1,1988,-3.1864222222219,-6.57288888888858,"Abbotsford"
1,1989,-1.61319999999994,-3.256,"Abbotsford"
1,1990,11.0032000000006,4.22400000000056,"Abbotsford"
1,1991,2.31600000000084,-4.63199999999921,"Abbotsford"
1,1992,13.8671111111118,9.75771111111178,"Abbotsford"
1,1993,-8.12666666666698,-8.82096666666701,"Abbotsford"
1,1994,6.03155555555615,2.3071666666672,"Abbotsford"
1,1995,17.2835000000007,11.8990250000008,"Abbotsford"
1,1996,6.12900000000042,0.637983333333747,"Abbotsford"
1,1997,0.660888888889292,-3.35401111111067,"Abbotsford"
1,1998,9.03500000000044,5.42100000000044,"Abbotsford"
1,1999,-0.267111111110931,-2.79999999999996,"Abbotsford"
1,2000,-2.01999999999995,-3.33333333333328,"Abbotsford"
1,2001,2.5964666666669,-2.44922222222216,"Abbotsford"
1,2002,22.4780444444447,14.7297777777781,"Abbotsford"
1,2003,12.4698666666669,5.7506666666669,"Abbotsford"
1,2004,4.90400000000027,-0.612999999999725,"Abbotsford"
1,2005,42.4768888888897,34.7180055555564,"Abbotsford"
1,2006,8.26631111111139,3.26364444444471,"Abbotsford"
1,2007,4.18577777777803,-0.837155555555322,"Abbotsford"
1,2008,3.80251111111146,-1.52655555555524,"Abbotsford"
1,2009,-4.56666666666658,-5.46666666666658,"Abbotsford"
1,2010,15.5920000000005,9.32271666666729,"Abbotsford"
1,2011,15.0826666666672,7.94196666666725,"Abbotsford"
1,2012,8.8466000000003,1.89200000000033,"Abbotsford"
1,2013,-2.21999999999992,-3.61999999999991,"Abbotsford"
1,2014,4.58666666666691,1.58240000000031,"Abbotsford"
1,2015,27.0833333333336,22.3958333333336,"Abbotsford"
1,2016,8.67166666666685,4.10391666666693,"Abbotsford"
1,2017,-4.28799999999949,-6.83511111111072,"Abbotsford"
1,2018,8.46600000000043,0.921300000000537,"Abbotsford"
1,2019,4.12533333333353,-0.226666666666447,"Abbotsford"
1,2020,2.15366666666684,-2.03059999999978,"Abbotsford"
1,2021,3.07366666666693,0.457650000000282,"Abbotsford"
1,2022,-1.06399999999941,-6.33333333333326,"Abbotsford"
1,2023,13.1058222222226,2.60115555555599,"Abbotsford"
1,2024,58.9140000000003,52.3680000000003,"Abbotsford"
