"Month","Day","Percentile_90","Station"
"04","28",24.22,"Kamloops"
"04","29",24.36,"Kamloops"
"04","30",24.4,"Kamloops"
"05","01",24.6,"Kamloops"
"05","02",25.06,"Kamloops"
"05","03",25.76,"Kamloops"
"05","04",26.1,"Kamloops"
"05","05",26.1,"Kamloops"
"05","06",26.1,"Kamloops"
"05","07",26.1,"Kamloops"
"05","08",26.1,"Kamloops"
"05","09",26.1,"Kamloops"
"05","10",26.46,"Kamloops"
"05","11",26.66,"Kamloops"
"05","12",26.66,"Kamloops"
"05","13",26.7,"Kamloops"
"05","14",26.7,"Kamloops"
"05","15",27.2,"Kamloops"
"05","16",27.38,"Kamloops"
"05","17",27.2,"Kamloops"
"05","18",27.26,"Kamloops"
"05","19",27.36,"Kamloops"
"05","20",27.46,"Kamloops"
"05","21",28.1,"Kamloops"
"05","22",28.46,"Kamloops"
"05","23",28.9,"Kamloops"
"05","24",28.9,"Kamloops"
"05","25",29.4,"Kamloops"
"05","26",29.4,"Kamloops"
"05","27",29.96,"Kamloops"
"05","28",30,"Kamloops"
"05","29",30,"Kamloops"
"05","30",30,"Kamloops"
"05","31",30.56,"Kamloops"
"06","01",30.6,"Kamloops"
"06","02",30.66,"Kamloops"
"06","03",31.06,"Kamloops"
"06","04",31.1,"Kamloops"
"06","05",31.1,"Kamloops"
"06","06",31.1,"Kamloops"
"06","07",31.1,"Kamloops"
"06","08",31.6,"Kamloops"
"06","09",31.7,"Kamloops"
"06","10",32.06,"Kamloops"
"06","11",32.2,"Kamloops"
"06","12",32.2,"Kamloops"
"06","13",32.2,"Kamloops"
"06","14",32.2,"Kamloops"
"06","15",32.26,"Kamloops"
"06","16",32.8,"Kamloops"
"06","17",32.8,"Kamloops"
"06","18",32.8,"Kamloops"
"06","19",32.8,"Kamloops"
"06","20",32.8,"Kamloops"
"06","21",32.8,"Kamloops"
"06","22",32.8,"Kamloops"
"06","23",32.8,"Kamloops"
"06","24",32.8,"Kamloops"
"06","25",32.8,"Kamloops"
"06","26",32.8,"Kamloops"
"06","27",32.8,"Kamloops"
"06","28",33.04,"Kamloops"
"06","29",33.3,"Kamloops"
"06","30",33.3,"Kamloops"
"07","01",33.3,"Kamloops"
"07","02",33.3,"Kamloops"
"07","03",33.3,"Kamloops"
"07","04",33.3,"Kamloops"
"07","05",33.46,"Kamloops"
"07","06",33.56,"Kamloops"
"07","07",33.9,"Kamloops"
"07","08",33.9,"Kamloops"
"07","09",34.24,"Kamloops"
"07","10",34.24,"Kamloops"
"07","11",34.06,"Kamloops"
"07","12",34.06,"Kamloops"
"07","13",34.4,"Kamloops"
"07","14",34.46,"Kamloops"
"07","15",34.66,"Kamloops"
"07","16",34.88,"Kamloops"
"07","17",34.88,"Kamloops"
"07","18",35,"Kamloops"
"07","19",35.4,"Kamloops"
"07","20",35.52,"Kamloops"
"07","21",35.6,"Kamloops"
"07","22",35.6,"Kamloops"
"07","23",35.6,"Kamloops"
"07","24",35.6,"Kamloops"
"07","25",35.66,"Kamloops"
"07","26",35.6,"Kamloops"
"07","27",35.6,"Kamloops"
"07","28",35.6,"Kamloops"
"07","29",35.6,"Kamloops"
"07","30",35.6,"Kamloops"
"07","31",35.6,"Kamloops"
"08","01",35.6,"Kamloops"
"08","02",35.6,"Kamloops"
"08","03",35.66,"Kamloops"
"08","04",35.6,"Kamloops"
"08","05",35.76,"Kamloops"
"08","06",35.6,"Kamloops"
"08","07",35.6,"Kamloops"
"08","08",35.6,"Kamloops"
"08","09",35.6,"Kamloops"
"08","10",35.6,"Kamloops"
"08","11",35.56,"Kamloops"
"08","12",35.5,"Kamloops"
"08","13",35.46,"Kamloops"
"08","14",35,"Kamloops"
"08","15",35,"Kamloops"
"08","16",34.66,"Kamloops"
"08","17",34.4,"Kamloops"
"08","18",33.9,"Kamloops"
"08","19",33.3,"Kamloops"
"08","20",32.92,"Kamloops"
"08","21",32.5,"Kamloops"
"08","22",32.2,"Kamloops"
"08","23",32.2,"Kamloops"
"08","24",32.2,"Kamloops"
"08","25",32.16,"Kamloops"
"08","26",31.96,"Kamloops"
"08","27",31.7,"Kamloops"
"08","28",31.7,"Kamloops"
"08","29",31.26,"Kamloops"
"08","30",31.1,"Kamloops"
"08","31",30.72,"Kamloops"
"09","01",30.6,"Kamloops"
"09","02",30.6,"Kamloops"
"09","03",30.6,"Kamloops"
"09","04",30.6,"Kamloops"
"09","05",30,"Kamloops"
"09","06",30,"Kamloops"
"09","07",29.4,"Kamloops"
"09","08",29.4,"Kamloops"
"09","09",29,"Kamloops"
"09","10",28.96,"Kamloops"
"09","11",28.9,"Kamloops"
"09","12",28.6,"Kamloops"
"09","13",28.3,"Kamloops"
"09","14",28.3,"Kamloops"
"09","15",28.3,"Kamloops"
"09","16",28.2,"Kamloops"
"09","17",27.8,"Kamloops"
"09","18",27.26,"Kamloops"
"09","19",27.2,"Kamloops"
"09","20",27.16,"Kamloops"
"09","21",26.88,"Kamloops"
"09","22",26.1,"Kamloops"
"09","23",25.66,"Kamloops"
"09","24",25.6,"Kamloops"
"09","25",25.6,"Kamloops"
"09","26",25.2,"Kamloops"
"09","27",25,"Kamloops"
"09","28",24.4,"Kamloops"
"09","29",24.4,"Kamloops"
"09","30",23.9,"Kamloops"
"10","01",23.3,"Kamloops"
"10","02",23.1,"Kamloops"
"10","03",22.8,"Kamloops"
"10","04",22.72,"Kamloops"
"10","05",22.2,"Kamloops"
"10","06",21.86,"Kamloops"
"10","07",21.62,"Kamloops"
"10","08",21.1,"Kamloops"
"10","09",21,"Kamloops"
"10","10",20.6,"Kamloops"
"10","11",20.6,"Kamloops"
"10","12",20,"Kamloops"
"10","13",19.46,"Kamloops"
"10","14",19.4,"Kamloops"
"10","15",18.9,"Kamloops"
"10","16",18.46,"Kamloops"
"10","17",18.3,"Kamloops"
"10","18",18.06,"Kamloops"
"10","19",17.8,"Kamloops"
"10","20",17.8,"Kamloops"
"10","21",17.72,"Kamloops"
"10","22",17.56,"Kamloops"
"10","23",17.46,"Kamloops"
"10","24",17.16,"Kamloops"
"10","25",17.06,"Kamloops"
"10","26",16.7,"Kamloops"
"10","27",16.7,"Kamloops"
"10","28",16.66,"Kamloops"
"10","29",16.5,"Kamloops"
"10","30",16.16,"Kamloops"
"10","31",16.02,"Kamloops"
"11","01",15.6,"Kamloops"
"11","02",15,"Kamloops"
"11","03",14.4,"Kamloops"
"11","04",14.32,"Kamloops"
"11","05",13.96,"Kamloops"
"11","06",13.66,"Kamloops"
"11","07",13.5,"Kamloops"
"11","08",13.3,"Kamloops"
"11","09",12.8,"Kamloops"
"11","10",12.52,"Kamloops"
"11","11",12.3,"Kamloops"
"11","12",11.76,"Kamloops"
"11","13",11.7,"Kamloops"
"11","14",11.7,"Kamloops"
"11","15",11.1,"Kamloops"
"11","16",11.1,"Kamloops"
"11","17",11.1,"Kamloops"
"11","18",10.92,"Kamloops"
"11","19",10.6,"Kamloops"
"11","20",10.36,"Kamloops"
"11","21",10,"Kamloops"
"11","22",9.52,"Kamloops"
"11","23",9.4,"Kamloops"
"11","24",9.4,"Kamloops"
"11","25",8.9,"Kamloops"
"11","26",9.08000000000001,"Kamloops"
"11","27",9.08000000000001,"Kamloops"
"11","28",8.66,"Kamloops"
"11","29",8.3,"Kamloops"
"11","30",8.3,"Kamloops"
"12","01",8.16,"Kamloops"
"12","02",7.8,"Kamloops"
"12","03",7.8,"Kamloops"
"12","04",7.8,"Kamloops"
"12","05",7.52,"Kamloops"
"12","06",7.44000000000001,"Kamloops"
"12","07",7.50000000000001,"Kamloops"
"12","08",7.8,"Kamloops"
"12","09",7.8,"Kamloops"
"12","10",7.2,"Kamloops"
"12","11",7.2,"Kamloops"
"12","12",7.2,"Kamloops"
"12","13",7.2,"Kamloops"
"12","14",6.7,"Kamloops"
"12","15",6.6,"Kamloops"
"12","16",6.52,"Kamloops"
"12","17",6.52,"Kamloops"
"12","18",6.52,"Kamloops"
"12","19",6.66,"Kamloops"
"12","20",6.66,"Kamloops"
"12","21",6.28000000000001,"Kamloops"
"12","22",6.1,"Kamloops"
"12","23",6.1,"Kamloops"
"12","24",5.66,"Kamloops"
"12","25",5.6,"Kamloops"
"12","26",5.6,"Kamloops"
"12","27",5.42,"Kamloops"
"12","28",5.22,"Kamloops"
"12","29",5.1,"Kamloops"
"12","30",5.06,"Kamloops"
"12","31",5,"Kamloops"
