"yrmon","max_consec","Station","year","month"
196207,14,"PrinceGeorge",1962,7
196208,9,"PrinceGeorge",1962,8
196209,8,"PrinceGeorge",1962,9
196210,5,"PrinceGeorge",1962,10
196211,5,"PrinceGeorge",1962,11
196212,11,"PrinceGeorge",1962,12
196301,5,"PrinceGeorge",1963,1
196302,14,"PrinceGeorge",1963,2
196303,8,"PrinceGeorge",1963,3
196304,12,"PrinceGeorge",1963,4
196305,14,"PrinceGeorge",1963,5
196306,12,"PrinceGeorge",1963,6
196307,11,"PrinceGeorge",1963,7
196308,8,"PrinceGeorge",1963,8
196309,4,"PrinceGeorge",1963,9
196310,10,"PrinceGeorge",1963,10
196311,16,"PrinceGeorge",1963,11
196312,11,"PrinceGeorge",1963,12
196401,7,"PrinceGeorge",1964,1
196402,10,"PrinceGeorge",1964,2
196403,8,"PrinceGeorge",1964,3
196404,7,"PrinceGeorge",1964,4
196405,6,"PrinceGeorge",1964,5
196406,7,"PrinceGeorge",1964,6
196407,8,"PrinceGeorge",1964,7
196408,6,"PrinceGeorge",1964,8
196409,14,"PrinceGeorge",1964,9
196410,10,"PrinceGeorge",1964,10
196411,9,"PrinceGeorge",1964,11
196412,6,"PrinceGeorge",1964,12
196501,5,"PrinceGeorge",1965,1
196502,4,"PrinceGeorge",1965,2
196503,19,"PrinceGeorge",1965,3
196504,5,"PrinceGeorge",1965,4
196505,11,"PrinceGeorge",1965,5
196506,20,"PrinceGeorge",1965,6
196507,17,"PrinceGeorge",1965,7
196508,8,"PrinceGeorge",1965,8
196509,14,"PrinceGeorge",1965,9
196510,6,"PrinceGeorge",1965,10
196511,8,"PrinceGeorge",1965,11
196512,8,"PrinceGeorge",1965,12
196601,7,"PrinceGeorge",1966,1
196602,20,"PrinceGeorge",1966,2
196603,10,"PrinceGeorge",1966,3
196604,8,"PrinceGeorge",1966,4
196605,9,"PrinceGeorge",1966,5
196606,6,"PrinceGeorge",1966,6
196607,5,"PrinceGeorge",1966,7
196608,10,"PrinceGeorge",1966,8
196609,7,"PrinceGeorge",1966,9
196610,7,"PrinceGeorge",1966,10
196611,3,"PrinceGeorge",1966,11
196612,8,"PrinceGeorge",1966,12
196701,5,"PrinceGeorge",1967,1
196702,17,"PrinceGeorge",1967,2
196703,8,"PrinceGeorge",1967,3
196704,23,"PrinceGeorge",1967,4
196705,26,"PrinceGeorge",1967,5
196706,25,"PrinceGeorge",1967,6
196707,8,"PrinceGeorge",1967,7
196708,8,"PrinceGeorge",1967,8
196709,9,"PrinceGeorge",1967,9
196710,4,"PrinceGeorge",1967,10
196711,6,"PrinceGeorge",1967,11
196712,5,"PrinceGeorge",1967,12
196801,5,"PrinceGeorge",1968,1
196802,15,"PrinceGeorge",1968,2
196803,20,"PrinceGeorge",1968,3
196804,6,"PrinceGeorge",1968,4
196805,15,"PrinceGeorge",1968,5
196806,12,"PrinceGeorge",1968,6
196807,10,"PrinceGeorge",1968,7
196808,6,"PrinceGeorge",1968,8
196809,10,"PrinceGeorge",1968,9
196810,5,"PrinceGeorge",1968,10
196811,7,"PrinceGeorge",1968,11
196812,6,"PrinceGeorge",1968,12
196901,14,"PrinceGeorge",1969,1
196902,29,"PrinceGeorge",1969,2
196903,14,"PrinceGeorge",1969,3
196904,6,"PrinceGeorge",1969,4
196905,19,"PrinceGeorge",1969,5
196906,19,"PrinceGeorge",1969,6
196907,11,"PrinceGeorge",1969,7
196908,3,"PrinceGeorge",1969,8
196909,8,"PrinceGeorge",1969,9
196910,10,"PrinceGeorge",1969,10
196911,4,"PrinceGeorge",1969,11
196912,9,"PrinceGeorge",1969,12
197001,6,"PrinceGeorge",1970,1
197002,13,"PrinceGeorge",1970,2
197003,7,"PrinceGeorge",1970,3
197004,13,"PrinceGeorge",1970,4
197005,13,"PrinceGeorge",1970,5
197006,11,"PrinceGeorge",1970,6
197007,19,"PrinceGeorge",1970,7
197008,14,"PrinceGeorge",1970,8
197009,8,"PrinceGeorge",1970,9
197010,18,"PrinceGeorge",1970,10
197011,7,"PrinceGeorge",1970,11
197012,12,"PrinceGeorge",1970,12
197101,5,"PrinceGeorge",1971,1
197102,7,"PrinceGeorge",1971,2
197103,13,"PrinceGeorge",1971,3
197104,8,"PrinceGeorge",1971,4
197105,16,"PrinceGeorge",1971,5
197106,6,"PrinceGeorge",1971,6
197107,8,"PrinceGeorge",1971,7
197108,12,"PrinceGeorge",1971,8
197109,12,"PrinceGeorge",1971,9
197110,6,"PrinceGeorge",1971,10
197111,3,"PrinceGeorge",1971,11
197112,7,"PrinceGeorge",1971,12
197201,11,"PrinceGeorge",1972,1
197202,4,"PrinceGeorge",1972,2
197203,7,"PrinceGeorge",1972,3
197204,14,"PrinceGeorge",1972,4
197205,17,"PrinceGeorge",1972,5
197206,9,"PrinceGeorge",1972,6
197207,7,"PrinceGeorge",1972,7
197208,9,"PrinceGeorge",1972,8
197209,10,"PrinceGeorge",1972,9
197210,10,"PrinceGeorge",1972,10
197211,23,"PrinceGeorge",1972,11
197212,5,"PrinceGeorge",1972,12
197301,12,"PrinceGeorge",1973,1
197302,8,"PrinceGeorge",1973,2
197303,7,"PrinceGeorge",1973,3
197304,11,"PrinceGeorge",1973,4
197305,8,"PrinceGeorge",1973,5
197306,7,"PrinceGeorge",1973,6
197307,12,"PrinceGeorge",1973,7
197308,9,"PrinceGeorge",1973,8
197309,6,"PrinceGeorge",1973,9
197310,11,"PrinceGeorge",1973,10
197311,9,"PrinceGeorge",1973,11
197312,13,"PrinceGeorge",1973,12
197401,11,"PrinceGeorge",1974,1
197402,6,"PrinceGeorge",1974,2
197403,7,"PrinceGeorge",1974,3
197404,10,"PrinceGeorge",1974,4
197405,6,"PrinceGeorge",1974,5
197406,15,"PrinceGeorge",1974,6
197407,10,"PrinceGeorge",1974,7
197408,14,"PrinceGeorge",1974,8
197409,20,"PrinceGeorge",1974,9
197410,8,"PrinceGeorge",1974,10
197411,8,"PrinceGeorge",1974,11
197412,8,"PrinceGeorge",1974,12
197501,4,"PrinceGeorge",1975,1
197502,8,"PrinceGeorge",1975,2
197503,5,"PrinceGeorge",1975,3
197504,14,"PrinceGeorge",1975,4
197505,9,"PrinceGeorge",1975,5
197506,4,"PrinceGeorge",1975,6
197507,14,"PrinceGeorge",1975,7
197508,5,"PrinceGeorge",1975,8
197509,10,"PrinceGeorge",1975,9
197510,7,"PrinceGeorge",1975,10
197511,7,"PrinceGeorge",1975,11
197512,7,"PrinceGeorge",1975,12
197601,14,"PrinceGeorge",1976,1
197602,9,"PrinceGeorge",1976,2
197603,9,"PrinceGeorge",1976,3
197604,13,"PrinceGeorge",1976,4
197605,4,"PrinceGeorge",1976,5
197606,4,"PrinceGeorge",1976,6
197607,4,"PrinceGeorge",1976,7
197608,4,"PrinceGeorge",1976,8
197609,6,"PrinceGeorge",1976,9
197610,10,"PrinceGeorge",1976,10
197611,11,"PrinceGeorge",1976,11
197612,11,"PrinceGeorge",1976,12
197701,17,"PrinceGeorge",1977,1
197702,11,"PrinceGeorge",1977,2
197703,8,"PrinceGeorge",1977,3
197704,12,"PrinceGeorge",1977,4
197705,12,"PrinceGeorge",1977,5
197706,5,"PrinceGeorge",1977,6
197707,8,"PrinceGeorge",1977,7
197708,13,"PrinceGeorge",1977,8
197709,13,"PrinceGeorge",1977,9
197710,10,"PrinceGeorge",1977,10
197711,8,"PrinceGeorge",1977,11
197712,19,"PrinceGeorge",1977,12
197801,17,"PrinceGeorge",1978,1
197802,15,"PrinceGeorge",1978,2
197803,9,"PrinceGeorge",1978,3
197804,11,"PrinceGeorge",1978,4
197805,11,"PrinceGeorge",1978,5
197806,9,"PrinceGeorge",1978,6
197807,14,"PrinceGeorge",1978,7
197808,9,"PrinceGeorge",1978,8
197809,6,"PrinceGeorge",1978,9
197810,9,"PrinceGeorge",1978,10
197811,6,"PrinceGeorge",1978,11
197812,5,"PrinceGeorge",1978,12
197901,13,"PrinceGeorge",1979,1
197902,5,"PrinceGeorge",1979,2
197903,17,"PrinceGeorge",1979,3
197904,16,"PrinceGeorge",1979,4
197905,4,"PrinceGeorge",1979,5
197906,6,"PrinceGeorge",1979,6
197907,17,"PrinceGeorge",1979,7
197908,12,"PrinceGeorge",1979,8
197909,6,"PrinceGeorge",1979,9
197910,19,"PrinceGeorge",1979,10
197911,16,"PrinceGeorge",1979,11
197912,9,"PrinceGeorge",1979,12
198001,10,"PrinceGeorge",1980,1
198002,11,"PrinceGeorge",1980,2
198003,21,"PrinceGeorge",1980,3
198004,18,"PrinceGeorge",1980,4
198005,6,"PrinceGeorge",1980,5
198006,5,"PrinceGeorge",1980,6
198007,6,"PrinceGeorge",1980,7
198008,8,"PrinceGeorge",1980,8
198009,9,"PrinceGeorge",1980,9
198010,11,"PrinceGeorge",1980,10
198011,9,"PrinceGeorge",1980,11
198012,5,"PrinceGeorge",1980,12
198101,17,"PrinceGeorge",1981,1
198102,11,"PrinceGeorge",1981,2
198103,21,"PrinceGeorge",1981,3
198104,8,"PrinceGeorge",1981,4
198105,11,"PrinceGeorge",1981,5
198106,3,"PrinceGeorge",1981,6
198107,25,"PrinceGeorge",1981,7
198108,23,"PrinceGeorge",1981,8
198109,8,"PrinceGeorge",1981,9
198110,12,"PrinceGeorge",1981,10
198111,6,"PrinceGeorge",1981,11
198112,7,"PrinceGeorge",1981,12
198201,5,"PrinceGeorge",1982,1
198202,4,"PrinceGeorge",1982,2
198203,17,"PrinceGeorge",1982,3
198204,16,"PrinceGeorge",1982,4
198205,9,"PrinceGeorge",1982,5
198206,22,"PrinceGeorge",1982,6
198207,8,"PrinceGeorge",1982,7
198208,4,"PrinceGeorge",1982,8
198209,12,"PrinceGeorge",1982,9
198210,5,"PrinceGeorge",1982,10
198211,9,"PrinceGeorge",1982,11
198212,12,"PrinceGeorge",1982,12
198301,13,"PrinceGeorge",1983,1
198302,11,"PrinceGeorge",1983,2
198303,15,"PrinceGeorge",1983,3
198304,12,"PrinceGeorge",1983,4
198305,15,"PrinceGeorge",1983,5
198306,1,"PrinceGeorge",1983,6
198307,4,"PrinceGeorge",1983,7
198308,8,"PrinceGeorge",1983,8
198309,9,"PrinceGeorge",1983,9
198310,6,"PrinceGeorge",1983,10
198311,5,"PrinceGeorge",1983,11
198312,14,"PrinceGeorge",1983,12
198401,11,"PrinceGeorge",1984,1
198402,20,"PrinceGeorge",1984,2
198403,16,"PrinceGeorge",1984,3
198404,10,"PrinceGeorge",1984,4
198405,8,"PrinceGeorge",1984,5
198406,9,"PrinceGeorge",1984,6
198407,9,"PrinceGeorge",1984,7
198408,5,"PrinceGeorge",1984,8
198409,10,"PrinceGeorge",1984,9
198410,8,"PrinceGeorge",1984,10
198411,12,"PrinceGeorge",1984,11
198412,10,"PrinceGeorge",1984,12
198501,12,"PrinceGeorge",1985,1
198502,5,"PrinceGeorge",1985,2
198503,16,"PrinceGeorge",1985,3
198504,7,"PrinceGeorge",1985,4
198505,9,"PrinceGeorge",1985,5
198506,7,"PrinceGeorge",1985,6
198507,11,"PrinceGeorge",1985,7
198508,14,"PrinceGeorge",1985,8
198509,11,"PrinceGeorge",1985,9
198510,7,"PrinceGeorge",1985,10
198511,27,"PrinceGeorge",1985,11
198512,13,"PrinceGeorge",1985,12
198601,7,"PrinceGeorge",1986,1
198602,15,"PrinceGeorge",1986,2
198603,10,"PrinceGeorge",1986,3
198604,11,"PrinceGeorge",1986,4
198605,10,"PrinceGeorge",1986,5
198606,7,"PrinceGeorge",1986,6
198607,9,"PrinceGeorge",1986,7
198608,13,"PrinceGeorge",1986,8
198609,12,"PrinceGeorge",1986,9
198610,11,"PrinceGeorge",1986,10
198611,18,"PrinceGeorge",1986,11
198612,11,"PrinceGeorge",1986,12
198701,7,"PrinceGeorge",1987,1
198702,4,"PrinceGeorge",1987,2
198703,10,"PrinceGeorge",1987,3
198704,14,"PrinceGeorge",1987,4
198705,9,"PrinceGeorge",1987,5
198706,13,"PrinceGeorge",1987,6
198707,8,"PrinceGeorge",1987,7
198708,9,"PrinceGeorge",1987,8
198709,12,"PrinceGeorge",1987,9
198710,21,"PrinceGeorge",1987,10
198711,6,"PrinceGeorge",1987,11
198712,12,"PrinceGeorge",1987,12
198801,8,"PrinceGeorge",1988,1
198802,11,"PrinceGeorge",1988,2
198803,10,"PrinceGeorge",1988,3
198804,10,"PrinceGeorge",1988,4
198805,9,"PrinceGeorge",1988,5
198806,4,"PrinceGeorge",1988,6
198807,9,"PrinceGeorge",1988,7
198808,9,"PrinceGeorge",1988,8
198809,13,"PrinceGeorge",1988,9
198810,12,"PrinceGeorge",1988,10
198811,17,"PrinceGeorge",1988,11
198812,7,"PrinceGeorge",1988,12
198901,15,"PrinceGeorge",1989,1
198902,14,"PrinceGeorge",1989,2
198903,12,"PrinceGeorge",1989,3
198904,15,"PrinceGeorge",1989,4
198905,13,"PrinceGeorge",1989,5
198906,8,"PrinceGeorge",1989,6
198907,5,"PrinceGeorge",1989,7
198908,7,"PrinceGeorge",1989,8
198909,14,"PrinceGeorge",1989,9
198910,9,"PrinceGeorge",1989,10
198911,7,"PrinceGeorge",1989,11
198912,10,"PrinceGeorge",1989,12
199001,4,"PrinceGeorge",1990,1
199002,10,"PrinceGeorge",1990,2
199003,8,"PrinceGeorge",1990,3
199004,14,"PrinceGeorge",1990,4
199005,3,"PrinceGeorge",1990,5
199006,6,"PrinceGeorge",1990,6
199007,29,"PrinceGeorge",1990,7
199008,16,"PrinceGeorge",1990,8
199009,23,"PrinceGeorge",1990,9
199010,5,"PrinceGeorge",1990,10
199011,5,"PrinceGeorge",1990,11
199012,9,"PrinceGeorge",1990,12
199101,13,"PrinceGeorge",1991,1
199102,17,"PrinceGeorge",1991,2
199103,11,"PrinceGeorge",1991,3
199104,14,"PrinceGeorge",1991,4
199105,9,"PrinceGeorge",1991,5
199106,7,"PrinceGeorge",1991,6
199107,8,"PrinceGeorge",1991,7
199108,14,"PrinceGeorge",1991,8
199109,9,"PrinceGeorge",1991,9
199110,8,"PrinceGeorge",1991,10
199111,7,"PrinceGeorge",1991,11
199112,12,"PrinceGeorge",1991,12
199201,6,"PrinceGeorge",1992,1
199202,15,"PrinceGeorge",1992,2
199203,13,"PrinceGeorge",1992,3
199204,7,"PrinceGeorge",1992,4
199205,14,"PrinceGeorge",1992,5
199206,16,"PrinceGeorge",1992,6
199207,12,"PrinceGeorge",1992,7
199208,12,"PrinceGeorge",1992,8
199209,5,"PrinceGeorge",1992,9
199210,5,"PrinceGeorge",1992,10
199211,11,"PrinceGeorge",1992,11
199212,6,"PrinceGeorge",1992,12
199301,27,"PrinceGeorge",1993,1
199302,20,"PrinceGeorge",1993,2
199303,8,"PrinceGeorge",1993,3
199304,12,"PrinceGeorge",1993,4
199305,8,"PrinceGeorge",1993,5
199306,6,"PrinceGeorge",1993,6
199307,8,"PrinceGeorge",1993,7
199308,18,"PrinceGeorge",1993,8
199309,10,"PrinceGeorge",1993,9
199310,8,"PrinceGeorge",1993,10
199311,9,"PrinceGeorge",1993,11
199312,8,"PrinceGeorge",1993,12
199401,11,"PrinceGeorge",1994,1
199402,4,"PrinceGeorge",1994,2
199403,12,"PrinceGeorge",1994,3
199404,8,"PrinceGeorge",1994,4
199405,6,"PrinceGeorge",1994,5
199406,10,"PrinceGeorge",1994,6
199407,16,"PrinceGeorge",1994,7
199408,14,"PrinceGeorge",1994,8
199409,11,"PrinceGeorge",1994,9
199410,4,"PrinceGeorge",1994,10
199411,7,"PrinceGeorge",1994,11
199412,12,"PrinceGeorge",1994,12
199501,11,"PrinceGeorge",1995,1
199502,11,"PrinceGeorge",1995,2
199503,7,"PrinceGeorge",1995,3
199504,22,"PrinceGeorge",1995,4
199505,13,"PrinceGeorge",1995,5
199506,7,"PrinceGeorge",1995,6
199507,10,"PrinceGeorge",1995,7
199508,32,"PrinceGeorge",1995,8
199509,25,"PrinceGeorge",1995,9
199510,12,"PrinceGeorge",1995,10
199511,7,"PrinceGeorge",1995,11
199512,9,"PrinceGeorge",1995,12
199601,18,"PrinceGeorge",1996,1
199602,15,"PrinceGeorge",1996,2
199603,17,"PrinceGeorge",1996,3
199604,10,"PrinceGeorge",1996,4
199605,7,"PrinceGeorge",1996,5
199606,5,"PrinceGeorge",1996,6
199607,8,"PrinceGeorge",1996,7
199608,7,"PrinceGeorge",1996,8
199609,5,"PrinceGeorge",1996,9
199610,4,"PrinceGeorge",1996,10
199611,6,"PrinceGeorge",1996,11
199612,8,"PrinceGeorge",1996,12
199701,10,"PrinceGeorge",1997,1
199702,10,"PrinceGeorge",1997,2
199703,8,"PrinceGeorge",1997,3
199704,12,"PrinceGeorge",1997,4
199705,9,"PrinceGeorge",1997,5
199706,4,"PrinceGeorge",1997,6
199707,5,"PrinceGeorge",1997,7
199708,6,"PrinceGeorge",1997,8
199709,8,"PrinceGeorge",1997,9
199710,4,"PrinceGeorge",1997,10
199711,12,"PrinceGeorge",1997,11
199712,11,"PrinceGeorge",1997,12
199801,12,"PrinceGeorge",1998,1
199802,10,"PrinceGeorge",1998,2
199803,18,"PrinceGeorge",1998,3
199804,17,"PrinceGeorge",1998,4
199805,19,"PrinceGeorge",1998,5
199806,13,"PrinceGeorge",1998,6
199807,9,"PrinceGeorge",1998,7
199808,7,"PrinceGeorge",1998,8
199809,5,"PrinceGeorge",1998,9
199810,8,"PrinceGeorge",1998,10
199811,7,"PrinceGeorge",1998,11
199812,6,"PrinceGeorge",1998,12
199901,3,"PrinceGeorge",1999,1
199902,5,"PrinceGeorge",1999,2
199903,9,"PrinceGeorge",1999,3
199904,10,"PrinceGeorge",1999,4
199905,4,"PrinceGeorge",1999,5
199906,6,"PrinceGeorge",1999,6
199907,13,"PrinceGeorge",1999,7
199908,9,"PrinceGeorge",1999,8
199909,12,"PrinceGeorge",1999,9
199910,8,"PrinceGeorge",1999,10
199911,6,"PrinceGeorge",1999,11
199912,11,"PrinceGeorge",1999,12
200001,13,"PrinceGeorge",2000,1
200002,11,"PrinceGeorge",2000,2
200003,7,"PrinceGeorge",2000,3
200004,8,"PrinceGeorge",2000,4
200005,7,"PrinceGeorge",2000,5
200006,6,"PrinceGeorge",2000,6
200007,6,"PrinceGeorge",2000,7
200008,9,"PrinceGeorge",2000,8
200009,8,"PrinceGeorge",2000,9
200010,8,"PrinceGeorge",2000,10
200011,16,"PrinceGeorge",2000,11
200012,13,"PrinceGeorge",2000,12
200101,10,"PrinceGeorge",2001,1
200102,12,"PrinceGeorge",2001,2
200103,9,"PrinceGeorge",2001,3
200104,9,"PrinceGeorge",2001,4
200105,7,"PrinceGeorge",2001,5
200106,5,"PrinceGeorge",2001,6
200107,3,"PrinceGeorge",2001,7
200108,11,"PrinceGeorge",2001,8
200109,10,"PrinceGeorge",2001,9
200110,7,"PrinceGeorge",2001,10
200111,10,"PrinceGeorge",2001,11
200112,23,"PrinceGeorge",2001,12
200201,9,"PrinceGeorge",2002,1
200202,11,"PrinceGeorge",2002,2
200203,13,"PrinceGeorge",2002,3
200204,8,"PrinceGeorge",2002,4
200205,8,"PrinceGeorge",2002,5
200206,11,"PrinceGeorge",2002,6
200207,7,"PrinceGeorge",2002,7
200208,9,"PrinceGeorge",2002,8
200209,4,"PrinceGeorge",2002,9
200210,13,"PrinceGeorge",2002,10
200211,21,"PrinceGeorge",2002,11
200212,20,"PrinceGeorge",2002,12
200301,9,"PrinceGeorge",2003,1
200302,12,"PrinceGeorge",2003,2
200303,7,"PrinceGeorge",2003,3
200304,15,"PrinceGeorge",2003,4
200305,8,"PrinceGeorge",2003,5
200306,7,"PrinceGeorge",2003,6
200307,11,"PrinceGeorge",2003,7
200308,7,"PrinceGeorge",2003,8
200309,10,"PrinceGeorge",2003,9
200310,12,"PrinceGeorge",2003,10
200311,9,"PrinceGeorge",2003,11
200312,14,"PrinceGeorge",2003,12
200401,6,"PrinceGeorge",2004,1
200402,5,"PrinceGeorge",2004,2
200403,17,"PrinceGeorge",2004,3
200404,16,"PrinceGeorge",2004,4
200405,10,"PrinceGeorge",2004,5
200406,13,"PrinceGeorge",2004,6
200407,12,"PrinceGeorge",2004,7
200408,21,"PrinceGeorge",2004,8
200409,16,"PrinceGeorge",2004,9
200410,7,"PrinceGeorge",2004,10
200411,5,"PrinceGeorge",2004,11
200412,7,"PrinceGeorge",2004,12
200501,9,"PrinceGeorge",2005,1
200502,25,"PrinceGeorge",2005,2
200503,11,"PrinceGeorge",2005,3
200504,15,"PrinceGeorge",2005,4
200505,9,"PrinceGeorge",2005,5
200506,6,"PrinceGeorge",2005,6
200507,4,"PrinceGeorge",2005,7
200508,9,"PrinceGeorge",2005,8
200509,6,"PrinceGeorge",2005,9
200510,5,"PrinceGeorge",2005,10
200511,8,"PrinceGeorge",2005,11
200512,14,"PrinceGeorge",2005,12
200601,11,"PrinceGeorge",2006,1
200602,21,"PrinceGeorge",2006,2
200603,8,"PrinceGeorge",2006,3
200604,8,"PrinceGeorge",2006,4
200605,11,"PrinceGeorge",2006,5
200606,12,"PrinceGeorge",2006,6
200607,9,"PrinceGeorge",2006,7
200608,26,"PrinceGeorge",2006,8
200609,9,"PrinceGeorge",2006,9
200610,8,"PrinceGeorge",2006,10
200611,8,"PrinceGeorge",2006,11
200612,17,"PrinceGeorge",2006,12
200701,11,"PrinceGeorge",2007,1
200702,8,"PrinceGeorge",2007,2
200703,6,"PrinceGeorge",2007,3
200704,8,"PrinceGeorge",2007,4
200705,13,"PrinceGeorge",2007,5
200706,4,"PrinceGeorge",2007,6
200707,14,"PrinceGeorge",2007,7
200708,4,"PrinceGeorge",2007,8
200709,5,"PrinceGeorge",2007,9
200710,5,"PrinceGeorge",2007,10
200711,6,"PrinceGeorge",2007,11
200712,4,"PrinceGeorge",2007,12
200801,5,"PrinceGeorge",2008,1
200802,11,"PrinceGeorge",2008,2
200803,9,"PrinceGeorge",2008,3
200804,17,"PrinceGeorge",2008,4
200805,4,"PrinceGeorge",2008,5
200806,6,"PrinceGeorge",2008,6
200807,5,"PrinceGeorge",2008,7
200808,7,"PrinceGeorge",2008,8
200809,12,"PrinceGeorge",2008,9
200810,6,"PrinceGeorge",2008,10
200811,5,"PrinceGeorge",2008,11
200812,7,"PrinceGeorge",2008,12
200901,12,"PrinceGeorge",2009,1
200902,12,"PrinceGeorge",2009,2
200903,5,"PrinceGeorge",2009,3
200904,11,"PrinceGeorge",2009,4
200905,15,"PrinceGeorge",2009,5
200906,10,"PrinceGeorge",2009,6
200907,22,"PrinceGeorge",2009,7
200908,9,"PrinceGeorge",2009,8
200909,6,"PrinceGeorge",2009,9
200910,12,"PrinceGeorge",2009,10
200911,5,"PrinceGeorge",2009,11
200912,16,"PrinceGeorge",2009,12
201001,14,"PrinceGeorge",2010,1
201002,22,"PrinceGeorge",2010,2
201003,20,"PrinceGeorge",2010,3
201004,13,"PrinceGeorge",2010,4
201005,12,"PrinceGeorge",2010,5
201006,15,"PrinceGeorge",2010,6
201007,16,"PrinceGeorge",2010,7
201008,10,"PrinceGeorge",2010,8
201009,19,"PrinceGeorge",2010,9
201010,16,"PrinceGeorge",2010,10
201011,16,"PrinceGeorge",2010,11
201012,11,"PrinceGeorge",2010,12
201101,5,"PrinceGeorge",2011,1
201102,13,"PrinceGeorge",2011,2
201103,71,"PrinceGeorge",2011,3
201104,44,"PrinceGeorge",2011,4
201105,14,"PrinceGeorge",2011,5
201106,8,"PrinceGeorge",2011,6
201107,3,"PrinceGeorge",2011,7
201108,6,"PrinceGeorge",2011,8
201109,12,"PrinceGeorge",2011,9
201110,9,"PrinceGeorge",2011,10
201111,8,"PrinceGeorge",2011,11
201112,7,"PrinceGeorge",2011,12
201201,10,"PrinceGeorge",2012,1
201202,16,"PrinceGeorge",2012,2
201203,15,"PrinceGeorge",2012,3
201204,8,"PrinceGeorge",2012,4
201205,13,"PrinceGeorge",2012,5
201206,5,"PrinceGeorge",2012,6
201207,12,"PrinceGeorge",2012,7
201208,13,"PrinceGeorge",2012,8
201209,13,"PrinceGeorge",2012,9
201210,8,"PrinceGeorge",2012,10
201211,9,"PrinceGeorge",2012,11
201212,6,"PrinceGeorge",2012,12
201301,13,"PrinceGeorge",2013,1
201302,6,"PrinceGeorge",2013,2
201303,15,"PrinceGeorge",2013,3
201304,4,"PrinceGeorge",2013,4
201305,7,"PrinceGeorge",2013,5
201306,5,"PrinceGeorge",2013,6
201307,12,"PrinceGeorge",2013,7
201308,16,"PrinceGeorge",2013,8
201309,15,"PrinceGeorge",2013,9
201310,10,"PrinceGeorge",2013,10
201311,6,"PrinceGeorge",2013,11
201312,7,"PrinceGeorge",2013,12
201401,11,"PrinceGeorge",2014,1
201402,9,"PrinceGeorge",2014,2
201403,25,"PrinceGeorge",2014,3
201404,9,"PrinceGeorge",2014,4
201405,6,"PrinceGeorge",2014,5
201406,8,"PrinceGeorge",2014,6
201407,16,"PrinceGeorge",2014,7
201408,15,"PrinceGeorge",2014,8
201409,9,"PrinceGeorge",2014,9
201410,4,"PrinceGeorge",2014,10
201411,11,"PrinceGeorge",2014,11
201412,9,"PrinceGeorge",2014,12
201501,8,"PrinceGeorge",2015,1
201502,19,"PrinceGeorge",2015,2
201503,12,"PrinceGeorge",2015,3
201504,16,"PrinceGeorge",2015,4
201505,21,"PrinceGeorge",2015,5
201506,21,"PrinceGeorge",2015,6
201507,11,"PrinceGeorge",2015,7
201508,6,"PrinceGeorge",2015,8
201509,9,"PrinceGeorge",2015,9
201510,5,"PrinceGeorge",2015,10
201511,23,"PrinceGeorge",2015,11
201512,9,"PrinceGeorge",2015,12
201601,11,"PrinceGeorge",2016,1
201602,4,"PrinceGeorge",2016,2
201603,10,"PrinceGeorge",2016,3
201604,14,"PrinceGeorge",2016,4
201605,9,"PrinceGeorge",2016,5
201606,8,"PrinceGeorge",2016,6
201607,5,"PrinceGeorge",2016,7
201608,9,"PrinceGeorge",2016,8
201609,10,"PrinceGeorge",2016,9
201610,6,"PrinceGeorge",2016,10
201611,5,"PrinceGeorge",2016,11
201612,6,"PrinceGeorge",2016,12
201701,9,"PrinceGeorge",2017,1
201702,7,"PrinceGeorge",2017,2
201703,6,"PrinceGeorge",2017,3
201704,5,"PrinceGeorge",2017,4
201705,5,"PrinceGeorge",2017,5
201706,11,"PrinceGeorge",2017,6
201707,9,"PrinceGeorge",2017,7
201708,8,"PrinceGeorge",2017,8
201709,4,"PrinceGeorge",2017,9
201710,4,"PrinceGeorge",2017,10
201711,16,"PrinceGeorge",2017,11
201712,13,"PrinceGeorge",2017,12
201801,6,"PrinceGeorge",2018,1
201802,22,"PrinceGeorge",2018,2
201803,11,"PrinceGeorge",2018,3
201804,14,"PrinceGeorge",2018,4
201805,8,"PrinceGeorge",2018,5
201806,7,"PrinceGeorge",2018,6
201807,17,"PrinceGeorge",2018,7
201808,13,"PrinceGeorge",2018,8
201809,13,"PrinceGeorge",2018,9
201810,13,"PrinceGeorge",2018,10
201811,5,"PrinceGeorge",2018,11
201812,12,"PrinceGeorge",2018,12
201901,9,"PrinceGeorge",2019,1
201902,27,"PrinceGeorge",2019,2
201903,18,"PrinceGeorge",2019,3
201904,54,"PrinceGeorge",2019,4
201905,42,"PrinceGeorge",2019,5
201906,11,"PrinceGeorge",2019,6
201907,4,"PrinceGeorge",2019,7
201908,12,"PrinceGeorge",2019,8
201909,8,"PrinceGeorge",2019,9
201910,6,"PrinceGeorge",2019,10
201911,5,"PrinceGeorge",2019,11
201912,9,"PrinceGeorge",2019,12
202001,7,"PrinceGeorge",2020,1
202002,21,"PrinceGeorge",2020,2
202003,16,"PrinceGeorge",2020,3
202004,13,"PrinceGeorge",2020,4
202005,8,"PrinceGeorge",2020,5
202006,7,"PrinceGeorge",2020,6
202007,8,"PrinceGeorge",2020,7
202008,2,"PrinceGeorge",2020,8
202009,12,"PrinceGeorge",2020,9
