"diffw90","year","month","yrmon"
0,1939,12,193912
0,1939,12,193912
0,1939,12,193912
1.7,1939,12,193912
0,1939,12,193912
0.6,1939,12,193912
2.3,1940,1,194001
1.7,1940,1,194001
0,1940,1,194001
2.09,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0.39,1940,1,194001
1.39,1940,1,194001
2.7,1940,1,194001
0,1940,1,194001
0,1940,1,194001
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0,1940,2,194002
0.98,1940,2,194002
0,1940,3,194003
0.6,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0,1940,3,194003
2.19,1940,3,194003
2.6,1940,3,194003
0,1940,3,194003
0,1940,3,194003
0.4,1940,3,194003
0,1940,3,194003
1.1,1940,3,194003
0,1940,3,194003
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0.4,1940,4,194004
2.98,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0.6,1940,4,194004
0.5,1940,4,194004
0.9,1940,4,194004
7.4,1940,4,194004
2.4,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0.69,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
1,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
0,1940,4,194004
2.8,1940,5,194005
0,1940,5,194005
0.48,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0.5,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0.89,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0.6,1940,5,194005
1.7,1940,5,194005
0.6,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0.3,1940,5,194005
0,1940,5,194005
0,1940,5,194005
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
1.1,1940,6,194006
1.1,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0.5,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0,1940,6,194006
0.2,1940,6,194006
2.98,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,7,194007
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
2.2,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,8,194008
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
1.1,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
0,1940,9,194009
2.2,1940,9,194009
0,1940,9,194009
