x,y,HEATING_DEGREE_DAYS,LOCAL_DATE,LOCAL_DAY,ID,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,TOTAL_SNOW,STATION_NAME,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND,PROVINCE_CODE,MEAN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MIN_TEMPERATURE,LOCAL_MONTH,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,CLIMATE_IDENTIFIER
-119.4002111111111,49.94075,15.5,2013-12-16 00:00:00,16,1123996.2013.12.16,,M,M,M,,KELOWNA UBCO,0,,2013,,,BC,2.5,,,,,,,0.2,12,0,4.8,,M,,,,,1123996
-119.4002111111111,49.94075,16.5,2013-12-17 00:00:00,17,1123996.2013.12.17,,M,M,M,,KELOWNA UBCO,0,,2013,,1,BC,1.5,,,,,,,-0.7,12,0,3.7,,M,,,,,1123996
-119.4002111111111,49.94075,17.8,2013-12-18 00:00:00,18,1123996.2013.12.18,,M,M,M,,KELOWNA UBCO,0.6,,2013,,0,BC,0.2,,,,,,,-2.7,12,0,3,,M,T,,,,1123996
-119.4002111111111,49.94075,23.7,2013-12-19 00:00:00,19,1123996.2013.12.19,,M,M,M,,KELOWNA UBCO,0,,2013,,1,BC,-5.7,,,,,,,-10,12,0,-1.3,,M,,,,,1123996
-119.4002111111111,49.94075,24.4,2013-12-20 00:00:00,20,1123996.2013.12.20,,M,M,M,,KELOWNA UBCO,2.2,,2013,,1,BC,-6.4,,,,,,,-8.4,12,0,-4.3,,M,,,,,1123996
-119.4002111111111,49.94075,21.2,2013-12-21 00:00:00,21,1123996.2013.12.21,,M,M,M,,KELOWNA UBCO,0,,2013,,2,BC,-3.2,,,,,,,-5.2,12,0,-1.1,,M,,,,,1123996
-119.4002111111111,49.94075,19.5,2013-12-22 00:00:00,22,1123996.2013.12.22,,M,M,M,,KELOWNA UBCO,0,,2013,,3,BC,-1.5,,,,,,,-2.9,12,0,-0.1,,M,,,,,1123996
-119.4002111111111,49.94075,17.1,2013-12-23 00:00:00,23,1123996.2013.12.23,,M,M,M,,KELOWNA UBCO,1,,2013,,3,BC,0.9,,,,,,,-0.8,12,0,2.5,,M,,,,,1123996
-119.4002111111111,49.94075,18.2,2013-12-24 00:00:00,24,1123996.2013.12.24,,M,M,M,,KELOWNA UBCO,0,,2013,,3,BC,-0.2,,,,,,,-4.5,12,0,4.1,,M,,,,,1123996
-119.4002111111111,49.94075,20.1,2013-12-25 00:00:00,25,1123996.2013.12.25,T,M,M,M,,KELOWNA UBCO,0,,2013,,3,BC,-2.1,,,,,,,-4.6,12,0,0.4,,M,,,,,1123996
-119.4002111111111,49.94075,16.7,2013-12-26 00:00:00,26,1123996.2013.12.26,,M,M,M,,KELOWNA UBCO,1.3,,2013,,3,BC,1.3,,,,,,,0.1,12,0,2.4,,M,,,,,1123996
-119.4002111111111,49.94075,17.5,2013-12-27 00:00:00,27,1123996.2013.12.27,,M,M,M,,KELOWNA UBCO,1.4,,2013,,2,BC,0.5,,,,,,,-1.1,12,0,2.1,,M,,,,,1123996
-119.4002111111111,49.94075,16.6,2013-12-28 00:00:00,28,1123996.2013.12.28,T,M,M,M,,KELOWNA UBCO,0,,2013,,3,BC,1.4,,,,,,,-2.2,12,0,4.9,,M,,,,,1123996
-119.4002111111111,49.94075,18.8,2013-12-29 00:00:00,29,1123996.2013.12.29,,M,M,M,,KELOWNA UBCO,1.6,,2013,,3,BC,-0.8,,,,,,,-2.2,12,0,0.6,,M,,,,,1123996
-119.4002111111111,49.94075,18.2,2013-12-30 00:00:00,30,1123996.2013.12.30,,M,M,M,,KELOWNA UBCO,0,,2013,,7,BC,-0.2,,,,,,,-2.2,12,0,1.8,,M,,,,,1123996
-119.4002111111111,49.94075,17.9,2013-12-31 00:00:00,31,1123996.2013.12.31,,M,M,M,,KELOWNA UBCO,0,,2013,,6,BC,0.1,,,,,,,-4,12,0,4.2,,M,,,,,1123996
-119.4002111111111,49.94075,20.2,2014-01-01 00:00:00,1,1123996.2014.1.1,,M,M,M,,KELOWNA UBCO,0,,2014,,6,BC,-2.2,,,,,,,-4.3,1,0,0,,M,,,,,1123996
-119.4002111111111,49.94075,16.7,2014-01-02 00:00:00,2,1123996.2014.1.2,,M,M,M,,KELOWNA UBCO,0.2,,2014,,6,BC,1.3,,,,,,,-0.8,1,0,3.3,,M,,,,,1123996
-119.4002111111111,49.94075,16.2,2014-01-03 00:00:00,3,1123996.2014.1.3,,M,M,M,,KELOWNA UBCO,1.1,,2014,,5,BC,1.8,,,,,,,-0.8,1,0,4.4,,M,,,,,1123996
-119.4002111111111,49.94075,19,2014-01-04 00:00:00,4,1123996.2014.1.4,,M,M,M,,KELOWNA UBCO,0,,2014,,5,BC,-1,,,,,,,-6.6,1,0,4.6,,M,,,,,1123996
-119.4002111111111,49.94075,23.2,2014-01-05 00:00:00,5,1123996.2014.1.5,,M,M,M,,KELOWNA UBCO,0,,2014,,5,BC,-5.2,,,,,,,-9.2,1,0,-1.2,,M,,,,,1123996
-119.4002111111111,49.94075,23.7,2014-01-06 00:00:00,6,1123996.2014.1.6,,M,M,M,,KELOWNA UBCO,0,,2014,,6,BC,-5.7,,,,,,,-9,1,0,-2.3,,M,,,,,1123996
-119.4002111111111,49.94075,22.1,2014-01-07 00:00:00,7,1123996.2014.1.7,,M,M,M,,KELOWNA UBCO,1.3,,2014,,6,BC,-4.1,,,,,,,-5.9,1,0,-2.2,,M,,,,,1123996
-119.4002111111111,49.94075,19,2014-01-08 00:00:00,8,1123996.2014.1.8,M,M,M,M,,KELOWNA UBCO,,,2014,,7,BC,-1,,,,,,,-3,1,0,1,,M,,,,,1123996
-119.4002111111111,49.94075,17.4,2014-01-09 00:00:00,9,1123996.2014.1.9,,M,M,M,,KELOWNA UBCO,0.2,,2014,,7,BC,0.6,,,,,,,-1.1,1,0,2.3,,M,,,,,1123996
-119.4002111111111,49.94075,15.7,2014-01-10 00:00:00,10,1123996.2014.1.10,,M,M,M,,KELOWNA UBCO,0,,2014,,8,BC,2.3,,,,,,,0.5,1,0,4.1,,M,,,,,1123996
-119.4002111111111,49.94075,13.4,2014-01-11 00:00:00,11,1123996.2014.1.11,,M,M,M,,KELOWNA UBCO,2.5,,2014,,8,BC,4.6,,,,,,,0,1,0,9.1,,M,,,,,1123996
-119.4002111111111,49.94075,14,2014-01-12 00:00:00,12,1123996.2014.1.12,,M,M,M,,KELOWNA UBCO,3.7,,2014,,6,BC,4,,,,,,,-0.2,1,0,8.2,,M,,,,,1123996
-119.4002111111111,49.94075,9.9,2014-01-13 00:00:00,13,1123996.2014.1.13,,M,M,M,,KELOWNA UBCO,0,,2014,,6,BC,8.1,,,,,,,2.9,1,0,13.2,,M,,,,,1123996
-119.4002111111111,49.94075,14.7,2014-01-14 00:00:00,14,1123996.2014.1.14,,M,M,M,,KELOWNA UBCO,0,,2014,,3,BC,3.3,,,,,,,-0.6,1,0,7.2,,M,,,,,1123996
-119.4002111111111,49.94075,15.3,2014-01-15 00:00:00,15,1123996.2014.1.15,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,2.7,,,,,,,-1.2,1,0,6.6,,M,,,,,1123996
-119.4002111111111,49.94075,19.2,2014-01-16 00:00:00,16,1123996.2014.1.16,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,-1.2,,,,,,,-3.4,1,0,1,,M,,,,,1123996
-119.4002111111111,49.94075,20.3,2014-01-17 00:00:00,17,1123996.2014.1.17,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,-2.3,,,,,,,-2.9,1,0,-1.6,,M,,,,,1123996
-119.4002111111111,49.94075,18.9,2014-01-18 00:00:00,18,1123996.2014.1.18,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,-0.9,,,,,,,-2.9,1,0,1.1,,M,,,,,1123996
-119.4002111111111,49.94075,17.4,2014-01-19 00:00:00,19,1123996.2014.1.19,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,0.6,,,,,,,-0.1,1,0,1.2,,M,,,,,1123996
-119.4002111111111,49.94075,19.9,2014-01-20 00:00:00,20,1123996.2014.1.20,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,-1.9,,,,,,,-3.7,1,0,0,,M,,,,,1123996
-119.4002111111111,49.94075,19.5,2014-01-21 00:00:00,21,1123996.2014.1.21,,M,M,M,,KELOWNA UBCO,0,,2014,,3,BC,-1.5,,,,,,,-2.3,1,0,-0.7,,M,,,,,1123996
-119.4002111111111,49.94075,17.9,2014-01-22 00:00:00,22,1123996.2014.1.22,,M,M,M,,KELOWNA UBCO,0,,2014,,3,BC,0.1,,,,,,,-1.2,1,0,1.4,,M,,,,,1123996
-119.4002111111111,49.94075,17.2,2014-01-23 00:00:00,23,1123996.2014.1.23,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,0.8,,,,,,,-2.6,1,0,4.2,,M,,,,,1123996
-119.4002111111111,49.94075,18.2,2014-01-24 00:00:00,24,1123996.2014.1.24,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,-0.2,,,,,,,-2.5,1,0,2.1,,M,,,,,1123996
-119.4002111111111,49.94075,17.5,2014-01-25 00:00:00,25,1123996.2014.1.25,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,0.5,,,,,,,-0.6,1,0,1.5,,M,,,,,1123996
-119.4002111111111,49.94075,17.3,2014-01-26 00:00:00,26,1123996.2014.1.26,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,0.7,,,,,,,-1.3,1,0,2.7,,M,,,,,1123996
-119.4002111111111,49.94075,16.4,2014-01-27 00:00:00,27,1123996.2014.1.27,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,1.6,,,,,,,0,1,0,3.1,,M,,,,,1123996
-119.4002111111111,49.94075,17.4,2014-01-28 00:00:00,28,1123996.2014.1.28,T,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,0.6,,,,,,,-0.6,1,0,1.7,,M,,,,,1123996
-119.4002111111111,49.94075,18.1,2014-01-29 00:00:00,29,1123996.2014.1.29,,M,M,M,,KELOWNA UBCO,6.7,,2014,,0,BC,-0.1,,,,,,,-1.2,1,0,1,,M,T,,,,1123996
-119.4002111111111,49.94075,19.9,2014-01-30 00:00:00,30,1123996.2014.1.30,,M,M,M,,KELOWNA UBCO,0.5,,2014,,8,BC,-1.9,,,,,,,-3.7,1,0,0,,M,,,,,1123996
-119.4002111111111,49.94075,25.7,2014-01-31 00:00:00,31,1123996.2014.1.31,,M,M,M,,KELOWNA UBCO,0,,2014,,8,BC,-7.7,,,,,,,-13,1,0,-2.3,,M,,,,,1123996
-119.4002111111111,49.94075,29.2,2014-02-01 00:00:00,1,1123996.2014.2.1,,M,M,M,,KELOWNA UBCO,0,,2014,,8,BC,-11.2,,,,,,,-16.1,2,0,-6.3,,M,,,,,1123996
-119.4002111111111,49.94075,26.1,2014-02-02 00:00:00,2,1123996.2014.2.2,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-8.1,,,,,,,-12.9,2,0,-3.3,,M,,,,,1123996
-119.4002111111111,49.94075,25.5,2014-02-03 00:00:00,3,1123996.2014.2.3,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-7.5,,,,,,,-9.5,2,0,-5.4,,M,,,,,1123996
-119.4002111111111,49.94075,27.6,2014-02-04 00:00:00,4,1123996.2014.2.4,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-9.6,,,,,,,-12.5,2,0,-6.7,,M,,,,,1123996
-119.4002111111111,49.94075,30.6,2014-02-05 00:00:00,5,1123996.2014.2.5,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-12.6,,,,,,,-17.6,2,0,-7.5,,M,,,,,1123996
-119.4002111111111,49.94075,31.7,2014-02-06 00:00:00,6,1123996.2014.2.6,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-13.7,,,,,,,-18,2,0,-9.4,,M,,,,,1123996
-119.4002111111111,49.94075,30,2014-02-07 00:00:00,7,1123996.2014.2.7,,M,M,M,,KELOWNA UBCO,0,,2014,,7,BC,-12,,,,,,,-15.9,2,0,-8.1,,M,,,,,1123996
-119.4002111111111,49.94075,30.2,2014-02-08 00:00:00,8,1123996.2014.2.8,,M,M,M,,KELOWNA UBCO,0,,2014,,8,BC,-12.2,,,,,,,-17.3,2,0,-7,,M,,,,,1123996
-119.4002111111111,49.94075,28.9,2014-02-09 00:00:00,9,1123996.2014.2.9,,M,M,M,,KELOWNA UBCO,0,,2014,,8,BC,-10.9,,,,,,,-16.7,2,0,-5.1,,M,,,,,1123996
-119.4002111111111,49.94075,24.4,2014-02-10 00:00:00,10,1123996.2014.2.10,,M,M,M,,KELOWNA UBCO,0.8,,2014,,8,BC,-6.4,,,,,,,-10.7,2,0,-2.1,,M,,,,,1123996
-119.4002111111111,49.94075,19.3,2014-02-11 00:00:00,11,1123996.2014.2.11,,M,M,M,,KELOWNA UBCO,0.3,,2014,,8,BC,-1.3,,,,,,,-4.6,2,0,2,,M,,,,,1123996
-119.4002111111111,49.94075,13.3,2014-02-12 00:00:00,12,1123996.2014.2.12,,M,M,M,,KELOWNA UBCO,2.3,,2014,,8,BC,4.7,,,,,,,-1.7,2,0,11.1,,M,,,,,1123996
-119.4002111111111,49.94075,14.3,2014-02-13 00:00:00,13,1123996.2014.2.13,,M,M,M,,KELOWNA UBCO,0,,2014,,6,BC,3.7,,,,,,,-1.8,2,0,9.2,,M,,,,,1123996
-119.4002111111111,49.94075,14.6,2014-02-14 00:00:00,14,1123996.2014.2.14,,M,M,M,,KELOWNA UBCO,1.4,,2014,,4,BC,3.4,,,,,,,-1.7,2,0,8.4,,M,,,,,1123996
-119.4002111111111,49.94075,16.7,2014-02-15 00:00:00,15,1123996.2014.2.15,,M,M,M,,KELOWNA UBCO,0,,2014,,2,BC,1.3,,,,,,,-1.4,2,0,4,,M,,,,,1123996
-119.4002111111111,49.94075,14.4,2014-02-16 00:00:00,16,1123996.2014.2.16,,M,M,M,,KELOWNA UBCO,4.1,,2014,,3,BC,3.6,,,,,,,0.3,2,0,6.9,,M,,,,,1123996
-119.4002111111111,49.94075,14.2,2014-02-17 00:00:00,17,1123996.2014.2.17,,M,M,M,,KELOWNA UBCO,0.9,,2014,,2,BC,3.8,,,,,,,1,2,0,6.6,,M,,,,,1123996
-119.4002111111111,49.94075,17,2014-02-18 00:00:00,18,1123996.2014.2.18,,M,M,M,,KELOWNA UBCO,0.2,,2014,,0,BC,1,,,,,,,-2,2,0,4,,M,T,,,,1123996
-119.4002111111111,49.94075,14.6,2014-02-19 00:00:00,19,1123996.2014.2.19,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,3.4,,,,,,,-0.5,2,0,7.2,,M,,,,,1123996
-119.4002111111111,49.94075,15.1,2014-02-20 00:00:00,20,1123996.2014.2.20,,M,M,M,,KELOWNA UBCO,0,,2014,,0,BC,2.9,,,,,,,-1.9,2,0,7.7,,M,T,,,,1123996
-119.4002111111111,49.94075,18.1,2014-02-21 00:00:00,21,1123996.2014.2.21,,M,M,M,,KELOWNA UBCO,0,,2014,,0,BC,-0.1,,,,,,,-4.6,2,0,4.4,,M,T,,,,1123996
-119.4002111111111,49.94075,21.7,2014-02-22 00:00:00,22,1123996.2014.2.22,,M,M,M,,KELOWNA UBCO,0.6,,2014,,0,BC,-3.7,,,,,,,-8.3,2,0,1,,M,T,,,,1123996
-119.4002111111111,49.94075,21.6,2014-02-23 00:00:00,23,1123996.2014.2.23,,M,M,M,,KELOWNA UBCO,0.2,,2014,,1,BC,-3.6,,,,,,,-4.4,2,0,-2.8,,M,,,,,1123996
-119.4002111111111,49.94075,24.1,2014-02-24 00:00:00,24,1123996.2014.2.24,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,-6.1,,,,,,,-8.4,2,0,-3.7,,M,,,,,1123996
-119.4002111111111,49.94075,25.6,2014-02-25 00:00:00,25,1123996.2014.2.25,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,-7.6,,,,,,,-14.1,2,0,-1.1,,M,,,,,1123996
-119.4002111111111,49.94075,23.9,2014-02-26 00:00:00,26,1123996.2014.2.26,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,-5.9,,,,,,,-12.3,2,0,0.5,,M,,,,,1123996
-119.4002111111111,49.94075,19.4,2014-02-27 00:00:00,27,1123996.2014.2.27,,M,M,M,,KELOWNA UBCO,0,,2014,,1,BC,-1.4,,,,,,,-6,2,0,3.2,,M,,,,,1123996
-119.4002111111111,49.94075,17.9,2014-02-28 00:00:00,28,1123996.2014.2.28,,M,M,M,,KELOWNA UBCO,0,,2014,,0,BC,0.1,,,,,,,-5.1,2,0,5.3,,M,T,,,,1123996
-119.4002111111111,49.94075,21.1,2014-03-01 00:00:00,1,1123996.2014.3.1,,M,M,M,,KELOWNA UBCO,0,,2014,,0,BC,-3.1,,,,,,,-5.6,3,0,-0.6,,M,T,,,,1123996
-119.4002111111111,49.94075,23.4,2014-03-02 00:00:00,2,1123996.2014.3.2,,M,M,M,,KELOWNA UBCO,0.6,,2014,,0,BC,-5.4,,,,,,,-7,3,0,-3.7,,M,T,,,,1123996
-119.4002111111111,49.94075,20.4,2014-03-03 00:00:00,3,1123996.2014.3.3,,M,M,M,,KELOWNA UBCO,0.3,,2014,,3,BC,-2.4,,,,,,,-5.6,3,0,0.8,,M,,,,,1123996
-119.4002111111111,49.94075,15.9,2014-03-04 00:00:00,4,1123996.2014.3.4,,M,M,M,,KELOWNA UBCO,0.6,,2014,,1,BC,2.1,,,,,,,-0.3,3,0,4.4,,M,,,,,1123996
-119.4002111111111,49.94075,15.2,2014-03-05 00:00:00,5,1123996.2014.3.5,,M,M,M,,KELOWNA UBCO,2.9,,2014,,1,BC,2.8,,,,,,,0,3,0,5.5,,M,,,,,1123996
-119.4002111111111,49.94075,14.7,2014-03-06 00:00:00,6,1123996.2014.3.6,,M,M,M,,KELOWNA UBCO,3.5,,2014,,0,BC,3.3,,,,,,,0.4,3,0,6.1,,M,T,,,,1123996
-119.4002111111111,49.94075,11.1,2014-03-07 00:00:00,7,1123996.2014.3.7,,M,M,M,,KELOWNA UBCO,0,,2014,,0,BC,6.9,,,,,,,-0.4,3,0,14.2,,M,T,,,,1123996
-119.4002111111111,49.94075,12.1,2014-03-08 00:00:00,8,1123996.2014.3.8,,M,M,M,,KELOWNA UBCO,2,,2014,,,BC,5.9,,,,,,,1.5,3,0,10.2,,M,,,,,1123996
-119.4002111111111,49.94075,9.1,2014-03-09 00:00:00,9,1123996.2014.3.9,,M,M,M,,KELOWNA UBCO,0.5,,2014,,,BC,8.9,,,,,,,2.9,3,0,14.8,,M,,,,,1123996
-119.4002111111111,49.94075,11.9,2014-03-10 00:00:00,10,1123996.2014.3.10,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6.1,,,,,,,0.4,3,0,11.8,,M,,,,,1123996
-119.4002111111111,49.94075,12.8,2014-03-11 00:00:00,11,1123996.2014.3.11,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,5.2,,,,,,,-2.7,3,0,13.1,,M,,,,,1123996
-119.4002111111111,49.94075,12.9,2014-03-12 00:00:00,12,1123996.2014.3.12,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,5.1,,,,,,,-4,3,0,14.2,,M,,,,,1123996
-119.4002111111111,49.94075,11.3,2014-03-13 00:00:00,13,1123996.2014.3.13,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6.7,,,,,,,-0.5,3,0,13.8,,M,,,,,1123996
-119.4002111111111,49.94075,9,2014-03-14 00:00:00,14,1123996.2014.3.14,T,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,9,,,,,,,2.8,3,0,15.1,,M,,,,,1123996
-119.4002111111111,49.94075,12.7,2014-03-15 00:00:00,15,1123996.2014.3.15,,M,M,M,,KELOWNA UBCO,1.6,,2014,,,BC,5.3,,,,,,,2,3,0,8.6,,M,,,,,1123996
-119.4002111111111,49.94075,9.7,2014-03-16 00:00:00,16,1123996.2014.3.16,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,8.3,,,,,,,3.2,3,0,13.4,,M,,,,,1123996
-119.4002111111111,49.94075,12,2014-03-17 00:00:00,17,1123996.2014.3.17,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6,,,,,,,1.5,3,0,10.5,,M,,,,,1123996
-119.4002111111111,49.94075,15,2014-03-18 00:00:00,18,1123996.2014.3.18,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,3,,,,,,,-4.4,3,0,10.4,,M,,,,,1123996
-119.4002111111111,49.94075,11.5,2014-03-19 00:00:00,19,1123996.2014.3.19,,M,M,M,,KELOWNA UBCO,0.6,,2014,,,BC,6.5,,,,,,,2.3,3,0,10.6,,M,,,,,1123996
-119.4002111111111,49.94075,14.5,2014-03-20 00:00:00,20,1123996.2014.3.20,,M,M,M,,KELOWNA UBCO,1.1,,2014,,,BC,3.5,,,,,,,-1.6,3,0,8.6,,M,,,,,1123996
-119.4002111111111,49.94075,16.9,2014-03-21 00:00:00,21,1123996.2014.3.21,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,1.1,,,,,,,-5.7,3,0,7.9,,M,,,,,1123996
-119.4002111111111,49.94075,20.1,2014-03-22 00:00:00,22,1123996.2014.3.22,,M,M,M,,KELOWNA UBCO,0.9,,2014,,,BC,-2.1,,,,,,,-5.8,3,0,1.7,,M,,,,,1123996
-119.4002111111111,49.94075,15.3,2014-03-23 00:00:00,23,1123996.2014.3.23,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,2.7,,,,,,,-2.8,3,0,8.1,,M,,,,,1123996
-119.4002111111111,49.94075,15.8,2014-03-24 00:00:00,24,1123996.2014.3.24,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,2.2,,,,,,,-3,3,0,7.4,,M,,,,,1123996
-119.4002111111111,49.94075,14.9,2014-03-25 00:00:00,25,1123996.2014.3.25,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,3.1,,,,,,,-1.2,3,0,7.3,,M,,,,,1123996
-119.4002111111111,49.94075,11.7,2014-03-26 00:00:00,26,1123996.2014.3.26,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6.3,,,,,,,1.2,3,0,11.4,,M,,,,,1123996
-119.4002111111111,49.94075,12,2014-03-27 00:00:00,27,1123996.2014.3.27,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6,,,,,,,2.2,3,0,9.7,,M,,,,,1123996
-119.4002111111111,49.94075,14.1,2014-03-28 00:00:00,28,1123996.2014.3.28,,M,M,M,,KELOWNA UBCO,0.2,,2014,,,BC,3.9,,,,,,,0.7,3,0,7,,M,,,,,1123996
-119.4002111111111,49.94075,10.7,2014-03-29 00:00:00,29,1123996.2014.3.29,,M,M,M,,KELOWNA UBCO,1.8,,2014,,,BC,7.3,,,,,,,1.1,3,0,13.4,,M,,,,,1123996
-119.4002111111111,49.94075,10.5,2014-03-30 00:00:00,30,1123996.2014.3.30,,M,M,M,,KELOWNA UBCO,0.3,,2014,,,BC,7.5,,,,,,,1.3,3,0,13.7,,M,,,,,1123996
-119.4002111111111,49.94075,12.1,2014-03-31 00:00:00,31,1123996.2014.3.31,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,5.9,,,,,,,-1.3,3,0,13.1,,M,,,,,1123996
-119.4002111111111,49.94075,12,2014-04-01 00:00:00,1,1123996.2014.4.1,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6,,,,,,,-1.6,4,0,13.5,,M,,,,,1123996
-119.4002111111111,49.94075,12.6,2014-04-02 00:00:00,2,1123996.2014.4.2,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,5.4,,,,,,,-2.9,4,0,13.6,,M,,,,,1123996
-119.4002111111111,49.94075,11.6,2014-04-03 00:00:00,3,1123996.2014.4.3,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,6.4,,,,,,,0.1,4,0,12.6,,M,,,,,1123996
-119.4002111111111,49.94075,9,2014-04-04 00:00:00,4,1123996.2014.4.4,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,9,,,,,,,2.2,4,0,15.7,,M,,,,,1123996
-119.4002111111111,49.94075,9.6,2014-04-05 00:00:00,5,1123996.2014.4.5,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,8.4,,,,,,,2.6,4,0,14.1,,M,,,,,1123996
-119.4002111111111,49.94075,7.9,2014-04-06 00:00:00,6,1123996.2014.4.6,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,10.1,,,,,,,4.4,4,0,15.8,,M,,,,,1123996
-119.4002111111111,49.94075,8.3,2014-04-07 00:00:00,7,1123996.2014.4.7,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,9.7,,,,,,,3.5,4,0,15.8,,M,,,,,1123996
-119.4002111111111,49.94075,6.5,2014-04-08 00:00:00,8,1123996.2014.4.8,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,11.5,,,,,,,1.6,4,0,21.3,,M,,,,,1123996
-119.4002111111111,49.94075,6.7,2014-04-09 00:00:00,9,1123996.2014.4.9,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,11.3,,,,,,,6.6,4,0,15.9,,M,,,,,1123996
-119.4002111111111,49.94075,9.4,2014-04-10 00:00:00,10,1123996.2014.4.10,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,8.6,,,,,,,-0.7,4,0,17.9,,M,,,,,1123996
-119.4002111111111,49.94075,8,2014-04-11 00:00:00,11,1123996.2014.4.11,,M,M,M,,KELOWNA UBCO,0.5,,2014,,,BC,10,,,,,,,4.1,4,0,15.8,,M,,,,,1123996
-119.4002111111111,49.94075,9.1,2014-04-12 00:00:00,12,1123996.2014.4.12,,M,M,M,,KELOWNA UBCO,0.2,,2014,,,BC,8.9,,,,,,,2.8,4,0,14.9,,M,,,,,1123996
-119.4002111111111,49.94075,10.4,2014-04-13 00:00:00,13,1123996.2014.4.13,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,7.6,,,,,,,-1.6,4,0,16.7,,M,,,,,1123996
-119.4002111111111,49.94075,9.5,2014-04-14 00:00:00,14,1123996.2014.4.14,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,8.5,,,,,,,-1.5,4,0,18.5,,M,,,,,1123996
-119.4002111111111,49.94075,8.1,2014-04-15 00:00:00,15,1123996.2014.4.15,,M,M,M,,KELOWNA UBCO,0.9,,2014,,,BC,9.9,,,,,,,6.3,4,0,13.5,,M,,,,,1123996
-119.4002111111111,49.94075,10.3,2014-04-16 00:00:00,16,1123996.2014.4.16,,M,M,M,,KELOWNA UBCO,0,,2014,,,BC,7.7,,,,,,,3.1,4,0,12.3,,M,,,,,1123996
-119.4002111111111,49.94075,8.1,2014-04-17 00:00:00,17,1123996.2014.4.17,,M,M,M,,KELOWNA UBCO,7.6,,2014,,,BC,9.9,,,,,,,6,4,0,13.8,,M,,,,,1123996
