x,y,MIN_TEMPERATURE_FLAG,STATION_NAME,DIRECTION_MAX_GUST,MEAN_TEMPERATURE,SPEED_MAX_GUST,LOCAL_MONTH,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,LOCAL_YEAR,SNOW_ON_GROUND,MIN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,LOCAL_DATE,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,PROVINCE_CODE,SNOW_ON_GROUND_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,SPEED_MAX_GUST_FLAG,ID,TOTAL_PRECIPITATION,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,TOTAL_SNOW
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.8,0,6,,,,23.3,2012,,12.2,,,,0,,2012-06-21 00:00:00,,,BC,,1100031,0,0.2,,,1100031.2012.6.21,0,,,21,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,14.6,32,6,,,,18,2012,,11.2,,,,0,,2012-06-22 00:00:00,,,BC,,1100031,13.4,3.4,,,1100031.2012.6.22,13.4,,,22,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,15.2,61,6,,,,19.5,2012,,10.9,,,,0,,2012-06-23 00:00:00,,,BC,,1100031,23.8,2.8,,,1100031.2012.6.23,23.8,,,23,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,12.8,0,6,,,,18.2,2012,,7.4,,,,0,,2012-06-24 00:00:00,,,BC,,1100031,0,5.2,,,1100031.2012.6.24,0,,,24,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,14,33,6,,,,20.5,2012,,7.5,,,,0,,2012-06-25 00:00:00,,,BC,,1100031,0,4,,,1100031.2012.6.25,0,,,25,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,12.6,37,6,,,,14.6,2012,,10.5,,,,0,,2012-06-26 00:00:00,,,BC,,1100031,0.8,5.4,,,1100031.2012.6.26,0.8,,,26,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.5,0,6,,,,21,2012,,9.9,,,,0,,2012-06-27 00:00:00,,,BC,,1100031,0,2.5,,,1100031.2012.6.27,0,,,27,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.6,0,6,,,,23.6,2012,,11.6,,,,0,,2012-06-28 00:00:00,,,BC,,1100031,1.6,0.4,,,1100031.2012.6.28,1.6,,,28,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18.2,0,6,,,,22,2012,,14.3,,,,0.2,,2012-06-29 00:00:00,,,BC,,1100031,1.4,0,,,1100031.2012.6.29,1.4,,,29,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.8,0,6,,,,23.6,2012,,5.9,,,,0,,2012-06-30 00:00:00,,,BC,,1100031,17.6,3.2,,,1100031.2012.6.30,17.6,,,30,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,15.4,33,7,,,,18.2,2012,,12.6,,,,0,,2012-07-01 00:00:00,,,BC,,1100031,0.4,2.6,,,1100031.2012.7.1,0.4,,,1,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,13.5,0,7,,,,14.9,2012,,12,,,,0,,2012-07-02 00:00:00,,,BC,,1100031,3.6,4.5,,,1100031.2012.7.2,3.6,,,2,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,13.9,44,7,,,,17.2,2012,,10.6,,,,0,,2012-07-03 00:00:00,,,BC,,1100031,16,4.1,,,1100031.2012.7.3,16,,,3,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.3,0,7,,,,20,2012,,8.6,,,,0,,2012-07-04 00:00:00,,,BC,,1100031,0,3.7,,,1100031.2012.7.4,0,,,4,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.8,0,7,,,,22.9,2012,,8.6,,,,0,,2012-07-05 00:00:00,,,BC,,1100031,0,2.2,,,1100031.2012.7.5,0,,,5,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.9,0,7,,,,25.4,2012,,10.4,,,,0,,2012-07-06 00:00:00,,,BC,,1100031,0,0.1,,,1100031.2012.7.6,0,,,6,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18.8,0,7,,,,26.2,2012,,11.3,,,,0.8,,2012-07-07 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.7,0,,,7,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.3,0,7,,,,27.7,2012,,12.9,,,,2.3,,2012-07-08 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.8,0,,,8,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,18.8,44,7,,,,23.3,2012,,14.2,,,,0.8,,2012-07-09 00:00:00,,,BC,,1100031,2.4,0,,,1100031.2012.7.9,2.4,,,9,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.7,0,7,,,,22.8,2012,,10.6,,,,0,,2012-07-10 00:00:00,,,BC,,1100031,0,1.3,,,1100031.2012.7.10,0,,,10,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18.9,0,7,,,,25.9,2012,,11.9,,,,0.9,,2012-07-11 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.11,0,,,11,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19,0,7,,,,25.9,2012,,12.1,,,,1,,2012-07-12 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.12,0,,,12,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,18.3,32,7,,,,22.9,2012,,13.6,,,T,0.3,,2012-07-13 00:00:00,,,BC,,1100031,0,0,T,,1100031.2012.7.13,0,,,13,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,19.8,33,7,,,,25.7,2012,,13.8,,,,1.8,,2012-07-14 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.14,0,,,14,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,16.9,32,7,,,,19,2012,,14.8,,,,0,,2012-07-15 00:00:00,,,BC,,1100031,1.5,1.1,,,1100031.2012.7.15,1.5,,,15,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.2,0,7,,,,25.8,2012,,14.5,,,,2.2,,2012-07-16 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.16,0,,,16,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.8,0,7,,,,27,2012,,14.6,,,,2.8,,2012-07-17 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.17,0,,,17,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.3,0,7,,,,19.9,2012,,14.7,,,T,0,,2012-07-18 00:00:00,,,BC,,1100031,0,0.7,T,,1100031.2012.7.18,0,,,18,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.7,0,7,,,,26.3,2012,,15.1,,,,2.7,,2012-07-19 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.19,0,,,19,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,17.2,37,7,,,,18.9,2012,,15.4,,,,0,,2012-07-20 00:00:00,,,BC,,1100031,14,0.8,,,1100031.2012.7.20,14,,,20,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.2,0,7,,,,22.8,2012,,15.5,,,,1.2,,2012-07-21 00:00:00,,,BC,,1100031,0.4,0,,,1100031.2012.7.21,0.4,,,21,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,15.1,37,7,,,,18,2012,,12.2,,,,0,,2012-07-22 00:00:00,,,BC,,1100031,2.2,2.9,,,1100031.2012.7.22,2.2,,,22,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,13.5,46,7,,,,15.7,2012,,11.2,,,,0,,2012-07-23 00:00:00,,,BC,,1100031,12.2,4.5,,,1100031.2012.7.23,12.2,,,23,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.5,0,7,,,,21.9,2012,,13.1,,,,0,,2012-07-24 00:00:00,,,BC,,1100031,0,0.5,,,1100031.2012.7.24,0,,,24,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,18.6,33,7,,,,25.5,2012,,11.7,,,,0.6,,2012-07-25 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.25,0,,,25,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.7,0,7,,,,25.7,2012,,13.6,,,,1.7,,2012-07-26 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.26,0,,,26,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,16.8,33,7,,,,20.8,2012,,12.7,,,,0,,2012-07-27 00:00:00,,,BC,,1100031,0,1.2,,,1100031.2012.7.27,0,,,27,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18,0,7,,,,22.3,2012,,13.6,,,,0,,2012-07-28 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.28,0,,,28,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.1,0,7,,,,23,2012,,11.2,,M,M,0,,2012-07-29 00:00:00,,,BC,,1100031,,0.9,M,,1100031.2012.7.29,,,,29,
-122.36,49.02527777777778,,ABBOTSFORD A,13,16.5,33,7,,,,21.5,2012,,11.4,,,,0,,2012-07-30 00:00:00,,,BC,,1100031,0,1.5,,,1100031.2012.7.30,0,,,30,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18.2,0,7,,,,27.7,2012,,8.6,,,,0.2,,2012-07-31 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.7.31,0,,,31,0
-122.36,49.02527777777778,,ABBOTSFORD A,13,16.8,32,8,,,,22.6,2012,,10.9,,,,0,,2012-08-01 00:00:00,,,BC,,1100031,0,1.2,,,1100031.2012.8.1,0,,,1,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18,0,8,,,,22.7,2012,,13.2,,,,0,,2012-08-02 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.2,0,,,2,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.9,0,8,,,,28.4,2012,,11.4,,,,1.9,,2012-08-03 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.3,0,,,3,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,23.1,0,8,,,,31.8,2012,,14.4,,,,5.1,,2012-08-04 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.4,0,,,4,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,24.4,0,8,,,,32.1,2012,,16.7,,,,6.4,,2012-08-05 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.5,0,,,5,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.9,0,8,,,,25.3,2012,,16.4,,,,2.9,,2012-08-06 00:00:00,,,BC,,1100031,0.6,0,,,1100031.2012.8.6,0.6,,,6,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,18.9,39,8,,,,23.2,2012,,14.6,,,,0.9,,2012-08-07 00:00:00,,,BC,,1100031,1.4,0,,,1100031.2012.8.7,1.4,,,7,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.9,0,8,,,,21.3,2012,,14.5,,,,0,,2012-08-08 00:00:00,,,BC,,1100031,0,0.1,,,1100031.2012.8.8,0,,,8,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,17.6,32,8,,,,24.1,2012,,11.1,,,,0,,2012-08-09 00:00:00,,,BC,,1100031,0,0.4,,,1100031.2012.8.9,0,,,9,0
-122.36,49.02527777777778,,ABBOTSFORD A,23,17.9,32,8,,,,24.9,2012,,10.8,,,,0,,2012-08-10 00:00:00,,,BC,,1100031,0,0.1,,,1100031.2012.8.10,0,,,10,0
-122.36,49.02527777777778,,ABBOTSFORD A,23,19.2,32,8,,,,27.4,2012,,10.9,,,,1.2,,2012-08-11 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.11,0,,,11,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,21.8,0,8,,,,30.1,2012,,13.5,,,,3.8,,2012-08-12 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.12,0,,,12,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.4,0,8,,,,25.6,2012,,13.2,,,,1.4,,2012-08-13 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.13,0,,,13,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.3,0,8,,,,25.9,2012,,12.7,,,,1.3,,2012-08-14 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.14,0,,,14,0
-122.36,49.02527777777778,,ABBOTSFORD A,5,24.9,59,8,,,,33.2,2012,,16.5,,,,6.9,,2012-08-15 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.15,0,,,15,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,23.7,0,8,,,,33,2012,,14.3,,,,5.7,,2012-08-16 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.16,0,,,16,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,24.2,0,8,,,,33.3,2012,,15.1,,,,6.2,,2012-08-17 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.17,0,,,17,0
-122.36,49.02527777777778,,ABBOTSFORD A,21,18.6,39,8,,,,23.5,2012,,13.6,,,,0.6,,2012-08-18 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.18,0,,,18,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.1,0,8,,,,20,2012,,14.2,,,,0,,2012-08-19 00:00:00,,,BC,,1100031,0,0.9,,,1100031.2012.8.19,0,,,19,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,19.9,0,8,,,,24.5,2012,,15.3,,,,1.9,,2012-08-20 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.20,0,,,20,0
-122.36,49.02527777777778,,ABBOTSFORD A,19,16.4,32,8,,,,20.9,2012,,11.9,,,,0,,2012-08-21 00:00:00,,,BC,,1100031,0,1.6,,,1100031.2012.8.21,0,,,21,0
-122.36,49.02527777777778,,ABBOTSFORD A,21,17.2,37,8,,,,21.5,2012,,12.8,,,,0,,2012-08-22 00:00:00,,,BC,,1100031,0,0.8,,,1100031.2012.8.22,0,,,22,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,16.1,35,8,,,,20,2012,,12.1,,,,0,,2012-08-23 00:00:00,,,BC,,1100031,1.8,1.9,,,1100031.2012.8.23,1.8,,,23,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.9,0,8,,,,20,2012,,9.7,,,,0,,2012-08-24 00:00:00,,,BC,,1100031,0,3.1,,,1100031.2012.8.24,0,,,24,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18.7,0,8,,,,27.4,2012,,10,,,,0.7,,2012-08-25 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.8.25,0,,,25,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.1,0,8,,,,22.4,2012,,9.8,,,T,0,,2012-08-26 00:00:00,,,BC,,1100031,0,1.9,T,,1100031.2012.8.26,0,,,26,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,18,32,8,,,,22.8,2012,,13.2,,,T,0,,2012-08-27 00:00:00,,,BC,,1100031,0,0,T,,1100031.2012.8.27,0,,,27,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.6,0,8,,,,19.8,2012,,11.3,,,T,0,,2012-08-28 00:00:00,,,BC,,1100031,0,2.4,T,,1100031.2012.8.28,0,,,28,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.1,0,8,,,,21.1,2012,,13,,,M,0,,2012-08-29 00:00:00,,,BC,,1100031,,0.9,M,,1100031.2012.8.29,,,,29,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.7,0,8,,,,22.2,2012,,11.1,,,T,0,,2012-08-30 00:00:00,,,BC,,1100031,0,1.3,T,,1100031.2012.8.30,0,,,30,0
-122.36,49.02527777777778,,ABBOTSFORD A,23,15.4,33,8,,,,22,2012,,8.7,,,,0,,2012-08-31 00:00:00,,,BC,,1100031,0,2.6,,,1100031.2012.8.31,0,,,31,0
-122.36,49.02527777777778,,ABBOTSFORD A,24,14.5,35,9,,,,21.6,2012,,7.4,,,,0,,2012-09-01 00:00:00,,,BC,,1100031,0,3.5,,,1100031.2012.9.1,0,,,1,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.1,0,9,,,,21.2,2012,,8.9,,,T,0,,2012-09-02 00:00:00,,,BC,,1100031,0,2.9,T,,1100031.2012.9.2,0,,,2,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.8,0,9,,,,22,2012,,7.5,,,,0,,2012-09-03 00:00:00,,,BC,,1100031,0,3.2,,,1100031.2012.9.3,0,,,3,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.6,0,9,,,,23.8,2012,,9.4,,,,0,,2012-09-04 00:00:00,,,BC,,1100031,0,1.4,,,1100031.2012.9.4,0,,,4,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17,0,9,,,,23.9,2012,,10,,,,0,,2012-09-05 00:00:00,,,BC,,1100031,0,1,,,1100031.2012.9.5,0,,,5,0
-122.36,49.02527777777778,,ABBOTSFORD A,4,21.3,35,9,,,,29.4,2012,,13.1,,,,3.3,,2012-09-06 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.9.6,0,,,6,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,20.6,0,9,,,,30.5,2012,,10.6,,,,2.6,,2012-09-07 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.9.7,0,,,7,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,21.2,33,9,,,,30.7,2012,,11.6,,,,3.2,,2012-09-08 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.9.8,0,,,8,0
-122.36,49.02527777777778,,ABBOTSFORD A,20,16.6,39,9,,,,19.1,2012,,14.1,,,,0,,2012-09-09 00:00:00,,,BC,,1100031,4,1.4,,,1100031.2012.9.9,4,,,9,0
-122.36,49.02527777777778,,ABBOTSFORD A,19,13.1,39,9,,,,17.9,2012,,8.2,,,,0,,2012-09-10 00:00:00,,,BC,,1100031,2.6,4.9,,,1100031.2012.9.10,2.6,,,10,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,12.8,0,9,,,,18.2,2012,,7.3,,,,0,,2012-09-11 00:00:00,,,BC,,1100031,0,5.2,,,1100031.2012.9.11,0,,,11,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.5,0,9,,,,23.1,2012,,5.9,,,,0,,2012-09-12 00:00:00,,,BC,,1100031,0,3.5,,,1100031.2012.9.12,0,,,12,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17,0,9,,,,26.9,2012,,7.1,,,,0,,2012-09-13 00:00:00,,,BC,,1100031,0,1,,,1100031.2012.9.13,0,,,13,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.6,0,9,,,,25.3,2012,,7.8,,,,0,,2012-09-14 00:00:00,,,BC,,1100031,0,1.4,,,1100031.2012.9.14,0,,,14,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.4,0,9,,,,24,2012,,8.7,,,,0,,2012-09-15 00:00:00,,,BC,,1100031,0,1.6,,,1100031.2012.9.15,0,,,15,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.2,0,9,,,,26.5,2012,,7.9,,,,0,,2012-09-16 00:00:00,,,BC,,1100031,0,0.8,,,1100031.2012.9.16,0,,,16,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,17.8,0,9,,,,27.8,2012,,7.8,,,,0,,2012-09-17 00:00:00,,,BC,,1100031,0,0.2,,,1100031.2012.9.17,0,,,17,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,18,0,9,,,,26.7,2012,,9.3,,,,0,,2012-09-18 00:00:00,,,BC,,1100031,0,0,,,1100031.2012.9.18,0,,,18,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.8,0,9,,,,25.5,2012,,8.1,,,,0,,2012-09-19 00:00:00,,,BC,,1100031,0,1.2,,,1100031.2012.9.19,0,,,19,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.9,0,9,,,,26.7,2012,,7,,,,0,,2012-09-20 00:00:00,,,BC,,1100031,0,1.1,,,1100031.2012.9.20,0,,,20,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,13.1,0,9,,,,15.7,2012,,10.5,,,T,0,,2012-09-21 00:00:00,,,BC,,1100031,0,4.9,T,,1100031.2012.9.21,0,,,21,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.6,0,9,,,,16.6,2012,,12.6,,,,0,,2012-09-22 00:00:00,,,BC,,1100031,0,3.4,,,1100031.2012.9.22,0,,,22,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.7,0,9,,,,20.5,2012,,10.8,,,,0,,2012-09-23 00:00:00,,,BC,,1100031,0,2.3,,,1100031.2012.9.23,0,,,23,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,13.4,0,9,,,,20.3,2012,,6.5,,,,0,,2012-09-24 00:00:00,,,BC,,1100031,0,4.6,,,1100031.2012.9.24,0,,,24,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15,0,9,,,,20,2012,,9.9,,,,0,,2012-09-25 00:00:00,,,BC,,1100031,0,3,,,1100031.2012.9.25,0,,,25,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,12.5,0,9,,,,20,2012,,5,,,,0,,2012-09-26 00:00:00,,,BC,,1100031,0,5.5,,,1100031.2012.9.26,0,,,26,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,15.5,0,9,,,,23.5,2012,,7.5,,,,0,,2012-09-27 00:00:00,,,BC,,1100031,0,2.5,,,1100031.2012.9.27,0,,,27,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,16.9,0,9,,,,21.7,2012,,12,,,T,0,,2012-09-28 00:00:00,,,BC,,1100031,0,1.1,T,,1100031.2012.9.28,0,,,28,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,13.6,0,9,,,,18.6,2012,,8.6,,,,0,,2012-09-29 00:00:00,,,BC,,1100031,0,4.4,,,1100031.2012.9.29,0,,,29,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,11.8,0,9,,,,19.6,2012,,4,,,,0,,2012-09-30 00:00:00,,,BC,,1100031,0,6.2,,,1100031.2012.9.30,0,,,30,0
-122.36,49.02527777777778,,ABBOTSFORD A,21,13.5,39,10,,,,20.9,2012,,6,,,,0,,2012-10-01 00:00:00,,,BC,,1100031,0,4.5,,,1100031.2012.10.1,0,,,1,0
-122.36,49.02527777777778,,ABBOTSFORD A,5,12.4,37,10,,,,15.8,2012,,8.9,,,,0,,2012-10-02 00:00:00,,,BC,,1100031,0,5.6,,,1100031.2012.10.2,0,,,2,0
-122.36,49.02527777777778,,ABBOTSFORD A,4,13.3,56,10,,,,19.5,2012,,7,,,,0,,2012-10-03 00:00:00,,,BC,,1100031,0,4.7,,,1100031.2012.10.3,0,,,3,0
-122.36,49.02527777777778,,ABBOTSFORD A,4,12.5,41,10,,,,21.2,2012,,3.8,,,,0,,2012-10-04 00:00:00,,,BC,,1100031,0,5.5,,,1100031.2012.10.4,0,,,4,0
-122.36,49.02527777777778,,ABBOTSFORD A,2,14.3,43,10,,,,22.1,2012,,6.4,,,,0,,2012-10-05 00:00:00,,,BC,,1100031,0,3.7,,,1100031.2012.10.5,0,,,5,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.5,0,10,,,,23.5,2012,,5.4,,,,0,,2012-10-06 00:00:00,,,BC,,1100031,0,3.5,,,1100031.2012.10.6,0,,,6,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,14.4,0,10,,,,23.6,2012,,5.2,,,,0,,2012-10-07 00:00:00,,,BC,,1100031,0,3.6,,,1100031.2012.10.7,0,,,7,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,13.6,0,10,,,,21.7,2012,,5.4,,,,0,,2012-10-08 00:00:00,,,BC,,1100031,0,4.4,,,1100031.2012.10.8,0,,,8,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,10.6,0,10,,,,15,2012,,6.1,,,,0,,2012-10-09 00:00:00,,,BC,,1100031,0,7.4,,,1100031.2012.10.9,0,,,9,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,11.4,0,10,,,,14.9,2012,,7.8,,,,0,,2012-10-11 00:00:00,,,BC,,1100031,0.2,6.6,,,1100031.2012.10.11,0.2,,,11,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,10.4,0,10,,,,12,2012,,8.7,,,,0,,2012-10-12 00:00:00,,,BC,,1100031,14.6,7.6,,,1100031.2012.10.12,14.6,,,12,0
-122.36,49.02527777777778,,ABBOTSFORD A,18,14.1,43,10,,,,16.7,2012,,11.4,,,,0,,2012-10-13 00:00:00,,,BC,,1100031,25.5,3.9,,,1100031.2012.10.13,25.5,,,13,0
-122.36,49.02527777777778,,ABBOTSFORD A,19,15.7,70,10,,,,17.8,2012,,13.5,,,,0,,2012-10-14 00:00:00,,,BC,,1100031,28.4,2.3,,,1100031.2012.10.14,28.4,,,14,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,12.3,0,10,,,,14.9,2012,,9.6,,,,0,,2012-10-15 00:00:00,,,BC,,1100031,17,5.7,,,1100031.2012.10.15,17,,,15,0
-122.36,49.02527777777778,,ABBOTSFORD A,22,11.7,44,10,,,,15.1,2012,,8.2,,,,0,,2012-10-16 00:00:00,,,BC,,1100031,0.2,6.3,,,1100031.2012.10.16,0.2,,,16,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,10,0,10,,,,13.1,2012,,6.9,,,,0,,2012-10-17 00:00:00,,,BC,,1100031,0,8,,,1100031.2012.10.17,0,,,17,0
-122.36,49.02527777777778,,ABBOTSFORD A,28,10.4,43,10,,,,11.6,2012,,9.2,,,,0,,2012-10-18 00:00:00,,,BC,,1100031,35,7.6,,,1100031.2012.10.18,35,,,18,0
-122.36,49.02527777777778,,ABBOTSFORD A,18,10.9,57,10,,,,14.7,2012,,7,,,,0,,2012-10-19 00:00:00,,,BC,,1100031,7.8,7.1,,,1100031.2012.10.19,7.8,,,19,0
-122.36,49.02527777777778,,ABBOTSFORD A,20,6.9,39,10,,,,10.3,2012,,3.4,,,,0,,2012-10-20 00:00:00,,,BC,,1100031,10.4,11.1,,,1100031.2012.10.20,10.4,,,20,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,6.1,0,10,,,,9.2,2012,,3,,,,0,,2012-10-21 00:00:00,,,BC,,1100031,13.3,11.9,,,1100031.2012.10.21,13.3,,,21,0
-122.36,49.02527777777778,,ABBOTSFORD A,6,6.8,48,10,,,,10.8,2012,,2.8,,,,0,,2012-10-22 00:00:00,,,BC,,1100031,1.6,11.2,,,1100031.2012.10.22,1.6,,,22,0
-122.36,49.02527777777778,,ABBOTSFORD A,9,6.2,44,10,,,,8.4,2012,,3.9,,,,0,,2012-10-24 00:00:00,,,BC,,1100031,0.2,11.8,,,1100031.2012.10.24,0.2,,,24,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,6.4,0,10,,,,10.7,2012,,2.1,,,,0,,2012-10-25 00:00:00,,,BC,,1100031,0,11.6,,,1100031.2012.10.25,0,,,25,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,6.7,0,10,,,,7.7,2012,,5.6,,,,0,,2012-10-26 00:00:00,,,BC,,1100031,5.5,11.3,,,1100031.2012.10.26,5.5,,,26,0
-122.36,49.02527777777778,,ABBOTSFORD A,0,7.7,0,10,,,,9.1,2012,,6.2,,,,0,,2012-10-27 00:00:00,,,BC,,1100031,30,10.3,,,1100031.2012.10.27,30,,,27,0
